A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]
-16.165001	-11.712000	1011.014038	-4.099375	0.826875	-1.325625
-26.535000	-16.226000	1029.984985	-3.946250	2.323125	-0.678125
-33.428001	-11.285000	1012.966003	0.017500	1.942500	-0.503125
-32.574001	-4.697000	1006.500000	7.000000	-1.596875	-1.128750
-21.350000	-1.342000	1024.556030	4.681250	-0.665000	-2.476250
-17.202000	5.734000	1002.656982	-3.727500	3.106250	-3.027500
-17.568001	-3.050000	1010.465027	-6.488125	0.573125	-2.323125
-22.570000	-10.248000	1016.931030	-0.498750	-2.327500	-0.284375
-20.496000	-12.078000	1015.406006	3.189375	-3.850000	1.225000
-13.176001	-0.549000	1024.190063	5.761875	-1.229375	2.651250
-19.093000	-13.054000	1019.737000	1.802500	-0.109375	3.150000
-16.409000	2.623000	1016.869995	4.239375	-1.470000	1.159375
-27.267000	12.688000	1016.442993	3.368750	-2.034375	-0.665000
-11.224000	43.737000	1027.301025	2.069375	-4.213125	-1.964375
-9.394000	37.088001	1025.287964	-2.170000	1.653750	-0.179375
-14.640000	13.725000	1018.760986	-4.506250	2.441250	-1.050000
-13.664001	4.880000	1025.044067	-6.291250	3.088750	-3.460625
-6.344000	-11.468000	1017.358032	-5.013750	6.033125	-2.480625
-17.568001	-9.150001	995.276001	1.133125	-1.080625	1.299375
-6.039000	-10.553000	996.617981	7.643125	-1.745625	3.539375
-0.793000	6.344000	1023.458008	10.981250	-7.892500	3.591875
-6.832000	19.398001	1021.750000	2.808750	-1.054375	0.490000
-10.858000	13.481000	1018.578003	-10.583125	4.182500	-1.487500
-13.786000	9.577000	1032.364014	-11.011875	1.338750	-2.170000
-22.326000	8.418000	1034.926025	-4.978750	1.750000	-1.281875
-17.385000	-4.148000	1033.339966	-2.371250	0.100625	0.958125
-21.716000	-14.091001	1025.410034	-3.259375	2.143750	2.423750
-16.348000	-22.691999	1013.942017	0.726250	0.875000	1.290625
-14.396000	-4.148000	1003.389038	2.436875	0.993125	-0.507500
-15.250000	2.745000	1005.523987	0.980000	-3.657500	-1.198750
0.000000	0.488000	1011.441040	-0.039375	-4.886875	0.087500
6.344000	-2.440000	1026.081055	2.563750	-2.388750	2.038750
-1.647000	4.331000	1018.944031	0.599375	4.716250	3.714375
-6.283000	-10.858000	1027.545044	-3.355625	6.518750	0.848750
-16.165001	-3.721000	1025.654053	-4.103750	7.043750	-1.430625
-10.736000	-7.137000	1006.134033	-5.595625	4.344375	-2.498125
-16.469999	-7.869000	1017.419006	-2.695000	2.642500	-1.557500
-16.958000	-15.738000	1003.328003	-1.190000	0.214375	0.214375
-21.045000	-29.341000	1019.981018	-2.130625	0.210000	-0.336875
-25.925001	-22.448000	1027.545044	-1.391250	-0.231875	-0.481250
-23.607000	-21.594000	1012.234009	-2.043125	-0.301875	-0.039375
-23.668001	-17.568001	1017.541016	-0.310625	-2.021250	-0.586250
-16.104000	-7.320000	1013.637024	1.526875	-1.273125	-1.159375
-19.886000	-6.466000	1012.783020	-0.778750	-0.875000	-0.953750
-10.858000	1.342000	1011.197021	-2.625000	-1.111250	-1.456875
-10.370000	-19.276001	1007.354004	1.623125	-1.439375	-0.437500
-13.969000	-16.165001	1014.369019	6.181875	-0.560000	-0.004375
-10.004000	-8.784000	1010.281982	7.415625	0.061250	0.328125
-10.858000	-2.135000	1004.059998	4.501875	-0.166250	-0.144375
-8.174000	7.320000	1023.213989	-3.928750	-0.061250	-1.233750
-11.041000	-2.989000	1010.281982	-4.930625	2.060625	-3.237500
-12.444000	-7.564000	1019.919983	-2.432500	-1.400000	-3.736250
-7.808000	-6.588000	1026.324951	1.050000	-0.354375	-1.938125
-7.503000	-17.446001	1016.199036	3.263750	-1.491875	-1.767500
-7.564000	-17.873001	1013.942017	-0.756875	-0.126875	-1.137500
-2.013000	-16.165001	1014.674011	-2.091250	0.896875	-1.916250
-10.797000	-7.320000	1013.088013	-1.806875	-1.185625	-0.704375
-1.647000	11.590000	1021.505981	-3.425625	-2.191875	-1.841875
-3.355000	0.976000	1024.677979	-1.697500	-7.481250	-2.436875
2.684000	-10.187000	1022.726013	-1.194375	-4.637500	-2.594375
10.492001	-13.725000	1042.245972	4.703125	-5.543125	-1.846250
13.725000	-9.882000	1038.036987	14.192500	-8.750000	-0.297500
19.459000	4.819000	1009.671997	28.218750	-5.171250	0.713125
25.498001	30.927000	1026.691040	28.161875	-2.874375	2.016875
18.117001	61.610001	1003.632996	7.266875	3.220000	2.590000
33.549999	60.817001	1010.708984	-12.455625	12.114375	-2.091250
6.954000	34.831001	1015.588989	-25.466875	9.528750	-5.044375
1.281000	7.259000	1018.822021	-23.008125	10.246250	-6.094375
-2.379000	-5.612000	1024.129028	-6.475000	10.889375	-2.336250
-17.507000	1.464000	1007.842041	9.305625	6.440000	-1.036875
-23.302000	16.531000	1009.916016	12.390000	2.275000	2.305625
-25.315001	20.007999	1017.663025	14.953750	-7.551250	4.602500
61.732002	3.172000	956.236023	-14.616875	0.700000	-2.808750
-11.956000	4.636000	1035.170044	-14.708750	-0.415625	3.696875
23.607000	13.176001	1019.249023	-11.173750	-3.163125	-2.152500
45.811001	51.850002	972.583984	-3.224375	-2.804375	-5.683125
-32.635002	-11.346000	1043.039062	-2.568125	0.861875	0.494375
0.610000	0.366000	1019.127014	3.854375	9.533125	0.590625
-43.066002	3.294000	1017.601990	-1.798125	4.965625	-0.476875
-15.128000	-1.708000	987.346008	-8.216250	3.596250	1.645000
16.653000	-22.997000	1026.751953	-7.686875	-2.848125	1.968750
-10.370000	-15.189000	1035.536011	6.558125	2.100000	0.188125
-19.825001	5.307000	1034.193970	15.085000	9.196250	4.462500
-36.722000	9.943000	1007.171021	10.788750	6.195000	3.618125
-24.948999	1.769000	999.606995	-1.535625	1.006250	2.100000
-16.592001	3.721000	1024.556030	-1.732500	-2.738750	-0.485625
-17.019001	4.758000	1002.230042	-5.289375	1.220625	1.163750
73.871002	-2.257000	982.466003	-7.411250	2.178750	-4.248125
11.163000	4.636000	1054.812012	-7.765625	-6.597500	1.951250
-13.847000	-18.666000	1027.484009	1.605625	0.258125	0.669375
-17.995001	-6.832000	1023.702026	6.741875	1.413125	-0.210000
-11.407001	13.664001	1002.413025	6.103125	6.383125	-0.717500
-10.431000	12.871000	1012.843994	-2.266250	11.606875	-0.078750
-12.993000	16.775000	1062.925049	-8.290625	6.982500	2.848125
-39.589001	-8.418000	1042.795044	-7.577500	7.564375	2.760625
-49.837002	-14.274000	1014.125000	-5.582500	8.085000	2.047500
-54.046001	-1.708000	1003.816040	1.036875	6.956250	-0.700000
-57.827999	-12.444000	979.598999	2.253125	8.973125	-0.105000
-57.218002	-7.015000	980.026001	4.055625	1.977500	-0.691250
-54.411999	-19.520000	993.202026	5.801250	-1.675625	-0.284375
-45.811001	-8.235000	1022.665039	2.546250	-1.715000	-0.406875
-55.815002	-2.318000	1016.626038	3.570000	-0.424375	0.437500
-50.691002	12.017000	1016.015991	6.623750	-3.171875	0.406875
-46.237999	11.224000	1013.820007	9.944375	-4.007500	0.713125
-41.358002	22.570000	1025.348999	8.050000	-0.201250	0.297500
-52.459999	31.415001	1017.114014	-8.356250	-1.133125	-0.100625
-30.683001	15.189000	1024.556030	-17.228750	-7.888125	-2.366875
-35.806999	10.248000	1032.852051	-17.876249	2.585625	-1.706250
-31.659000	-18.788000	999.424011	-13.759375	9.406250	0.393750
-43.066002	-28.304001	998.020996	-4.523750	7.813750	2.371250
-61.000000	-32.879002	980.453003	7.420000	-0.148750	-4.480000
-42.456001	-9.699000	1000.522034	8.671250	2.003750	1.995000
-29.585001	14.457000	992.348022	-2.493750	-1.316875	0.455000
-41.480000	2.867000	1026.385986	-6.107500	-4.777500	0.844375
-56.181000	-31.842001	1026.081055	3.731875	-6.685000	-0.551250
-38.368999	-14.701000	1013.942017	6.584375	-6.829375	-1.981875
-36.295002	-2.135000	1033.828003	2.388750	-8.019375	-0.840000
-28.792000	-10.004000	1041.635986	1.093750	-5.888750	-2.305625
-18.849001	-1.647000	1022.543030	1.098125	-0.962500	-2.616250
-18.361000	2.135000	1004.609009	-0.958125	0.721875	-2.988125
-24.521999	-11.956000	1020.468994	-0.450625	-0.175000	-2.174375
-23.424000	-4.941000	1014.796021	0.735000	6.693750	-1.299375
-39.161999	5.734000	996.801025	-1.815625	7.153125	0.472500
-42.700001	-17.750999	1023.275024	-1.518125	7.516250	1.741250
-45.139999	-14.762000	1016.199036	-0.765625	1.833125	1.986250
-37.820000	-7.442000	1033.401001	-1.872500	1.780625	3.066875
-28.548000	-11.590000	995.398010	5.254375	0.122500	3.303125
-42.456001	-3.904000	998.936035	0.503125	-1.754375	1.050000
-50.874001	8.357000	1017.785034	0.271250	-1.255625	-5.556250
-55.265999	32.818001	1021.872009	-0.026250	1.487500	-9.773750
-34.282001	27.938000	1031.815063	4.042500	-1.360625	-6.457500
-29.707001	19.032000	1031.815063	5.652500	0.818125	0.459375
-10.126000	-8.296000	1026.691040	4.786250	-0.630000	7.542500
-18.910000	-24.644001	1016.809021	3.570000	2.148125	5.783750
-49.471001	-17.873001	997.228027	-3.119375	4.217500	-1.216250
-52.094002	7.259000	1008.695984	-9.209375	4.186875	-7.415625
-50.020000	26.169001	1002.351990	-5.153750	6.418125	-6.475000
-37.514999	-3.233000	1038.890991	1.098125	0.437500	2.008125
-32.879002	-7.198000	1051.701050	5.963125	-6.330625	8.535625
-33.062000	-8.357000	1029.070068	7.433125	5.105625	12.919375
-41.968002	5.673000	1010.038025	17.184999	-1.557500	8.391250
-37.942001	35.196999	997.960022	12.963125	-0.476875	1.592500
-33.611000	41.663002	1015.528015	-5.381250	0.726250	-6.085625
-28.059999	31.415001	1006.439026	-6.457500	2.891875	-9.305625
-39.771999	16.469999	1007.720032	-4.781875	4.138750	-2.861250
-40.320999	7.381000	1017.906982	7.319375	2.065000	3.526250
-33.855000	21.899000	1020.957031	9.445625	3.316250	7.126875
-56.608002	50.630001	997.898987	12.171250	2.253125	2.585625
-42.456001	71.675003	1012.356018	2.362500	-5.451250	-1.382500
-45.262001	84.790001	1037.182983	-9.060625	1.758750	-3.640000
-51.118000	34.221001	1027.362061	-16.476250	1.382500	-3.049375
-43.431999	2.989000	998.387024	-13.466250	-1.198750	0.048125
-43.980999	-25.925001	990.640015	-1.903125	-0.455000	4.873750
-39.711002	8.418000	1029.009033	8.614375	-3.574375	5.394375
-49.410000	46.421001	1029.130981	8.365000	-0.844375	1.583750
-42.151001	77.225998	1025.531982	-5.363750	6.650000	-1.203125
-45.567001	39.223000	1016.015991	-18.676874	6.676250	-1.728125
-61.487999	6.344000	1016.747986	-21.328125	4.620000	-1.001875
-59.048000	-33.244999	1023.092041	-21.564375	2.765000	-2.848125
-57.584000	-41.968002	1007.842041	-13.168750	-1.846250	-3.596250
-41.602001	-28.121000	1014.186035	-4.620000	1.268750	-1.618750
-47.214001	-25.681000	1011.502014	-3.255000	1.465625	-2.401875
-48.922001	-38.307999	1022.116028	-0.266875	-7.564375	-2.948750
-46.237999	-42.272999	1013.088013	4.178125	1.233750	-0.638750
-52.704002	-49.227001	1030.717041	0.581875	0.748125	-0.052500
-54.290001	-41.358002	1034.987061	-2.034375	2.983750	0.476875
-51.240002	-42.761002	1034.803955	2.143750	-4.580625	-0.345625
-43.798000	-33.428001	1008.574036	6.208125	-4.952500	1.198750
-35.014000	-26.840000	999.241028	5.954375	-3.421250	0.778750
-22.448000	-3.050000	1012.966003	5.586875	-12.845000	-1.505000
-29.768000	0.793000	1018.944031	-1.890000	-1.312500	-3.675000
-42.212002	-10.614000	1012.051025	-4.764375	3.718750	-1.929375
-49.837002	-25.132000	1018.090027	-5.433750	2.423750	-0.310625
-29.463001	-35.196999	1018.455994	-3.880625	-0.490000	-0.905625
-16.896999	-16.104000	1007.536987	-0.358750	1.098125	-1.207500
-14.640000	-6.649000	1012.112000	0.393750	-2.380000	-1.793750
-23.973000	-30.927000	1013.393005	-6.138125	-7.608125	-1.255625
-39.040001	-35.746002	1020.225037	-7.293125	-2.568125	-1.058750
