@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_VAR_on_ACC_X numeric
@attribute F3_PeakToPeak_on_ACC_X numeric
@attribute F4_MIN_on_ACC_X numeric
@attribute F5_MAX_on_ACC_X numeric
@attribute F6_MEAN_on_ACC_Y numeric
@attribute F7_VAR_on_ACC_Y numeric
@attribute F8_PeakToPeak_on_ACC_Y numeric
@attribute F9_MIN_on_ACC_Y numeric
@attribute F10_MAX_on_ACC_Y numeric
@attribute F11_MEAN_on_ACC_Z numeric
@attribute F12_VAR_on_ACC_Z numeric
@attribute F13_PeakToPeak_on_ACC_Z numeric
@attribute F14_MIN_on_ACC_Z numeric
@attribute F15_MAX_on_ACC_Z numeric
@attribute F16_MEAN_on_GY_X numeric
@attribute F17_VAR_on_GY_X numeric
@attribute F18_PeakToPeak_on_GY_X numeric
@attribute F19_MIN_on_GY_X numeric
@attribute F20_MAX_on_GY_X numeric
@attribute F21_MEAN_on_GY_Y numeric
@attribute F22_VAR_on_GY_Y numeric
@attribute F23_PeakToPeak_on_GY_Y numeric
@attribute F24_MIN_on_GY_Y numeric
@attribute F25_MAX_on_GY_Y numeric
@attribute F26_MEAN_on_GY_Z numeric
@attribute F27_VAR_on_GY_Z numeric
@attribute F28_PeakToPeak_on_GY_Z numeric
@attribute F29_MIN_on_GY_Z numeric
@attribute F30_MAX_on_GY_Z numeric
@attribute class {Forward_Backward, Idle, Lateral, Up_Down}

@data
0.0193939, 0.0142975, 0.522949, -0.302002, 0.220581, -0.0115662, 0.00163746, 0.223267, -0.134277, 0.0889282, 1.02734, 0.00195313, 0.253906, 0.880859, 1.13477, -0.012619, 0.0465393, 1.125, -0.541016, 0.583984, -0.0357056, 0.0772705, 1.67773, -0.962402, 0.714844, -0.00279808, 0.0279846, 0.794922, -0.375732, 0.418945, Forward_Backward
0.0411072, 0.0111313, 0.483398, -0.212646, 0.270752, -0.00923157, 0.00121021, 0.200195, -0.0973511, 0.102783, 1.02344, 0, 0.299316, 0.88623, 1.18555, 0.0121994, 0.0395203, 1.02246, -0.675781, 0.34668, 0.00548553, 0.086731, 1.64551, -0.759277, 0.88623, 0.00562286, 0.0162354, 0.712891, -0.32959, 0.383057, Forward_Backward
0.0287781, 0.0115891, 0.499756, -0.235107, 0.264648, -0.0147476, 0.00069809, 0.147339, -0.0973511, 0.0498962, 1.02148, 0, 0.23877, 0.937012, 1.17578, -0.010437, 0.0283203, 1.04785, -0.366943, 0.680176, 0.0405579, 0.059082, 1.18262, -0.471191, 0.711426, -0.016037, 0.00992584, 0.479736, -0.270264, 0.209351, Forward_Backward
0.00242615, 0.0209808, 0.616699, -0.257568, 0.358887, -0.0175476, 0.00206757, 0.263672, -0.173706, 0.0897827, 1.01953, 0, 0.331055, 0.833008, 1.16406, -0.015152, 0.078064, 1.4082, -0.708496, 0.699219, 0.00020206, 0.0312347, 1.00195, -0.451172, 0.550781, -0.0464783, 0.0260162, 0.804688, -0.423096, 0.381348, Forward_Backward
-0.00839233, 0.0243378, 0.706055, -0.325195, 0.380859, -0.0257263, 0.00365257, 0.280518, -0.152588, 0.127808, 1.01758, 0, 0.225098, 0.92334, 1.14844, -0.0179291, 0.0440063, 0.89502, -0.486084, 0.408936, 0.0196686, 0.0362549, 0.991211, -0.569336, 0.421631, 0.0160522, 0.031311, 1.08594, -0.595703, 0.489746, Forward_Backward
-0.0106583, 0.0295715, 0.738281, -0.345215, 0.393066, -0.0319824, 0.00205803, 0.216797, -0.150635, 0.0661011, 1.01855, 0.00585938, 0.386719, 0.789063, 1.17578, 0.0148087, 0.0363464, 1.05762, -0.64209, 0.415283, -0.00275421, 0.0883179, 1.4707, -0.878906, 0.591797, -0.0130463, 0.0426636, 1.10938, -0.811035, 0.29834, Forward_Backward
-0.0319519, 0.0250244, 0.749023, -0.340088, 0.408691, 0.0253754, 0.00167179, 0.213989, -0.0578613, 0.156128, 1.01758, 0, 0.191895, 0.943848, 1.13574, 0.0291595, 0.0767212, 1.64063, -1.11426, 0.525879, 0.0315247, 0.0552368, 1.2373, -0.627441, 0.609863, 0.0105133, 0.0422363, 1.04883, -0.635742, 0.412354, Forward_Backward
0.00597382, 0.0273285, 0.619629, -0.244385, 0.375244, 0.00461578, 0.0025692, 0.290527, -0.139282, 0.151123, 1.01758, 0.000976563, 0.352051, 0.850098, 1.20215, -0.0506897, 0.0318298, 0.873047, -0.450928, 0.421875, -0.02388, 0.0864258, 1.78613, -0.756836, 1.0293, -0.0249634, 0.0232239, 0.903809, -0.612305, 0.29126, Forward_Backward
-0.00990295, 0.0333557, 0.657715, -0.238403, 0.418945, 0.0244598, 0.00274658, 0.272949, -0.104309, 0.168457, 1.0166, 0.00390625, 0.401855, 0.760254, 1.16211, -0.0109482, 0.106201, 1.53906, -0.669434, 0.869141, 0.0552063, 0.086792, 1.56543, -0.831055, 0.733887, 0.019165, 0.0476379, 1.03809, -0.560547, 0.476807, Forward_Backward
-0.0267181, 0.0248413, 0.631836, -0.256104, 0.375732, -0.00762177, 0.00317574, 0.304199, -0.1427, 0.161499, 1.0127, 0.00292969, 0.395996, 0.869629, 1.26563, 0.00737762, 0.103699, 1.74707, -0.793457, 0.953613, -0.0117035, 0.0389404, 1.26367, -0.742188, 0.521484, -0.00966644, 0.0527954, 1.08594, -0.629395, 0.456299, Forward_Backward
-0.00171375, 0.0284271, 0.671875, -0.317871, 0.35376, -0.0334167, 0.00288582, 0.291748, -0.174438, 0.117126, 1.02441, 0, 0.35498, 0.851074, 1.20605, -0.011673, 0.0969238, 1.85059, -0.842773, 1.00781, 0.0397339, 0.0770874, 1.64063, -0.635742, 1.00488, -0.034668, 0.0377502, 0.943848, -0.49585, 0.447754, Forward_Backward
0.0157928, 0.0193176, 0.614258, -0.320557, 0.293457, 0.0253754, 0.00121975, 0.211182, -0.0863647, 0.124756, 1.02148, 0.00292969, 0.370605, 0.804199, 1.1748, 0.0216827, 0.0713501, 1.37012, -0.759277, 0.61084, 0.0285797, 0.069519, 1.37402, -0.5625, 0.811035, -0.00293541, 0.0210876, 0.811035, -0.310059, 0.500977, Forward_Backward
-0.00764084, 0.0173035, 0.542969, -0.338135, 0.204468, -0.00637054, 0.00155354, 0.1875, -0.106506, 0.0809937, 1.02441, 0.000976563, 0.289551, 0.868652, 1.1582, -0.0304565, 0.0469055, 1.1084, -0.394531, 0.713867, -0.0207367, 0.0953979, 1.7002, -0.994629, 0.705566, 0.0455017, 0.036499, 0.925293, -0.604004, 0.321289, Forward_Backward
-0.0168152, 0.013031, 0.538086, -0.32251, 0.215332, -0.0370483, 0.00225639, 0.245483, -0.20459, 0.0409241, 1.02441, 0, 0.25293, 0.912109, 1.16504, 0.0155792, 0.0621033, 1.27148, -0.689941, 0.581055, 0.0231476, 0.163086, 2.08789, -1.01758, 1.06934, -0.0133743, 0.0349426, 0.949707, -0.49292, 0.456543, Forward_Backward
-0.0100174, 0.019165, 0.669922, -0.419678, 0.249878, 0.0105133, 0.00124931, 0.185791, -0.0872192, 0.0985107, 1.02441, 0, 0.336426, 0.888184, 1.22461, -0.0122986, 0.0391541, 1.05078, -0.486084, 0.563965, -0.00395203, 0.108582, 1.69824, -0.980469, 0.717285, 0.000365019, 0.00862122, 0.533691, -0.240723, 0.292725, Forward_Backward
0.00370598, 0.0159454, 0.588867, -0.285645, 0.302979, -0.0297699, 0.00255394, 0.252197, -0.192993, 0.0592041, 1.02637, 0.00195313, 0.36084, 0.815918, 1.17676, -0.00548935, 0.0375366, 1.24121, -0.703613, 0.537598, 0.0033493, 0.203613, 2.48828, -1.26758, 1.21973, -0.00666809, 0.0846558, 1.80469, -1.32617, 0.478271, Forward_Backward
0.00974274, 0.00114441, 0.217529, -0.125977, 0.0914917, -0.0110626, 0.0045166, 0.358643, -0.240723, 0.11792, 1.01172, 0.0380859, 0.940918, 0.591309, 1.53223, 0.0128326, 0.0890503, 1.6543, -0.918945, 0.735352, 0.0111465, 0.0632935, 1.63965, -0.806152, 0.833496, -0.00865936, 0.0361328, 0.928711, -0.319092, 0.609375, Forward_Backward
0.0394897, 0.00140858, 0.251465, -0.0643311, 0.187134, -0.00234795, 0.000870228, 0.126831, -0.0690918, 0.0577393, 1.02246, 0, 0.356445, 0.8125, 1.16895, -0.009552, 0.030014, 0.932617, -0.443604, 0.489014, -0.00928497, 0.0325012, 0.80127, -0.389893, 0.411377, -0.0766602, 0.0117798, 0.714355, -0.476074, 0.238281, Forward_Backward
0.0461426, 0.00757599, 0.383057, -0.147339, 0.235596, 0.00794983, 0.00285721, 0.220947, -0.124329, 0.0966187, 1.01758, 0, 0.22168, 0.884766, 1.10645, -0.0310211, 0.0665283, 1.39844, -0.463135, 0.935059, 0.0380554, 0.0175934, 0.643555, -0.262451, 0.380859, 0.0536194, 0.0342712, 0.805664, -0.314941, 0.490723, Forward_Backward
-0.00922394, 0.017334, 0.586426, -0.273193, 0.312988, -0.0342407, 0.00131321, 0.195923, -0.109619, 0.0863037, 1.02734, 0.00292969, 0.567383, 0.871094, 1.43848, 0.00346756, 0.0470581, 1.18066, -0.787598, 0.392578, -0.00538254, 0.109131, 1.71289, -0.935059, 0.777832, -0.00853729, 0.0332031, 1.02051, -0.525391, 0.495117, Forward_Backward
-0.00709152, 0.0213623, 0.603516, -0.294189, 0.309326, -0.032074, 0.00400543, 0.325928, -0.192871, 0.133057, 1.0166, 0.00585938, 0.338867, 0.870117, 1.20898, 0.00366402, 0.0500488, 1.33789, -0.722656, 0.614746, -0.00574875, 0.108337, 1.6582, -0.972656, 0.685547, 0.0068512, 0.019104, 0.70752, -0.387207, 0.320068, Forward_Backward
-0.0116959, 0.0252686, 0.72998, -0.412354, 0.317383, -0.0372009, 0.00464249, 0.289063, -0.206909, 0.0820313, 1.01172, 0.00292969, 0.341797, 0.838867, 1.18066, -0.00937653, 0.0831909, 1.56738, -0.937988, 0.629395, 0.0415344, 0.196777, 2.16797, -1.14648, 1.02051, -0.00858307, 0.0188446, 0.753906, -0.451904, 0.301758, Forward_Backward
0.0194397, 0.0248871, 0.746582, -0.369141, 0.377441, -0.0405579, 0.00339508, 0.327148, -0.250244, 0.0768433, 1.02441, 0, 0.231445, 0.916992, 1.14844, -0.0116425, 0.072937, 1.47949, -0.767578, 0.711426, 0.0304108, 0.111633, 2.20313, -1.44531, 0.756348, -0.0140991, 0.030838, 0.905273, -0.563965, 0.341309, Forward_Backward
-0.0454407, 0.0194244, 0.570801, -0.293213, 0.277588, -0.00610733, 0.00437927, 0.334717, -0.13147, 0.203247, 1.01758, 0.00292969, 0.283691, 0.885254, 1.16895, 0.0119553, 0.0940552, 1.70703, -0.854004, 0.853027, -0.00808716, 0.105957, 1.7002, -0.714844, 0.985352, -0.0114517, 0.0223694, 0.830078, -0.371826, 0.458008, Forward_Backward
-0.0109482, 0.0268097, 0.67627, -0.332764, 0.343262, 0.00170517, 0.00276756, 0.287109, -0.14856, 0.138428, 1.02051, 0.00292969, 0.228516, 0.908203, 1.13672, 0.0117188, 0.0534363, 1.16699, -0.550781, 0.616211, 0.00654602, 0.0664673, 1.27734, -0.625977, 0.651367, -0.017868, 0.0447083, 0.850586, -0.461914, 0.388672, Forward_Backward
-0.0139008, 0.0237427, 0.623535, -0.323975, 0.299561, -0.00479889, 0.00568008, 0.328857, -0.179321, 0.149414, 1.02246, 0.00292969, 0.323242, 0.84375, 1.16699, -0.0243378, 0.0664063, 1.17188, -0.696289, 0.475098, -0.00509644, 0.0943604, 1.47852, -0.818848, 0.659668, 0.00593185, 0.0382385, 0.92334, -0.350586, 0.572754, Forward_Backward
0.025589, 0.0221252, 0.602051, -0.233887, 0.36792, -0.0240631, 0.00330353, 0.325684, -0.127197, 0.198364, 1.01953, 0.00390625, 0.290039, 0.913086, 1.20313, 0.0195923, 0.0552979, 1.70898, -0.671875, 1.03711, -0.00889587, 0.0736084, 1.63477, -0.740234, 0.894043, 0.0099411, 0.0429382, 1.05176, -0.606934, 0.444092, Forward_Backward
-0.0221863, 0.0297546, 0.758301, -0.375488, 0.382568, -0.00317955, 0.00207138, 0.268555, -0.137817, 0.130737, 1.02051, 0, 0.19043, 0.941406, 1.13184, -0.0319214, 0.0577087, 1.32324, -0.652832, 0.67041, 0.0662231, 0.0679321, 1.35742, -0.584473, 0.772949, -0.0709839, 0.032196, 0.986328, -0.432861, 0.553223, Forward_Backward
-0.0385742, 0.0173645, 0.600098, -0.327148, 0.272705, -0.0305023, 0.00319672, 0.334961, -0.17688, 0.158081, 1.02734, 0, 0.185059, 0.942871, 1.12793, 0.0124588, 0.0616455, 1.49219, -0.701172, 0.791016, -0.0328674, 0.0925903, 1.74121, -0.820801, 0.92041, 0.0876465, 0.0784302, 1.58203, -0.462646, 1.11914, Forward_Backward
0.00287819, 0.0191193, 0.620117, -0.291504, 0.328613, -0.0484924, 0.00284767, 0.3125, -0.21875, 0.093689, 1.02148, 0, 0.335938, 0.882813, 1.21875, -0.042511, 0.0402222, 1.18555, -0.693848, 0.491455, -0.0523987, 0.166626, 2.29883, -1.2373, 1.06152, -0.035553, 0.0404663, 0.975098, -0.587402, 0.387695, Forward_Backward
0.0569763, 0.0135422, 0.451416, -0.208374, 0.24292, -0.0336609, 0.00210381, 0.240845, -0.147949, 0.0928345, 1.01758, 0.00195313, 0.248047, 0.891602, 1.13965, 0.0256042, 0.0575867, 1.37402, -0.577148, 0.796875, 0.0314331, 0.0592651, 1.33301, -0.544434, 0.788574, -0.0218353, 0.0204468, 0.68457, -0.391357, 0.292969, Forward_Backward
0.039032, 0.0191956, 0.526855, -0.177368, 0.349121, 0.000802994, 0.00194645, 0.23999, -0.122375, 0.117615, 1.01563, 0.00292969, 0.294434, 0.853027, 1.14746, -0.0211334, 0.0560303, 1.28809, -0.564941, 0.723145, 0.0408325, 0.106628, 1.64063, -0.688965, 0.951172, -0.0104675, 0.0441895, 1.05859, -0.505859, 0.552246, Forward_Backward
0.0692139, 0.0236359, 0.706055, -0.327148, 0.378662, -0.0092926, 0.00313568, 0.250732, -0.154175, 0.0965576, 1.02246, 0.00390625, 0.406738, 0.812988, 1.21973, 0.00240326, 0.154053, 1.96094, -0.800781, 1.16016, -0.00032568, 0.13208, 1.80664, -0.971191, 0.835449, -0.0203552, 0.0612793, 1.25, -0.564941, 0.685059, Forward_Backward
0.0385437, 0.0256195, 0.69873, -0.321045, 0.377441, -0.0205383, 0.00236511, 0.235352, -0.135986, 0.0993042, 1.01758, 0.00488281, 0.308105, 0.910645, 1.21875, -0.00120831, 0.0577087, 1.1416, -0.609375, 0.531738, 0.0431824, 0.170166, 2.06641, -1.02246, 1.04395, 0.030777, 0.0335999, 0.973633, -0.345459, 0.62793, Forward_Backward
-0.0114136, 0.0379639, 0.895508, -0.501465, 0.394043, -0.0243988, 0.00252342, 0.216797, -0.10144, 0.115356, 1.0166, 0, 0.277344, 0.922852, 1.2002, -0.00211143, 0.0628662, 1.16699, -0.611328, 0.555176, 0.00670624, 0.0725708, 1.53125, -0.658691, 0.87207, -0.0245514, 0.0314026, 0.799316, -0.342041, 0.457031, Forward_Backward
-0.00298309, 0.0200043, 0.61084, -0.320313, 0.290283, -0.0334167, 0.0013628, 0.175049, -0.0964355, 0.0786133, 1.02051, 0.00390625, 0.287109, 0.839844, 1.12695, -0.0157318, 0.0643311, 1.22168, -0.520996, 0.700684, -0.0144882, 0.117493, 1.85547, -0.919434, 0.936035, 0.000733376, 0.0750122, 1.38867, -0.490234, 0.897949, Forward_Backward
0.0522766, 0.0245667, 0.677734, -0.251953, 0.425781, -0.0383301, 0.00266266, 0.234985, -0.150635, 0.0842896, 1.01172, 0.00292969, 0.237305, 0.896484, 1.13379, 0.00616074, 0.102722, 1.65527, -0.728516, 0.926758, 0.0121689, 0.142578, 2.02734, -1.16504, 0.86084, 0.00649261, 0.0733643, 1.3418, -0.750488, 0.591309, Forward_Backward
0.0205688, 0.018692, 0.610352, -0.213989, 0.395996, -0.0358276, 0.00160027, 0.187622, -0.128784, 0.0588379, 1.01855, 0.00195313, 0.235352, 0.908203, 1.14355, -0.00906372, 0.0449219, 1.21875, -0.662598, 0.555664, 0.0518799, 0.0501099, 0.999512, -0.547852, 0.45166, -0.018219, 0.0203094, 0.774414, -0.395996, 0.378418, Forward_Backward
-0.0411682, 0.00940704, 0.453613, -0.202759, 0.250732, -0.0292206, 0.00245667, 0.2771, -0.130859, 0.14624, 1.01953, 0, 0.19043, 0.923828, 1.11426, 0.0178223, 0.0470581, 1.19824, -0.311523, 0.88623, -0.00976563, 0.0857544, 1.91895, -0.643066, 1.27539, -0.00316048, 0.0472717, 1.21875, -0.731445, 0.487305, Forward_Backward
0.0312805, 0.0400391, 0.703613, -0.255859, 0.447754, -0.0422363, 0.00130749, 0.178223, -0.111328, 0.0668335, 1.00684, 0.00292969, 0.26416, 0.874512, 1.13867, -0.0385742, 0.0458984, 0.986816, -0.524414, 0.462158, 0.0274658, 0.0999146, 1.79199, -0.898438, 0.893555, -0.00937653, 0.0180206, 0.814941, -0.262207, 0.552734, Forward_Backward
-0.01651, 0.0131454, 0.581543, -0.30127, 0.280029, -0.0545959, 0.00152397, 0.196899, -0.154663, 0.0422058, 1.02148, 0.00195313, 0.22998, 0.914551, 1.14453, -0.0257568, 0.103516, 2.05859, -1.00879, 1.0498, -0.00309181, 0.103516, 1.56543, -0.82666, 0.73877, 0.023819, 0.0168304, 0.658203, -0.34082, 0.317139, Forward_Backward
-0.0293427, 0.027771, 0.824707, -0.464844, 0.359863, -0.0588684, 0.00155449, 0.200684, -0.183716, 0.0169525, 1.01855, 0.00195313, 0.213867, 0.933594, 1.14746, 0.0298309, 0.0626831, 1.41309, -0.796387, 0.616211, 0.029541, 0.0843506, 1.44238, -0.641602, 0.800293, 0.00309563, 0.0255585, 0.859375, -0.507324, 0.352051, Forward_Backward
-4.63128e-05, 0.0136414, 0.469971, -0.252441, 0.217529, -0.0475769, 0.00226402, 0.267334, -0.194824, 0.0723877, 1.00977, 0.00292969, 0.213867, 0.891602, 1.10547, -0.0378723, 0.0401306, 1.1123, -0.780762, 0.331299, -0.00288963, 0.0494385, 1.08496, -0.500977, 0.583984, -0.0271149, 0.0124359, 0.654785, -0.345947, 0.308594, Forward_Backward
-0.00167179, 0.0262604, 0.734375, -0.297852, 0.436523, -0.0419312, 0.00495529, 0.275146, -0.142578, 0.132446, 1.02246, 0, 0.34375, 0.861328, 1.20508, 0.00441742, 0.0811768, 1.5791, -0.706543, 0.872559, 0.00446701, 0.0792236, 1.44141, -0.750488, 0.69043, -0.0164795, 0.0369568, 1.1416, -0.431641, 0.709473, Forward_Backward
-0.00291824, 0.0236664, 0.684082, -0.266113, 0.417969, -0.038147, 0.00277138, 0.221069, -0.122314, 0.0987549, 1.0127, 0.00488281, 0.23877, 0.906738, 1.14551, 0.0195618, 0.0629883, 1.41797, -0.759277, 0.658691, 0.0099411, 0.112549, 1.80469, -1.07422, 0.72998, 0.0180511, 0.0305939, 0.902344, -0.417969, 0.484131, Forward_Backward
0.00114441, 0.0290833, 0.743652, -0.263428, 0.480225, -0.0349121, 0.00263786, 0.283203, -0.153442, 0.129639, 1.02148, 0.00390625, 0.286621, 0.866699, 1.15332, -0.0122604, 0.036377, 0.922852, -0.43042, 0.492432, 0.0108261, 0.148071, 2.48438, -1.3584, 1.12598, -0.0123978, 0.0294342, 0.918945, -0.588867, 0.329834, Forward_Backward
-0.00596619, 0.0315247, 0.761719, -0.35083, 0.410645, -0.0496826, 0.00265503, 0.214722, -0.162354, 0.0523376, 1.00781, 0.00683594, 0.40918, 0.833008, 1.24219, -0.0314331, 0.0731812, 1.58008, -0.658691, 0.920898, 0.020752, 0.0752563, 1.19531, -0.506348, 0.688477, 0.0243835, 0.0440369, 1.22266, -0.384277, 0.837891, Forward_Backward
-0.0534668, 0.0224762, 0.538086, -0.30835, 0.229492, -0.0627441, 0.00182724, 0.185303, -0.162842, 0.0224457, 1.01758, 0, 0.290527, 0.835449, 1.12598, 0.016571, 0.0250092, 0.746094, -0.365967, 0.380127, 0.0210571, 0.0596924, 1.29199, -0.553223, 0.73877, -0.0233765, 0.0507202, 1.15723, -0.570313, 0.586426, Forward_Backward
-0.0289764, 0.0235901, 0.668457, -0.393311, 0.275146, -0.0516052, 0.00193787, 0.21814, -0.172119, 0.046051, 1.02246, 0, 0.358398, 0.783203, 1.1416, 0.00409698, 0.0616455, 1.38574, -0.818848, 0.566406, 0.0176086, 0.139404, 1.53027, -0.605469, 0.924805, 0.00393295, 0.0223999, 0.657715, -0.393066, 0.264648, Forward_Backward
-0.057251, 0.0143661, 0.61377, -0.365723, 0.247925, -0.0187683, 0.0013876, 0.200684, -0.123657, 0.0769653, 1.01855, 0.00390625, 0.317383, 0.908203, 1.22559, -0.00114727, 0.0366211, 1.00781, -0.481689, 0.525391, 0.00631714, 0.086853, 1.69336, -0.97998, 0.712891, -0.00682068, 0.0496521, 1.03418, -0.551758, 0.481934, Forward_Backward
-0.0686035, 0.013237, 0.486084, -0.315674, 0.170288, -0.0201416, 0.00400162, 0.294678, -0.148071, 0.146484, 1.02246, 0, 0.333496, 0.859863, 1.19336, 0.0137787, 0.0797119, 1.24414, -0.603516, 0.640625, -0.0246582, 0.126587, 1.74512, -0.883301, 0.861328, -0.0500793, 0.0380554, 0.996094, -0.49585, 0.5, Forward_Backward
0.0378418, 0.0402832, 0.736328, -0.292236, 0.444092, -0.00945282, 0.00263786, 0.254639, -0.104614, 0.149902, 1.01465, 0.00390625, 0.442871, 0.768066, 1.21094, -0.0302429, 0.0704346, 1.21973, -0.713867, 0.505859, 0.0319519, 0.0860596, 1.62793, -0.648438, 0.979004, -0.0159149, 0.0311432, 0.760742, -0.410645, 0.349854, Forward_Backward
-0.0527649, 0.0386353, 0.794434, -0.309814, 0.484619, -0.0250397, 0.00179195, 0.229736, -0.112915, 0.116821, 1.00293, 0.0117188, 0.754395, 0.688965, 1.44336, 0.00361252, 0.0385132, 1.01367, -0.635742, 0.377197, 0.0104904, 0.140381, 2.49609, -1.08496, 1.41113, 0.051178, 0.0332947, 0.950195, -0.626465, 0.32373, Forward_Backward
