A_X[mg]	A_Y[mg]	A_Z[mg]	G_X[dps]	G_Y[dps]	G_Z[dps]	
81.595125125	42.860125375	999.4621353749999	0.8553125	-0.1553125	-0.95703125
81.21387575	42.5780005	999.706138625	0.85640625	-0.146015625	-0.9630468750000002
81.61800099999999	42.661875625	998.4403914999998	0.798984375	-0.11156250000000001	-0.9553906249999999
81.91537575	42.66187562500001	998.531890875	0.7940625	-0.10828125	-0.95703125
81.572250375	42.56275025	997.9066391250001	0.838359375	-0.10171875	-0.9526562499999999
81.618	42.738125249999996	999.3858871250002	0.8017187499999999	-0.1159375	-0.972890625
82.18225000000001	43.58450025	998.8521346250001	0.8153906249999999	-0.11265625000000001	-0.9630468750000001
83.036250125	42.532250375000004	999.149513125	0.8613281249999999	-0.08914062500000001	-0.94171875
82.533	42.0442505	999.4850157499999	0.8684375	-0.080390625	-0.9324218750000001
81.73999975000001	42.4026255	999.622261	0.8602343750000001	-0.09734374999999999	-0.944453125
81.434999375	42.7228755	1000.4228820000001	0.895234375	-0.11593750000000001	-0.9439062499999998
82.083124	42.783875375	999.759506125	0.8706250000000002	-0.10335937499999999	-0.9417187499999998
81.755249875	42.92875037500001	1000.1788787500001	0.8514843750000001	-0.093515625	-0.938984375
80.75637525	43.23375025	999.4087525	0.9034375000000001	-0.079296875	-0.9335156249999998
80.96225062500001	42.41787525	999.7823792500001	0.941171875	-0.07984374999999999	-0.9548437499999999
80.64200100000001	42.867750125	1000.0416261250001	0.9340625	-0.098984375	-0.9756249999999999
80.603876	43.188000125	999.2181245	0.906171875	-0.11046875	-0.98984375
81.168126	43.37100025	998.6691285000002	0.876640625	-0.10664062500000002	-0.9953125
80.154001125	43.027875	999.10375225	0.891953125	-0.10664062500000002	-0.984921875
80.131126375	43.584500375	1000.1331253750001	0.9209375	-0.10171875	-0.9821875
80.61150074999999	43.119375375	1000.293251	0.9154687499999999	-0.10390625	-0.9625
81.099500625	43.0583755	1000.1026305	0.9007031249999999	-0.132890625	-0.938984375
80.405625375	43.569250749999995	999.103759625	0.884296875	-0.13289062499999998	-0.926953125
80.733500625	43.935250875	999.0198896249999	0.921484375	-0.12359375	-0.922578125
81.80100075000001	44.011501	999.3935163749999	0.94609375	-0.11210937500000001	-0.914921875
81.793376125	43.874251	999.2105177499999	0.991484375	-0.10171875000000002	-0.9078125
82.18987675	43.78275112499999	999.1952666249998	0.9586718750000001	-0.09898437500000001	-0.925859375
81.900126625	42.936376124999995	998.8216476249999	0.922578125	-0.089140625	-0.934609375
83.021002	42.78387637499999	998.6539001249998	0.886484375	-0.097890625	-0.9537500000000001
83.55475249999999	43.081251124999994	998.9512711250001	0.8750000000000001	-0.09625	-0.9712500000000001
83.387003125	42.410251124999995	999.7823945000001	0.882109375	-0.10171875	-0.97234375
82.708378	41.92987625	999.561264125	0.813203125	-0.10500000000000001	-0.9728906250000001
81.77812775000001	42.273001125	999.1647644999999	0.8115625	-0.11046875	-0.9750781250000001
81.999252375	42.265376	999.6298905000001	0.789140625	-0.10828125	-0.961953125
82.380501875	42.41787575	999.40876775	0.8164843749999999	-0.11921875	-0.947734375
81.557002125	42.90587575	999.180015625	0.8159375	-0.152578125	-0.9586718749999998
80.291252125	43.104125625	999.317260875	0.8323437499999999	-0.16953125000000002	-0.9603124999999999
80.390377	43.127000875	999.4392625	0.7831250000000001	-0.16132812500000002	-0.969609375
81.15287675	43.111750625	998.7606355	0.7645312500000001	-0.160234375	-0.972890625
81.625626375	43.49300062499999	998.1048891250001	0.8028125000000002	-0.155859375	-0.9690625
81.19100175	43.1346255	998.059135625	0.817578125	-0.153671875	-0.961953125
81.15287674999999	43.988625625	998.0896303750001	0.8646093749999999	-0.153125	-0.97125
81.846752	44.08012587499999	997.662628375	0.87828125	-0.1509375	-0.9761718750000001
82.860876875	43.45487550000001	997.85324875	0.905078125	-0.136171875	-0.954296875
83.35650137500001	43.28712562500001	997.73125475	0.9624999999999999	-0.11484375	-0.943359375
82.92187575	42.9211255	998.066757375	1.04671875	-0.09953125000000002	-0.921484375
82.60162525000001	43.40150075	999.0656358749999	1.0171875	-0.11812500000000001	-0.926953125
82.64737500000001	43.363375625	999.3630067499998	1.001328125	-0.1553125	-0.932421875
84.080874375	43.287125624999994	999.5002595	0.9778125	-0.178828125	-0.926953125
84.065624125	43.287125624999994	999.5917587499999	0.9406250000000002	-0.233515625	-0.926953125
82.990499375	43.393875625	999.881507875	0.9253125	-0.2428125	-0.92421875
81.59512412500001	43.302375749999996	999.8433837499999	0.844375	-0.25101562499999996	-0.938984375
81.80862425	43.4625005	999.26387775	0.7525	-0.28218750000000004	-0.95265625
82.48724937499999	43.645500500000004	999.85099775	0.7579687500000001	-0.2909375	-0.963046875
81.9001245	43.386250375	998.859748625	0.779296875	-0.25593750000000004	-0.940625
80.83262437500001	43.1117505	998.9512556249999	0.79078125	-0.210546875	-0.9253125000000001
79.826125	42.95925075	999.0885008749999	0.76125	-0.166796875	-0.9400781250000001
80.329375125	42.25012575	999.0198821249999	0.7010937500000001	-0.15914062499999998	-0.948828125
81.229124875	42.082375875	999.4545135000001	0.704375	-0.15421875	-0.949921875
81.61037525	43.020250749999995	999.424018875	0.7328125	-0.14874999999999997	-0.9515624999999999
81.83150075	43.37862575	1000.1102753749999	0.76125	-0.141640625	-0.963046875
80.80975125	43.30237575	998.6005250000001	0.7109375	-0.15203125	-0.970703125
81.061376375	43.744626	998.6081467500001	0.65296875	-0.165703125	-0.98875
82.136502	44.308876000000005	997.7007675	0.60046875	-0.17609375000000002	-1.010078125
81.99162650000001	43.85900062500001	999.096145625	0.62234375	-0.17445312500000001	-1.00625
83.097251625	43.86662525000001	996.923019375	0.698359375	-0.18046875	-0.9674218749999999
83.646251375	42.150999999999996	994.521141	0.674296875	-0.23296875	-0.9674218749999999
85.93375175	43.988625000000006	993.758636375	0.6365625	-0.34124999999999994	-1.018828125
85.43050175	43.348125	968.78675825	1.6335156249999998	-1.681640625	-2.1109375
84.1342515	37.095624875000006	975.56538375	1.483125	-1.150078125	-2.4565625
78.29350124999999	37.2404995	977.4945067500001	1.384140625	-1.010078125	-2.3012499999999996
60.18412575000001	47.046249375	1018.7915115	2.03328125	-1.135859375	0.7240625
90.463001125	41.9451245	1022.474388	3.2555468750000003	-1.294453125	6.3246093750000005
117.829125375	32.619749375000005	1031.7082595	4.612343750000001	-0.7174999999999999	7.65734375
118.0426255	35.33424925	1034.636261	4.712421875	-0.5452343749999999	7.44734375
123.326749875	34.6861245	1037.2211379999999	4.780234375	-0.5386718749999999	7.282734375
145.660374625	35.3189995	1060.706138625	3.753203125	0.481796875	7.448984375000002
126.864749875	34.6708745	1062.2235183750001	4.0446875	-0.36695312499999994	6.955703125000002
122.15249999999999	39.16199962499999	1056.863143875	4.159531250000001	-0.779296875	4.603593750000002
141.66487537500004	30.6753745	1008.65789025	3.882265625	-1.049453125	0.8766406250000004
106.51362499999999	31.2472495	1002.382514875	2.6758593749999995	-1.036875	-4.704765624999999
79.49825075000001	41.43424975	994.208518875	1.2660156249999999	-1.5935937500000001	-6.047890624999999
79.41437599999999	41.617249875000006	993.0723951250002	1.2014843750000002	-1.68984375	-5.82640625
73.787126375	41.030124625	991.242393375	1.226640625	-1.5766406250000002	-5.595078125
52.665876250000004	41.67824975	992.5920179999999	1.2846093750000003	-1.234296875	-4.654453125
74.58775125	49.295625	984.4713896249999	1.141328125	-0.9083593750000001	-3.8111718750000003
