@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_ACC_V numeric
@attribute F5_MEAN_on_GY_X numeric
@attribute F6_MEAN_on_GY_Y numeric
@attribute F7_MEAN_on_GY_Z numeric
@attribute F8_VAR_on_ACC_X numeric
@attribute F9_VAR_on_ACC_Y numeric
@attribute F10_VAR_on_ACC_Z numeric
@attribute F11_VAR_on_GY_X numeric
@attribute F12_VAR_on_GY_Y numeric
@attribute F13_VAR_on_GY_Z numeric
@attribute F14_PeakToPeak_on_ACC_X numeric
@attribute F15_PeakToPeak_on_ACC_Y numeric
@attribute F16_PeakToPeak_on_ACC_Z numeric
@attribute F17_PeakToPeak_on_GY_X numeric
@attribute F18_PeakToPeak_on_GY_Y numeric
@attribute F19_PeakToPeak_on_GY_Z numeric
@attribute F20_MIN_on_ACC_X numeric
@attribute F21_MIN_on_ACC_Y numeric
@attribute F22_MIN_on_ACC_Z numeric
@attribute F23_MIN_on_GY_X numeric
@attribute F24_MIN_on_GY_Y numeric
@attribute F25_MIN_on_GY_Z numeric
@attribute F26_MAX_on_ACC_X numeric
@attribute F27_MAX_on_ACC_Y numeric
@attribute F28_MAX_on_ACC_Z numeric
@attribute F29_MAX_on_GY_X numeric
@attribute F30_MAX_on_GY_Y numeric
@attribute F31_MAX_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
-0.00897217, -0.0864868, 0.986328, 1.04492, -0.0238495, -0.230713, -0.00905609, 0.0565796, 0.0297546, 0.0830078, 0.155396, 0.929688, 0.155396, 0.925293, 0.683594, 1.25586, 1.875, 3.72656, 1.89258, -0.582031, -0.39917, 0.323242, -1.16113, -2.03125, -0.866211, 0.343018, 0.28418, 1.5791, 0.713379, 1.69531, 1.02637, Triangle
0.0325012, -0.0734253, 1.00977, 1.05957, 0.0441284, 0.0789185, 0.13208, 0.0472412, 0.0277252, 0.0722656, 0.121216, 0.805664, 0.141602, 0.848145, 0.694824, 1.01367, 1.9707, 4.68359, 2.0332, -0.522949, -0.439941, 0.401123, -0.974121, -2.32617, -0.787109, 0.325195, 0.254639, 1.41504, 0.996582, 2.35742, 1.24512, Triangle
-0.0889282, -0.0622253, 0.897461, 0.97998, 0.118347, -0.0314941, -0.00288773, 0.0717163, 0.0272064, 0.125977, 0.125366, 1.24219, 0.143311, 0.905273, 0.635742, 1.34863, 1.90625, 4.43359, 1.84473, -0.606445, -0.367676, 0.180054, -0.723633, -2.17578, -0.814941, 0.298828, 0.268066, 1.52832, 1.18262, 2.25586, 1.0293, Triangle
0.0127106, -0.13855, 1.0127, 1.06934, -0.0475159, -0.0337219, 0.0479431, 0.0482483, 0.0250244, 0.0722656, 0.1073, 0.765625, 0.150513, 0.952148, 0.609863, 1.12988, 1.50098, 4.01953, 1.73047, -0.629395, -0.455322, 0.38208, -0.830078, -1.92188, -0.668945, 0.322754, 0.154297, 1.51172, 0.67041, 2.0957, 1.06152, Triangle
-0.0441895, -0.0899658, 0.998535, 1.0459, 0.0412903, 0.190796, 0.105835, 0.0423584, 0.0254517, 0.0820313, 0.145874, 0.934082, 0.115417, 0.774414, 0.790527, 1.14746, 2.04102, 4.69531, 1.65137, -0.54834, -0.468262, 0.388428, -1.1543, -2.29492, -0.786621, 0.226196, 0.322021, 1.53613, 0.885742, 2.40039, 0.864746, Triangle
0.0716553, -0.0129166, 0.987793, 1.00879, -0.00563812, 0.0795288, -0.0430908, 0.015358, 0.0125809, 0.0292969, 0.148438, 0.405029, 0.219604, 0.649902, 0.651855, 1.15723, 2.51758, 3.85938, 2.21875, -0.365967, -0.384521, 0.37915, -0.901855, -1.66016, -1.31641, 0.283691, 0.26709, 1.53613, 1.61523, 2.19922, 0.901855, Triangle
0.0211487, 0.013382, 0.990723, 1.00098, 0.034668, -0.0245209, -0.0682983, 0.00901794, 0.00575638, 0.0161133, 0.0467224, 0.180176, 0.098877, 0.498047, 0.411621, 1.01563, 1.16699, 2.79102, 1.58691, -0.202393, -0.225708, 0.136963, -0.608398, -1.88086, -0.897949, 0.295654, 0.185913, 1.15234, 0.558105, 0.909668, 0.688965, Triangle
0.0445862, 0.0398254, 0.988281, 1.02051, -0.0110474, 0.016098, 0.0129013, 0.0316162, 0.023056, 0.0478516, 0.0741577, 0.520508, 0.241211, 0.736816, 0.773438, 0.969238, 1.41406, 3.37891, 2.07227, -0.418213, -0.250488, 0.475098, -0.82959, -1.88184, -0.893555, 0.318604, 0.522949, 1.44434, 0.584473, 1.49707, 1.17773, Triangle
0.0343018, -0.0306244, 1, 1.03223, -0.00157833, 0.0218811, 0.106018, 0.0309296, 0.022171, 0.0390625, 0.0724487, 0.470703, 0.186523, 0.702148, 0.544922, 0.848633, 1.25293, 3.0293, 1.86035, -0.441895, -0.245117, 0.489258, -0.635742, -1.37305, -0.734375, 0.260254, 0.299805, 1.33789, 0.616699, 1.65527, 1.12598, Triangle
-0.0515747, -0.0570679, 1.0127, 1.05664, -0.000400543, 0.161011, 0.0347595, 0.0348816, 0.025116, 0.0830078, 0.0599976, 0.831543, 0.0961304, 0.84375, 0.728516, 1.13477, 1.37305, 4.32422, 1.26758, -0.581055, -0.425293, 0.389404, -0.763672, -2.30664, -0.620605, 0.262695, 0.302979, 1.52441, 0.608887, 2.01563, 0.646484, Triangle
-0.0803223, -0.0709229, 0.918945, 0.983887, 0.0444336, -0.172607, -0.00834656, 0.059845, 0.022049, 0.0927734, 0.125366, 0.904785, 0.141113, 0.805176, 0.618652, 1.20703, 1.85645, 4.39063, 1.83105, -0.532715, -0.38916, 0.350586, -1.04297, -2.21094, -1.0498, 0.272217, 0.229492, 1.55762, 0.813477, 2.17969, 0.780762, Triangle
0.0102539, -0.159546, 1.00293, 1.05664, -0.0070343, 0.0188599, -0.0067749, 0.0423279, 0.0270386, 0.0605469, 0.112488, 0.495605, 0.180176, 0.789063, 0.687012, 1.02734, 1.61621, 3.3125, 1.91504, -0.501953, -0.462891, 0.501465, -0.929688, -1.63672, -1.13574, 0.287109, 0.223999, 1.52832, 0.686523, 1.67578, 0.778809, Triangle
-0.0311127, -0.09021, 1.01758, 1.06836, 0.0120163, 0.105469, 0.067688, 0.0411377, 0.0371399, 0.0683594, 0.0669556, 0.647461, 0.166992, 0.866699, 0.830566, 1.1377, 1.47656, 3.81641, 2.10938, -0.516602, -0.473145, 0.349609, -0.749512, -1.82715, -0.969238, 0.349854, 0.357178, 1.4873, 0.726563, 1.98926, 1.13867, Triangle
-0.0531006, -0.0765381, 0.929688, 0.988281, 0.0358276, 0.101074, 0.0338135, 0.067627, 0.0151367, 0.0610352, 0.081604, 0.647461, 0.127197, 0.966309, 0.555176, 0.858887, 1.47363, 3.43945, 1.81445, -0.636719, -0.373535, 0.464355, -0.771484, -1.62695, -0.924316, 0.32959, 0.181274, 1.32324, 0.70166, 1.81152, 0.889648, Triangle
-0.0809326, -0.101685, 0.972168, 1.02051, 0.0270844, -0.169678, -0.0228729, 0.0401611, 0.0249786, 0.0556641, 0.122559, 0.570801, 0.156616, 0.837402, 0.65332, 0.933594, 1.44531, 3.32617, 1.85254, -0.550293, -0.450439, 0.482422, -0.768555, -1.63965, -0.857422, 0.287109, 0.202881, 1.41602, 0.67627, 1.68652, 0.995117, Triangle
-0.0320129, -0.167847, 0.988281, 1.05371, -0.00830841, -0.0157166, 0.0244751, 0.0576477, 0.0275269, 0.0761719, 0.0730591, 0.572266, 0.222168, 0.989746, 0.648438, 1.24219, 1.17969, 3.7207, 2.10352, -0.562988, -0.509277, 0.426514, -0.706543, -1.77051, -1.18945, 0.426514, 0.13916, 1.66895, 0.472656, 1.94922, 0.912598, Triangle
-0.0164948, -0.0986328, 1.00586, 1.05273, 0.0190277, -0.0505981, 0.0441589, 0.0475769, 0.0245819, 0.0605469, 0.130371, 0.527832, 0.156494, 0.872559, 0.641113, 1.12012, 2.33789, 3.68359, 1.79883, -0.607422, -0.471924, 0.461914, -0.842773, -1.85645, -0.759766, 0.265137, 0.169189, 1.58203, 1.49512, 1.82617, 1.03906, Triangle
0.00108433, -0.13147, 0.936035, 1, 0.0421753, 0.255127, 0.0584106, 0.0736694, 0.0181122, 0.0776367, 0.113098, 0.821777, 0.218506, 1.0957, 0.621582, 1.08008, 1.58887, 3.93164, 2.56836, -0.55127, -0.404785, 0.405762, -0.773438, -2.05273, -1.3457, 0.544434, 0.216797, 1.48535, 0.814941, 1.87891, 1.22168, Triangle
-0.0456238, -0.0644531, 0.973633, 1.02441, 0.0252533, -0.185791, -0.0463257, 0.0520325, 0.0238647, 0.074707, 0.140869, 0.687988, 0.155151, 0.934082, 0.623047, 1.03516, 1.77051, 3.80664, 1.78613, -0.495605, -0.407227, 0.452637, -0.972656, -2.18555, -1.00586, 0.438232, 0.215698, 1.4873, 0.797363, 1.62012, 0.779785, Triangle
0.0257568, -0.160034, 0.993652, 1.04492, 0.00841522, 0.00471115, 0.043335, 0.044342, 0.0220947, 0.0585938, 0.0698853, 0.496826, 0.130249, 0.877441, 0.663574, 1.05762, 1.36133, 3.83789, 1.73926, -0.539063, -0.454102, 0.477295, -0.602539, -1.7793, -0.925293, 0.338379, 0.209351, 1.53516, 0.758301, 2.05859, 0.813477, Triangle
0.0203552, -0.129639, 0.995605, 1.03711, -0.0248413, -0.0234833, 0.0678711, 0.0441895, 0.017746, 0.0566406, 0.108704, 0.494629, 0.101318, 0.928711, 0.559082, 1.18848, 1.97949, 3.35938, 1.62109, -0.521973, -0.390137, 0.416748, -1.21191, -1.65527, -0.958984, 0.406738, 0.168701, 1.60547, 0.76709, 1.7041, 0.661621, Triangle
0.00107384, -0.172241, 0.990234, 1.03906, 0.0209045, 0.115662, 0.0396423, 0.0413208, 0.0153503, 0.0634766, 0.0825806, 0.552246, 0.0930786, 0.793945, 0.54541, 1.11133, 1.38086, 3.32422, 1.68848, -0.499268, -0.390625, 0.346191, -0.666504, -1.37695, -0.894531, 0.294678, 0.154419, 1.45703, 0.713867, 1.94727, 0.793945, Triangle
-0.0873413, -0.112, 0.919922, 0.983887, 0.0456543, -0.0792847, -0.0226593, 0.0556641, 0.0290527, 0.0776367, 0.0733643, 0.634766, 0.155762, 0.837891, 0.723145, 1.12402, 1.31641, 3.36133, 1.65234, -0.556152, -0.507324, 0.437256, -0.508789, -1.68652, -0.94873, 0.281738, 0.21582, 1.56152, 0.807617, 1.6748, 0.703125, Triangle
0.00869751, -0.151367, 1.00293, 1.05664, -0.0424194, -0.0622559, -0.00198174, 0.0490417, 0.0259399, 0.0576172, 0.0805664, 0.641113, 0.110657, 0.864746, 0.550781, 1.03125, 1.63867, 3.51563, 1.68652, -0.569336, -0.422363, 0.462158, -0.861816, -1.85449, -0.862793, 0.295166, 0.128296, 1.49316, 0.776855, 1.66113, 0.82373, Triangle
