A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]
4.941000	-22.448000	1004.975037	4.182500	-15.185625	4.773125
15.128000	-20.191000	1004.364990	0.043750	-3.968125	3.587500
12.993000	-34.526001	1007.781006	-3.788750	0.848750	1.316875
4.758000	-29.646000	1017.114014	-7.013125	10.521875	-1.645000
-5.490000	-26.474001	1016.382019	-6.400625	5.805625	-3.640000
-2.257000	-24.644001	1016.260010	-4.825625	-5.578125	-3.749375
2.257000	-28.670000	1018.090027	-4.077500	-3.893750	-2.143750
-0.183000	-28.792000	1035.230957	-2.690625	-5.950000	-1.216250
5.551000	-39.771999	1028.643066	-4.077500	-3.963750	-1.124375
15.982000	-35.319000	1020.652039	-4.383750	-5.145000	-0.936250
15.494000	-37.637001	1010.465027	-0.389375	2.218125	-1.286250
14.213000	-39.223000	1009.855042	0.013125	-5.687500	-0.573125
21.289000	-36.783001	1022.177002	1.920625	0.625625	0.647500
15.067000	-36.600002	1019.066040	1.662500	-3.596250	0.993125
15.982000	-40.564999	1021.627991	0.503125	-5.306875	0.498750
28.182001	-39.406002	1003.999023	2.275000	-10.228750	-0.275625
42.456001	-42.882999	1007.658997	-2.314375	-6.881875	-1.277500
36.112000	-39.894001	1014.429993	-2.441250	1.268750	-1.010625
34.403999	-46.116001	1006.561035	-2.773750	-6.370000	-0.809375
36.112000	-38.125000	1036.451050	0.533750	-10.325000	-1.548750
-0.488000	-41.358002	1065.974976	-6.243125	1.631875	-1.111250
-82.899002	-51.362000	1085.433960	-12.779375	-14.665000	-4.375000
-128.770996	-88.389000	1160.890991	-23.957500	-10.906875	-8.172500
-123.708000	-76.920998	1114.531006	-19.783751	-5.433750	-11.440625
-124.257004	-49.776001	1084.702026	-12.569375	10.508750	4.768750
-108.945999	-116.570999	1028.338013	-9.450000	34.378750	15.640625
-110.593002	-110.166000	948.244995	-3.018750	48.002499	17.482500
-90.767998	-83.447998	905.057007	-1.841875	15.526875	17.154375
-35.685001	-105.286003	950.624023	-2.406250	2.261875	11.532500
-29.463001	-158.050995	923.296021	21.949375	4.151875	8.938125
30.500000	-80.946999	887.733032	24.246250	-26.521250	0.612500
79.910004	-75.822998	916.830017	38.027500	-12.560625	4.812500
100.772003	-66.124001	878.278015	27.514376	-25.589375	-4.073125
236.253006	-3.111000	1025.898071	30.441250	-16.358126	-8.811250
289.872009	31.659000	1038.586060	6.457500	-13.492500	-12.293750
340.441010	21.533001	1068.232056	-12.998125	8.540000	-19.722500
271.023010	13.176001	1163.331055	-20.146875	4.497500	-23.156876
292.128998	-21.228001	1092.937012	-23.480625	8.295000	-20.816250
275.658997	-18.849001	1057.068970	0.857500	33.643749	-14.218750
245.708008	20.984001	1060.484985	4.331250	13.553750	-4.493125
248.819000	-40.138000	1057.557007	-9.314375	8.920625	-0.288750
191.356995	11.407001	1061.094971	8.128750	23.839375	1.981875
213.134003	30.500000	986.736023	10.850000	11.606875	26.683125
115.839005	-21.045000	991.677002	13.715625	4.090625	28.726250
74.969002	-17.690001	959.895996	26.031250	-14.695625	7.770000
7.137000	35.624001	990.700989	17.618126	12.617500	-4.186875
-89.792000	9.821000	930.372009	-3.513125	-11.515000	-14.393750
-89.181999	77.470001	945.317017	-6.146875	17.163124	-10.071250
-203.862000	23.180000	926.712036	-19.276251	-13.046250	-6.024375
-228.201004	-25.620001	1051.884033	-19.280624	-19.980625	-4.182500
-220.820007	-28.059999	954.588989	-7.590625	-12.915000	-5.460000
-219.112000	-12.322001	1003.755005	-6.304375	-6.943125	-3.456250
-241.194000	-66.551003	1040.050049	-9.905000	-4.169375	-2.218125
-231.983002	-125.111000	1068.781006	-24.303125	3.867500	-12.254375
-203.313004	-90.584999	1070.794067	-11.287500	17.486876	-19.293751
