@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_VAR_on_ACC_X numeric
@attribute F3_PeakToPeak_on_ACC_X numeric
@attribute F4_MIN_on_ACC_X numeric
@attribute F5_MAX_on_ACC_X numeric
@attribute F6_MEAN_on_ACC_Y numeric
@attribute F7_VAR_on_ACC_Y numeric
@attribute F8_PeakToPeak_on_ACC_Y numeric
@attribute F9_MIN_on_ACC_Y numeric
@attribute F10_MAX_on_ACC_Y numeric
@attribute F11_MEAN_on_ACC_Z numeric
@attribute F12_VAR_on_ACC_Z numeric
@attribute F13_PeakToPeak_on_ACC_Z numeric
@attribute F14_MIN_on_ACC_Z numeric
@attribute F15_MAX_on_ACC_Z numeric
@attribute F16_MEAN_on_GY_X numeric
@attribute F17_VAR_on_GY_X numeric
@attribute F18_PeakToPeak_on_GY_X numeric
@attribute F19_MIN_on_GY_X numeric
@attribute F20_MAX_on_GY_X numeric
@attribute F21_MEAN_on_GY_Y numeric
@attribute F22_VAR_on_GY_Y numeric
@attribute F23_PeakToPeak_on_GY_Y numeric
@attribute F24_MIN_on_GY_Y numeric
@attribute F25_MAX_on_GY_Y numeric
@attribute F26_MEAN_on_GY_Z numeric
@attribute F27_VAR_on_GY_Z numeric
@attribute F28_PeakToPeak_on_GY_Z numeric
@attribute F29_MIN_on_GY_Z numeric
@attribute F30_MAX_on_GY_Z numeric
@attribute class {Forward_Backward, Idle, Lateral, Up_Down}

@data
-0.00606537, 0.0132065, 0.482666, -0.237549, 0.244995, -0.00798798, 0.000828266, 0.135376, -0.0669556, 0.0684204, 1.01953, 0.00390625, 0.298828, 0.885742, 1.18457, 0.00646973, 0.0270081, 0.958496, -0.415039, 0.543457, -0.0150604, 0.0795898, 1.19922, -0.472168, 0.727051, 0.011673, 0.016098, 0.705078, -0.227173, 0.477783, Forward_Backward
-0.032074, 0.012291, 0.444824, -0.284668, 0.160156, -0.0319519, 0.00401306, 0.432861, -0.384277, 0.0484924, 1.02051, 0.00292969, 0.376953, 0.835938, 1.21289, -0.0158386, 0.0690308, 1.2207, -0.590332, 0.629883, 0.0429382, 0.120422, 1.73145, -0.73877, 0.992188, -0.00573349, 0.0623779, 1.49805, -0.807617, 0.69043, Forward_Backward
-0.00108051, 0.0139465, 0.522949, -0.302002, 0.220581, -0.0152664, 0.00161934, 0.223267, -0.134277, 0.0889282, 1.0332, 0, 0.253906, 0.880859, 1.13477, -0.0051651, 0.0371094, 1.08496, -0.500488, 0.583984, -0.0458679, 0.0780029, 1.67773, -0.962402, 0.714844, -0.0108032, 0.0244904, 0.707031, -0.288086, 0.418945, Forward_Backward
0.0471497, 0.00946045, 0.430908, -0.212646, 0.218262, -0.00247002, 0.00105572, 0.163086, -0.0602417, 0.102783, 1.01855, 0, 0.242676, 0.898926, 1.1416, 0.0134277, 0.0292206, 1.04199, -0.541016, 0.500488, -0.0578613, 0.0638428, 1.2334, -0.759277, 0.473877, 0.03302, 0.02005, 0.758789, -0.375732, 0.383057, Forward_Backward
0.0648193, 0.00852203, 0.396729, -0.125977, 0.270752, -0.0143585, 0.000755787, 0.162842, -0.0973511, 0.0654297, 1.0166, 0.000976563, 0.299316, 0.88623, 1.18555, -0.0236359, 0.0421448, 1.02246, -0.675781, 0.34668, 0.0723877, 0.0559082, 1.27246, -0.38623, 0.88623, -0.017746, 0.0123596, 0.539063, -0.32959, 0.209351, Forward_Backward
-0.0193329, 0.015976, 0.480469, -0.257568, 0.222778, -0.023056, 0.00128174, 0.158569, -0.103699, 0.0548096, 1.02637, 0, 0.23877, 0.937012, 1.17578, -0.0242615, 0.0597534, 1.38867, -0.708496, 0.680176, 0.0285492, 0.0665283, 1.18262, -0.471191, 0.711426, -0.0157928, 0.0136566, 0.526855, -0.270264, 0.256592, Forward_Backward
0.0130463, 0.018631, 0.580566, -0.22168, 0.358887, -0.0163422, 0.00198174, 0.263672, -0.173706, 0.0897827, 1.01563, 0.00195313, 0.331055, 0.833008, 1.16406, 0.00688171, 0.06427, 1.36523, -0.665527, 0.699219, 0.00791931, 0.0331421, 1.00195, -0.451172, 0.550781, -0.0635986, 0.0235596, 0.804688, -0.423096, 0.381348, Forward_Backward
-0.00457001, 0.0289917, 0.706055, -0.325195, 0.380859, -0.0230865, 0.00432968, 0.280518, -0.152588, 0.127808, 1.01855, 0, 0.225098, 0.92334, 1.14844, -0.0200043, 0.0506592, 0.89502, -0.486084, 0.408936, 0.0312347, 0.04245, 0.991211, -0.569336, 0.421631, 0.0224304, 0.0365906, 1.08594, -0.595703, 0.489746, Forward_Backward
-0.0141678, 0.0354004, 0.738281, -0.345215, 0.393066, -0.0370789, 0.00229263, 0.216797, -0.150635, 0.0661011, 1.01953, 0.0078125, 0.386719, 0.789063, 1.17578, 0.0118637, 0.0430603, 1.05762, -0.64209, 0.415283, -0.000304222, 0.105347, 1.4707, -0.878906, 0.591797, -0.0298767, 0.0491638, 1.10938, -0.811035, 0.29834, Forward_Backward
-0.0200958, 0.0300446, 0.749023, -0.340088, 0.408691, 0.00939178, 0.00143147, 0.213989, -0.0578613, 0.156128, 1.01953, 0, 0.191895, 0.943848, 1.13574, 0.0157928, 0.0874023, 1.64063, -1.11426, 0.525879, 0.0246124, 0.0584717, 1.2373, -0.627441, 0.609863, -0.0157928, 0.043457, 1.04883, -0.635742, 0.412354, Forward_Backward
-0.00904846, 0.0303802, 0.619629, -0.244385, 0.375244, 0.033783, 0.00283813, 0.290527, -0.139282, 0.151123, 1.00684, 0.00585938, 0.352051, 0.850098, 1.20215, -0.0105972, 0.0414734, 0.873047, -0.450928, 0.421875, -0.0253143, 0.0877686, 1.67871, -0.648926, 1.0293, 0.0266266, 0.0317383, 1.00195, -0.612305, 0.38916, Forward_Backward
0.0386963, 0.0296326, 0.638672, -0.219482, 0.418945, -0.000510693, 0.00239944, 0.246704, -0.078186, 0.168457, 1.0293, 0.0078125, 0.28418, 0.87793, 1.16211, 0.0143204, 0.0834351, 1.52734, -0.657715, 0.869141, 0.0468445, 0.0606689, 1.49121, -0.756836, 0.733887, -0.0198364, 0.0198975, 0.69043, -0.449219, 0.241211, Forward_Backward
-0.0152206, 0.0244293, 0.614258, -0.238403, 0.375732, 0.0220337, 0.00261116, 0.268799, -0.119934, 0.148804, 1.01758, 0.00488281, 0.505371, 0.760254, 1.26563, -0.0185394, 0.101074, 1.62305, -0.669434, 0.953613, 0.00424957, 0.0856323, 1.38672, -0.831055, 0.555176, 0.00587463, 0.057251, 1.10645, -0.629395, 0.476807, Forward_Backward
-0.0683594, 0.0137024, 0.529297, -0.256104, 0.272949, -0.00976563, 0.0027256, 0.304199, -0.1427, 0.161499, 1.00195, 0.00292969, 0.204102, 0.883789, 1.08789, -0.0255737, 0.0727539, 1.3623, -0.793457, 0.568848, 0.00805664, 0.0320435, 1.26367, -0.742188, 0.521484, 0.0116196, 0.0480042, 1.0332, -0.576172, 0.456299, Forward_Backward
0.0412903, 0.0217743, 0.62793, -0.27417, 0.35376, -0.0260468, 0.00293732, 0.291748, -0.174438, 0.117126, 1.02051, 0, 0.35498, 0.851074, 1.20605, -0.00892639, 0.105774, 1.85059, -0.842773, 1.00781, 0.0331116, 0.0375061, 0.892578, -0.47876, 0.413574, -0.046936, 0.0428162, 0.943848, -0.49585, 0.447754, Forward_Backward
0.0164032, 0.0214386, 0.611328, -0.317871, 0.293457, 0.000228524, 0.00225639, 0.21167, -0.117981, 0.0936279, 1.02441, 0.00292969, 0.367676, 0.804199, 1.17188, 0.0189667, 0.0420532, 1.10938, -0.497803, 0.61084, -0.00193596, 0.0800171, 1.64063, -0.635742, 1.00488, 0.000135064, 0.0111465, 0.549805, -0.246216, 0.303467, Forward_Backward
-0.0303192, 0.0146561, 0.525391, -0.320557, 0.204468, 0.0200653, 0.00134563, 0.183105, -0.0582886, 0.124756, 1.02832, 0, 0.291992, 0.882813, 1.1748, -0.0312195, 0.0669556, 1.22754, -0.759277, 0.467529, 0.0506897, 0.071167, 1.29297, -0.481201, 0.811035, 0.0480957, 0.0265961, 0.811035, -0.310059, 0.500977, Forward_Backward
-0.0165863, 0.0176849, 0.503906, -0.338135, 0.165527, -0.0217438, 0.00114155, 0.1875, -0.106506, 0.0809937, 1.02441, 0, 0.289551, 0.868652, 1.1582, -0.00584412, 0.0459595, 1.1084, -0.394531, 0.713867, -0.0176697, 0.101685, 1.7002, -0.994629, 0.705566, -0.00921631, 0.0343323, 0.922852, -0.604004, 0.318848, Forward_Backward
-0.0338135, 0.0150299, 0.538086, -0.32251, 0.215332, -0.0295868, 0.00330925, 0.245483, -0.20459, 0.0409241, 1.02539, 0, 0.25293, 0.912109, 1.16504, 0.0221558, 0.0731201, 1.27148, -0.689941, 0.581055, 0.0218964, 0.195313, 2.08789, -1.01758, 1.06934, 0.0104828, 0.0414429, 0.949707, -0.49292, 0.456543, Forward_Backward
-0.00183296, 0.0225983, 0.669922, -0.419678, 0.249878, 0.00786591, 0.0014534, 0.185791, -0.0872192, 0.0985107, 1.02441, 0.00195313, 0.336426, 0.888184, 1.22461, -0.0158081, 0.0461426, 1.05078, -0.486084, 0.563965, -0.00596237, 0.130127, 1.69824, -0.980469, 0.717285, -0.00866699, 0.00972748, 0.533691, -0.240723, 0.292725, Forward_Backward
0.00466919, 0.0191193, 0.588867, -0.285645, 0.302979, -0.0368347, 0.00275612, 0.252197, -0.192993, 0.0592041, 1.02832, 0.000976563, 0.36084, 0.815918, 1.17676, -0.00660324, 0.0447083, 1.24121, -0.703613, 0.537598, 0.00616837, 0.244263, 2.48828, -1.26758, 1.21973, -0.00671005, 0.101135, 1.80469, -1.32617, 0.478271, Forward_Backward
0.00873566, 0.00104809, 0.217529, -0.125977, 0.0914917, -0.022049, 0.00444412, 0.356201, -0.240723, 0.115295, 1.04688, 0.0361328, 0.940918, 0.591309, 1.53223, 0.0351257, 0.0936279, 1.6543, -0.918945, 0.735352, -0.0326233, 0.0413818, 1.16016, -0.806152, 0.354004, -0.0142136, 0.0349426, 0.928711, -0.319092, 0.609375, Forward_Backward
0.0327759, 0.00190353, 0.251465, -0.0643311, 0.187134, 0.000324488, 0.00153732, 0.187012, -0.0690918, 0.11792, 0.990234, 0.0117188, 0.518555, 0.650391, 1.16895, -0.0452271, 0.0419922, 0.932617, -0.443604, 0.489014, 0.0141144, 0.0671997, 1.22363, -0.389893, 0.833496, -0.064209, 0.022934, 0.921875, -0.476074, 0.445801, Forward_Backward
0.0349731, 0.00107479, 0.206909, -0.0774536, 0.129395, 0.0148468, 0.00148678, 0.199097, -0.111389, 0.0877075, 1.0166, 0.00195313, 0.220215, 0.88623, 1.10645, -0.00671005, 0.0237885, 0.750488, -0.353027, 0.397217, 0.0414429, 0.00990295, 0.509277, -0.263428, 0.245728, 0.0418701, 0.0282745, 0.646973, -0.183105, 0.463867, Forward_Backward
0.0167999, 0.0172272, 0.508789, -0.273193, 0.235596, -0.0181122, 0.00327873, 0.220947, -0.124329, 0.0966187, 1.02344, 0.00585938, 0.567383, 0.871094, 1.43848, -0.00970459, 0.0980835, 1.72266, -0.787598, 0.935059, 0.0442505, 0.129395, 1.71289, -0.935059, 0.777832, -0.00569534, 0.04422, 1.02051, -0.525391, 0.495117, Forward_Backward
-0.00199509, 0.022583, 0.604004, -0.290771, 0.312988, -0.0388794, 0.00176144, 0.254639, -0.192871, 0.0616455, 1.01367, 0.00390625, 0.338867, 0.870117, 1.20898, -0.0334167, 0.0297699, 0.764648, -0.418945, 0.345459, -0.0858154, 0.0715332, 1.4209, -0.972656, 0.448242, -0.029129, 0.0202332, 0.678223, -0.387207, 0.290771, Forward_Backward
0.00379372, 0.0168152, 0.603516, -0.294189, 0.309326, -0.0222321, 0.00361824, 0.314209, -0.18103, 0.133057, 1.02148, 0.00292969, 0.232422, 0.94043, 1.17285, 0.0353088, 0.0476685, 1.33789, -0.722656, 0.614746, 0.0534058, 0.0650024, 1.23633, -0.550293, 0.685547, 0.0313721, 0.0135498, 0.534668, -0.214233, 0.320068, Forward_Backward
-0.0146561, 0.0246124, 0.72998, -0.412354, 0.317383, -0.042572, 0.00486755, 0.27832, -0.206909, 0.0713501, 1.02051, 0.000976563, 0.341797, 0.838867, 1.18066, -0.0132751, 0.0883179, 1.56738, -0.937988, 0.629395, 0.0469666, 0.202881, 2.16797, -1.14648, 1.02051, -0.0157471, 0.02005, 0.696289, -0.451904, 0.244385, Forward_Backward
0.0168304, 0.0335999, 0.746582, -0.369141, 0.377441, -0.0343323, 0.00464249, 0.332275, -0.250244, 0.0820313, 1.01465, 0.00195313, 0.231445, 0.916992, 1.14844, 0.0067215, 0.0963745, 1.47949, -0.767578, 0.711426, 0.0157318, 0.165283, 2.27344, -1.44531, 0.82666, -0.0158234, 0.0375977, 0.905273, -0.563965, 0.341309, Forward_Backward
0.00101566, 0.0214691, 0.570801, -0.293213, 0.277588, -0.0203857, 0.00530624, 0.334717, -0.13147, 0.203247, 1.02246, 0.00195313, 0.283691, 0.885254, 1.16895, -0.00284195, 0.104553, 1.70703, -0.854004, 0.853027, 0.0214081, 0.116821, 1.7002, -0.714844, 0.985352, -0.00359535, 0.0251617, 0.830078, -0.371826, 0.458008, Forward_Backward
-0.069519, 0.0127945, 0.500977, -0.332764, 0.167847, -0.0243835, 0.00148487, 0.182861, -0.14856, 0.0342712, 1.01953, 0, 0.228516, 0.908203, 1.13672, -0.0109863, 0.0248108, 0.733887, -0.351563, 0.382324, -0.0673218, 0.0320129, 0.841309, -0.625977, 0.215332, -0.00945282, 0.0170288, 0.674316, -0.295166, 0.37915, Forward_Backward
-0.00346756, 0.0220642, 0.625488, -0.281982, 0.343262, 0.0260162, 0.00098896, 0.181519, -0.0430603, 0.138428, 1.01758, 0.00195313, 0.195801, 0.936035, 1.13184, 0.00750351, 0.0525818, 1.16699, -0.550781, 0.616211, 0.0688477, 0.0520935, 1.11426, -0.462646, 0.651367, -0.0216064, 0.0416565, 0.850586, -0.461914, 0.388672, Forward_Backward
-0.00516129, 0.027832, 0.623535, -0.323975, 0.299561, -0.00875092, 0.00671387, 0.328857, -0.179321, 0.149414, 1.02344, 0.00488281, 0.323242, 0.84375, 1.16699, -0.0131302, 0.078186, 1.17188, -0.696289, 0.475098, -0.0071373, 0.112366, 1.47852, -0.818848, 0.659668, 0.0109406, 0.0444946, 0.92334, -0.350586, 0.572754, Forward_Backward
0.0102921, 0.0189667, 0.602051, -0.233887, 0.36792, -0.0361023, 0.00303841, 0.325684, -0.127197, 0.198364, 1.02246, 0, 0.290039, 0.913086, 1.20313, 0.0236206, 0.0567017, 1.70898, -0.671875, 1.03711, 0.00626755, 0.0774536, 1.63477, -0.740234, 0.894043, 0.0099411, 0.0390015, 1.05176, -0.606934, 0.444092, Forward_Backward
0.0349121, 0.0268555, 0.601563, -0.21875, 0.382568, 0.00592041, 0.00154018, 0.209473, -0.0787354, 0.130737, 1.02246, 0, 0.15625, 0.949219, 1.10547, -0.022049, 0.0463562, 1.06152, -0.652832, 0.408203, 0.0156403, 0.0371704, 0.951172, -0.390381, 0.560547, -0.0701904, 0.0299835, 0.84375, -0.44043, 0.40332, Forward_Backward
-0.0825195, 0.0143738, 0.616211, -0.375488, 0.240723, -0.0270844, 0.00228882, 0.25708, -0.137817, 0.119202, 1.01758, 0.00195313, 0.19043, 0.941406, 1.13184, -0.0353699, 0.0395203, 1.27539, -0.60498, 0.67041, 0.0268402, 0.0703735, 1.35742, -0.584473, 0.772949, 0.00878906, 0.0289001, 0.986328, -0.432861, 0.553223, Forward_Backward
0.00585175, 0.020813, 0.600098, -0.327148, 0.272705, -0.0224762, 0.00329018, 0.334961, -0.17688, 0.158081, 1.02441, 0.00195313, 0.200684, 0.927246, 1.12793, 0.0126419, 0.0759888, 1.49219, -0.701172, 0.791016, -0.00847626, 0.112366, 1.74121, -0.820801, 0.92041, 0.0610046, 0.115662, 1.70703, -0.587402, 1.11914, Forward_Backward
0.00280571, 0.0230713, 0.620117, -0.291504, 0.328613, -0.0542297, 0.00354385, 0.3125, -0.21875, 0.093689, 1.02148, 0, 0.335938, 0.882813, 1.21875, -0.0071373, 0.0748291, 1.49121, -0.693848, 0.796875, -0.00966644, 0.22998, 2.29883, -1.2373, 1.06152, -0.0151062, 0.0317993, 0.833984, -0.446289, 0.387695, Forward_Backward
0.0583801, 0.0136795, 0.451416, -0.208374, 0.24292, -0.0338745, 0.00188732, 0.183594, -0.147949, 0.035614, 1.02051, 0, 0.186035, 0.953613, 1.13965, 0.00815582, 0.0358582, 0.982422, -0.577148, 0.405273, -0.0265656, 0.0337524, 0.855957, -0.544434, 0.311523, -0.0312805, 0.0193787, 0.649414, -0.391357, 0.258057, Forward_Backward
0.0534363, 0.0172119, 0.510254, -0.161011, 0.349121, 0.0069046, 0.00168133, 0.197388, -0.0797729, 0.117615, 1.01465, 0.00292969, 0.294434, 0.853027, 1.14746, -0.00190353, 0.0575562, 1.28809, -0.564941, 0.723145, 0.0282898, 0.102112, 1.64063, -0.688965, 0.951172, -0.0243835, 0.0390625, 1.05859, -0.505859, 0.552246, Forward_Backward
0.0574341, 0.0331116, 0.706055, -0.327148, 0.378662, -0.0131454, 0.00414276, 0.250732, -0.154175, 0.0965576, 1.02539, 0.00390625, 0.406738, 0.812988, 1.21973, -0.0136185, 0.189575, 1.96094, -0.800781, 1.16016, 0.0119629, 0.179565, 1.80664, -0.971191, 0.835449, -0.00597382, 0.0866089, 1.25, -0.564941, 0.685059, Forward_Backward
0.0462036, 0.0291748, 0.69873, -0.321045, 0.377441, -0.019577, 0.00202942, 0.225952, -0.135986, 0.0899048, 1.02246, 0, 0.296387, 0.922363, 1.21875, 0.016983, 0.0382996, 0.904785, -0.405518, 0.499023, 0.0289764, 0.187134, 2.06641, -1.02246, 1.04395, 0.0230713, 0.0258331, 0.8125, -0.345459, 0.466797, Forward_Backward
0.0513916, 0.0219727, 0.641113, -0.24707, 0.394043, -0.0108337, 0.00220871, 0.220703, -0.105286, 0.115356, 1.01367, 0, 0.213379, 0.910645, 1.12402, -0.00304794, 0.0645752, 1.16504, -0.609375, 0.555176, 0.0399475, 0.0643921, 1.53125, -0.658691, 0.87207, -0.0171204, 0.02388, 0.930664, -0.30249, 0.62793, Forward_Backward
-0.0435181, 0.0230713, 0.733398, -0.501465, 0.232056, -0.032135, 0.00160885, 0.198486, -0.10144, 0.0969849, 1.01953, 0, 0.277344, 0.922852, 1.2002, -0.0203705, 0.0475159, 1.14648, -0.611328, 0.534668, -0.00280952, 0.0465698, 1.09277, -0.646973, 0.445557, -0.0019474, 0.0352173, 0.799316, -0.342041, 0.457031, Forward_Backward
-0.00616837, 0.0238647, 0.61084, -0.320313, 0.290283, -0.0354309, 0.00159645, 0.175049, -0.0964355, 0.0786133, 1.02148, 0.00195313, 0.287109, 0.839844, 1.12695, -0.0236206, 0.0759888, 1.22168, -0.520996, 0.700684, -0.0150452, 0.140015, 1.85547, -0.919434, 0.936035, -0.00232506, 0.0852661, 1.38867, -0.490234, 0.897949, Forward_Backward
0.0606384, 0.0253601, 0.677734, -0.251953, 0.425781, -0.0424194, 0.00253868, 0.234985, -0.150635, 0.0842896, 1.01074, 0, 0.237305, 0.896484, 1.13379, -0.00517273, 0.1026, 1.65527, -0.728516, 0.926758, 0.0422974, 0.151001, 2.02734, -1.16504, 0.86084, 0.0454712, 0.0739136, 1.3418, -0.750488, 0.591309, Forward_Backward
0.00947571, 0.0076828, 0.468506, -0.213989, 0.254395, -0.0273438, 0.00143433, 0.173706, -0.109375, 0.06427, 1.01563, 0, 0.151855, 0.940918, 1.09277, -0.00268364, 0.0401917, 1.08594, -0.417725, 0.667969, -0.019928, 0.0529785, 0.979492, -0.567871, 0.411621, -0.0249329, 0.0163574, 0.624023, -0.422363, 0.201416, Forward_Backward
-0.0188293, 0.0220947, 0.599121, -0.202759, 0.395996, -0.0284119, 0.00232315, 0.195923, -0.130859, 0.0650635, 1.02441, 0, 0.235352, 0.908203, 1.14355, 0.0250397, 0.0518188, 1.21875, -0.662598, 0.555664, 0.054657, 0.0494385, 0.922852, -0.44165, 0.481201, -0.0251617, 0.0502625, 1.08789, -0.600098, 0.487305, Forward_Backward
-0.00308228, 0.0295258, 0.626953, -0.255859, 0.37085, -0.0398254, 0.00224113, 0.254395, -0.107971, 0.14624, 1.01953, 0, 0.214844, 0.923828, 1.13867, -0.0383911, 0.0582275, 1.41113, -0.524414, 0.88623, 0.0377197, 0.0975952, 1.91895, -0.643066, 1.27539, -0.00161266, 0.0418091, 1.28418, -0.731445, 0.552734, Forward_Backward
-0.00936127, 0.0375671, 0.749023, -0.30127, 0.447754, -0.049469, 0.0015583, 0.221558, -0.154663, 0.0668335, 1.01465, 0.00488281, 0.27002, 0.874512, 1.14453, 0.0187073, 0.0819092, 1.64746, -0.597168, 1.0498, -0.0760498, 0.138916, 1.79199, -0.898438, 0.893555, -0.0166321, 0.0083847, 0.535645, -0.218506, 0.317139, Forward_Backward
0.0170593, 0.00760651, 0.436035, -0.155884, 0.280029, -0.0527954, 0.00123787, 0.193481, -0.151245, 0.0422058, 1.01367, 0.000976563, 0.189941, 0.92627, 1.11621, -0.0568237, 0.0759277, 1.77832, -1.00879, 0.769043, 0.0555115, 0.0772705, 1.53906, -0.800293, 0.73877, 0.0222473, 0.0176392, 0.577637, -0.34082, 0.23645, Forward_Backward
-0.0173492, 0.0317078, 0.824707, -0.464844, 0.359863, -0.0611572, 0.00168419, 0.200684, -0.183716, 0.0169525, 1.01758, 0.00195313, 0.213867, 0.933594, 1.14746, 0.0379639, 0.071228, 1.41309, -0.796387, 0.616211, 0.0419617, 0.0969849, 1.44238, -0.641602, 0.800293, -0.00723267, 0.0284729, 0.859375, -0.507324, 0.352051, Forward_Backward
0.0245972, 0.0119705, 0.404053, -0.186523, 0.217529, -0.0321655, 0.000943184, 0.182129, -0.10968, 0.0723877, 1.01074, 0, 0.18457, 0.891602, 1.07617, -0.0150833, 0.0196991, 0.628906, -0.344238, 0.284424, -0.0127869, 0.0448608, 1.04883, -0.500977, 0.547363, -0.037384, 0.0121307, 0.654785, -0.345947, 0.308594, Forward_Backward
