@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_ACC_V numeric
@attribute F5_MEAN_on_GY_X numeric
@attribute F6_MEAN_on_GY_Y numeric
@attribute F7_MEAN_on_GY_Z numeric
@attribute F8_MEAN_on_GY_V numeric
@attribute F9_VAR_on_ACC_X numeric
@attribute F10_VAR_on_ACC_Y numeric
@attribute F11_VAR_on_ACC_Z numeric
@attribute F12_VAR_on_ACC_V numeric
@attribute F13_VAR_on_GY_X numeric
@attribute F14_VAR_on_GY_Y numeric
@attribute F15_VAR_on_GY_Z numeric
@attribute F16_VAR_on_GY_V numeric
@attribute F17_ENERGY_on_ACC_X numeric
@attribute F18_ENERGY_on_ACC_Y numeric
@attribute F19_ENERGY_on_ACC_Z numeric
@attribute F20_ENERGY_on_ACC_V numeric
@attribute F21_ENERGY_on_GY_X numeric
@attribute F22_ENERGY_on_GY_Y numeric
@attribute F23_ENERGY_on_GY_Z numeric
@attribute F24_ENERGY_on_GY_V numeric
@attribute F25_PeakToPeak_on_ACC_X numeric
@attribute F26_PeakToPeak_on_ACC_Y numeric
@attribute F27_PeakToPeak_on_ACC_Z numeric
@attribute F28_PeakToPeak_on_ACC_V numeric
@attribute F29_PeakToPeak_on_GY_X numeric
@attribute F30_PeakToPeak_on_GY_Y numeric
@attribute F31_PeakToPeak_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
-0.0453186, -0.0900879, 1.00781, 1.01367, 0.0100861, 0.0551147, -0.00147438, 0.203369, 0.00313759, 0.00119019, 0.000976563, 0.00292969, 0.0164032, 0.0662231, 0.00400925, 0.0484924, 0.420898, 0.754395, 82.4375, 83.5, 1.33887, 5.61719, 0.325439, 7.28125, 0.347656, 0.16272, 0.178223, 0.17627, 0.824219, 1.3457, 0.436523, Idle
-0.0412598, -0.0488586, 1.0127, 1.01367, 0.00131512, 0.0167084, -0.0108719, 0.153687, 0.00109768, 0.000364304, 0, 0.00683594, 0.00527191, 0.0304718, 0.00190926, 0.0144348, 0.226929, 0.223145, 83.125, 83.8125, 0.427246, 2.49219, 0.164307, 3.08594, 0.173584, 0.104309, 0.162109, 0.169434, 0.437988, 1.1084, 0.185181, Idle
-0.121704, -0.0454712, 1.00684, 1.01465, 0.0057373, 0.0231628, -0.00148296, 0.110657, 0.00222015, 0.00088501, 0, 0.00585938, 0.00465775, 0.01828, 0.00123405, 0.0125198, 1.37988, 0.23938, 82.125, 83.9375, 0.380371, 1.52539, 0.10022, 2.00781, 0.182617, 0.133911, 0.0859375, 0.0957031, 0.503906, 1, 0.172974, Idle
-0.0605164, -0.0373535, 1.01172, 1.01367, -0.0190277, -0.012146, 0.06604, 0.168335, 0.00115967, 0.000647545, 0.00390625, 0.00585938, 0.00632477, 0.0288544, 0.0147934, 0.0265961, 0.390869, 0.165649, 83.3125, 83.75, 0.541992, 2.35156, 1.55176, 4.45313, 0.192017, 0.155884, 0.228516, 0.23877, 0.419189, 1.17773, 0.699219, Idle
-0.0640259, -0.0189056, 1.01172, 1.0127, 0.00435638, 0.0152664, -0.023056, 0.0591431, 0.00018692, 0.000137091, 0.000976563, 0.0078125, 0.000641823, 0.00197601, 0.00136948, 0.00127411, 0.347412, 0.0400696, 83.0625, 83.75, 0.0535583, 0.179077, 0.154053, 0.386719, 0.0643311, 0.0591736, 0.0654297, 0.0668945, 0.136963, 0.203857, 0.206909, Idle
-0.0319824, -0.0162506, 1.01563, 1.0166, -0.00714874, 0.00588608, -0.0958252, 0.309082, 0.000646591, 0.000442028, 0.00195313, 0.00195313, 0.00529099, 0.00811768, 0.0935059, 0.0204468, 0.135376, 0.057251, 83.75, 83.9375, 0.432861, 0.661133, 8.32031, 9.39844, 0.127686, 0.10437, 0.0864258, 0.0859375, 0.442627, 0.426514, 1.33203, Idle
-0.0637817, 0.0258331, 1.0127, 1.01563, 0.00799561, 0.014122, 0.215454, 0.354004, 0.00149536, 0.000868797, 0.00195313, 0.00390625, 0.00991058, 0.00971985, 0.0881348, 0.0294189, 0.450684, 0.124512, 83.3125, 83.9375, 0.808105, 0.803711, 10.9063, 12.5469, 0.247192, 0.197632, 0.187988, 0.183105, 0.671875, 0.566406, 1.5957, Idle
-0.0375977, 0.038269, 1.01367, 1.0166, -0.0195465, -0.00745773, -0.0946045, 0.341064, 0.0014801, 0.000888824, 0.000976563, 0.00390625, 0.0152206, 0.0390625, 0.158447, 0.106079, 0.234497, 0.190796, 83.375, 84.0625, 1.26465, 3.17188, 13.5703, 18.0313, 0.209595, 0.137451, 0.165039, 0.166016, 0.651855, 1.19238, 1.83691, Idle
-0.010376, 0.0288849, 1.01465, 1.0166, -0.0175934, -0.00576019, -0.0239258, 0.199951, 0.0022316, 0.000916481, 0, 0, 0.0215759, 0.02771, 0.00713348, 0.017334, 0.189575, 0.141968, 83.375, 83.75, 1.77344, 2.24805, 0.624512, 4.64453, 0.194092, 0.167236, 0.134766, 0.13916, 0.700195, 0.836426, 0.395264, Idle
-0.0537415, 0.0409546, 1.01074, 1.01465, 0.0130615, 0.0382996, -0.00157356, 0.160522, 0.00202179, 0.00109577, 0.00292969, 0, 0.0164795, 0.02742, 0.00147247, 0.021225, 0.397949, 0.224731, 83, 83.4375, 1.34961, 2.3418, 0.119568, 3.80859, 0.215698, 0.157715, 0.234863, 0.239746, 0.839355, 1.18262, 0.187988, Idle
-0.0692139, 0.0501099, 1.01074, 1.0166, -0.0190277, -0.00127697, -0.010231, 0.238281, 0.00242615, 0.00140381, 0.00390625, 0.00292969, 0.0214691, 0.050354, 0.00439072, 0.0198669, 0.584961, 0.317383, 83.125, 84, 1.77051, 4.08203, 0.364258, 6.21484, 0.187012, 0.162476, 0.258301, 0.253906, 0.586426, 1.07227, 0.377441, Idle
-0.0784302, 0.0686646, 1.00293, 1.01465, -0.00753403, -0.00167274, 0.00208664, 0.260742, 0.00122452, 0.00583649, 0.00585938, 0, 0.051178, 0.0217285, 0.0154266, 0.0203247, 0.598145, 0.855469, 82, 83.375, 4.15234, 1.76074, 1.25098, 7.16016, 0.217407, 0.310303, 0.136719, 0.164063, 0.970215, 0.705078, 0.709473, Idle
-0.024704, -0.000871181, 1.01367, 1.01367, 0.0175171, 0.0231171, -0.00290108, 0.150024, 0.00195122, 0.00107956, 0, 0.00292969, 0.0100937, 0.0370483, 0.00210953, 0.0276031, 0.207642, 0.0875854, 83.25, 83.5, 0.842773, 3.04688, 0.171631, 4.0625, 0.208618, 0.16272, 0.130859, 0.129883, 0.546387, 1.21094, 0.255371, Idle
-0.0488586, 0.04599, 1.01074, 1.01465, -0.0259247, -0.00870514, -0.0177612, 0.189209, 0.00292969, 0.00209236, 0, 0.00195313, 0.0176239, 0.0228577, 0.00278473, 0.00863647, 0.430908, 0.341064, 82.8125, 83.625, 1.4834, 1.85938, 0.251221, 3.60156, 0.210083, 0.160278, 0.0820313, 0.0834961, 0.548828, 0.599609, 0.220825, Idle
0.00643921, 0.00871277, 0.999512, 1.01953, -0.000954628, 0.0473022, 0.0237274, 0.880371, 0.0141678, 0.00981903, 0.0322266, 0.0146484, 0.151245, 0.57959, 0.264404, 0.227051, 1.15137, 0.802246, 83.5625, 85.375, 12.2578, 47.1875, 21.4688, 81.25, 0.638184, 0.539551, 1.80566, 1.10254, 2.02539, 3.80273, 2.74023, Square
0.0248413, -0.029007, 1.00586, 1.0127, -0.0198975, -0.0279541, 0.0266418, 0.47583, 0.00525665, 0.00641632, 0.00390625, 0.00390625, 0.0668945, 0.166748, 0.0765381, 0.0858154, 0.476318, 0.588379, 82.3125, 83.4375, 5.45313, 13.5781, 6.26172, 25.3125, 0.496826, 0.32959, 0.37793, 0.384766, 1.67285, 2.16016, 1.29297, Square
-0.0477905, -0.0124207, 0.999512, 1.03027, 0.0600586, 0.126953, 0.120361, 0.530762, 0.0203705, 0.0252686, 0.0341797, 0.0175781, 0.0687866, 0.216187, 0.172974, 0.209717, 1.83691, 2.06055, 83.75, 87.4375, 5.86719, 18.8281, 15.2031, 39.8438, 0.766602, 0.9375, 1.11035, 0.943359, 1.44336, 2.11328, 2.1875, Square
-0.19104, -0.0493164, 0.979004, 1.03223, 0.0754395, -0.0592651, -0.0834961, 0.822754, 0.0332031, 0.02388, 0.059082, 0.0498047, 0.115295, 0.411133, 0.289795, 0.157715, 5.65234, 2.13281, 82.5, 90.4375, 9.80469, 33.5938, 24.0625, 67.625, 0.699707, 0.712402, 1.12598, 0.93457, 1.70215, 3.12695, 1.96094, Square
-0.0869751, -0.0559082, 1.00195, 1.03027, 0.00800323, -0.110352, 0.00947571, 0.779297, 0.0230103, 0.0195465, 0.0712891, 0.0673828, 0.181396, 0.336426, 0.227905, 0.151367, 2.47852, 1.83789, 87.125, 91.5, 14.7109, 28.25, 18.4844, 61.5, 0.67627, 0.591797, 1.38086, 1.3584, 2.05469, 2.91797, 1.94141, Square
-0.0540161, -0.072876, 0.987793, 1.03809, 0.0744629, -0.0444946, 0.09198, 0.935059, 0.0563965, 0.0262451, 0.0566406, 0.0458984, 0.252441, 0.468018, 0.334229, 0.19873, 4.80859, 2.55664, 83.6875, 91.0625, 20.9219, 38.0938, 27.7813, 87, 0.881348, 0.705566, 1.15918, 1.18066, 2.38672, 3.01172, 2.43164, Square
-0.0515747, -0.0297394, 1.00195, 1.04395, 0.0930786, 0.0221252, 0.0603333, 0.787598, 0.0446777, 0.0282898, 0.0556641, 0.0449219, 0.120239, 0.349365, 0.32373, 0.187012, 3.83594, 2.36523, 85.875, 92, 10.4531, 28.3594, 26.5469, 65.4375, 0.852051, 0.780762, 1.05078, 0.95459, 1.90039, 3.00781, 2.41406, Square
-0.0598145, -0.0270081, 0.990723, 1.03711, 0.108032, 0.163208, 0.0672607, 0.936035, 0.0373535, 0.0297546, 0.116211, 0.0927734, 0.133545, 0.60791, 0.337402, 0.248047, 3.31641, 2.4707, 88.9375, 94.6875, 11.7734, 51.4688, 27.7188, 91.125, 0.815918, 0.873535, 1.33594, 1.27832, 1.79102, 3.16016, 2.50781, Square
-0.111511, -0.0528259, 0.970703, 1.04297, 0.11969, -0.135864, -0.109802, 0.947754, 0.072937, 0.0449219, 0.09375, 0.0839844, 0.233032, 0.552246, 0.353271, 0.285156, 6.92188, 3.86523, 84, 95, 20.0469, 46.25, 29.6094, 95.9375, 0.856445, 1.01172, 1.37793, 1.34863, 2.09961, 3.98828, 2.39453, Square
-0.0910034, -0.0474854, 0.97168, 1.01855, 0.0994873, -0.0516052, -0.0613098, 0.783203, 0.0514526, 0.0219727, 0.0654297, 0.0546875, 0.112915, 0.439453, 0.248169, 0.204102, 4.83984, 1.96387, 81.8125, 88.5, 9.95313, 35.8438, 20.4219, 66.25, 0.734863, 0.661133, 1.32813, 1.2002, 1.45508, 4.03906, 2.21875, Square
-0.0123291, -0.11731, 0.986816, 1.03125, -0.0426636, -0.153198, -0.0784912, 0.900391, 0.0331726, 0.0419312, 0.078125, 0.0791016, 0.220825, 0.463135, 0.287109, 0.191406, 2.70117, 4.51563, 85.25, 92.625, 18.0469, 39.4375, 23.7656, 81.1875, 0.785156, 0.900391, 1.17578, 1.12207, 2.00391, 3.3457, 2.72852, Square
0.0349121, -0.129028, 0.991699, 1.05371, 0.0821533, -0.00865936, -0.00107479, 0.84668, 0.0640259, 0.0421143, 0.0654297, 0.0605469, 0.128296, 0.506348, 0.341064, 0.265625, 5.28906, 4.76172, 85, 94.9375, 10.9453, 41.0625, 27.6406, 79.625, 1.0166, 0.847168, 1.18164, 1.22559, 1.87988, 3.70703, 2.67969, Square
0.0575867, -0.134399, 0.986328, 1.04297, 0.0910034, -0.00178623, 0.10553, 0.968262, 0.0507507, 0.0406189, 0.078125, 0.078125, 0.236694, 0.559082, 0.370117, 0.246094, 4.38281, 4.75781, 85.1875, 94.5, 19.8594, 45.3125, 30.9063, 95.9375, 0.915039, 0.83252, 1.31152, 1.28906, 2.3457, 3.95508, 2.54297, Square
-0.00138569, -0.0977173, 1.02832, 1.0791, 0.0825806, 0.0740967, 0.0701294, 0.854492, 0.0395813, 0.0507202, 0.0947266, 0.0947266, 0.141968, 0.539551, 0.348145, 0.318848, 3.20898, 4.88672, 93.4375, 102.063, 12.0625, 44.1563, 28.6094, 85, 0.868652, 0.897949, 1.46094, 1.43359, 1.78516, 3.84375, 2.33008, Square
0.0236816, -0.0559387, 0.921387, 0.993164, 0.12384, 0.0257874, 0.0171814, 0.959961, 0.0891113, 0.0454712, 0.0751953, 0.078125, 0.230591, 0.76416, 0.31665, 0.405762, 7.26953, 3.94141, 74.9375, 86.25, 19.9375, 61.9688, 25.6875, 107.563, 0.937988, 0.879883, 1.16699, 1.23535, 2.5918, 4.35938, 2.43945, Square
-0.0708008, -0.0535889, 0.996094, 1.04297, 0.0794678, -0.0649414, -0.0896606, 0.825684, 0.0405884, 0.0471191, 0.0830078, 0.0830078, 0.128296, 0.366455, 0.385986, 0.216797, 3.69531, 4.05078, 87.125, 94.9375, 10.9141, 30.0469, 31.9375, 72.8125, 0.800781, 0.928223, 1.37793, 1.34863, 1.81152, 3.38086, 2.625, Square
-0.00287819, -0.062561, 0.964355, 1.00977, 0.00911713, -0.0921631, -0.085022, 0.839844, 0.0451355, 0.0359497, 0.0756836, 0.0703125, 0.143799, 0.467285, 0.336914, 0.258789, 3.6582, 3.23047, 81.5, 88.3125, 11.6641, 38.5625, 27.9063, 78.1875, 0.848633, 0.78125, 1.32227, 1.19141, 1.88184, 3.65039, 2.53516, Square
0.0359497, -0.0880127, 1.02637, 1.07227, 0.0396423, -0.0697021, 0.0381165, 0.80957, 0.0484009, 0.0385742, 0.109375, 0.109375, 0.135864, 0.506836, 0.250488, 0.247559, 4.02734, 3.75586, 94.3125, 102, 11.1406, 41.4688, 20.4219, 73.1875, 0.929199, 0.93457, 1.61328, 1.64941, 1.87012, 3.80469, 2.65039, Square
0.0712891, -0.104309, 0.97998, 1.0293, 0.0392151, 0.0134354, 0.00420761, 0.752441, 0.0474243, 0.0432129, 0.0639648, 0.0693359, 0.100159, 0.455322, 0.303955, 0.294922, 4.25391, 4.38281, 83.0625, 91.5, 8.24219, 36.9375, 24.6406, 69.8125, 0.875488, 0.916992, 1.53125, 1.56738, 2.01172, 3.81445, 2.89063, Square
0.00736618, 0.00820923, 1, 1.00586, -0.00293732, 0.0375977, 0.0162048, 0.632813, 0.00859833, 0.00574112, 0.00292969, 0.00878906, 0.0618286, 0.259521, 0.182617, 0.105957, 0.701172, 0.470947, 81.3125, 82.6875, 5.01172, 21.1563, 14.8203, 41.0313, 0.451172, 0.358887, 0.521973, 0.519531, 1.36719, 2.80859, 1.91992, Square
0.0233765, -0.0285492, 1.00781, 1.00977, -0.0160828, -0.0177155, 0.0331421, 0.3396, 0.00256348, 0.00490189, 0, 0.00292969, 0.0334778, 0.0693359, 0.0490112, 0.0380859, 0.251953, 0.463379, 82.1875, 82.875, 2.73438, 5.64453, 4.0625, 12.4375, 0.279541, 0.273926, 0.130859, 0.133301, 1.13086, 1.27734, 0.919922, Square
-0.0549316, -0.0119553, 1.00195, 1.02539, 0.0665894, 0.118958, 0.105469, 0.497803, 0.0189514, 0.0196228, 0.0214844, 0.0166016, 0.0513306, 0.191895, 0.180054, 0.204834, 1.78125, 1.60156, 83.125, 86.625, 4.51953, 16.7031, 15.5, 36.6875, 0.629883, 0.787598, 0.950195, 0.84668, 1.18555, 1.86621, 2.06445, Square
-0.187134, -0.0495911, 0.970703, 1.02051, 0.0586548, -0.0592651, -0.0667725, 0.768555, 0.0292969, 0.0207062, 0.0551758, 0.0439453, 0.0992432, 0.355225, 0.243774, 0.118652, 5.21484, 1.87695, 80.875, 87.9375, 8.32031, 29.0781, 20.125, 57.5, 0.63623, 0.59375, 0.961426, 0.825195, 1.36523, 2.33984, 1.76953, Square
-0.0826416, -0.0581665, 1.00879, 1.03418, 0.0141449, -0.0992432, 0.0116653, 0.697266, 0.0189667, 0.0157166, 0.0527344, 0.046875, 0.123596, 0.276367, 0.189087, 0.113525, 2.08984, 1.54883, 86.75, 90.5, 10.0313, 23.2031, 15.3359, 48.5938, 0.556152, 0.530273, 1.00879, 0.924316, 1.7832, 2.4375, 1.55566, Square
-0.0499268, -0.0665283, 0.990234, 1.03125, 0.0691528, -0.0447083, 0.0982666, 0.865723, 0.0519104, 0.0229034, 0.0439453, 0.0429688, 0.19104, 0.404053, 0.296631, 0.159668, 4.41016, 2.21484, 83.0625, 89.6875, 15.875, 32.9063, 24.8281, 73.6875, 0.805664, 0.574707, 0.94873, 0.953613, 1.62012, 2.61328, 2.16602, Square
-0.0559387, -0.0332336, 1.00977, 1.04492, 0.103333, 0.0200195, 0.0635376, 0.730957, 0.0374146, 0.022522, 0.0517578, 0.0419922, 0.0804443, 0.298828, 0.297607, 0.15918, 3.28711, 1.91504, 86.8125, 91.875, 7.38672, 24.2656, 24.4531, 56.2188, 0.687988, 0.691406, 0.899414, 0.861816, 1.36621, 2.50977, 2.08008, Square
-0.0698853, -0.0225983, 0.973633, 1.01367, 0.103638, 0.170166, 0.0512695, 0.860352, 0.0326233, 0.0260925, 0.0952148, 0.0791016, 0.0919189, 0.539551, 0.295654, 0.229004, 3.03906, 2.15625, 84.5625, 89.6875, 8.32031, 46.0625, 24.1875, 78.5625, 0.694824, 0.758789, 1.1582, 1.10449, 1.29492, 2.73047, 2.25, Square
-0.109985, -0.0610046, 0.980957, 1.0459, 0.131836, -0.145142, -0.124634, 0.89502, 0.0639038, 0.0353699, 0.074707, 0.0576172, 0.173828, 0.471436, 0.333008, 0.22998, 6.16016, 3.16992, 84.0625, 93.3125, 15.4922, 39.9063, 28.2656, 83.625, 0.779297, 0.8125, 1.17383, 1.14551, 1.68945, 3.36914, 1.95703, Square
-0.0858765, -0.0444031, 0.961426, 1.00391, 0.0769043, -0.0615845, -0.0439148, 0.730469, 0.0444336, 0.0184479, 0.0581055, 0.0488281, 0.0886841, 0.385742, 0.203369, 0.157715, 4.19922, 1.65527, 79.625, 85.625, 7.66797, 31.5938, 16.6406, 56.0625, 0.654785, 0.587402, 1.12305, 1.1084, 1.31836, 3, 1.59766, Square
-0.0028553, -0.120117, 1.00293, 1.04395, -0.022995, -0.154541, -0.0809326, 0.830566, 0.029892, 0.0346375, 0.0615234, 0.0585938, 0.160034, 0.403564, 0.248535, 0.151855, 2.42383, 3.97852, 86.5, 93.125, 13.0156, 34.6563, 20.6719, 68.25, 0.750488, 0.770508, 1.01172, 0.938477, 1.74805, 2.79102, 2.13672, Square
0.0323486, -0.129883, 0.98291, 1.04102, 0.0792847, 0.0138931, 0.00836945, 0.757324, 0.0577698, 0.0368652, 0.0512695, 0.0458984, 0.0892944, 0.366943, 0.30127, 0.189453, 4.76563, 4.35547, 82.5, 91.5625, 7.75, 29.7656, 24.4219, 61.8438, 0.795898, 0.766602, 0.899902, 0.935059, 1.50391, 3.04492, 2.33789, Square
0.0547791, -0.128418, 0.986816, 1.03809, 0.0801392, -0.0124359, 0.106506, 0.884277, 0.0433655, 0.0354614, 0.0625, 0.0605469, 0.183594, 0.457764, 0.33374, 0.210449, 3.75781, 4.21094, 84, 92.1875, 15.4063, 37.125, 27.9688, 80.4375, 0.769043, 0.676758, 1.15234, 1.13574, 1.97266, 3.36719, 2.13086, Square
-0.0053215, -0.0980225, 1.02344, 1.06445, 0.0949097, 0.105225, 0.0718384, 0.808594, 0.0320129, 0.041748, 0.078125, 0.0751953, 0.0858765, 0.483154, 0.317627, 0.260742, 2.59766, 4.16406, 91.25, 97.9375, 7.69141, 40.0625, 26.1563, 74.125, 0.666992, 0.84082, 1.25879, 1.23828, 1.46094, 3.24023, 2.14258, Square
0.0210419, -0.051239, 0.927734, 0.992188, 0.127197, -0.00908661, -0.000325203, 0.88916, 0.0847168, 0.040863, 0.0576172, 0.0615234, 0.167114, 0.643066, 0.291748, 0.330566, 6.90234, 3.52539, 74.4375, 84.75, 14.8516, 52.125, 23.6406, 90.875, 0.855469, 0.740723, 1.0293, 1.08398, 2.03125, 3.79102, 2.13672, Square
-0.0716553, -0.0627441, 0.998535, 1.04199, 0.0696411, -0.0643311, -0.0917358, 0.757324, 0.0348206, 0.0388184, 0.0664063, 0.0585938, 0.0800171, 0.300537, 0.355713, 0.181641, 3.23828, 3.4668, 86.1875, 92.8125, 6.87891, 24.7031, 29.5, 61.2188, 0.619629, 0.847656, 1.16016, 1.12695, 1.37207, 2.64453, 2.10938, Square
0.00652313, -0.0605164, 0.962402, 0.997559, 0.00111103, -0.101379, -0.0762939, 0.778809, 0.0369568, 0.0292358, 0.0605469, 0.0654297, 0.0999756, 0.405029, 0.298096, 0.212402, 2.99805, 2.66602, 80, 86, 8.10156, 33.6563, 24.6406, 66.375, 0.749023, 0.649902, 0.996094, 0.958496, 1.48145, 3.07031, 2.13477, Square
0.0341492, -0.0880737, 1.02734, 1.06836, 0.0429077, -0.0454712, 0.0465393, 0.70166, 0.0422058, 0.0273132, 0.0888672, 0.0810547, 0.0720215, 0.388672, 0.200806, 0.175537, 3.51563, 2.8418, 92.75, 99.125, 5.98438, 31.6563, 16.4531, 54.1563, 0.727051, 0.776367, 1.37598, 1.4043, 1.2793, 3.11523, 2.08008, Square
0.0724487, -0.109863, 0.975586, 1.02441, 0.0501709, 0.00928497, 0.0120544, 0.69043, 0.0402527, 0.0359497, 0.0541992, 0.0478516, 0.0539856, 0.382813, 0.259766, 0.223389, 3.6875, 3.89063, 81.5, 88.9375, 4.57813, 31.0313, 21.0781, 56.75, 0.688477, 0.757324, 1.15625, 1.15723, 1.36133, 3.2832, 2.39258, Square
0.00894928, 0.00728989, 0.999512, 1.00488, -0.00249672, 0.0271759, 0.016037, 0.440918, 0.00556564, 0.00452042, 0.000488281, 0.000976563, 0.0298767, 0.09375, 0.107483, 0.0378418, 0.457764, 0.37085, 81, 81.9375, 2.42188, 7.66016, 8.73438, 18.8281, 0.358154, 0.264893, 0.280762, 0.288086, 0.876465, 1.51758, 1.32422, Square
0.020874, -0.0270386, 1.00293, 1.00586, -0.0129395, -0.00336647, 0.0383911, 0.224609, 0.00168514, 0.00323296, 0.00878906, 0.00976563, 0.0143585, 0.0226288, 0.0310822, 0.0192566, 0.171997, 0.321289, 82.25, 82.8125, 1.17773, 1.83594, 2.63867, 5.65234, 0.196167, 0.23938, 0.0957031, 0.0952148, 0.615234, 0.730957, 0.814941, Square
-0.0639038, -0.0149002, 1.00195, 1.02246, 0.0766602, 0.105652, 0.0825806, 0.486572, 0.018692, 0.0130081, 0.0175781, 0.0107422, 0.0426025, 0.165161, 0.1875, 0.182251, 1.84668, 1.07227, 82.8125, 85.6875, 3.92969, 14.2891, 15.75, 33.9688, 0.525391, 0.54834, 0.644043, 0.564453, 0.861816, 1.70996, 1.95605, Square
-0.180786, -0.0474243, 0.966309, 1.00977, 0.03302, -0.0645142, -0.0451355, 0.705078, 0.026062, 0.0166473, 0.0341797, 0.0273438, 0.0805054, 0.298096, 0.195679, 0.0839844, 4.76172, 1.53125, 78.4375, 84.875, 6.61719, 24.5, 16.0313, 47.0938, 0.554199, 0.476807, 0.760742, 0.645508, 1.32813, 2.24414, 1.55664, Square
-0.0789185, -0.0630493, 1.0127, 1.0332, 0.0286713, -0.081604, 0.0186157, 0.62207, 0.0166321, 0.0129471, 0.0341797, 0.0302734, 0.0812378, 0.2146, 0.167969, 0.0856934, 1.85254, 1.37109, 85.875, 88.9375, 6.64844, 17.9375, 13.6484, 38.3125, 0.470459, 0.455322, 0.677246, 0.632813, 1.2793, 1.93457, 1.43457, Square
-0.0461121, -0.0586853, 0.988281, 1.03125, 0.0698242, -0.041687, 0.100037, 0.800293, 0.050354, 0.0170135, 0.0361328, 0.0195313, 0.123535, 0.355225, 0.260254, 0.114746, 4.25391, 1.65918, 82.0625, 87.75, 10.4141, 28.9375, 21.9063, 61.2188, 0.758301, 0.461914, 0.713379, 0.669922, 1.4707, 2.4082, 2.02539, Square
-0.0588074, -0.0352783, 1.02246, 1.0498, 0.112305, 0.0387268, 0.0667725, 0.70752, 0.0329895, 0.0160828, 0.0341797, 0.03125, 0.0502625, 0.265869, 0.2771, 0.111816, 2.95313, 1.40527, 87.5625, 91.875, 5.09375, 21.6719, 22.8125, 49.625, 0.572754, 0.542969, 0.750488, 0.713379, 0.928711, 2.2207, 1.78027, Square
-0.085022, -0.0139771, 0.957031, 0.996094, 0.103516, 0.141724, 0.0330811, 0.789063, 0.0307617, 0.0223083, 0.0654297, 0.0507813, 0.0530701, 0.4375, 0.260498, 0.162598, 3.08008, 1.82422, 79.5625, 84.5625, 5.17188, 37.0938, 21.1875, 63.6563, 0.633301, 0.55957, 0.963379, 0.843262, 0.837891, 2.37695, 2.01563, Square
-0.107056, -0.0742188, 0.983887, 1.03516, 0.125732, -0.13855, -0.132568, 0.844238, 0.0566711, 0.0231171, 0.0532227, 0.0478516, 0.11554, 0.392334, 0.301514, 0.152344, 5.51953, 2.32031, 82.8125, 90.75, 10.6484, 33.375, 25.875, 70.125, 0.725098, 0.626465, 0.901855, 0.864746, 1.56055, 2.86719, 1.77246, Square
-0.0758667, -0.0434265, 0.959961, 0.994629, 0.0507507, -0.0873413, -0.0324097, 0.701172, 0.0392761, 0.0155716, 0.0375977, 0.0332031, 0.0818481, 0.337402, 0.177612, 0.117188, 3.65234, 1.41504, 77.75, 82.875, 6.84375, 27.9531, 14.4844, 49.3438, 0.603027, 0.522949, 0.756836, 0.751465, 1.2334, 2.45508, 1.4668, Square
0.00393295, -0.119873, 1.01563, 1.04688, -0.00128651, -0.12384, -0.0796509, 0.731934, 0.0281219, 0.0254364, 0.0332031, 0.0351563, 0.0967407, 0.304688, 0.221924, 0.108398, 2.28125, 3.22656, 86.25, 91.6875, 7.84375, 25.9531, 18.5, 52.2188, 0.693359, 0.632324, 0.787598, 0.758789, 1.19727, 2.30664, 1.82813, Square
0.0300751, -0.135132, 0.979004, 1.0293, 0.0817261, 0.0182343, 0.0210114, 0.702637, 0.052002, 0.0293732, 0.0332031, 0.03125, 0.0611877, 0.28833, 0.261963, 0.124512, 4.28906, 3.86133, 80.375, 88.4375, 5.50391, 23.3906, 21.2656, 50.125, 0.711426, 0.640137, 0.702637, 0.683594, 1.15918, 2.35156, 2.04492, Square
0.0511169, -0.121826, 0.991699, 1.03027, 0.0745239, -0.0253754, 0.0997314, 0.787109, 0.0369568, 0.0254517, 0.0371094, 0.0390625, 0.136719, 0.331055, 0.295166, 0.158691, 3.20898, 3.26563, 82.75, 89.1875, 11.5313, 26.8906, 24.7344, 63.0938, 0.63916, 0.556152, 0.783203, 0.803711, 1.65039, 2.8418, 1.89355, Square
-0.0137787, -0.0939941, 1.00977, 1.04492, 0.0985718, 0.127197, 0.0726318, 0.77832, 0.0274353, 0.0306549, 0.0488281, 0.0439453, 0.0568848, 0.40332, 0.274414, 0.160645, 2.23828, 3.20117, 86.5625, 92.0625, 5.39844, 34, 22.6875, 62.1563, 0.520996, 0.686035, 0.848633, 0.829102, 0.929688, 2.63086, 1.94922, Square
0.023941, -0.0482178, 0.937012, 0.993164, 0.138672, -0.0426636, -0.026474, 0.825684, 0.0769653, 0.0327759, 0.0351563, 0.0390625, 0.101135, 0.499268, 0.270264, 0.210449, 6.28125, 2.8457, 74, 83.125, 9.75781, 40.625, 21.9688, 72.3125, 0.791992, 0.618652, 0.755371, 0.784668, 1.37793, 3.19141, 1.95605, Square
