@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_ACC_V numeric
@attribute F5_MEAN_on_GY_X numeric
@attribute F6_MEAN_on_GY_Y numeric
@attribute F7_MEAN_on_GY_Z numeric
@attribute F8_MEAN_on_GY_V numeric
@attribute F9_VAR_on_ACC_X numeric
@attribute F10_VAR_on_ACC_Y numeric
@attribute F11_VAR_on_ACC_Z numeric
@attribute F12_VAR_on_ACC_V numeric
@attribute F13_VAR_on_GY_X numeric
@attribute F14_VAR_on_GY_Y numeric
@attribute F15_VAR_on_GY_Z numeric
@attribute F16_VAR_on_GY_V numeric
@attribute F17_ENERGY_on_ACC_X numeric
@attribute F18_ENERGY_on_ACC_Y numeric
@attribute F19_ENERGY_on_ACC_Z numeric
@attribute F20_ENERGY_on_ACC_V numeric
@attribute F21_ENERGY_on_GY_X numeric
@attribute F22_ENERGY_on_GY_Y numeric
@attribute F23_ENERGY_on_GY_Z numeric
@attribute F24_ENERGY_on_GY_V numeric
@attribute F25_PeakToPeak_on_ACC_X numeric
@attribute F26_PeakToPeak_on_ACC_Y numeric
@attribute F27_PeakToPeak_on_ACC_Z numeric
@attribute F28_PeakToPeak_on_ACC_V numeric
@attribute F29_PeakToPeak_on_GY_X numeric
@attribute F30_PeakToPeak_on_GY_Y numeric
@attribute F31_PeakToPeak_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
-0.130737, -0.0795288, 0.953125, 0.993652, 0.162842, 0.00894928, -0.0736084, 0.775391, 0.0440674, 0.0062027, 0.0180664, 0.0146484, 0.0603333, 0.25415, 0.29541, 0.0400391, 4.95703, 1.01563, 75.125, 81.25, 7.03906, 20.5938, 24.375, 51.9688, 0.625977, 0.338867, 0.462402, 0.443848, 0.861328, 1.96484, 1.70508, Circle
-0.111816, -0.0922241, 0.968262, 1.00586, 0.0892944, -0.120789, -0.0396118, 0.746094, 0.0389404, 0.010582, 0.0161133, 0.0146484, 0.0549622, 0.27417, 0.259766, 0.0561523, 4.17188, 1.54688, 77.3125, 83.1875, 5.10156, 23.4063, 21.1719, 49.6563, 0.645508, 0.338623, 0.395508, 0.344727, 1.00879, 2.05469, 1.6416, Circle
-0.081604, -0.139404, 0.992188, 1.03516, 0.0424805, -0.0434265, 0.0197754, 0.648438, 0.0400085, 0.00971985, 0.015625, 0.00585938, 0.061615, 0.215454, 0.177734, 0.0380859, 3.7832, 2.36328, 81.0625, 87.3125, 5.14063, 17.6094, 14.4375, 37.1563, 0.625488, 0.443848, 0.447754, 0.341309, 0.947754, 1.50391, 1.7666, Circle
-0.0031662, 0.00286102, 1.01465, 1.0166, 0.0141449, -0.0249939, -0.102173, 0.258545, 0.00222969, 0.000845909, 0, 0, 0.012352, 0.0474548, 0.0797729, 0.0840454, 0.181519, 0.0692139, 83.4375, 83.625, 1.01758, 3.89648, 7.3125, 12.2344, 0.240234, 0.143555, 0.183594, 0.178223, 0.529785, 1.16016, 1.35742, Circle
0.0603943, 0.0204468, 1.01465, 1.0166, 0.00865936, 0.0283813, 0.00503159, 0.234253, 0.00200653, 0.00090456, 0, 0, 0.00790405, 0.0246429, 0.0328369, 0.0113525, 0.458252, 0.107239, 83.1875, 83.6875, 0.646973, 2.0625, 2.66406, 5.36719, 0.186035, 0.153931, 0.0610352, 0.0620117, 0.344238, 0.641602, 0.737305, Circle
0.0591736, 0.0671387, 1.02441, 1.03125, 0.0167236, -0.000620365, 0.156372, 0.2771, 0.00714111, 0.00295639, 0, 0.00488281, 0.0116501, 0.0490417, 0.0484314, 0.0571289, 0.862793, 0.60498, 85.0625, 86.625, 0.967285, 3.97461, 5.90625, 10.8594, 0.242798, 0.272949, 0.226074, 0.244141, 0.527832, 1.2207, 0.688477, Circle
-0.0463867, 0.0405579, 0.966309, 0.996094, 0.156738, 0.102539, -0.0717773, 0.904297, 0.0424194, 0.00852203, 0.0209961, 0.0146484, 0.0420837, 0.353027, 0.408203, 0.027832, 3.61133, 0.824219, 77.375, 81.625, 5.40234, 29.4688, 33.5, 68.5625, 0.609375, 0.349609, 0.40625, 0.373047, 0.782715, 2.02148, 1.98828, Circle
-0.0515137, -0.0896606, 0.973145, 1.01172, 0.115479, -0.125244, -0.0328979, 0.850586, 0.0490417, 0.00994873, 0.0185547, 0.0136719, 0.0489807, 0.36499, 0.316406, 0.0375977, 4.19141, 1.45801, 78.25, 84.0625, 5.05078, 30.8594, 25.7344, 61.7188, 0.682617, 0.365723, 0.466309, 0.375, 0.775879, 2.02344, 1.77637, Circle
-0.0514526, -0.0717773, 0.957031, 1.02637, 0.181763, -0.123108, 0.0351257, 0.90918, 0.104858, 0.0134811, 0.0239258, 0.0107422, 0.0298157, 0.484863, 0.314697, 0.0507813, 8.71094, 1.50977, 76.1875, 86.3125, 5.09766, 40.5313, 25.6094, 71.125, 0.966309, 0.379639, 0.481934, 0.328613, 0.683594, 2.39063, 1.70215, Circle
0.0683594, -0.111694, 0.986328, 1.02441, 0.097229, 0.0506897, 0.0988159, 0.702148, 0.051239, 0.00585175, 0.00585938, 0.00488281, 0.021225, 0.245117, 0.257568, 0.0534668, 4.53125, 1.48535, 79.3125, 85.5, 2.48633, 20.0781, 21.6719, 44.2813, 0.744141, 0.278564, 0.277344, 0.264648, 0.542969, 1.85645, 1.54102, Circle
-0.0241699, -0.0969238, 0.993164, 1.02539, 0.119995, 0.102844, 0.0931396, 0.777344, 0.0445862, 0.00882721, 0.00976563, 0.00488281, 0.0197296, 0.329834, 0.275635, 0.0541992, 3.66016, 1.47656, 80.75, 85.6875, 2.76563, 27.5781, 23.0625, 53.375, 0.637207, 0.303955, 0.400391, 0.353027, 0.591309, 2.06836, 1.56641, Circle
-0.119629, -0.0825806, 0.939941, 0.995605, 0.20105, 0.043457, -0.0720215, 0.817871, 0.065918, 0.0127716, 0.0180664, 0.00976563, 0.0472717, 0.358398, 0.253174, 0.0390625, 6.5, 1.58789, 73.0625, 81.125, 7.10938, 29.2188, 20.9375, 57.375, 0.699219, 0.359619, 0.412598, 0.299316, 0.869629, 2.03125, 1.55566, Circle
-0.0647583, -0.0988159, 0.946777, 1, 0.149658, -0.0650024, -0.0953369, 0.768066, 0.0643311, 0.0236511, 0.0112305, 0.00878906, 0.0325317, 0.273682, 0.279053, 0.0317383, 5.55469, 2.70898, 73.5625, 81.75, 4.45313, 22.5156, 23.3594, 50.375, 0.77002, 0.455322, 0.370605, 0.316895, 0.730957, 1.94238, 1.62988, Circle
-0.0447693, -0.121033, 0.988281, 1.01758, 0.0357971, -0.109009, -0.0391846, 0.715332, 0.0376587, 0.00694275, 0.0112305, 0.0126953, 0.0370789, 0.277588, 0.214111, 0.03125, 3.21484, 1.75, 80.0625, 84.9375, 3.10938, 23.4688, 17.4844, 44.0313, 0.610352, 0.364258, 0.310547, 0.26416, 0.742676, 1.76563, 1.53906, Circle
-0.050354, -0.124695, 0.99707, 1.03223, 0.110962, -0.051239, 0.0422058, 0.637207, 0.038269, 0.013443, 0.00976563, 0.0078125, 0.0545349, 0.187744, 0.170898, 0.0239258, 3.30859, 2.34961, 81.375, 87, 5.41797, 15.4219, 14, 34.8438, 0.599121, 0.366211, 0.347168, 0.287598, 0.98291, 1.42383, 1.4707, Circle
-0.0294189, -0.0733643, 0.993652, 1.02441, 0.0808105, -0.0335388, 0.0474548, 0.632324, 0.0420227, 0.00636673, 0.0136719, 0.00683594, 0.0267334, 0.211182, 0.191284, 0.0388184, 3.47461, 0.952148, 81.125, 85.625, 2.69531, 17.2031, 15.6797, 35.5625, 0.597656, 0.279541, 0.387207, 0.330566, 0.690918, 1.8457, 1.52539, Circle
-0.0696411, -0.072876, 0.982422, 1.02051, 0.105469, -0.0200195, 0.0618286, 0.683594, 0.0506592, 0.00467682, 0.0146484, 0.00390625, 0.0347595, 0.21936, 0.219604, 0.0222168, 4.5, 0.80957, 79.4375, 84.6875, 3.71875, 17.8125, 18.1094, 39.6875, 0.676758, 0.234619, 0.373047, 0.283203, 0.674805, 1.45996, 1.37402, Circle
-0.0593567, -0.061554, 0.994629, 1.02441, 0.0952148, 0.0591736, 0.0505371, 0.681641, 0.0405273, 0.00884247, 0.015625, 0.0117188, 0.0500183, 0.225464, 0.199585, 0.026123, 3.57031, 1.02344, 81.4375, 86.0625, 4.78906, 18.5625, 16.3906, 39.7813, 0.663086, 0.29541, 0.291504, 0.259277, 0.797363, 1.55469, 1.44141, Circle
-0.103516, -0.0748901, 0.979004, 1.00977, 0.0684204, 0.0385437, 0.0223694, 0.655273, 0.0397949, 0.0062027, 0.00830078, 0.00976563, 0.0431519, 0.255127, 0.138428, 0.0144043, 4.09375, 0.95752, 78.375, 83.4375, 3.87695, 20.7969, 11.2578, 35.9688, 0.61377, 0.282471, 0.342285, 0.288086, 0.771973, 1.42871, 1.27051, Circle
-0.13147, -0.0805054, 0.953613, 0.995605, 0.1604, -0.0209198, -0.0817871, 0.746582, 0.0422363, 0.00509262, 0.019043, 0.00830078, 0.0485535, 0.219849, 0.287109, 0.0307617, 4.82422, 0.937988, 75.25, 81, 6.01953, 17.8594, 23.8125, 47.6875, 0.575195, 0.244507, 0.388672, 0.345215, 0.808105, 1.7373, 1.6416, Circle
-0.102173, -0.093811, 0.975586, 1.01074, 0.0811768, -0.117798, -0.0263367, 0.706055, 0.0364685, 0.00949097, 0.0126953, 0.00683594, 0.0343933, 0.248535, 0.235596, 0.0415039, 3.80273, 1.48242, 78.1875, 83.375, 3.32227, 21.2656, 19.1563, 43.7813, 0.615234, 0.319824, 0.352539, 0.322754, 0.681152, 1.8418, 1.57617, Circle
-0.0784302, -0.139038, 0.992188, 1.03125, 0.043457, -0.0408325, 0.0350647, 0.59082, 0.0394592, 0.00811768, 0.0126953, 0.00390625, 0.0406494, 0.187256, 0.153809, 0.0378418, 3.69727, 2.22461, 80.8125, 86.5, 3.44727, 15.3203, 12.5703, 31.375, 0.622559, 0.357422, 0.357422, 0.27832, 0.725098, 1.4248, 1.46973, Circle
-0.00136471, 0.00387573, 1.01074, 1.0127, 0.0155869, -0.0329285, -0.112549, 0.171143, 0.000785828, 0.000555038, 0.00683594, 0.00292969, 0.00426102, 0.00762939, 0.0316467, 0.0282898, 0.0638428, 0.0461731, 83.375, 83.375, 0.365234, 0.706543, 3.5918, 4.66797, 0.116821, 0.0932007, 0.0786133, 0.0800781, 0.243774, 0.357666, 0.710938, Circle
0.0593262, 0.0218201, 1.00781, 1.01172, 0.00721741, 0.0361633, 0.0121536, 0.170898, 0.00112343, 0.000456095, 0.00585938, 0.00390625, 0.00226593, 0.00836945, 0.0224915, 0.00543213, 0.376221, 0.0755615, 82.8125, 83.3125, 0.187866, 0.78418, 1.83496, 2.80859, 0.119019, 0.0819702, 0.0371094, 0.0424805, 0.178223, 0.362793, 0.571777, Circle
0.0592346, 0.0731812, 1.02539, 1.03516, 0.0196533, 0.0420837, 0.171875, 0.269287, 0.00595856, 0.00151825, 0.00195313, 0, 0.00378036, 0.058136, 0.0410767, 0.0622559, 0.767578, 0.557129, 85.375, 86.5, 0.337646, 4.85547, 5.72656, 10.9219, 0.22644, 0.144165, 0.150391, 0.17041, 0.3125, 1.17969, 0.625977, Circle
-0.0556946, 0.0281219, 0.958496, 0.983887, 0.159668, 0.022583, -0.118042, 0.797852, 0.0346985, 0.00588989, 0.0161133, 0.0107422, 0.0161896, 0.261963, 0.335693, 0.0161133, 3.06445, 0.541504, 75.8125, 79.375, 3.37891, 21.2813, 28.3438, 52.9063, 0.55127, 0.288086, 0.367676, 0.342285, 0.513672, 1.58105, 1.72852, Circle
-0.0352478, -0.0914307, 0.984863, 1.0166, 0.122986, -0.106201, 0.0305328, 0.753906, 0.0414429, 0.00787354, 0.0112305, 0.00683594, 0.0234833, 0.285889, 0.250977, 0.0180664, 3.46094, 1.31641, 79.5, 84.3125, 3.12891, 24.0781, 20.4219, 47.5313, 0.628906, 0.299072, 0.366211, 0.299316, 0.579102, 1.66113, 1.53711, Circle
-0.0383606, -0.0726318, 0.95166, 1.0166, 0.172485, -0.102478, 0.0294189, 0.836426, 0.101746, 0.0107956, 0.0195313, 0.0107422, 0.0168457, 0.408447, 0.269287, 0.0371094, 8.36719, 1.30273, 75, 84.625, 3.77734, 33.9688, 21.9063, 59.7188, 0.943848, 0.335938, 0.41748, 0.265137, 0.428711, 2.14648, 1.50195, Circle
0.0522461, -0.106812, 0.986816, 1.0166, 0.101563, 0.0739136, 0.103149, 0.661133, 0.0377502, 0.00453949, 0.0112305, 0.00878906, 0.0137177, 0.204468, 0.220337, 0.0288086, 3.28125, 1.29297, 79.8125, 84.4375, 1.94824, 17.0156, 18.7188, 37.75, 0.687988, 0.219238, 0.23584, 0.207031, 0.429688, 1.51074, 1.30957, Circle
-0.0472412, -0.0932617, 0.978516, 1.00781, 0.132446, 0.107361, 0.0463867, 0.719727, 0.0391541, 0.00785828, 0.0107422, 0.00976563, 0.0149231, 0.282959, 0.218872, 0.0302734, 3.35547, 1.3418, 78.5, 83.125, 2.63086, 23.8594, 17.9219, 44.4375, 0.591797, 0.260498, 0.279297, 0.255859, 0.511719, 1.6123, 1.44043, Circle
-0.122375, -0.0882568, 0.942383, 0.988281, 0.190918, -0.00245285, -0.090271, 0.742676, 0.0602112, 0.0100479, 0.0107422, 0.0151367, 0.0272217, 0.270752, 0.228516, 0.0200195, 6.09375, 1.44629, 72.875, 80.375, 5.16016, 21.9531, 19.1875, 46.3438, 0.655273, 0.304932, 0.352539, 0.253418, 0.660645, 1.68555, 1.29395, Circle
-0.0535889, -0.100525, 0.95459, 0.997559, 0.140381, -0.0880127, -0.0809326, 0.709961, 0.0513306, 0.0204926, 0.00927734, 0.00683594, 0.0196533, 0.240356, 0.228149, 0.0180664, 4.39453, 2.48047, 74.625, 81.25, 3.19141, 20.1094, 19.0313, 42.3125, 0.64502, 0.425781, 0.312988, 0.249023, 0.526855, 1.56055, 1.34766, Circle
-0.0311737, -0.128418, 0.991699, 1.01953, 0.0408325, -0.0908203, -0.0172577, 0.634766, 0.0309143, 0.00575256, 0.0112305, 0.0078125, 0.0196381, 0.211426, 0.177246, 0.0161133, 2.58398, 1.80273, 80.625, 84.875, 1.72656, 17.8125, 14.3906, 33.9688, 0.549805, 0.296631, 0.273438, 0.242188, 0.497314, 1.47754, 1.33008, Circle
-0.0448303, -0.117981, 0.993164, 1.02734, 0.108887, -0.0423584, 0.0614929, 0.57959, 0.0355225, 0.0107422, 0.0136719, 0.00585938, 0.0343933, 0.152222, 0.146606, 0.0146484, 3.04297, 1.99902, 81.0625, 86.0625, 3.74805, 12.4922, 12.1875, 28.4219, 0.538574, 0.319824, 0.278809, 0.232422, 0.682129, 1.2627, 1.19434, Circle
-0.0292816, -0.0745239, 0.99707, 1.01953, 0.0814209, -0.0305023, 0.059082, 0.590332, 0.037323, 0.00553894, 0.00537109, 0.00878906, 0.0197144, 0.164185, 0.170898, 0.0183105, 3.0957, 0.899414, 81, 84.9375, 2.13477, 13.3828, 14.1406, 29.7188, 0.558105, 0.231567, 0.299316, 0.242188, 0.52002, 1.37109, 1.2334, Circle
-0.0764771, -0.0684204, 0.983887, 1.0166, 0.1073, 0.0118103, 0.0522766, 0.636719, 0.0422974, 0.00345993, 0.0141602, 0.00585938, 0.0283813, 0.19104, 0.184326, 0.0134277, 3.90234, 0.660156, 79.625, 84.1875, 3.23242, 15.4922, 15.1563, 33.9688, 0.60498, 0.189819, 0.301758, 0.222168, 0.580566, 1.30566, 1.2627, Circle
-0.0704956, -0.057251, 0.987793, 1.01465, 0.0952759, 0.0700684, 0.0361328, 0.632813, 0.0343018, 0.00729752, 0.00976563, 0.0078125, 0.0363159, 0.205811, 0.160645, 0.0175781, 3.18359, 0.857422, 79.875, 84.0625, 3.67773, 17.0781, 13.1328, 33.875, 0.583496, 0.268799, 0.264648, 0.211426, 0.65332, 1.30957, 1.21777, Circle
-0.11084, -0.0774536, 0.970215, 1.00098, 0.0881348, 0.0124969, -0.00741959, 0.588867, 0.0363159, 0.00465012, 0.012207, 0.0107422, 0.035614, 0.194702, 0.116455, 0.00830078, 3.9375, 0.863281, 77.3125, 82.125, 3.51563, 15.7891, 9.44531, 28.7813, 0.561035, 0.205933, 0.300781, 0.23584, 0.706543, 1.25977, 1.09766, Circle
-0.12561, -0.0840454, 0.962891, 0.996094, 0.135864, -0.0603333, -0.0834351, 0.67627, 0.0353088, 0.00347137, 0.00732422, 0.00732422, 0.0279846, 0.166748, 0.249878, 0.0166016, 4.14063, 0.854004, 75.75, 81, 3.76563, 13.8125, 20.8125, 38.4063, 0.549316, 0.183594, 0.30957, 0.263184, 0.622559, 1.37012, 1.4502, Circle
-0.088501, -0.0981445, 0.98291, 1.0127, 0.074646, -0.0963745, 0.00358772, 0.627441, 0.0306244, 0.00801849, 0.012207, 0.0078125, 0.0257416, 0.188843, 0.192261, 0.0280762, 3.11719, 1.43066, 79.3125, 83.75, 2.53711, 16.0625, 15.5859, 34.1875, 0.549805, 0.268799, 0.298828, 0.233887, 0.553223, 1.49707, 1.31836, Circle
-0.0718384, -0.137573, 0.989258, 1.02734, 0.0490723, -0.0388489, 0.059845, 0.553223, 0.0376587, 0.00559998, 0.00976563, 0, 0.0167542, 0.159302, 0.1427, 0.0205078, 3.4707, 1.9873, 80.125, 85.5, 1.55371, 13.0313, 11.8516, 26.4844, 0.583008, 0.254639, 0.298828, 0.233398, 0.396484, 1.28711, 1.19141, Circle
-0.00801086, 6.32405e-05, 1.01074, 1.01074, -0.00494003, 0.00804138, -0.026001, 0.0329285, 2.38419e-05, 0.000151396, 0.00976563, 0.00976563, 2.44975e-05, 6.10948e-05, 0.0103073, 0.00997925, 0.0071373, 0.0122757, 83.625, 83.625, 0.00395966, 0.0101929, 0.890625, 0.896973, 0.0340271, 0.124023, 0.125488, 0.128906, 0.0426941, 0.0540466, 0.69043, Idle
-0.00830078, 0.000658035, 1.01172, 1.01172, -0.004776, 0.00907135, -0.00521851, 0.0117188, 1.22786e-05, 1.94907e-05, 0.00585938, 0.00585938, 4.11272e-06, 6.79493e-06, 1.49012e-06, 7.7486e-06, 0.00658035, 0.00161457, 83.4375, 83.4375, 0.00218391, 0.00722504, 0.00232887, 0.0117645, 0.0149994, 0.0181122, 0.00976563, 0.00976563, 0.00969696, 0.00946808, 0.00549316, Idle
-0.00783539, 0.000498295, 1.01172, 1.01172, -0.00440979, 0.00912476, -0.00512314, 0.0115967, 1.15037e-05, 1.65701e-05, 0.0117188, 0.0117188, 4.35114e-06, 5.90086e-06, 1.72853e-06, 6.19888e-06, 0.00590897, 0.00136471, 83.875, 83.875, 0.00192833, 0.00722885, 0.00226784, 0.0114059, 0.0138397, 0.0161591, 0.0107422, 0.0107422, 0.00901031, 0.0106888, 0.00617981, Idle
-0.00792694, 0.000324965, 1.01172, 1.01172, -0.00487137, 0.00947571, -0.00481796, 0.0118942, 7.51019e-06, 9.89437e-06, 0.00878906, 0.00878906, 4.29153e-06, 8.04663e-06, 8.34465e-07, 8.10623e-06, 0.00569916, 0.000813484, 83.6875, 83.6875, 0.00226974, 0.00792694, 0.00194645, 0.0121231, 0.0124969, 0.0121384, 0.00878906, 0.00878906, 0.00901031, 0.0125198, 0.00465775, Idle
-0.00839233, 0.000290394, 1.0127, 1.0127, -0.00484085, 0.00861359, -0.00489807, 0.0112839, 1.06692e-05, 1.21593e-05, 0.00585938, 0.00585938, 4.05312e-06, 7.09295e-06, 1.13249e-06, 6.31809e-06, 0.00657654, 0.000989914, 83.625, 83.625, 0.00222778, 0.00658798, 0.00203896, 0.0108337, 0.0181732, 0.0206757, 0.0146484, 0.0146484, 0.0100784, 0.0145035, 0.00572586, Idle
-0.00831604, 0.000766754, 1.0127, 1.0127, -0.00481415, 0.0102768, -0.00471497, 0.0125275, 6.67572e-06, 8.40425e-06, 0.00585938, 0.00585938, 4.64916e-06, 7.86781e-06, 7.15256e-07, 7.39098e-06, 0.00614548, 0.000729084, 83.625, 83.625, 0.00225639, 0.00920105, 0.00185871, 0.0133133, 0.0137787, 0.0144577, 0.00976563, 0.00976563, 0.0110626, 0.0119858, 0.00404739, Idle
-0.00802612, 0.00105286, 1.01172, 1.01172, -0.00564575, 0.0098114, -0.00514603, 0.0126114, 1.19209e-05, 9.0003e-06, 0.00683594, 0.00683594, 4.70877e-06, 5.66244e-06, 7.7486e-07, 6.67572e-06, 0.00619125, 0.000819683, 83.5, 83.5, 0.00296783, 0.00826263, 0.00220871, 0.0134277, 0.017807, 0.0153046, 0.015625, 0.015625, 0.0107651, 0.0117493, 0.00442886, Idle
-0.00774002, 0.0010004, 1.0127, 1.0127, -0.00535583, 0.00952911, -0.00497055, 0.0121765, 1.01328e-05, 8.76188e-06, 0.00390625, 0.00390625, 3.33786e-06, 5.06639e-06, 8.34465e-07, 5.48363e-06, 0.00567627, 0.000790596, 83.4375, 83.4375, 0.00259399, 0.00777054, 0.00207138, 0.0124664, 0.0157318, 0.0138397, 0.0185547, 0.0185547, 0.00763702, 0.0101547, 0.00511551, Idle
-0.00832367, 0.000564575, 1.01172, 1.01172, -0.00447083, 0.00889587, -0.00495911, 0.011322, 7.45058e-06, 1.19209e-05, 0.00976563, 0.00976563, 3.63588e-06, 7.62939e-06, 1.07288e-06, 7.98702e-06, 0.00621796, 0.000989914, 83.75, 83.75, 0.00191307, 0.0070343, 0.00208092, 0.0110397, 0.0129242, 0.0206146, 0.0195313, 0.0195313, 0.0075531, 0.0122147, 0.00549698, Idle
-0.00790405, 0.000638962, 1.0127, 1.0127, -0.00456619, 0.00920105, -0.00499344, 0.0116043, 7.86781e-06, 9.47714e-06, 0.00390625, 0.00390625, 2.74181e-06, 9.53674e-06, 8.9407e-07, 9.05991e-06, 0.00570297, 0.000800133, 83.4375, 83.4375, 0.00191116, 0.00763321, 0.00209045, 0.0116577, 0.0134735, 0.015007, 0.0175781, 0.0175781, 0.00763321, 0.0137329, 0.00442886, Idle
-0.0082016, 0.000770092, 1.0127, 1.0127, -0.00548935, 0.0106659, -0.00491333, 0.0131454, 7.80821e-06, 7.56979e-06, 0.00585938, 0.00585938, 4.29153e-06, 6.4373e-06, 1.07288e-06, 6.67572e-06, 0.00608826, 0.00066328, 83.625, 83.625, 0.00279236, 0.00974274, 0.00204468, 0.0145569, 0.0115814, 0.0112228, 0.0126953, 0.0126953, 0.0079422, 0.0108414, 0.00473404, Idle
-0.00823212, 0.000842571, 1.01074, 1.01074, -0.00559235, 0.00968933, -0.00497437, 0.0123978, 7.15256e-06, 8.76188e-06, 0.0078125, 0.0078125, 3.93391e-06, 5.78165e-06, 8.34465e-07, 6.79493e-06, 0.006073, 0.000769615, 83.4375, 83.4375, 0.00285339, 0.00807953, 0.00207329, 0.0130081, 0.0120697, 0.0150681, 0.0126953, 0.0126953, 0.0079422, 0.00878143, 0.00450516, Idle
-0.00844574, 0.000664234, 1.01074, 1.01074, -0.00491714, 0.00908661, -0.00484848, 0.0116043, 1.19209e-05, 9.05991e-06, 0.00976563, 0.00976563, 3.09944e-06, 6.73532e-06, 1.19209e-06, 6.4373e-06, 0.0067482, 0.000766277, 83.625, 83.625, 0.00221062, 0.00723648, 0.00200081, 0.0114365, 0.019455, 0.0182343, 0.0561523, 0.0566406, 0.00824738, 0.0113754, 0.00640869, Idle
-0.00772095, 0.000850201, 1.01172, 1.01172, -0.00491333, 0.00985718, -0.00504303, 0.012291, 9.0003e-06, 1.2517e-05, 0.00683594, 0.00683594, 3.15905e-06, 5.06639e-06, 1.3113e-06, 5.24521e-06, 0.00556183, 0.00107288, 83.5, 83.5, 0.00221443, 0.00828552, 0.00216866, 0.0126648, 0.0140228, 0.0180511, 0.015625, 0.015625, 0.00709534, 0.0104599, 0.00488663, Idle
-0.00793457, 0.000907898, 1.0127, 1.0127, -0.00497818, 0.00892639, -0.00509644, 0.0116501, 1.43647e-05, 1.77026e-05, 0.00292969, 0.00292969, 4.17233e-06, 7.09295e-06, 1.66893e-06, 7.51019e-06, 0.00626755, 0.00150108, 83.375, 83.375, 0.00234985, 0.0070343, 0.00224304, 0.0116119, 0.0203705, 0.019455, 0.0185547, 0.0185547, 0.00839233, 0.010994, 0.00640869, Idle
-0.00791931, 0.00082016, 1.01172, 1.01172, -0.00531387, 0.0101013, -0.00495148, 0.0125885, 1.10269e-05, 1.2517e-05, 0.00585938, 0.00585938, 2.92063e-06, 5.1856e-06, 1.19209e-06, 5.48363e-06, 0.00597763, 0.00106812, 83.4375, 83.4375, 0.00252724, 0.00868988, 0.00208473, 0.0132904, 0.0134735, 0.0174408, 0.00976563, 0.00976563, 0.0062561, 0.0106888, 0.0052681, Idle
-0.00785828, 0.000656128, 1.0127, 1.0127, -0.00511551, 0.0101013, -0.00487137, 0.0124664, 1.12653e-05, 1.46627e-05, 0.00878906, 0.00878906, 2.68221e-06, 7.80821e-06, 8.9407e-07, 7.98702e-06, 0.00592041, 0.00122452, 83.8125, 83.8125, 0.00233841, 0.0089035, 0.00199699, 0.0132523, 0.0153656, 0.0188446, 0.0146484, 0.0146484, 0.00709534, 0.012207, 0.0038929, Idle
-0.00836182, 0.000806332, 1.01172, 1.01172, -0.004776, 0.00914764, -0.00500488, 0.0116882, 7.51019e-06, 8.10623e-06, 0.0107422, 0.0107422, 3.8147e-06, 6.61612e-06, 7.7486e-07, 6.07967e-06, 0.00627518, 0.000711918, 83.8125, 83.8125, 0.00216103, 0.0073204, 0.00209427, 0.0115662, 0.0135345, 0.0129929, 0.0136719, 0.0136719, 0.0113754, 0.0114517, 0.00427628, Idle
-0.00767899, 0.000627518, 1.01172, 1.01172, -0.00471878, 0.00912476, -0.00507355, 0.0116272, 1.09076e-05, 6.31809e-06, 0.00976563, 0.00976563, 2.92063e-06, 6.67572e-06, 7.7486e-07, 6.67572e-06, 0.00566101, 0.000545025, 83.75, 83.75, 0.00204468, 0.00728989, 0.00215149, 0.0114975, 0.0153656, 0.015007, 0.0283203, 0.0283203, 0.0063324, 0.0092392, 0.00465775, Idle
-0.0440369, -0.0985107, 1.00586, 1.01172, -0.0245361, 0.0151062, -0.0227814, 0.260986, 0.00263596, 0.00110626, 0.000976563, 0.00585938, 0.0227203, 0.0540466, 0.0214996, 0.0314331, 0.37085, 0.876465, 82.125, 83.4375, 1.88965, 4.39844, 1.78516, 8.07031, 0.313965, 0.182739, 0.20459, 0.206055, 1.21582, 1.13672, 0.768555, Idle
-0.0397034, -0.0734253, 1.00781, 1.01465, 0.027298, -0.00769424, 0.0171661, 0.200806, 0.0022831, 0.00243759, 0.00488281, 0.00292969, 0.0171661, 0.0377197, 0.00290108, 0.0185852, 0.312744, 0.634277, 82.6875, 83.6875, 1.45215, 3.0625, 0.259033, 4.77344, 0.197632, 0.192627, 0.125488, 0.124023, 0.540039, 1.04785, 0.304199, Idle
-0.0332947, -0.0221252, 1.00977, 1.0127, -0.000971317, 0.03302, -0.0091095, 0.190308, 0.00247002, 0.000640392, 0.00683594, 0.00683594, 0.00772095, 0.0379028, 0.00487518, 0.0155945, 0.290039, 0.0916138, 83.1875, 83.6875, 0.625977, 3.16211, 0.401855, 4.19922, 0.196655, 0.108582, 0.0786133, 0.0776367, 0.370361, 0.980957, 0.282715, Idle
-0.0241852, -0.0557556, 1.00879, 1.01367, -0.0335999, -0.0569458, 0.0376892, 0.271484, 0.00577927, 0.00209045, 0.00292969, 0.00390625, 0.0223694, 0.0578308, 0.00701141, 0.0193481, 0.515625, 0.421387, 82.75, 83.625, 1.90527, 4.94922, 0.683105, 7.54297, 0.321045, 0.189453, 0.228027, 0.229004, 0.686523, 1.11426, 0.478516, Idle
