A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]
15.372000	-27.145000	1002.778992	1.111250	-8.850625	3.110625
13.908000	-35.075001	1005.585022	2.310000	2.086875	4.379375
9.882000	-33.855000	1016.442993	3.084375	-6.111875	4.571875
17.080000	-22.143000	1035.657959	2.791250	3.928750	3.723125
3.233000	-20.374001	1021.932983	2.240000	3.788750	2.200625
3.477000	-31.537001	996.617981	-4.335625	-14.056875	-0.866250
39.528000	-27.450001	992.408997	-4.650625	-9.905000	-0.428750
0.366000	-21.837999	1002.535034	-11.344375	1.522500	5.276250
48.556000	-58.194000	1005.096985	-22.049999	-14.179375	11.996250
98.514999	-43.980999	1064.328003	-4.585000	-19.674376	1.478750
-9.089000	-38.857002	1042.001953	7.533750	17.858749	-17.819374
2.196000	-50.935001	996.862000	5.643750	24.718750	-4.694375
26.413000	-60.573002	1016.077026	1.833125	-3.136875	0.826875
37.820000	-31.720001	1031.937012	6.348125	-8.089375	0.218750
38.491001	-32.818001	1014.918030	5.346250	15.404375	3.456250
7.259000	-35.075001	991.311035	7.231875	15.885625	5.044375
23.912001	-24.705000	1006.134033	6.256250	8.360625	6.208125
-3.111000	-23.668001	1002.901001	-0.021875	9.699375	6.426875
-13.054000	-19.947001	1017.906982	-1.561875	2.843750	4.970000
-7.625000	-26.840000	1044.625000	-5.442500	-17.093124	3.679375
27.023001	-35.014000	1188.218994	2.253125	-19.731251	8.378125
4.087000	-24.521999	1345.964966	22.566250	-22.946875	2.406250
61.366001	2.257000	1334.192017	27.916876	-44.511250	0.201250
54.167999	47.396999	1298.690063	39.523750	-2.086875	3.823750
69.784004	83.631004	1332.118042	29.286249	8.513750	0.756875
32.695999	125.843002	1178.947021	19.586876	40.508125	-4.917500
-2.562000	89.059998	1116.544067	-1.916250	37.751877	-13.982500
19.459000	59.475002	1032.912964	-7.065625	18.488750	-22.356251
21.960001	77.165001	996.923035	-18.151875	18.558750	-23.143749
-20.434999	37.881001	920.612000	-25.331249	12.385625	-15.548750
-81.129997	57.340000	867.481018	-21.376249	27.851250	-17.583124
-43.675999	35.196999	826.428040	-5.005000	38.758125	-22.483126
82.289001	65.209000	865.163025	-17.036249	18.755625	-11.523750
80.946999	9.211000	834.419006	2.900625	12.508125	-2.327500
-7.869000	-18.788000	700.828979	1.531250	40.748749	7.608125
-73.261002	-19.032000	625.554993	-0.879375	37.948750	3.906875
-32.757000	16.165001	578.645996	-18.790625	7.831250	14.315000
-18.788000	-5.063000	557.296021	-22.111250	12.665625	13.501250
-48.007000	-31.415001	597.129028	-12.219375	-0.962500	6.304375
-50.325001	-11.163000	703.452026	-12.648125	-22.036875	3.084375
-47.640999	-41.968002	716.627991	-3.578750	-16.874374	3.106250
-72.041000	-75.945000	755.668030	7.910000	-17.718750	5.280625
-26.779001	-76.127998	717.238037	14.332500	-28.205626	-9.191875
11.590000	-29.829000	970.327026	22.150625	-22.728125	-12.446875
-68.564003	-34.770000	985.820984	-18.812500	-76.619377	-1.382500
27.511000	74.786003	1043.893066	-19.075001	-16.861250	1.903125
-68.990997	6.527000	973.499023	-36.540001	22.014999	7.253750
-36.722000	-51.728001	1214.571045	7.857500	37.563751	4.948125
-48.799999	-16.836000	1636.141968	-14.638750	-86.668747	-7.061250
-70.210999	-106.811005	1639.863037	18.108126	6.553750	1.225000
-48.922001	-55.083000	1548.667969	-1.868125	-7.931875	-4.681250
-45.445000	-106.139999	1445.760986	3.605000	16.060625	1.509375
-62.952000	-92.903000	1301.191040	10.876250	19.665625	1.242500
-43.554001	-56.242001	1061.827026	19.831875	14.218750	-3.788750
2.928000	-12.383000	989.846985	21.310625	3.451875	-3.093125
8.845000	15.067000	955.320984	15.106875	16.371250	-0.914375
-1.891000	17.507000	973.926025	9.800000	0.796250	3.539375
-8.784000	10.187000	987.163025	-3.968125	1.723750	0.638750
-7.564000	5.795000	973.316040	-7.796250	-9.756250	2.183125
-22.264999	7.259000	999.911987	-8.798125	-2.765000	1.561875
-20.618000	14.457000	987.285034	-9.419375	4.646250	2.979375
-7.259000	0.732000	973.864990	-1.185625	-10.053750	2.419375
-2.440000	-5.002000	1005.280029	-0.796250	-4.340000	0.988750
16.287001	-13.115000	991.067017	1.299375	5.180000	0.210000
-6.344000	-30.378000	993.629028	5.543125	4.655000	-2.104375
-2.318000	-15.250000	1009.306030	2.887500	5.534375	-4.051250
-6.405000	-9.455000	1002.656982	-1.439375	2.730000	-3.451875
-21.777000	-14.152000	1003.694031	-3.565625	4.046875	-2.804375
-22.875000	-20.862000	1018.333984	-5.136250	-1.093750	-3.574375
-17.568001	-25.498001	1011.807007	-4.541250	-0.350000	-4.125625
-21.106001	-15.494000	1025.166016	-3.276875	3.635625	-2.524375
-25.925001	-16.653000	1030.777954	-0.752500	-1.242500	-1.601250
-14.701000	-11.163000	1037.792969	1.273125	1.019375	-1.085000
-15.250000	-5.734000	1016.565002	2.428125	3.412500	1.750000
-22.326000	-16.836000	1007.109985	4.755625	2.677500	3.762500
-25.315001	-15.006001	1007.963989	3.355625	2.576875	2.716875
-23.973000	-1.769000	1012.966003	3.416875	1.474375	1.767500
-23.912001	-5.612000	1012.294983	2.756250	2.086875	1.220625
-31.110001	-4.758000	1011.746033	3.465000	1.325625	0.818125
-30.439001	1.708000	1029.619019	-1.063125	0.411250	0.126875
-32.879002	5.063000	1008.817993	-3.863125	2.655625	-0.367500
-27.877001	-9.516000	1014.734985	-3.451875	0.586250	-0.398125
-28.975000	-9.211000	1013.880981	-3.801875	0.266875	-1.220625
-28.426001	-10.004000	1013.088013	-1.548750	0.918750	-1.719375
-23.790001	-4.148000	1018.760986	-0.402500	-1.041250	-0.914375
-27.389000	-2.806000	1010.953003	-1.155000	-1.417500	-0.643125
-24.766001	-10.065001	1025.287964	1.168125	0.945000	0.240625
-25.010000	-16.775000	1124.962036	1.798125	-2.353750	0.148750
-53.253002	-40.199001	1361.154053	3.976875	-10.241875	0.840000
-61.854000	-27.877001	1535.796997	-2.161250	-21.087500	-2.113125
-72.406998	-35.257999	1437.648071	-3.285625	8.373750	0.078750
-104.554001	-22.875000	1253.244995	9.056250	23.646875	-0.918750
-94.367004	22.814001	1176.933960	5.801250	6.947500	3.053750
-73.749001	8.967000	1100.073975	2.213750	1.251250	4.427500
-51.118000	8.601000	1033.035034	4.834375	26.424999	0.634375
-105.896004	48.373001	915.182983	-3.876250	43.662498	-11.497500
-89.609001	65.636002	955.565002	-21.389376	6.081250	-8.522500
-20.923000	47.396999	1070.367065	-25.138750	-14.406875	3.255000
-80.031998	-13.969000	935.923035	-13.400625	26.792500	3.587500
-35.929001	2.745000	855.341980	-5.595625	14.026250	-6.790000
-31.110001	-24.278000	734.013000	5.486250	4.073125	-10.014375
-2.928000	-27.511000	787.083008	-2.047500	14.240625	-4.025000
-50.751999	-52.521000	642.025024	-3.920000	38.486874	4.143125
-97.417000	-74.603004	590.968018	-8.203125	16.760626	1.474375
-45.262001	-72.163002	596.518982	-14.586250	4.313750	-2.410625
-17.385000	-82.899002	569.739990	-14.008750	16.366875	-4.825625
-0.366000	-88.450005	600.544983	-21.848749	15.758750	-8.837500
-32.695999	-63.257000	664.900024	-26.691875	-6.260625	-2.191875
-23.790001	-130.662003	701.500000	-21.021875	-1.868125	0.761250
-50.202999	-171.348999	724.192017	-12.057500	6.243125	-0.651875
-94.672005	-127.368004	742.187012	9.156875	-24.517500	-9.471875
-63.623001	-106.811005	890.783020	20.146875	-35.271252	-11.173750
-107.055000	-103.944000	896.760986	15.793750	-10.031875	-12.420625
-85.948997	-59.597000	1037.182983	6.055000	-18.230625	-3.801875
-144.020996	-65.941002	1116.239014	-24.097500	-31.946251	1.303750
-77.775002	-130.052002	1207.373047	13.711250	0.914375	14.179375
-151.768005	-121.084999	1258.063965	22.049999	-26.389999	10.845625
-149.876999	-43.188000	1542.019043	37.546249	-46.584999	19.744375
