A_X[mg]	A_Y[mg]	A_Z[mg]	G_X[dps]	G_Y[dps]	G_Z[dps]	
233.20300475000002	80.16162562499999	1041.0488739999998	-25.739765375	-27.761015625	-29.1653905
234.43825337500002	80.474250625	1041.62837225	-25.796093375	-27.7298435	-29.174687375
234.232378	80.58100112500001	1041.361496	-25.714609125	-27.697578125	-29.165937375000006
233.66812712499998	81.114751625	1040.842987	-25.698749749999998	-27.715078374999997	-29.171406
234.85762599999998	81.83150187500001	1040.659988375	-25.746327875000002	-27.710156375	-29.1692185
234.55262574999998	81.51125125	1040.91923525	-25.7878905	-27.706875250000003	-29.158828
232.989502	81.16050137500001	1041.5902405	-25.75015625	-27.715078250000005	-29.1604685
233.523250625	81.73237600000002	1041.30812075	-25.703671999999997	-27.715625250000002	-29.158281125
234.85762599999998	82.616875625	1041.048873875	-25.752890625	-27.713984750000005	-29.152812249999997
234.71275137499998	81.96112537500001	1041.285263	-25.733749875	-27.71835975	-29.145155875
234.07225224999996	81.63325025	1041.681762625	-25.772031000000005	-27.7539065	-29.127108999999997
233.63000287499997	82.02212525	1042.741638125	-25.787343750000005	-27.735312625000002	-29.1205465
233.34025375	81.984000125	1043.7481383749998	-25.729374875	-27.718906375	-29.12929675
233.957878	82.24325087499999	1044.114135625	-25.726640375000002	-27.725468875	-29.1522655
234.964376375	81.701875625	1044.4343871249998	-25.771484	-27.73695325	-29.171953124999998
234.33912650000002	81.046126375	1043.923507625	-25.790077499999995	-27.73914075	-29.1708595
233.2106265	81.08425137500001	1044.205627375	-25.74742125	-27.707421749999998	-29.152265749999998
233.06575199999997	81.381627	1043.1381225	-25.731561875000004	-27.724375	-29.142422249999996
233.65287587499998	82.144126875	1042.528122	-25.733202750000004	-27.733125	-29.168672125
233.50037575	80.817377125	1041.94862375	-25.676874375000004	-27.732578125	-29.158281624999997
232.81412512499998	79.2161265	1040.8048706250001	-25.701484	-27.71015625	-29.129297125
232.59300049999996	78.76625162500001	1041.0717468750001	-25.702030999999998	-27.686093500000002	-29.07187525
233.18012625	80.41325200000001	1040.8734893750002	-25.67906225	-27.665859125	-29.029219124999997
