A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]
60.268002	7.686000	960.750000	8.741250	-4.952500	9.261875
101.382004	-65.819000	1204.078979	-3.736250	-3.631250	6.912500
-0.549000	-47.336002	1030.046021	24.705626	-15.623125	10.272500
104.371002	-65.209000	996.496033	17.136875	-1.618750	12.543125
139.445999	-44.347000	962.640991	-6.133750	-3.193750	-11.895625
78.507004	-33.062000	1025.410034	-19.009375	-11.396875	-35.805000
-23.729000	-41.297001	867.603027	-15.662500	10.399375	-36.771873
60.756001	-58.132999	1039.806030	-19.088125	-1.067500	11.707500
53.070000	-67.222000	1031.875977	-12.433750	11.558750	4.108125
41.907001	-71.308998	1035.963013	0.818125	8.513750	0.166250
18.056000	-63.074001	995.276001	11.637500	19.578125	-3.311875
-10.614000	-62.708000	1008.147034	10.198125	23.196251	-3.836875
-14.579000	-70.150002	814.593994	4.326875	13.877500	-3.272500
-14.518001	-45.750000	1011.014038	6.256250	17.876249	2.563750
-6.222000	-40.748001	1037.854004	-6.405000	-5.613125	-2.695000
-14.213000	-47.275002	1018.578003	-1.268750	0.131250	-1.080625
-48.617001	-61.915001	995.031982	0.188125	9.030000	1.583750
-43.066002	-51.362000	995.153992	-2.515625	-9.450000	-4.633125
-13.542000	-40.015999	1019.798035	-0.389375	5.775000	-4.261250
-23.729000	-42.334000	1014.491028	4.453750	-4.283125	-3.408125
-6.405000	-36.600002	1040.110962	7.319375	-0.201250	-2.410625
-22.936001	-32.330002	1026.874023	1.522500	-1.089375	-1.850625
-16.836000	-37.942001	1006.561035	-2.038750	-5.425000	-2.458750
-27.816000	-36.355999	1003.999023	4.996250	6.965000	-0.415625
-19.215000	-32.939999	1008.025024	6.466250	1.566250	0.870625
-4.331000	-18.666000	1006.622009	12.534375	-4.816875	5.473125
-28.365000	-31.293001	1041.514038	15.430625	-4.768750	4.764375
-0.793000	3.721000	1015.467041	6.943125	-2.563750	4.851875
-25.254000	-2.501000	1036.145996	1.181250	-6.291250	2.835000
-1.647000	4.880000	1024.190063	-2.471875	3.530625	-3.885000
-9.089000	-9.699000	1021.627991	-9.108750	-3.845625	-3.801875
8.174000	-13.664001	1009.916016	-19.398750	-12.516875	-9.445625
17.446001	-16.775000	1012.478027	-12.538750	-8.185625	-9.051875
10.553000	-33.367001	1020.041992	-9.091250	-3.928750	-10.272500
35.441002	-32.330002	1036.634033	-9.021250	-3.745000	-7.861875
5.002000	-45.018002	1023.458008	-7.586250	3.276875	-5.665625
5.612000	-47.275002	1019.676025	-10.793125	21.249374	-7.126875
11.590000	-54.351002	1037.549072	-3.933125	18.593750	-4.943750
-17.202000	-65.391998	985.638000	7.223125	21.236250	-2.021250
-38.125000	-64.781998	1011.624023	5.998125	2.345000	1.312500
-14.091001	-49.348999	1004.791992	9.283750	-1.575000	1.798125
-31.964001	-51.850002	1016.077026	8.124375	-5.665625	5.486250
-20.434999	-53.192001	1041.270020	5.748750	-7.564375	2.231250
-15.555000	-42.639000	1024.677979	0.280000	-3.933125	0.385000
-3.721000	-41.236000	1001.681030	-4.781875	-3.456250	-1.421875
-15.067000	-46.482002	1005.707031	-3.574375	2.038750	0.822500
-1.281000	-45.201000	999.729004	-2.143750	1.658125	-0.945000
-4.880000	-41.846001	1038.890991	0.065625	0.678125	-2.686250
-3.904000	-35.014000	1017.114014	0.892500	1.745625	-1.308125
-13.725000	-27.389000	1032.242065	1.518125	-1.023750	0.266875
-1.952000	-21.289000	1021.505981	5.446875	-2.511250	-1.216250
-1.769000	-27.999001	1015.406006	5.376875	-3.014375	0.564375
16.896999	-29.585001	1001.437012	4.335625	-0.805000	1.373750
-2.318000	-28.731001	1013.820007	4.484375	-4.396875	-1.461250
8.967000	-19.886000	1015.528015	-0.271250	-3.403750	-1.588125
4.148000	-26.352001	1012.783020	-1.618750	-8.404375	-5.840625
32.513000	-3.721000	1039.927979	0.726250	-5.083750	-1.903125
35.806999	-26.352001	1004.304016	2.025625	8.063125	1.653750
18.666000	-25.010000	1016.442993	1.885625	-0.455000	2.957500
21.410999	-31.476000	1011.807007	3.158750	0.433125	0.323750
23.363001	-28.914000	1015.955017	1.369375	-4.672500	-1.225000
7.686000	-18.361000	1006.317017	-0.126875	2.520000	-0.918750
22.509001	-24.217001	1013.880981	-4.178125	6.759375	-0.818125
12.017000	-27.450001	1012.356018	-3.062500	-0.306250	-1.706250
18.910000	-27.572001	1024.190063	-3.075625	0.052500	-1.168125
12.261000	-30.316999	1028.459961	-0.507500	2.056250	0.170625
19.520000	-18.239000	1019.614990	2.331875	-0.310625	0.796250
11.102000	-16.775000	1019.066040	1.325625	-1.855000	2.257500
17.446001	-21.960001	1022.299011	4.060000	2.270625	1.478750
14.457000	-19.153999	1014.796021	2.642500	-0.271250	-0.665000
20.252001	-15.128000	1027.545044	0.831250	0.078750	0.831250
21.594000	-8.540000	1018.090027	-0.923125	0.551250	0.328125
14.640000	-28.914000	1016.260010	-1.925000	2.008125	-2.117500
19.153999	-18.849001	997.838013	-2.996875	0.822500	-1.701875
14.762000	-30.256001	1008.879028	-3.237500	-0.271250	-0.494375
26.840000	-24.644001	1031.692993	0.577500	-1.553125	0.240625
18.910000	-15.250000	1020.652039	3.416875	-0.341250	-0.385000
22.875000	-17.812000	1016.138000	0.949375	1.190000	-0.879375
