A_X[mg]	A_Y[mg]	A_Z[mg]	G_X[dps]	G_Y[dps]	G_Z[dps]	
47.47325025000001	11.84925025	1001.48275725	0.7218749999999999	-0.16625	-0.9296875
47.3512505	12.42875025	1001.6047512499999	0.774375	-0.14328125	-0.945
47.7782505	11.95600025	1002.1537472499999	0.7853125	-0.13234375	-0.95265625
47.137750499999996	11.62050025	1002.2452542499999	0.74265625	-0.10171875	-0.9581250000000001
47.88500025	11.101999999999999	1001.19300825	0.6934375	-0.09078125000000001	-0.975625
46.68025025	11.11725	1000.88801575	0.6431250000000001	-0.0721875	-0.9898437500000001
46.90900049999999	11.651	999.698517	0.63328125	-0.047031250000000004	-1.01390625
47.702000749999996	12.3525	1000.0187685	0.6671875	-0.06343750000000001	-1.0565625
46.802251	12.962499999999999	1000.38476575	0.66390625	-0.1159375	-1.0740625
47.16825125	12.39825	1000.964264	0.6759375000000001	-0.1246875	-1.0489062500000002
47.290251	13.25225	1001.94027725	0.68578125	-0.14218750000000002	-1.02046875
46.588751	12.50500025	1001.9860229999999	0.72625	-0.15859375	-0.94171875
45.856750500000004	14.289250249999998	1001.3760225000001	0.8049999999999999	-0.1728125	-0.89578125
46.024499750000004	13.755500500000002	1000.49151625	0.8028124999999999	-0.21875	-0.89359375
44.789250249999995	12.9625005	999.6680145	0.83890625	-0.25703125	-0.90453125
44.9417495	13.0845005	999.271515	0.818125	-0.240625	-0.95703125
45.70425025	12.1390005	999.6680145	0.8509375	-0.22859375	-1.00625
45.689001	12.82525025	1000.55252075	0.86296875	-0.20890625	-1.0084375
46.5735005	13.8012505	1000.82701125	0.8771875	-0.19359375	-1.001875
46.543001000000004	13.92325025	1000.8575135	0.9515625000000001	-0.2209375	-0.9668749999999999
46.085500499999995	13.87750025	1001.42176825	0.94609375	-0.19140625	-0.95265625
46.283750500000004	14.27400025	1001.0862579999999	0.9001562500000001	-0.19578124999999996	-0.94609375
46.039751	13.603000250000001	1001.87925725	0.8728125	-0.2209375	-0.9384374999999999
45.338251	13.298000250000001	1001.5132600000001	0.84765625	-0.249375	-0.9942187499999999
46.45150075	12.413500500000001	1001.1472475	0.80390625	-0.27234375	-1.01171875
47.5800005	12.794750500000001	1001.4522554999999	0.8607812499999999	-0.25593750000000004	-1.0128125
47.19875025	13.55725025	1001.299759	0.83234375	-0.23625	-1.0084375
46.86325049999999	13.19125025	1001.6962585	0.78421875	-0.1553125	-0.9712500000000002
46.466750999999995	13.5115	1001.8640134999999	0.69453125	-0.1028125	-0.9307812500000001
45.185750999999996	12.81	1002.047012	0.65078125	-0.09515625	-0.9581249999999999
46.2227515	11.712000250000001	1000.82701075	0.68359375	-0.09625	-0.96796875
47.168251	12.32200025	1000.99475075	0.7021875	-0.1290625	-0.9909375
47.092000999999996	12.06275025	1000.232254	0.7896875	-0.161875	-1.019375
46.61925125	11.803500249999999	999.683258	0.8334375	-0.21984375	-1.00296875
46.375251000000006	13.282749999999998	1000.201767	0.8771875	-0.24828124999999998	-1.01609375
46.436250750000006	12.809999999999999	999.8510285	0.91328125	-0.2428125	-1.028125
46.7107505	13.1455	1000.3390197499999	0.92421875	-0.24062499999999998	-1.0128125
48.190000500000004	13.5115	1001.33026125	0.9132812499999999	-0.18484375000000003	-0.9767187500000001
48.17475025	11.57475	1002.18425	0.8509374999999999	-0.1596875	-0.9471875000000001
47.54950049999999	11.529000250000001	1002.55024725	0.7732812499999999	-0.15968749999999998	-0.949375
47.229251000000005	11.78825025	1002.18425	0.76015625	-0.18046875	-0.95921875
46.451501	11.513750250000001	1001.650513	0.72515625	-0.14328125	-0.9854687500000001
46.726000750000004	11.544250250000001	1001.0100100000001	0.76015625	-0.13015625	-0.9789062500000001
47.56475075	12.139000000000001	1000.7660067500001	0.7743749999999999	-0.14328125	-0.9625
47.702000749999996	12.505	1001.0405122500001	0.7875	-0.10828125	-0.9570312500000001
46.543000250000006	13.847000000000001	1000.91850275	0.85859375	-0.12359375	-0.9854687500000001
46.802251000000005	14.7925	1001.13200375	0.81375	-0.11921875000000001	-1.0139062500000002
46.46675125	14.655250250000002	1001.4980009999999	0.83890625	-0.1290625	-1.0171875000000001
