A_X[mg]	A_Y[mg]	A_Z[mg]	G_X[dps]	G_Y[dps]	G_Z[dps]	
139.1257525625	40.378187875	1048.2697753124999	-25.8770314375	-27.7358594375	-29.0877343125
139.003751875	40.6221878125	1048.3803404999999	-25.8819533125	-27.743515625	-29.089374874999997
139.373563875	40.6870004375	1048.4565886875	-25.86691425	-27.756914000000002	-29.09238275
139.2935019375	40.2638129375	1048.5633315625	-25.8475001875	-27.7615624375	-29.0942969375
139.4993773125	40.2371253125	1048.814949	-25.826992375	-27.769492125	-29.098945375
138.97325237500002	40.2714378125	1049.0055770625002	-25.7991018125	-27.768398375	-29.093476625
138.992315375	40.263813	1049.264823875	-25.7791409375	-27.7689453125	-29.07625
139.407878	40.4048755	1049.3181991249999	-25.754531625	-27.764023375	-29.064765625
139.59469043750002	40.14181281250001	1049.062759375	-25.7572660625	-27.7459765625	-29.071875
139.4383775	40.0274376875	1048.7730101875	-25.741680125000002	-27.732031375	-29.083086062499998
139.07237824999999	40.17231275	1048.174446	-25.709687875	-27.724648625	-29.081445374999998
139.3964405625	40.233312874999996	1048.102004875	-25.7146098125	-27.71289075	-29.0778906875
139.224878375	40.6488755	1047.732192875	-25.706680000000002	-27.71042975	-29.080624999999998
139.53369049999998	40.317188062499994	1048.1020048750001	-25.698750312500003	-27.705234375	-29.0716015625
139.82344056250002	40.7327506875	1048.7501296250002	-25.702305000000003	-27.712617125	-29.0664061875
139.9454403125	40.5993130625	1049.093254	-25.709961375	-27.714531125	-29.0598436875
139.8272524375	40.1418130625	1049.2228774375	-25.6935550625	-27.719726375	-29.056015625
139.659503	40.1303754375	1049.0131911875	-25.6831644375	-27.723281125	-29.05820325
139.28206543750002	40.256188	1048.936943	-25.670859749999998	-27.719179625	-29.051093875
139.99119000000002	40.6107505	1048.8835677499999	-25.6552738125	-27.723828062499997	-29.043711000000002
139.796752	40.9615006875	1048.601448	-25.659375375	-27.7167186875	-29.0409765625
139.7433776875	40.65650062499999	1048.4946975	-25.711601875	-27.723554625	-29.0633984375
139.67475224999998	40.538312937499995	1048.532821625	-25.713515875	-27.7230076875	-29.0858204375
139.67475224999998	40.4773128125	1048.3383864999998	-25.7184376875	-27.728749875	-29.0910156875
139.81200218749998	40.309562937500004	1048.048637375	-25.7277345625	-27.74406225	-29.0896485
139.796752	40.5040004375	1047.9762039375	-25.73812525	-27.7632028125	-29.089374999999997
139.78912643750002	40.164687875	1048.060073875	-25.7457815	-27.766757374999997	-29.0844530625
139.45743950000002	40.40487525	1047.838951125	-25.7457815	-27.782343437499996	-29.086367062500003
139.922563625	40.572625125	1047.7245788750001	-25.753984625	-27.789452875000002	-29.0833593125
139.6556893125	40.694625125	1047.457702625	-25.7660158125	-27.789726375	-29.093476625
139.57943925	40.1418125625	1047.137451125	-25.742226625	-27.7828904375	-29.098672
139.640439125	40.1685001875	1047.1984481250001	-25.736757750000002	-27.7848045625	-29.1076954375
139.285876375	40.5573751875	1047.145072875	-25.7181639375	-27.7763280625	-29.1153516875
139.4574385625	40.45443775	1047.3166350625002	-25.705312375000002	-27.7746875	-29.1175391875
139.68618874999999	40.19137524999999	1047.2327575	-25.716249875000003	-27.779062500000002	-29.120546937500002
139.08000093750002	39.69956281249999	1047.1412581875002	-25.73210925	-27.7785156875	-29.123828125000003
138.89700131249998	39.12768774999999	1047.4958190625002	-25.7252733125	-27.7760546875	-29.1199999375
138.961813	39.18106275	1047.5034408125002	-25.6828905	-27.7703125	-29.10550775
139.0075626875	39.3183129375	1047.0421294375	-25.668398375000002	-27.7686719375	-29.0962108125
138.8550625	39.230625437499995	1046.8476943125	-25.6757811875	-27.7634766875	-29.100039000000002
