@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_GY_X numeric
@attribute F5_MEAN_on_GY_Y numeric
@attribute F6_MEAN_on_GY_Z numeric
@attribute F7_VAR_on_ACC_X numeric
@attribute F8_VAR_on_ACC_Z numeric
@attribute F9_VAR_on_GY_Y numeric
@attribute F10_VAR_on_GY_Z numeric
@attribute F11_ENERGY_on_ACC_X numeric
@attribute F12_ENERGY_on_ACC_Y numeric
@attribute F13_ENERGY_on_ACC_Z numeric
@attribute F14_ENERGY_on_GY_X numeric
@attribute F15_ENERGY_on_GY_Y numeric
@attribute F16_ENERGY_on_GY_Z numeric
@attribute F17_PeakToPeak_on_ACC_X numeric
@attribute F18_ZeroCross_on_ACC_X numeric
@attribute F19_ZeroCross_on_ACC_Y numeric
@attribute F20_ZeroCross_on_ACC_Z numeric
@attribute F21_ZeroCross_on_GY_X numeric
@attribute F22_ZeroCross_on_GY_Y numeric
@attribute F23_ZeroCross_on_GY_Z numeric
@attribute F24_PeaKDet_on_ACC_X numeric
@attribute F25_PeaKDet_on_ACC_Y numeric
@attribute F26_PeaKDet_on_ACC_Z numeric
@attribute F27_PeaKDet_on_GY_X numeric
@attribute F28_PeaKDet_on_GY_Z numeric
@attribute F29_MIN_on_ACC_X numeric
@attribute F30_MIN_on_ACC_Z numeric
@attribute F31_MAX_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
-0.00794983, 0.000338554, 1.00781, -0.00507355, 0.00930786, -0.0102463, 9.53674e-07, 0.0166016, 4.76837e-07, 0.000472069, 0.00519943, 8.76188e-05, 83.6875, 0.00210381, 0.00706482, 0.0467834, 0.00354385, 0, 16, 0, 0, 0, 0, 43, 34, 11, 26, 29, -0.00972748, 1.01367, -0.00396347, Idle
-0.00822449, 0.000665188, 1.00879, -0.00460815, 0.00885773, -0.00521469, 6.55651e-07, 0.0146484, 1.37091e-06, 0, 0.00553513, 0.000121355, 83.6875, 0.00176144, 0.00646973, 0.0022049, 0.00333023, 2, 12, 0, 2, 0, 0, 38, 36, 12, 28, 38, -0.00976563, 1.01465, -0.00476074, Idle
-0.00782013, 0.000456572, 1.01172, -0.00468445, 0.0094986, -0.00511551, 4.76837e-07, 0.0136719, 1.54972e-06, 5.96046e-08, 0.00499344, 5.27501e-05, 84.0625, 0.00187492, 0.00744247, 0.00212669, 0.00393677, 6, 20, 0, 2, 2, 0, 38, 33, 8, 19, 29, -0.00969696, 1.01465, -0.00436401, Idle
-0.00805664, 0.000263214, 1.0127, -0.00457382, 0.0089798, -0.00485229, 2.98023e-07, 0.0126953, 1.07288e-06, 1.19209e-07, 0.00528717, 2.25902e-05, 84.125, 0.00175476, 0.00662231, 0.00191879, 0.00239182, 2, 4, 0, 2, 4, 0, 40, 38, 10, 21, 33, -0.00943756, 1.01465, -0.00429916, Idle
-0.00821686, 0.000272274, 1.00977, -0.00488281, 0.00881195, -0.00485229, 8.34465e-07, 0.0185547, 1.19209e-06, 1.78814e-07, 0.00554276, 3.20077e-05, 84.125, 0.0019989, 0.00639343, 0.0019207, 0.00318909, 6, 16, 0, 2, 4, 0, 39, 36, 10, 23, 31, -0.00994873, 1.01367, -0.00422287, Idle
-0.00848389, 0.000820637, 1.0127, -0.00499344, 0.0103226, -0.00478745, 4.76837e-07, 0.00683594, 1.78814e-06, 0, 0.00587463, 9.13143e-05, 83.6875, 0.00210381, 0.00878143, 0.00185871, 0.00246811, 0, 6, 0, 0, 4, 0, 43, 39, 16, 22, 34, -0.00975037, 1.01465, -0.00433731, Idle
-0.00798798, 0.00109482, 1.01758, -0.00551605, 0.00978851, -0.0050087, 4.76837e-07, 0, 2.98023e-07, 2.98023e-07, 0.00521088, 0.000120103, 83.1875, 0.0024929, 0.00779343, 0.00205612, 0.00270081, 10, 6, 0, 0, 0, 0, 35, 38, 14, 26, 34, -0.0094223, 1.01465, -0.00411606, Idle
-0.00768661, 0.0010376, 1.01563, -0.00524902, 0.00935364, -0.00504303, 3.57628e-07, 0, 9.53674e-07, 1.19209e-07, 0.00481796, 0.000112712, 83.3125, 0.00227356, 0.00716782, 0.00207138, 0.00204086, 8, 10, 0, 0, 4, 0, 49, 44, 14, 23, 36, -0.00880432, 1.01465, -0.0041008, Idle
-0.0083313, 0.000510216, 1.0127, -0.00461197, 0.00920105, -0.00497437, 2.38419e-07, 0.00390625, 1.19209e-06, 5.96046e-08, 0.00564957, 5.11408e-05, 83.4375, 0.00177288, 0.00695801, 0.00201035, 0.0023613, 6, 8, 0, 0, 0, 0, 47, 36, 12, 20, 38, -0.00936127, 1.01465, -0.00445557, Idle
-0.00811768, 0.000647068, 1.0127, -0.00469208, 0.00936127, -0.00496292, 5.96046e-08, 0, 1.72853e-06, 0, 0.00534821, 4.40478e-05, 83.0625, 0.00184441, 0.0072403, 0.00199318, 0.00269318, 4, 16, 0, 0, 2, 0, 35, 35, 12, 20, 37, -0.00959015, 1.01367, -0.00444412, Idle
-0.00817108, 0.000757217, 1.00879, -0.00535965, 0.0102921, -0.00495911, 2.38419e-07, 0.00683594, 1.01328e-06, 1.19209e-07, 0.00542831, 6.38962e-05, 83, 0.00236702, 0.00866699, 0.00200272, 0.00172424, 10, 12, 0, 0, 2, 0, 43, 38, 10, 25, 37, -0.00888062, 1.01367, -0.00437927, Idle
-0.00835419, 0.000655651, 1.00586, -0.00557709, 0.00968933, -0.00489807, 1.78814e-07, 0.0214844, 2.14577e-06, 1.78814e-07, 0.00567245, 5.62072e-05, 83.75, 0.00259972, 0.00778198, 0.00196266, 0.00194168, 12, 2, 0, 0, 2, 0, 47, 46, 12, 26, 38, -0.00947571, 1.01367, -0.00457382, Idle
-0.00823212, 0.000762939, 1.00977, -0.00485229, 0.00921631, -0.00488281, 5.36442e-07, 0.0185547, 1.78814e-07, 0, 0.00553894, 6.3777e-05, 84.125, 0.00192451, 0.00690079, 0.00192833, 0.00304031, 6, 4, 0, 0, 4, 0, 40, 42, 22, 26, 24, -0.00962067, 1.0127, -0.00450134, Idle
-0.00762177, 0.000959873, 1.01074, -0.00495148, 0.00981903, -0.00511169, 5.36442e-07, 0.00585938, 7.15256e-07, 1.78814e-07, 0.00475311, 9.22084e-05, 83.25, 0.00201988, 0.00787354, 0.00213242, 0.0028038, 4, 24, 0, 0, 2, 0, 30, 35, 10, 27, 33, -0.00888824, 1.01367, -0.00436401, Idle
-0.00816345, 0.00100613, 1.00977, -0.00507736, 0.00908661, -0.00504303, 1.78814e-07, 0.0175781, 7.7486e-07, 1.19209e-07, 0.00541687, 0.000112891, 84.0625, 0.00212669, 0.00675201, 0.00207329, 0.00348282, 4, 16, 0, 0, 4, 0, 39, 43, 20, 22, 46, -0.00978088, 1.01367, -0.0045166, Idle
-0.0078125, 0.000705719, 1.00977, -0.00526047, 0.0100174, -0.00497437, 2.98023e-07, 0.0107422, 8.34465e-07, 1.19209e-07, 0.00497055, 7.52211e-05, 83.5, 0.00225639, 0.0082016, 0.00201607, 0.0019722, 4, 8, 0, 0, 0, 0, 38, 39, 14, 29, 36, -0.00891876, 1.01367, -0.00432587, Idle
-0.00807953, 0.000648022, 1.0166, -0.00513458, 0.0098877, -0.00482941, 6.55651e-07, 0.000976563, 1.54972e-06, 5.96046e-08, 0.00534439, 5.70416e-05, 83.8125, 0.00216293, 0.00804901, 0.00189495, 0.00265884, 6, 14, 0, 2, 0, 0, 35, 42, 6, 24, 33, -0.0090332, 1.01367, -0.0043602, Idle
-0.00835419, 0.0007658, 1.0166, -0.00479507, 0.00937653, -0.00501633, 0, 0.00488281, 1.19209e-06, 5.96046e-08, 0.00564194, 6.10948e-05, 84.125, 0.0018816, 0.00722504, 0.00204277, 0.00201416, 4, 10, 0, 2, 0, 0, 42, 39, 14, 33, 29, -0.00953674, 1.01465, -0.00447083, Idle
-0.00766373, 0.00055027, 1.01172, -0.00470352, 0.00908661, -0.00502396, 2.38419e-07, 0.00878906, 1.19209e-06, 1.78814e-07, 0.00477982, 4.35114e-05, 83.6875, 0.00183487, 0.00678635, 0.00205612, 0.00262451, 6, 0, 0, 0, 0, 0, 43, 41, 14, 30, 36, -0.00888062, 1.01367, -0.00449371, Idle
-0.0440369, -0.0985107, 1.00586, -0.0245361, 0.0151062, -0.0227814, 0.00263596, 0.000976563, 0.0540466, 0.0214996, 0.37085, 0.876465, 82.125, 1.88965, 4.39844, 1.78516, 0.313965, 12, 4, 0, 56, 42, 24, 44, 46, 51, 43, 41, -0.164063, 0.942871, 0.258057, Idle
-0.0397034, -0.0734253, 1.00781, 0.027298, -0.00769424, 0.0171661, 0.0022831, 0.00488281, 0.0377197, 0.00290108, 0.312744, 0.634277, 82.6875, 1.45215, 3.0625, 0.259033, 0.197632, 24, 34, 66, 26, 38, 30, 49, 50, 46, 34, 42, -0.133911, 0.941895, 0.174683, Idle
-0.0332947, -0.0221252, 1.00977, -0.000971317, 0.03302, -0.0091095, 0.00247002, 0.00683594, 0.0379028, 0.00487518, 0.290039, 0.0916138, 83.1875, 0.625977, 3.16211, 0.401855, 0.196655, 8, 4, 56, 10, 26, 10, 48, 46, 43, 39, 39, -0.117493, 0.979004, 0.129883, Idle
-0.0241852, -0.0557556, 1.00879, -0.0335999, -0.0569458, 0.0376892, 0.00577927, 0.00292969, 0.0578308, 0.00701141, 0.515625, 0.421387, 82.75, 1.90527, 4.94922, 0.683105, 0.321045, 10, 22, 66, 22, 12, 30, 48, 51, 45, 38, 41, -0.164551, 0.941895, 0.295166, Idle
-0.0453186, -0.0900879, 1.00781, 0.0100861, 0.0551147, -0.00147438, 0.00313759, 0.000976563, 0.0662231, 0.00400925, 0.420898, 0.754395, 82.4375, 1.33887, 5.61719, 0.325439, 0.347656, 18, 24, 62, 22, 60, 52, 50, 50, 40, 38, 45, -0.185547, 0.905762, 0.205444, Idle
-0.0412598, -0.0488586, 1.0127, 0.00131512, 0.0167084, -0.0108719, 0.00109768, 0, 0.0304718, 0.00190926, 0.226929, 0.223145, 83.125, 0.427246, 2.49219, 0.164307, 0.173584, 32, 8, 74, 52, 40, 62, 44, 50, 48, 36, 48, -0.142212, 0.941406, 0.0753174, Idle
-0.121704, -0.0454712, 1.00684, 0.0057373, 0.0231628, -0.00148296, 0.00222015, 0, 0.01828, 0.00123405, 1.37988, 0.23938, 82.125, 0.380371, 1.52539, 0.10022, 0.182617, 0, 36, 62, 48, 44, 52, 43, 50, 48, 38, 41, -0.22522, 0.972656, 0.0795288, Idle
-0.0605164, -0.0373535, 1.01172, -0.0190277, -0.012146, 0.06604, 0.00115967, 0.00390625, 0.0288544, 0.0147934, 0.390869, 0.165649, 83.3125, 0.541992, 2.35156, 1.55176, 0.192017, 14, 60, 60, 50, 40, 46, 39, 49, 52, 43, 41, -0.189209, 0.918945, 0.626953, Idle
-0.0640259, -0.0189056, 1.01172, 0.00435638, 0.0152664, -0.023056, 0.00018692, 0.000976563, 0.00197601, 0.00136948, 0.347412, 0.0400696, 83.0625, 0.0535583, 0.179077, 0.154053, 0.0643311, 52, 18, 80, 40, 42, 0, 47, 51, 50, 40, 41, -0.102844, 0.986328, 0.056488, Idle
-0.0319824, -0.0162506, 1.01563, -0.00714874, 0.00588608, -0.0958252, 0.000646591, 0.00195313, 0.00811768, 0.0935059, 0.135376, 0.057251, 83.75, 0.432861, 0.661133, 8.32031, 0.127686, 28, 64, 64, 48, 58, 2, 55, 54, 50, 43, 44, -0.105225, 0.969238, 0.692871, Idle
-0.0637817, 0.0258331, 1.0127, 0.00799561, 0.014122, 0.215454, 0.00149536, 0.00195313, 0.00971985, 0.0881348, 0.450684, 0.124512, 83.3125, 0.808105, 0.803711, 10.9063, 0.247192, 26, 4, 74, 40, 62, 2, 50, 56, 46, 42, 37, -0.17688, 0.95459, 0.697754, Idle
-0.0375977, 0.038269, 1.01367, -0.0195465, -0.00745773, -0.0946045, 0.0014801, 0.000976563, 0.0390625, 0.158447, 0.234497, 0.190796, 83.375, 1.26465, 3.17188, 13.5703, 0.209595, 16, 72, 90, 38, 38, 12, 50, 51, 57, 43, 39, -0.153198, 0.942383, 0.487061, Idle
-0.010376, 0.0288849, 1.01465, -0.0175934, -0.00576019, -0.0239258, 0.0022316, 0, 0.02771, 0.00713348, 0.189575, 0.141968, 83.375, 1.77344, 2.24805, 0.624512, 0.194092, 30, 20, 70, 38, 34, 20, 42, 52, 51, 36, 37, -0.0900269, 0.953125, 0.175659, Idle
-0.0537415, 0.0409546, 1.01074, 0.0130615, 0.0382996, -0.00157356, 0.00202179, 0.00292969, 0.02742, 0.00147247, 0.397949, 0.224731, 83, 1.34961, 2.3418, 0.119568, 0.215698, 18, 38, 74, 20, 20, 32, 47, 47, 47, 35, 42, -0.176147, 0.905762, 0.086853, Idle
-0.0692139, 0.0501099, 1.01074, -0.0190277, -0.00127697, -0.010231, 0.00242615, 0.00390625, 0.050354, 0.00439072, 0.584961, 0.317383, 83.125, 1.77051, 4.08203, 0.364258, 0.187012, 16, 38, 68, 16, 36, 46, 38, 48, 39, 30, 42, -0.154785, 0.942871, 0.159424, Idle
-0.0784302, 0.0686646, 1.00293, -0.00753403, -0.00167274, 0.00208664, 0.00122452, 0.00585938, 0.0217285, 0.0154266, 0.598145, 0.855469, 82, 4.15234, 1.76074, 1.25098, 0.217407, 30, 8, 70, 12, 48, 44, 42, 43, 49, 27, 37, -0.217163, 0.955078, 0.299316, Idle
-0.024704, -0.000871181, 1.01367, 0.0175171, 0.0231171, -0.00290108, 0.00195122, 0, 0.0370483, 0.00210953, 0.207642, 0.0875854, 83.25, 0.842773, 3.04688, 0.171631, 0.208618, 2, 2, 48, 28, 56, 58, 49, 54, 49, 33, 53, -0.118225, 0.949219, 0.110779, Idle
-0.0488586, 0.04599, 1.01074, -0.0259247, -0.00870514, -0.0177612, 0.00292969, 0, 0.0228577, 0.00278473, 0.430908, 0.341064, 82.8125, 1.4834, 1.85938, 0.251221, 0.210083, 10, 24, 72, 20, 20, 44, 38, 42, 40, 34, 44, -0.154175, 0.974609, 0.0770264, Idle
-0.0444336, -0.100159, 1.00488, -0.0221405, 0.0153351, -0.0219116, 0.00205421, 0.00195313, 0.0319824, 0.0148315, 0.32666, 0.868164, 82, 0.715332, 2.61133, 1.24121, 0.20752, 4, 0, 0, 22, 32, 12, 23, 28, 46, 29, 19, -0.0962524, 0.978516, 0.146484, Idle
-0.0386658, -0.071228, 1.00879, 0.0232697, -0.0119705, 0.0161133, 0.00198936, 0.00195313, 0.0299377, 0.00130558, 0.282471, 0.594238, 82.625, 1.04395, 2.4375, 0.126831, 0.181885, 10, 14, 34, 10, 18, 18, 25, 24, 40, 21, 19, -0.124573, 0.98584, 0.123352, Idle
-0.0351257, -0.0219879, 1.00879, 0.00180912, 0.0397949, -0.00717545, 0.00232506, 0.00976563, 0.0316162, 0.00419235, 0.288574, 0.0838013, 83.25, 0.497803, 2.69141, 0.34375, 0.169922, 6, 4, 16, 10, 10, 10, 18, 28, 35, 19, 17, -0.106995, 0.988281, 0.115295, Idle
-0.0196686, -0.0585938, 1.00684, -0.0318909, -0.0498352, 0.0352478, 0.00564575, 0.00390625, 0.0527039, 0.00468445, 0.48877, 0.429932, 82.5, 1.49219, 4.47266, 0.480469, 0.29541, 6, 6, 30, 16, 12, 14, 18, 35, 26, 17, 21, -0.143799, 0.957031, 0.205444, Idle
-0.0485229, -0.088623, 1.00586, 0.00730515, 0.0453491, -0.000825882, 0.00191116, 0.00488281, 0.0440369, 0.00179863, 0.345703, 0.69043, 82.375, 0.834473, 3.73633, 0.145874, 0.230591, 6, 12, 34, 12, 44, 16, 33, 28, 30, 26, 36, -0.126587, 0.939941, 0.0701294, Idle
-0.0419312, -0.0483704, 1.0127, 0.000500202, 0.0165405, -0.00981903, 0.000778198, 0, 0.0185547, 0.000658989, 0.205566, 0.201172, 83, 0.162354, 1.52637, 0.0612183, 0.107239, 18, 0, 30, 28, 20, 34, 27, 36, 42, 23, 39, -0.0950317, 0.984375, 0.0404358, Idle
-0.121643, -0.0449524, 1.00293, 0.00205803, 0.0113525, -0.00152111, 0.0018692, 0.00585938, 0.0209503, 0.000461817, 1.35059, 0.225586, 82, 0.314941, 1.70801, 0.0376282, 0.157471, 0, 16, 24, 24, 16, 20, 27, 28, 38, 27, 26, -0.212036, 0.978027, 0.0457153, Idle
-0.0606689, -0.0375977, 1.0127, -0.013916, 0.000730991, 0.0664063, 0.000404358, 0.00195313, 0.00764847, 0.00949097, 0.331299, 0.127563, 83.3125, 0.197754, 0.620117, 1.12695, 0.102173, 4, 20, 18, 26, 30, 16, 37, 37, 34, 28, 27, -0.127686, 0.979004, 0.394775, Idle
-0.0638428, -0.0183716, 1.00879, 0.00385284, 0.0135651, -0.0245361, 0.000125885, 0.0078125, 0.000845909, 0.000916958, 0.340576, 0.0349121, 83.125, 0.0202637, 0.0834961, 0.123169, 0.0433655, 20, 4, 30, 8, 18, 0, 35, 34, 48, 31, 23, -0.0910645, 1.00195, 0.0251312, Idle
-0.0318298, -0.0161285, 1.0166, -0.00572205, 0.00770569, -0.0823364, 0.00020504, 0, 0.00424576, 0.0970459, 0.0986938, 0.0374756, 83.5, 0.206665, 0.349121, 8.41406, 0.0619507, 2, 24, 18, 22, 18, 2, 46, 34, 33, 23, 23, -0.0700684, 0.984375, 0.669434, Idle
-0.0644531, 0.0270844, 1.0127, 0.00508118, 0.012085, 0.184326, 0.000392914, 0.00195313, 0.00406647, 0.102539, 0.368652, 0.0938721, 83.25, 0.382324, 0.341309, 11.0625, 0.093689, 8, 0, 22, 18, 18, 2, 35, 51, 33, 21, 20, -0.0986938, 0.992188, 0.585938, Idle
-0.0368347, 0.0375366, 1.01172, -0.0183258, -0.00634384, -0.074585, 0.0010004, 0.00585938, 0.0245972, 0.132935, 0.191162, 0.151489, 83.4375, 0.789551, 1.99805, 11.2344, 0.158447, 6, 28, 28, 16, 18, 4, 24, 41, 41, 22, 19, -0.140381, 0.98291, 0.375977, Idle
-0.00977325, 0.0282898, 1.01074, -0.0174713, -0.00642776, -0.0239563, 0.00164127, 0.0078125, 0.0193176, 0.00442886, 0.140747, 0.115723, 83.4375, 1.25293, 1.56934, 0.405518, 0.160278, 10, 18, 42, 20, 18, 8, 30, 36, 46, 25, 24, -0.0719604, 0.98877, 0.111145, Idle
-0.0551758, 0.0420227, 1.01172, 0.0105133, 0.034729, -0.00252342, 0.00172043, 0, 0.0174255, 0.000909328, 0.38623, 0.217407, 82.9375, 0.858887, 1.50977, 0.0742188, 0.169067, 10, 14, 24, 14, 16, 18, 29, 32, 34, 22, 26, -0.159668, 0.961426, 0.0482483, Idle
-0.0689087, 0.0491943, 1.0127, -0.0171204, 0.000660896, -0.00956726, 0.00197983, 0, 0.0366516, 0.00304604, 0.54541, 0.284424, 83.125, 1.27832, 2.9707, 0.254395, 0.150757, 12, 10, 30, 8, 8, 18, 22, 25, 31, 22, 23, -0.13269, 0.978516, 0.129639, Idle
-0.0779419, 0.0682983, 1.00391, -0.00835419, -0.00123596, 0.00220299, 0.000759125, 0.00683594, 0.0115433, 0.0112915, 0.554199, 0.817383, 82.25, 3.53516, 0.935547, 0.916016, 0.121399, 14, 4, 26, 8, 16, 16, 36, 20, 25, 14, 16, -0.151733, 0.978027, 0.21106, Idle
-0.0263062, 0.000749111, 1.00977, 0.0188751, 0.0267944, -0.00427246, 0.00184727, 0.00488281, 0.026825, 0.00136185, 0.205811, 0.0889893, 83.0625, 0.633789, 2.23242, 0.111877, 0.196411, 2, 2, 22, 14, 22, 18, 31, 33, 41, 18, 36, -0.118469, 0.991699, 0.106628, Idle
-0.0441895, -0.10199, 1.00293, -0.0224304, 0.0132675, -0.0158844, 0.00166512, 0.00585938, 0.0197449, 0.00996399, 0.293213, 0.877441, 82, 0.417969, 1.61523, 0.828125, 0.164551, 4, 0, 0, 18, 16, 8, 18, 17, 42, 16, 19, -0.0894775, 0.987793, 0.110962, Idle
-0.0367432, -0.0687866, 1.00684, 0.0201416, -0.0146255, 0.0137253, 0.00178528, 0.00488281, 0.0229187, 0.000695705, 0.25415, 0.557129, 82.5625, 0.768066, 1.875, 0.0716553, 0.155884, 6, 14, 8, 10, 8, 10, 18, 21, 33, 13, 17, -0.107117, 0.997559, 0.0819092, Idle
-0.0384521, -0.0214539, 1.00879, 0.00391388, 0.0440369, -0.00366592, 0.00212097, 0.00292969, 0.0230255, 0.00329399, 0.291748, 0.0770264, 82.75, 0.368408, 2.02344, 0.268066, 0.155518, 6, 0, 8, 12, 10, 10, 11, 17, 36, 15, 11, -0.103027, 0.998047, 0.0966187, Idle
-0.0157471, -0.0605164, 1.00977, -0.0244141, -0.0323486, 0.0312042, 0.00497055, 0, 0.0481262, 0.00401688, 0.422852, 0.425537, 82.4375, 1.18262, 3.98633, 0.404541, 0.273438, 6, 2, 10, 10, 10, 14, 12, 24, 31, 13, 23, -0.133789, 0.975098, 0.171753, Idle
-0.0501709, -0.0889893, 1.00586, 0.000222445, 0.0274506, 0.0015583, 0.00130653, 0.00390625, 0.022049, 0.000970364, 0.310059, 0.679688, 82.3125, 0.370605, 1.84766, 0.0788574, 0.148804, 6, 4, 20, 12, 16, 4, 15, 25, 35, 27, 31, -0.115356, 0.992188, 0.0639038, Idle
-0.0429688, -0.0476685, 1.00977, -0.000701427, 0.0177002, -0.00951385, 0.000597, 0.00195313, 0.0110626, 0.000373125, 0.197998, 0.190674, 82.8125, 0.0728149, 0.921875, 0.0375977, 0.0846558, 6, 0, 22, 32, 26, 24, 21, 34, 40, 25, 26, -0.0897827, 0.996582, 0.0308228, Idle
-0.121643, -0.04422, 1.00293, 0.00115681, 0.00623322, -0.000854015, 0.00159454, 0.00292969, 0.0151749, 0.000251055, 1.32813, 0.21521, 81.75, 0.197388, 1.2334, 0.020401, 0.145142, 0, 6, 24, 8, 14, 8, 19, 22, 36, 27, 27, -0.20105, 0.996094, 0.0323792, Idle
-0.0604248, -0.0378418, 1.01074, -0.0120163, 0.00482941, 0.0658569, 0.000255585, 0.00976563, 0.00398254, 0.00794983, 0.31665, 0.124084, 83.5625, 0.0864868, 0.324707, 0.995605, 0.0651855, 0, 18, 8, 14, 14, 20, 29, 45, 38, 31, 28, -0.0997314, 0.984863, 0.293945, Idle
-0.0640259, -0.0180054, 1.00781, 0.00346375, 0.011879, -0.0276184, 9.53674e-05, 0.00976563, 0.000607014, 0.000979424, 0.340088, 0.0326843, 83.125, 0.0110703, 0.0606384, 0.141235, 0.0352783, 16, 0, 4, 8, 18, 0, 33, 37, 38, 32, 24, -0.0853271, 1.00879, 0.0126343, Idle
-0.0314941, -0.0157166, 1.0127, -0.00329781, 0.00976563, -0.0672607, 0.000105858, 0.00195313, 0.00280762, 0.0999756, 0.0889893, 0.0302582, 83.25, 0.10614, 0.235352, 8.46875, 0.0436401, 0, 16, 4, 14, 14, 2, 39, 29, 40, 27, 18, -0.0556641, 1.00195, 0.59668, Idle
-0.06427, 0.0284576, 1.00977, 0.000564575, 0.00363541, 0.143799, 0.000236511, 0.00976563, 0.00410461, 0.135254, 0.354004, 0.0949097, 83.4375, 0.25415, 0.333496, 12.6328, 0.0682983, 4, 0, 34, 18, 22, 2, 35, 35, 40, 22, 26, -0.0914917, 0.99707, 0.478516, Idle
-0.0369263, 0.0371399, 1.00977, -0.0159149, 0.00133133, -0.0455017, 0.000707626, 0.00878906, 0.0127335, 0.0951538, 0.167847, 0.136353, 83.375, 0.38501, 1.03223, 7.88281, 0.124573, 4, 16, 22, 20, 20, 4, 31, 33, 45, 18, 18, -0.125122, 0.991699, 0.327148, Idle
-0.00881958, 0.0276794, 1.01074, -0.0154419, -0.00473404, -0.0231934, 0.00132561, 0.00585938, 0.0117722, 0.00231743, 0.11377, 0.0980835, 83.3125, 0.682617, 0.956055, 0.231445, 0.13562, 10, 8, 24, 24, 14, 16, 20, 22, 38, 21, 19, -0.0593262, 0.995117, 0.0880737, Idle
-0.057312, 0.043396, 1.01172, 0.00545502, 0.0279541, -0.00398636, 0.00151062, 0, 0.0111465, 0.000570297, 0.388672, 0.21814, 82.9375, 0.458008, 0.966309, 0.0475159, 0.145142, 6, 10, 20, 14, 10, 14, 23, 17, 32, 20, 26, -0.1521, 0.991211, 0.0409851, Idle
-0.0686035, 0.0482483, 1.00879, -0.0157623, 0.00421524, -0.00908661, 0.00162506, 0.00976563, 0.0259094, 0.00208664, 0.513184, 0.263428, 83.3125, 0.915527, 2.10156, 0.175781, 0.137329, 8, 10, 30, 8, 8, 10, 18, 10, 29, 23, 15, -0.129883, 0.992676, 0.0933228, Idle
-0.0764771, 0.0669556, 1.00391, -0.00905609, -0.00111103, 0.00198555, 0.00063324, 0.00195313, 0.00748062, 0.00719452, 0.525391, 0.780273, 81.875, 2.77734, 0.606445, 0.583496, 0.09552, 10, 4, 14, 8, 12, 14, 20, 6, 42, 9, 12, -0.121704, 0.987793, 0.155762, Idle
-0.0285034, 0.00357437, 1.01074, 0.0221252, 0.0308228, -0.00574493, 0.00178528, 0.00195313, 0.0191956, 0.00115585, 0.210571, 0.0960693, 82.9375, 0.452393, 1.63281, 0.0964355, 0.180908, 2, 2, 12, 10, 14, 8, 19, 20, 36, 26, 29, -0.11377, 0.998535, 0.0776978, Idle
-0.0458679, -0.103149, 1.00293, -0.018631, 0.0230865, -0.00513077, 0.00100136, 0.00292969, 0.00588608, 0.00509644, 0.251709, 0.880859, 81.75, 0.213013, 0.520508, 0.415283, 0.111572, 2, 0, 0, 6, 12, 12, 14, 19, 42, 21, 22, -0.083374, 0.995605, 0.0907593, Idle
-0.0317688, -0.0656738, 1.00391, 0.0175476, -0.01651, 0.0108337, 0.00143051, 0.0136719, 0.0120087, 0.000327587, 0.197754, 0.496338, 82.8125, 0.427979, 0.995605, 0.0360718, 0.110901, 6, 6, 0, 6, 8, 8, 8, 13, 37, 11, 19, -0.0756836, 1.00391, 0.0561218, Idle
-0.044342, -0.0197144, 1.00488, 0.00307083, 0.0358276, 0.000887871, 0.0012989, 0.0126953, 0.00917816, 0.00162697, 0.264648, 0.0607605, 82.875, 0.1521, 0.848145, 0.131958, 0.125244, 6, 0, 0, 8, 12, 10, 10, 14, 36, 9, 5, -0.09021, 1.00391, 0.0706787, Idle
-0.0135651, -0.0627441, 1.00879, -0.0193481, -0.00580597, 0.0266418, 0.00334358, 0, 0.0263519, 0.00329208, 0.285889, 0.402344, 82.3125, 0.603516, 2.13867, 0.324219, 0.213623, 6, 2, 12, 6, 6, 2, 5, 10, 30, 10, 17, -0.109375, 0.98877, 0.144165, Idle
-0.050354, -0.0893555, 1.00293, -0.000579357, 0.0129776, 0.00388145, 0.000881195, 0.00878906, 0.00735474, 0.000535965, 0.276855, 0.67041, 82.25, 0.141846, 0.609863, 0.0446777, 0.110168, 6, 10, 14, 12, 8, 4, 19, 28, 34, 28, 31, -0.105896, 0.995605, 0.0452271, Idle
-0.0450745, -0.0473328, 1.00879, -0.00315094, 0.02034, -0.00843048, 0.00037384, 0.00390625, 0.00457001, 0.00019145, 0.194946, 0.185181, 82.8125, 0.0309906, 0.403809, 0.021286, 0.0645142, 6, 0, 0, 14, 12, 14, 13, 26, 36, 25, 30, -0.078186, 1.00293, 0.0194092, Idle
-0.119995, -0.0429077, 1.00293, -0.00106144, -0.00260353, -0.00206184, 0.0013504, 0.000976563, 0.00907898, 6.52075e-05, 1.27637, 0.199219, 81.625, 0.121338, 0.736328, 0.00562668, 0.13208, 0, 2, 6, 4, 10, 8, 13, 20, 38, 26, 25, -0.186768, 0.998535, 0.0144653, Idle
