@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_GY_X numeric
@attribute F5_MEAN_on_GY_Y numeric
@attribute F6_MEAN_on_GY_Z numeric
@attribute F7_VAR_on_ACC_X numeric
@attribute F8_VAR_on_ACC_Z numeric
@attribute F9_VAR_on_GY_Y numeric
@attribute F10_VAR_on_GY_Z numeric
@attribute F11_ENERGY_on_ACC_X numeric
@attribute F12_ENERGY_on_ACC_Y numeric
@attribute F13_ENERGY_on_ACC_Z numeric
@attribute F14_ENERGY_on_GY_X numeric
@attribute F15_ENERGY_on_GY_Y numeric
@attribute F16_ENERGY_on_GY_Z numeric
@attribute F17_PeakToPeak_on_ACC_X numeric
@attribute F18_ZeroCross_on_ACC_X numeric
@attribute F19_ZeroCross_on_ACC_Y numeric
@attribute F20_ZeroCross_on_ACC_Z numeric
@attribute F21_ZeroCross_on_GY_X numeric
@attribute F22_ZeroCross_on_GY_Y numeric
@attribute F23_ZeroCross_on_GY_Z numeric
@attribute F24_PeaKDet_on_ACC_X numeric
@attribute F25_PeaKDet_on_ACC_Y numeric
@attribute F26_PeaKDet_on_ACC_Z numeric
@attribute F27_PeaKDet_on_GY_X numeric
@attribute F28_PeaKDet_on_GY_Z numeric
@attribute F29_MIN_on_ACC_X numeric
@attribute F30_MIN_on_ACC_Z numeric
@attribute F31_MAX_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
0.0593262, 0.0218201, 1.00781, 0.00721741, 0.0361633, 0.0121536, 0.00112343, 0.00585938, 0.00836945, 0.0224915, 0.376221, 0.0755615, 82.8125, 0.187866, 0.78418, 1.83496, 0.119019, 0, 10, 26, 18, 18, 4, 15, 18, 27, 18, 14, 0.00611496, 0.990234, 0.342285, Circle
0.0592346, 0.0731812, 1.02539, 0.0196533, 0.0420837, 0.171875, 0.00595856, 0.00195313, 0.058136, 0.0410767, 0.767578, 0.557129, 85.375, 0.337646, 4.85547, 5.72656, 0.22644, 4, 8, 6, 18, 10, 14, 18, 20, 26, 18, 14, -0.0354309, 0.956055, 0.59668, Circle
-0.0556946, 0.0281219, 0.958496, 0.159668, 0.022583, -0.118042, 0.0346985, 0.0161133, 0.261963, 0.335693, 3.06445, 0.541504, 75.8125, 3.37891, 21.2813, 28.3438, 0.55127, 4, 6, 6, 6, 6, 6, 3, 13, 10, 15, 5, -0.285156, 0.76709, 0.80957, Circle
-0.0352478, -0.0914307, 0.984863, 0.122986, -0.106201, 0.0305328, 0.0414429, 0.0112305, 0.285889, 0.250977, 3.46094, 1.31641, 79.5, 3.12891, 24.0781, 20.4219, 0.628906, 6, 4, 6, 10, 4, 6, 6, 9, 12, 12, 6, -0.37793, 0.745117, 0.78125, Circle
-0.0383606, -0.0726318, 0.95166, 0.172485, -0.102478, 0.0294189, 0.101746, 0.0195313, 0.408447, 0.269287, 8.36719, 1.30273, 75, 3.77734, 33.9688, 21.9063, 0.943848, 4, 4, 4, 10, 6, 4, 7, 13, 13, 24, 10, -0.522949, 0.703613, 0.79248, Circle
0.0522461, -0.106812, 0.986816, 0.101563, 0.0739136, 0.103149, 0.0377502, 0.0112305, 0.204468, 0.220337, 3.28125, 1.29297, 79.8125, 1.94824, 17.0156, 18.7188, 0.687988, 4, 6, 2, 8, 4, 4, 10, 19, 15, 21, 9, -0.283447, 0.845215, 0.616699, Circle
-0.0472412, -0.0932617, 0.978516, 0.132446, 0.107361, 0.0463867, 0.0391541, 0.0107422, 0.282959, 0.218872, 3.35547, 1.3418, 78.5, 2.63086, 23.8594, 17.9219, 0.591797, 6, 4, 6, 8, 4, 6, 10, 12, 14, 20, 6, -0.333008, 0.811523, 0.767578, Circle
-0.122375, -0.0882568, 0.942383, 0.190918, -0.00245285, -0.090271, 0.0602112, 0.0107422, 0.270752, 0.228516, 6.09375, 1.44629, 72.875, 5.16016, 21.9531, 19.1875, 0.655273, 4, 4, 4, 4, 6, 4, 9, 9, 16, 17, 7, -0.425781, 0.749023, 0.585449, Circle
-0.0535889, -0.100525, 0.95459, 0.140381, -0.0880127, -0.0809326, 0.0513306, 0.00927734, 0.240356, 0.228149, 4.39453, 2.48047, 74.625, 3.19141, 20.1094, 19.0313, 0.64502, 4, 6, 6, 8, 4, 4, 8, 6, 13, 18, 12, -0.392822, 0.778809, 0.671387, Circle
-0.0311737, -0.128418, 0.991699, 0.0408325, -0.0908203, -0.0172577, 0.0309143, 0.0112305, 0.211426, 0.177246, 2.58398, 1.80273, 80.625, 1.72656, 17.8125, 14.3906, 0.549805, 6, 4, 4, 8, 4, 6, 8, 21, 14, 23, 6, -0.314697, 0.811523, 0.703613, Circle
-0.0448303, -0.117981, 0.993164, 0.108887, -0.0423584, 0.0614929, 0.0355225, 0.0136719, 0.152222, 0.146606, 3.04297, 1.99902, 81.0625, 3.74805, 12.4922, 12.1875, 0.538574, 4, 4, 2, 12, 4, 6, 10, 12, 25, 16, 10, -0.350098, 0.808105, 0.644531, Circle
-0.0292816, -0.0745239, 0.99707, 0.0814209, -0.0305023, 0.059082, 0.037323, 0.00537109, 0.164185, 0.170898, 3.0957, 0.899414, 81, 2.13477, 13.3828, 14.1406, 0.558105, 4, 4, 4, 16, 6, 4, 5, 20, 21, 23, 4, -0.344971, 0.800293, 0.599609, Circle
-0.0764771, -0.0684204, 0.983887, 0.1073, 0.0118103, 0.0522766, 0.0422974, 0.0141602, 0.19104, 0.184326, 3.90234, 0.660156, 79.625, 3.23242, 15.4922, 15.1563, 0.60498, 4, 6, 4, 8, 4, 4, 10, 16, 25, 18, 9, -0.394775, 0.791992, 0.663086, Circle
-0.0704956, -0.057251, 0.987793, 0.0952759, 0.0700684, 0.0361328, 0.0343018, 0.00976563, 0.205811, 0.160645, 3.18359, 0.857422, 79.875, 3.67773, 17.0781, 13.1328, 0.583496, 6, 4, 6, 4, 4, 4, 4, 18, 22, 15, 8, -0.364014, 0.829102, 0.651367, Circle
-0.11084, -0.0774536, 0.970215, 0.0881348, 0.0124969, -0.00741959, 0.0363159, 0.012207, 0.194702, 0.116455, 3.9375, 0.863281, 77.3125, 3.51563, 15.7891, 9.44531, 0.561035, 4, 4, 4, 8, 4, 6, 6, 9, 10, 10, 4, -0.381592, 0.808594, 0.555176, Circle
-0.12561, -0.0840454, 0.962891, 0.135864, -0.0603333, -0.0834351, 0.0353088, 0.00732422, 0.166748, 0.249878, 4.14063, 0.854004, 75.75, 3.76563, 13.8125, 20.8125, 0.549316, 4, 6, 4, 6, 6, 4, 11, 24, 15, 21, 9, -0.38208, 0.810547, 0.747559, Circle
-0.088501, -0.0981445, 0.98291, 0.074646, -0.0963745, 0.00358772, 0.0306244, 0.012207, 0.188843, 0.192261, 3.11719, 1.43066, 79.3125, 2.53711, 16.0625, 15.5859, 0.549805, 6, 4, 6, 4, 8, 6, 4, 15, 20, 17, 8, -0.40332, 0.802734, 0.695313, Circle
-0.0718384, -0.137573, 0.989258, 0.0490723, -0.0388489, 0.059845, 0.0376587, 0.00976563, 0.159302, 0.1427, 3.4707, 1.9873, 80.125, 1.55371, 13.0313, 11.8516, 0.583008, 4, 12, 4, 6, 10, 4, 8, 12, 18, 23, 10, -0.377686, 0.818359, 0.600098, Circle
-0.00801086, 6.32405e-05, 1.01074, -0.00494003, 0.00804138, -0.026001, 2.38419e-05, 0.00976563, 6.10948e-05, 0.0103073, 0.0071373, 0.0122757, 83.625, 0.00395966, 0.0101929, 0.890625, 0.0340271, 4, 70, 0, 2, 2, 0, 53, 40, 46, 40, 48, -0.026947, 0.937012, 0, Idle
-0.00830078, 0.000658035, 1.01172, -0.004776, 0.00907135, -0.00521851, 1.22786e-05, 0.00585938, 6.79493e-06, 1.49012e-06, 0.00658035, 0.00161457, 83.4375, 0.00218391, 0.00722504, 0.00232887, 0.0149994, 74, 72, 4, 58, 40, 0, 40, 46, 51, 45, 39, -0.0159149, 1.00977, -0.00236702, Idle
-0.00783539, 0.000498295, 1.01172, -0.00440979, 0.00912476, -0.00512314, 1.15037e-05, 0.0117188, 5.90086e-06, 1.72853e-06, 0.00590897, 0.00136471, 83.875, 0.00192833, 0.00722885, 0.00226784, 0.0138397, 82, 76, 12, 30, 54, 68, 54, 44, 54, 42, 47, -0.014267, 1.00977, -0.00205994, Idle
-0.00792694, 0.000324965, 1.01172, -0.00487137, 0.00947571, -0.00481796, 7.51019e-06, 0.00878906, 8.04663e-06, 8.34465e-07, 0.00569916, 0.000813484, 83.6875, 0.00226974, 0.00792694, 0.00194645, 0.0124969, 82, 86, 0, 36, 48, 62, 58, 55, 53, 51, 50, -0.0145721, 1.01172, -0.0026722, Idle
-0.00839233, 0.000290394, 1.0127, -0.00484085, 0.00861359, -0.00489807, 1.06692e-05, 0.00585938, 7.09295e-06, 1.13249e-06, 0.00657654, 0.000989914, 83.625, 0.00222778, 0.00658798, 0.00203896, 0.0181732, 80, 74, 20, 46, 44, 56, 55, 44, 48, 44, 48, -0.0159149, 1.00781, -0.00152683, Idle
-0.00831604, 0.000766754, 1.0127, -0.00481415, 0.0102768, -0.00471497, 6.67572e-06, 0.00585938, 7.86781e-06, 7.15256e-07, 0.00614548, 0.000729084, 83.625, 0.00225639, 0.00920105, 0.00185871, 0.0137787, 84, 66, 20, 36, 34, 78, 54, 47, 49, 41, 53, -0.0134735, 1.00977, -0.0025959, Idle
-0.00802612, 0.00105286, 1.01172, -0.00564575, 0.0098114, -0.00514603, 1.19209e-05, 0.00683594, 5.66244e-06, 7.7486e-07, 0.00619125, 0.000819683, 83.5, 0.00296783, 0.00826263, 0.00220871, 0.017807, 86, 80, 20, 48, 36, 54, 47, 45, 56, 46, 51, -0.0155487, 1.00781, -0.00290108, Idle
-0.00774002, 0.0010004, 1.0127, -0.00535583, 0.00952911, -0.00497055, 1.01328e-05, 0.00390625, 5.06639e-06, 8.34465e-07, 0.00567627, 0.000790596, 83.4375, 0.00259399, 0.00777054, 0.00207138, 0.0157318, 84, 72, 18, 42, 38, 42, 50, 51, 46, 47, 47, -0.0149994, 1.00684, -0.0025959, Idle
-0.00832367, 0.000564575, 1.01172, -0.00447083, 0.00889587, -0.00495911, 7.45058e-06, 0.00976563, 7.62939e-06, 1.07288e-06, 0.00621796, 0.000989914, 83.75, 0.00191307, 0.0070343, 0.00208092, 0.0129242, 80, 64, 20, 32, 32, 62, 55, 46, 53, 41, 41, -0.0148773, 1.00684, -0.00205994, Idle
-0.00790405, 0.000638962, 1.0127, -0.00456619, 0.00920105, -0.00499344, 7.86781e-06, 0.00390625, 9.53674e-06, 8.9407e-07, 0.00570297, 0.000800133, 83.4375, 0.00191116, 0.00763321, 0.00209045, 0.0134735, 70, 82, 12, 64, 34, 64, 57, 49, 53, 46, 51, -0.0151215, 1.00879, -0.00282478, Idle
-0.0082016, 0.000770092, 1.0127, -0.00548935, 0.0106659, -0.00491333, 7.80821e-06, 0.00585938, 6.4373e-06, 1.07288e-06, 0.00608826, 0.00066328, 83.625, 0.00279236, 0.00974274, 0.00204468, 0.0115814, 86, 74, 28, 44, 34, 60, 54, 48, 51, 41, 49, -0.0142059, 1.00781, -0.00244331, Idle
-0.00823212, 0.000842571, 1.01074, -0.00559235, 0.00968933, -0.00497437, 7.15256e-06, 0.0078125, 5.78165e-06, 8.34465e-07, 0.006073, 0.000769615, 83.4375, 0.00285339, 0.00807953, 0.00207329, 0.0120697, 96, 86, 40, 40, 24, 62, 54, 49, 55, 47, 43, -0.0138397, 1.00684, -0.00221252, Idle
-0.00844574, 0.000664234, 1.01074, -0.00491714, 0.00908661, -0.00484848, 1.19209e-05, 0.00976563, 6.73532e-06, 1.19209e-06, 0.0067482, 0.000766277, 83.625, 0.00221062, 0.00723648, 0.00200081, 0.019455, 80, 84, 12, 40, 46, 58, 48, 53, 52, 41, 43, -0.0192108, 0.975098, -0.00175571, Idle
-0.00772095, 0.000850201, 1.01172, -0.00491333, 0.00985718, -0.00504303, 9.0003e-06, 0.00683594, 5.06639e-06, 1.3113e-06, 0.00556183, 0.00107288, 83.5, 0.00221443, 0.00828552, 0.00216866, 0.0140228, 68, 74, 8, 42, 28, 68, 46, 43, 52, 46, 47, -0.0155487, 1.00586, -0.00244331, Idle
-0.00793457, 0.000907898, 1.0127, -0.00497818, 0.00892639, -0.00509644, 1.43647e-05, 0.00292969, 7.09295e-06, 1.66893e-06, 0.00626755, 0.00150108, 83.375, 0.00234985, 0.0070343, 0.00224304, 0.0203705, 80, 78, 24, 54, 58, 72, 47, 45, 50, 41, 51, -0.0173798, 1.00488, -0.0019083, Idle
-0.00791931, 0.00082016, 1.01172, -0.00531387, 0.0101013, -0.00495148, 1.10269e-05, 0.00585938, 5.1856e-06, 1.19209e-06, 0.00597763, 0.00106812, 83.4375, 0.00252724, 0.00868988, 0.00208473, 0.0134735, 86, 80, 30, 38, 60, 64, 54, 49, 51, 41, 43, -0.0158539, 1.00977, -0.00244331, Idle
-0.00785828, 0.000656128, 1.0127, -0.00511551, 0.0101013, -0.00487137, 1.12653e-05, 0.00878906, 7.80821e-06, 8.9407e-07, 0.00592041, 0.00122452, 83.8125, 0.00233841, 0.0089035, 0.00199699, 0.0153656, 88, 72, 8, 52, 34, 50, 49, 43, 42, 41, 38, -0.0148163, 1.00488, -0.00282478, Idle
-0.00836182, 0.000806332, 1.01172, -0.004776, 0.00914764, -0.00500488, 7.51019e-06, 0.0107422, 6.61612e-06, 7.7486e-07, 0.00627518, 0.000711918, 83.8125, 0.00216103, 0.0073204, 0.00209427, 0.0135345, 64, 86, 20, 48, 46, 50, 46, 48, 52, 43, 46, -0.0150604, 1.00977, -0.0026722, Idle
-0.00767899, 0.000627518, 1.01172, -0.00471878, 0.00912476, -0.00507355, 1.09076e-05, 0.00976563, 6.67572e-06, 7.7486e-07, 0.00566101, 0.000545025, 83.75, 0.00204468, 0.00728989, 0.00215149, 0.0153656, 70, 82, 6, 44, 26, 70, 53, 49, 49, 48, 52, -0.0151825, 0.998047, -0.0026722, Idle
-0.00797272, 0.000464678, 1.00977, -0.00527573, 0.0088501, -0.0243073, 4.47035e-06, 0.0117188, 1.14441e-05, 0.00611496, 0.00551224, 0.00178146, 83.625, 0.00263023, 0.00727844, 0.543457, 0.0138931, 0, 38, 0, 0, 2, 0, 37, 33, 25, 28, 33, -0.0177765, 1.00879, -0.00234795, Idle
-0.00823975, 0.000673294, 1.01074, -0.00468826, 0.00897217, -0.00524139, 2.32458e-06, 0.00683594, 4.17233e-06, 1.78814e-07, 0.00569153, 0.000323534, 83.375, 0.00196266, 0.00686646, 0.00224304, 0.00771713, 28, 34, 0, 10, 18, 0, 45, 38, 38, 27, 36, -0.0114975, 1.01367, -0.00427246, Idle
-0.00782013, 0.000487089, 1.00977, -0.00447845, 0.00924683, -0.00511932, 2.74181e-06, 0.0126953, 2.98023e-06, 3.57628e-07, 0.00518036, 0.000260353, 83.6875, 0.00183105, 0.00717545, 0.00215721, 0.00648117, 34, 34, 0, 14, 22, 18, 35, 40, 37, 26, 34, -0.0109329, 1.0127, -0.00400543, Idle
-0.00797272, 0.000359297, 1.01172, -0.00480652, 0.00934601, -0.0048027, 2.02656e-06, 0.0117188, 4.47035e-06, 3.57628e-07, 0.00531387, 0.000155807, 83.9375, 0.00209427, 0.00744247, 0.00190067, 0.00684738, 38, 48, 0, 14, 26, 10, 43, 40, 32, 30, 31, -0.0106277, 1.01367, -0.00400543, Idle
-0.00836945, 0.000253677, 1.01172, -0.00488281, 0.00866699, -0.0049057, 2.08616e-06, 0.00976563, 3.15905e-06, 2.98023e-07, 0.00584412, 0.000141859, 83.75, 0.00210571, 0.00634384, 0.00197601, 0.00715256, 34, 36, 0, 14, 18, 8, 45, 39, 28, 28, 25, -0.0125046, 1.01172, -0.00366402, Idle
-0.00833893, 0.000823021, 1.0127, -0.00479507, 0.0102615, -0.0047226, 1.43051e-06, 0.00488281, 4.52995e-06, 1.78814e-07, 0.00575256, 0.000188828, 83.5, 0.00207138, 0.0089035, 0.00182152, 0.00524521, 40, 44, 0, 20, 14, 14, 38, 31, 35, 27, 40, -0.0116196, 1.01172, -0.0038166, Idle
-0.00802612, 0.00102425, 1.01367, -0.00562668, 0.00977325, -0.00512314, 2.26498e-06, 0, 3.63588e-06, 2.38419e-07, 0.00540543, 0.00024271, 83.1875, 0.00276947, 0.00804138, 0.00214386, 0.00857544, 32, 34, 0, 18, 20, 6, 43, 38, 28, 25, 36, -0.0122147, 1.0127, -0.00394821, Idle
-0.00780106, 0.00101662, 1.0127, -0.00539017, 0.00955963, -0.00497818, 1.60933e-06, 0.00195313, 2.6226e-06, 2.98023e-07, 0.0050621, 0.000192404, 83.3125, 0.00247192, 0.00761795, 0.00203323, 0.00599289, 42, 28, 6, 18, 24, 14, 42, 47, 36, 23, 32, -0.0108109, 1.0127, -0.00377846, Idle
-0.00831604, 0.000566959, 1.0127, -0.00444031, 0.00888824, -0.00496292, 1.78814e-06, 0.0078125, 5.00679e-06, 1.19209e-07, 0.00574875, 0.000196338, 83.75, 0.00178242, 0.00680542, 0.00200653, 0.0056572, 26, 30, 2, 14, 16, 18, 43, 31, 30, 22, 28, -0.0113754, 1.01172, -0.00383568, Idle
-0.0079422, 0.000638962, 1.0127, -0.00463867, 0.00926208, -0.00501251, 1.72853e-06, 0.00292969, 6.73532e-06, 2.38419e-07, 0.00525284, 0.000123739, 83.375, 0.00187302, 0.00749969, 0.00205803, 0.00577927, 32, 40, 0, 20, 16, 6, 37, 41, 34, 28, 39, -0.0109177, 1.0127, -0.0038166, Idle
-0.0082016, 0.000759602, 1.01074, -0.00545883, 0.010582, -0.00490189, 1.60933e-06, 0.00683594, 3.21865e-06, 4.76837e-07, 0.00558472, 0.000154614, 83.375, 0.00259399, 0.00933838, 0.00198364, 0.00544357, 32, 36, 0, 16, 14, 12, 41, 45, 32, 25, 33, -0.0108109, 1.0127, -0.00358772, Idle
-0.00828552, 0.000687122, 1.00879, -0.00555801, 0.0096283, -0.00497055, 1.01328e-06, 0.0136719, 4.35114e-06, 5.96046e-08, 0.00564575, 0.000155568, 83.5625, 0.00269318, 0.00786591, 0.00201035, 0.0050621, 40, 44, 0, 18, 12, 10, 41, 42, 42, 32, 42, -0.0101852, 1.01172, -0.00417709, Idle
-0.00845337, 0.000762463, 1.01074, -0.00490952, 0.00913239, -0.00484467, 2.74181e-06, 0.0126953, 3.09944e-06, 4.17233e-07, 0.00601578, 0.000163555, 83.8125, 0.00209618, 0.00701141, 0.00193691, 0.00759506, 30, 40, 2, 20, 20, 12, 38, 44, 38, 30, 26, -0.0121384, 1.00488, -0.00374031, Idle
-0.00774002, 0.000879288, 1.0127, -0.00494385, 0.00997162, -0.00505066, 2.14577e-06, 0.00195313, 2.80142e-06, 5.36442e-07, 0.00502777, 0.000209689, 83.3125, 0.00213623, 0.00828552, 0.00211143, 0.00698471, 28, 24, 0, 20, 22, 4, 32, 38, 34, 23, 31, -0.0116043, 1.01172, -0.00379753, Idle
-0.00800323, 0.000923157, 1.01172, -0.00500107, 0.00894165, -0.00508118, 2.08616e-06, 0.00683594, 3.21865e-06, 5.36442e-07, 0.00536346, 0.000215292, 83.5, 0.00218964, 0.00674057, 0.00213432, 0.00855255, 40, 40, 0, 20, 22, 14, 43, 41, 39, 25, 38, -0.0114975, 1.01074, -0.00368309, Idle
-0.00785828, 0.000816345, 1.0127, -0.00527191, 0.0101166, -0.00494003, 1.84774e-06, 0.00488281, 2.02656e-06, 3.57628e-07, 0.00515747, 0.00023365, 83.5, 0.00234985, 0.008461, 0.00200653, 0.00802612, 40, 42, 0, 24, 22, 24, 36, 38, 33, 21, 32, -0.0124741, 1.0127, -0.00368309, Idle
-0.00796509, 0.000630856, 1.01465, -0.00514603, 0.0100098, -0.00485992, 2.68221e-06, 0.00195313, 4.17233e-06, 4.17233e-07, 0.00535583, 0.000154853, 83.5625, 0.00224686, 0.008461, 0.00194836, 0.00907135, 26, 38, 0, 12, 28, 14, 47, 41, 24, 31, 31, -0.0122604, 1.00977, -0.0036068, Idle
-0.00834656, 0.000798225, 1.0127, -0.00478745, 0.00920105, -0.00499725, 1.49012e-06, 0.0078125, 3.8743e-06, 1.78814e-07, 0.00576782, 0.000155687, 83.75, 0.00198364, 0.00717545, 0.00204086, 0.00541306, 16, 36, 2, 28, 16, 6, 33, 34, 33, 25, 33, -0.0105362, 1.01367, -0.00404358, Idle
-0.00771713, 0.000626087, 1.0127, -0.00465775, 0.0090332, -0.00506973, 2.80142e-06, 0.0117188, 4.17233e-06, 1.19209e-07, 0.00505447, 0.000143647, 84.0625, 0.00189972, 0.00695419, 0.00209045, 0.00940704, 36, 40, 4, 18, 14, 10, 36, 41, 27, 36, 38, -0.0126877, 1.00879, -0.0041008, Idle
-0.00786591, 0.00040102, 1.00977, -0.00513077, 0.00914001, -0.0155869, 1.96695e-06, 0.0126953, 3.51667e-06, 0.00186253, 0.00517273, 0.000284672, 83.6875, 0.00221443, 0.00705719, 0.170654, 0.00655746, 0, 32, 0, 0, 2, 0, 41, 32, 27, 25, 34, -0.0111847, 1.0127, -0.00333977, Idle
-0.008255, 0.000682354, 1.00977, -0.00463486, 0.0089035, -0.00523758, 1.13249e-06, 0.00976563, 2.44379e-06, 5.96046e-08, 0.00561523, 0.000194907, 83.4375, 0.00185394, 0.00662231, 0.00222969, 0.00494003, 14, 16, 0, 4, 12, 0, 37, 35, 15, 26, 34, -0.0105591, 1.01465, -0.00455093, Idle
-0.00782776, 0.000465631, 1.01074, -0.00457001, 0.0093689, -0.00511551, 1.43051e-06, 0.0126953, 2.26498e-06, 2.38419e-07, 0.00508118, 0.000139594, 83.8125, 0.0018425, 0.00730133, 0.00214195, 0.00536728, 20, 34, 0, 8, 8, 8, 34, 41, 34, 17, 32, -0.0103683, 1.01367, -0.00421524, Idle
-0.00802612, 0.000319481, 1.01172, -0.00469208, 0.00918579, -0.00483322, 4.17233e-07, 0.0146484, 2.5034e-06, 1.19209e-07, 0.00525665, 6.32405e-05, 84.125, 0.00191975, 0.00704193, 0.00190258, 0.00364304, 28, 20, 0, 4, 12, 0, 44, 40, 29, 23, 38, -0.00927734, 1.01367, -0.00422668, Idle
-0.00832367, 0.000277996, 1.00879, -0.00488663, 0.00866699, -0.00488663, 1.43051e-06, 0.0146484, 1.78814e-06, 1.78814e-07, 0.00572968, 7.27177e-05, 83.6875, 0.00202942, 0.00623322, 0.00195313, 0.0050087, 30, 16, 0, 8, 10, 4, 42, 33, 19, 36, 39, -0.0113831, 1.0127, -0.00384521, Idle
-0.00840759, 0.00082922, 1.0127, -0.004879, 0.0102921, -0.00474167, 5.36442e-07, 0.00585938, 3.09944e-06, 1.78814e-07, 0.00577164, 0.000122905, 83.5625, 0.00204277, 0.00883484, 0.00183487, 0.00362778, 10, 14, 0, 2, 10, 0, 40, 42, 25, 29, 38, -0.0102386, 1.01367, -0.00421524, Idle
-0.00800323, 0.00104618, 1.01563, -0.00558853, 0.00978851, -0.00508118, 8.9407e-07, 0, 1.96695e-06, 1.78814e-07, 0.0052681, 0.000157714, 83.125, 0.00265121, 0.00792694, 0.00210762, 0.00471115, 14, 24, 0, 10, 10, 0, 41, 38, 22, 17, 41, -0.01017, 1.01367, -0.00420761, Idle
-0.00778961, 0.00101471, 1.01563, -0.00535583, 0.00950623, -0.00498581, 2.38419e-07, 0, 1.43051e-06, 2.98023e-07, 0.00494003, 0.000134945, 83.4375, 0.00236893, 0.00743866, 0.00203896, 0.00300217, 24, 16, 2, 2, 12, 2, 45, 45, 24, 19, 36, -0.00917053, 1.01367, -0.0038929, Idle
-0.00831604, 0.000535011, 1.00977, -0.00445557, 0.00900269, -0.00495148, 5.96046e-07, 0.0117188, 2.5034e-06, 2.38419e-07, 0.00565338, 0.000100493, 83.625, 0.00172234, 0.0067749, 0.00200272, 0.00417709, 8, 22, 0, 8, 10, 4, 43, 31, 22, 22, 33, -0.0104752, 1.0127, -0.00419617, Idle
-0.00802612, 0.000669479, 1.0127, -0.00464249, 0.00930023, -0.0050087, 7.15256e-07, 0, 4.41074e-06, 1.19209e-07, 0.00527954, 7.15852e-05, 83.125, 0.00183964, 0.00737, 0.00204468, 0.00400925, 10, 32, 0, 2, 10, 2, 39, 37, 26, 28, 39, -0.0105515, 1.01367, -0.00420761, Idle
-0.0082016, 0.000761986, 1.00977, -0.0054245, 0.0104752, -0.00491714, 7.7486e-07, 0.0078125, 1.90735e-06, 2.98023e-07, 0.00551987, 0.000100255, 83.3125, 0.00248146, 0.00904846, 0.00198746, 0.00315857, 24, 18, 0, 6, 6, 6, 47, 37, 24, 17, 34, -0.00996399, 1.01367, -0.00374985, Idle
-0.00831604, 0.000648499, 1.00586, -0.00558853, 0.0096283, -0.00492096, 6.55651e-07, 0.0195313, 3.15905e-06, 2.38419e-07, 0.0056572, 7.63535e-05, 83.5625, 0.00265884, 0.00777054, 0.00198174, 0.00357056, 28, 18, 0, 8, 2, 2, 41, 42, 32, 28, 39, -0.0102768, 1.0127, -0.0044632, Idle
-0.00836945, 0.000747681, 1.01074, -0.00485992, 0.00915527, -0.00485611, 1.01328e-06, 0.0107422, 1.66893e-06, 2.38419e-07, 0.00576019, 9.12547e-05, 83.6875, 0.00198746, 0.00692749, 0.00193024, 0.00523758, 24, 20, 0, 4, 16, 2, 40, 40, 26, 25, 35, -0.0106659, 1.01074, -0.00386429, Idle
-0.00771713, 0.000957966, 1.01172, -0.00498581, 0.00995636, -0.00508499, 8.9407e-07, 0.00390625, 1.60933e-06, 3.57628e-07, 0.00489807, 0.000130534, 83.3125, 0.0021019, 0.00816345, 0.00212479, 0.00413895, 18, 22, 0, 12, 8, 12, 36, 40, 30, 22, 34, -0.00974274, 1.0127, -0.00415039, Idle
-0.00807953, 0.000944138, 1.0127, -0.00500107, 0.00897217, -0.00507736, 1.01328e-06, 0.00976563, 1.43051e-06, 1.19209e-07, 0.00537109, 0.000139356, 83.875, 0.00211906, 0.0066452, 0.00209999, 0.00680161, 14, 40, 0, 6, 10, 4, 37, 33, 24, 21, 37, -0.0106888, 1.0127, -0.00404358, Idle
-0.00783539, 0.000751495, 1.01074, -0.00527573, 0.0101166, -0.00495911, 4.17233e-07, 0.00683594, 4.17233e-07, 1.78814e-07, 0.0050087, 0.00011909, 83.375, 0.00227547, 0.0083313, 0.00200844, 0.0038414, 24, 12, 0, 6, 8, 6, 36, 40, 22, 30, 30, -0.0098114, 1.01367, -0.0041008, Idle
-0.00802612, 0.000654697, 1.01465, -0.00513077, 0.00996399, -0.00485229, 1.49012e-06, 0.00585938, 1.96695e-06, 1.78814e-07, 0.00534439, 9.31621e-05, 83.9375, 0.00219345, 0.00820923, 0.0019207, 0.00537491, 18, 32, 0, 2, 6, 0, 36, 43, 18, 24, 29, -0.0101624, 1.0127, -0.00397873, Idle
-0.00830078, 0.000755787, 1.0166, -0.00477219, 0.00926208, -0.00500107, 8.9407e-07, 0, 2.44379e-06, 1.19209e-07, 0.0056572, 9.11355e-05, 83.75, 0.00190353, 0.00714874, 0.00203896, 0.00269318, 20, 22, 0, 8, 8, 0, 38, 38, 30, 37, 37, -0.00959015, 1.01367, -0.00419617, Idle
-0.00766754, 0.000625134, 1.01367, -0.00465393, 0.00905609, -0.00505066, 1.43051e-06, 0.00976563, 2.74181e-06, 1.78814e-07, 0.004879, 6.79493e-05, 84.0625, 0.00184155, 0.00687027, 0.00208092, 0.00500107, 16, 14, 0, 6, 10, 2, 34, 47, 22, 24, 36, -0.0105286, 1.01172, -0.0043602, Idle
