@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_GY_X numeric
@attribute F5_MEAN_on_GY_Y numeric
@attribute F6_MEAN_on_GY_Z numeric
@attribute F7_VAR_on_ACC_X numeric
@attribute F8_VAR_on_ACC_Y numeric
@attribute F9_VAR_on_ACC_Z numeric
@attribute F10_VAR_on_GY_X numeric
@attribute F11_VAR_on_GY_Y numeric
@attribute F12_VAR_on_GY_Z numeric
@attribute F13_PeakToPeak_on_ACC_X numeric
@attribute F14_PeakToPeak_on_ACC_Y numeric
@attribute F15_PeakToPeak_on_ACC_Z numeric
@attribute F16_PeakToPeak_on_GY_X numeric
@attribute F17_PeakToPeak_on_GY_Y numeric
@attribute F18_PeakToPeak_on_GY_Z numeric
@attribute F19_MIN_on_ACC_X numeric
@attribute F20_MIN_on_ACC_Y numeric
@attribute F21_MIN_on_ACC_Z numeric
@attribute F22_MIN_on_GY_X numeric
@attribute F23_MIN_on_GY_Y numeric
@attribute F24_MIN_on_GY_Z numeric
@attribute F25_MAX_on_ACC_X numeric
@attribute F26_MAX_on_ACC_Y numeric
@attribute F27_MAX_on_ACC_Z numeric
@attribute F28_MAX_on_GY_X numeric
@attribute F29_MAX_on_GY_Y numeric
@attribute F30_MAX_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
0.0512695, -0.0741577, 1.00586, -0.00523376, 0.0135574, -0.00799561, 5.72205e-06, 1.90735e-05, 0.00976563, 3.3915e-05, 0.000732899, 0.000130296, 0.0212097, 0.0378418, 0.0629883, 0.0415344, 0.187134, 0.0576477, 0.0417786, -0.0918579, 0.987793, -0.0385437, -0.0430603, -0.0597839, 0.0629883, -0.0540161, 1.05078, 0.00297737, 0.144043, -0.00213623, Circle
0.0231171, -0.0725098, 1.00488, -0.000565529, -0.0123825, 0.106018, 0.0115662, 0.00232315, 0.0117188, 0.0565796, 0.0651855, 0.0448608, 0.913086, 0.350586, 0.828613, 2.02539, 1.89844, 0.95459, -0.121887, -0.200073, 0.319092, -0.698242, -1.15527, -0.264893, 0.791016, 0.150391, 1.14746, 1.32617, 0.742676, 0.689453, Circle
-0.0585022, -0.0319824, 0.986328, 0.00991821, 0.00788116, -0.0442505, 0.0214691, 0.00588608, 0.00634766, 0.147461, 0.398926, 0.260986, 0.640137, 0.385986, 0.461914, 2.40039, 3.00195, 2.61523, -0.435059, -0.176636, 0.708008, -1.27441, -1.35645, -0.949707, 0.204712, 0.209351, 1.16992, 1.12598, 1.64551, 1.66504, Circle
0.0316772, 0.0249481, 1.01563, 0.0101852, 0.0116043, -0.00157356, 0.00269699, 0.000594616, 0, 0.00769806, 0.0517578, 0.00654602, 0.260254, 0.155884, 0.204102, 0.567871, 1.47656, 0.437988, -0.0673828, -0.0883179, 0.93457, -0.344482, -0.952148, -0.235474, 0.192871, 0.0675049, 1.13867, 0.223389, 0.523926, 0.202515, Circle
-0.104736, 0.0083313, 0.983398, 0.0754395, 0.0419312, 0.0436401, 0.0246735, 0.014679, 0.0170898, 0.0373535, 0.289795, 0.178833, 0.58252, 0.526367, 0.559082, 0.974609, 2.01953, 1.6543, -0.470459, -0.254639, 0.660645, -0.346191, -0.90625, -0.754883, 0.111755, 0.271484, 1.21973, 0.628418, 1.1123, 0.899414, Circle
-0.0944214, 0.0223694, 1.02246, 0.0634766, 0.152344, 0.146484, 0.0292664, 0.0193939, 0.0166016, 0.0472412, 0.427002, 0.234863, 0.550293, 0.556152, 0.654785, 0.894043, 2.25195, 1.54785, -0.403809, -0.286133, 0.630371, -0.336426, -1, -0.703125, 0.146362, 0.269775, 1.28516, 0.557617, 1.25098, 0.844727, Circle
-0.13623, -0.0185242, 0.942383, 0.134155, 0.0187073, -0.105835, 0.0470581, 0.0136566, 0.0224609, 0.0471497, 0.449463, 0.255859, 0.716797, 0.476563, 0.613281, 0.989746, 2.58008, 1.75, -0.450684, -0.287109, 0.626953, -0.413574, -1.33105, -0.903809, 0.266113, 0.189453, 1.24023, 0.576172, 1.24902, 0.846191, Circle
-0.0611572, -0.0291748, 0.995117, 0.1203, -0.14978, -0.00766373, 0.0341797, 0.0122681, 0.0253906, 0.110229, 0.596191, 0.242188, 0.723633, 0.478027, 0.638184, 1.38184, 3.01563, 1.74707, -0.501953, -0.265625, 0.603027, -0.484863, -1.54785, -1.04688, 0.221558, 0.212402, 1.24121, 0.896973, 1.46777, 0.700195, Circle
-0.0384216, 0.00873566, 0.993164, 0.118225, -0.0334167, 0.0258179, 0.0500183, 0.0140839, 0.0214844, 0.0612183, 0.354492, 0.248779, 0.84668, 0.513672, 0.733398, 1.06152, 2.19141, 1.7168, -0.474365, -0.244629, 0.670898, -0.376953, -1.08301, -0.911133, 0.37207, 0.268799, 1.4043, 0.68457, 1.1084, 0.805176, Circle
-0.00479507, 0.0155716, 1.00391, 0.0869141, 0.0339661, 0.0558167, 0.0357361, 0.0189362, 0.0224609, 0.0614319, 0.293945, 0.277344, 0.711426, 0.506836, 0.605957, 1.29785, 2.1875, 1.72949, -0.4021, -0.299072, 0.637207, -0.39624, -1.20215, -1.03418, 0.309326, 0.207642, 1.24316, 0.900879, 0.983887, 0.695313, Circle
-0.0145264, 0.00915527, 0.996582, 0.138184, 0.0444946, 0.0690918, 0.0324097, 0.0295105, 0.0322266, 0.0470886, 0.428955, 0.37793, 0.650879, 0.631348, 0.907715, 1.1084, 2.79688, 2.44922, -0.39917, -0.240112, 0.61084, -0.331543, -1.41406, -1.23633, 0.251709, 0.391113, 1.51855, 0.776367, 1.38184, 1.21289, Circle
-0.0478821, 0.0343628, 0.994141, 0.0958252, 0.116455, 0.101257, 0.0450134, 0.0151596, 0.0341797, 0.115356, 0.580566, 0.243652, 0.741699, 0.504395, 0.897461, 1.83301, 3.07813, 1.75, -0.489014, -0.205688, 0.468018, -0.568359, -1.70898, -1.07715, 0.252441, 0.29834, 1.36523, 1.26465, 1.36914, 0.672852, Circle
0.0335083, 0.0159607, 0.96875, 0.182983, 0.0256653, -0.0434265, 0.090271, 0.0175476, 0.0195313, 0.0566711, 0.600098, 0.318848, 0.974609, 0.54834, 0.583008, 1.27441, 2.96484, 1.85254, -0.492188, -0.27002, 0.688477, -0.355225, -1.54297, -1.11719, 0.482422, 0.27832, 1.27148, 0.918457, 1.42188, 0.734863, Circle
-0.0730591, -0.0268555, 0.951172, 0.147705, -0.0578918, -0.136597, 0.0435181, 0.0131836, 0.03125, 0.0697632, 0.428223, 0.408691, 0.700195, 0.531738, 0.62793, 1.24316, 2.64453, 2.12109, -0.412598, -0.283936, 0.589844, -0.457764, -1.26758, -1.34473, 0.287354, 0.247681, 1.21777, 0.785156, 1.37695, 0.775391, Circle
0.0239258, -0.0531006, 1.00391, 0.0784912, -0.0505371, 0.0104065, 0.0353394, 0.0161591, 0.0263672, 0.0617065, 0.365723, 0.236084, 0.741211, 0.52832, 0.760742, 1.39648, 2.70313, 1.79492, -0.365234, -0.304199, 0.53125, -0.622559, -1.44629, -1.03223, 0.375732, 0.224121, 1.29199, 0.773438, 1.25684, 0.762207, Circle
-0.0351563, 0.0153809, 1.01172, 0.137085, -0.00484467, 0.0916748, 0.0385132, 0.0089798, 0.0205078, 0.0837402, 0.304199, 0.42749, 0.713867, 0.385254, 0.883789, 1.13672, 2.30078, 2.47852, -0.422607, -0.200439, 0.466797, -0.406006, -1.13672, -1.48633, 0.291016, 0.184692, 1.35059, 0.72998, 1.16406, 0.990723, Circle
-0.0393066, 0.0187988, 1, 0.0840454, -0.00265503, 0.0952759, 0.0437927, 0.0105209, 0.0244141, 0.0701294, 0.333496, 0.324219, 0.699707, 0.534668, 0.661133, 1.10449, 2.3418, 2.16602, -0.406738, -0.224976, 0.643555, -0.441895, -1.21777, -1.08887, 0.292969, 0.30957, 1.30469, 0.662109, 1.12402, 1.07617, Circle
-0.0644531, -0.0171051, 1.00586, 0.0780029, 0.0187683, 0.0367737, 0.032196, 0.00703812, 0.0175781, 0.0512085, 0.242065, 0.177856, 0.684082, 0.343506, 0.483398, 1.11328, 1.90527, 1.54688, -0.406006, -0.163452, 0.739258, -0.566406, -0.793457, -0.82959, 0.278076, 0.180054, 1.22266, 0.546875, 1.11133, 0.716797, Circle
