A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]
-4.575000	22.691999	1033.766968	-3.233125	3.075625	-0.472500
17.263000	10.309000	1011.867981	-3.666250	0.616875	0.923125
-7.076000	7.076000	1005.280029	-1.260000	2.345000	0.638750
-9.699000	5.246000	1018.395020	-1.640625	0.297500	-0.083125
-11.895000	11.407001	1016.015991	-4.326875	-0.450625	-0.008750
5.246000	2.684000	1007.842041	-2.769375	-0.796250	-1.028125
-5.429000	2.623000	1020.957031	-2.349375	-5.853750	-0.078750
1.586000	-3.294000	1014.186035	2.034375	-4.541250	0.280000
-2.196000	8.784000	1038.586060	-0.735000	-2.992500	-0.647500
17.141001	0.000000	1024.312012	-2.489375	0.210000	0.170625
14.091001	-5.612000	1016.747986	-3.456250	-3.285625	2.436875
14.701000	-14.884000	1010.892029	-4.055625	-1.404375	2.436875
14.030000	-29.402000	994.361023	-6.343750	-4.908750	1.977500
12.749001	-26.413000	1013.270996	-2.900625	-2.826250	-0.109375
23.607000	-7.808000	1045.906006	3.451875	-3.333750	1.356250
27.572001	2.684000	1046.333008	-4.777500	-2.918125	3.486875
16.896999	-1.342000	1013.454041	-2.065000	3.482500	5.919375
-20.252001	-4.514000	1022.054993	0.840000	0.446250	4.926250
41.053001	-12.993000	985.515991	0.914375	2.751875	1.369375
21.837999	-24.217001	1050.420044	16.961876	0.612500	4.235000
39.161999	-9.516000	1049.870972	-2.253125	-2.607500	4.663750
-14.884000	15.433001	990.640015	-7.997500	5.630625	4.453750
28.609001	6.222000	1019.309998	2.012500	1.413125	-0.144375
12.993000	4.697000	1036.207031	2.047500	0.148750	1.946875
36.539001	-23.668001	1042.428955	-12.871250	7.831250	0.476875
28.182001	-32.269001	1038.036987	-15.050000	5.595625	2.861250
-41.297001	13.725000	975.023987	1.194375	2.340625	0.061250
23.485001	10.736000	1009.549988	1.216250	-12.171250	-4.685625
-11.651000	-14.335000	1069.696045	-13.842500	-15.929375	-6.111875
20.984001	-28.609001	969.778015	-9.992500	1.111250	-13.033125
25.864000	-25.986000	1030.534058	2.668750	-9.091250	-14.721875
34.526001	-26.169001	995.825012	1.881250	2.248750	-12.941250
27.023001	-44.774002	1029.009033	-0.634375	0.043750	-7.030625
54.716999	-56.913002	1001.924988	0.240625	3.115000	3.154375
12.566000	-31.903000	1031.692993	-3.373125	4.978750	7.516250
12.444000	-55.021999	1009.611023	-2.073750	9.743125	4.186875
13.847000	-55.632000	982.039001	-7.161875	4.961250	-2.476250
9.333000	-52.033001	1006.622009	-8.701875	-1.281875	-0.958125
-9.211000	-66.612000	1008.208008	-5.031250	3.705625	-2.515625
6.405000	-70.698997	1015.283997	1.570625	2.830625	-2.870000
10.675000	-68.685997	996.434998	4.073125	3.193750	-3.023125
18.849001	-76.860001	1019.981018	2.528750	1.203125	-2.178750
0.061000	-68.137001	1033.035034	2.485000	1.229375	0.800625
-32.208000	-96.196999	1013.027039	-0.245000	5.193125	5.888750
6.283000	-66.306999	1035.047974	0.341250	-1.592500	7.472500
47.275002	16.958000	1035.109009	-3.504375	6.387500	6.991250
37.027000	99.795998	1007.231995	-8.693125	14.446250	9.883125
32.574001	146.643997	956.419006	-15.990625	29.378124	19.814375
7.747000	79.178001	1002.718018	-17.639999	22.071875	33.595627
-33.977001	42.517002	989.114990	-3.224375	12.578125	33.096874
-80.581001	-7.320000	1007.658997	15.260000	0.048125	13.842500
