A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]
42.272999	-9.394000	991.189026	2.463125	-30.113125	5.425000
51.789001	43.126999	1007.781006	-2.270625	-11.952500	2.633750
64.171997	25.071001	1020.408020	-5.403125	18.501875	-2.524375
58.011002	20.130001	985.760010	-16.388750	-0.293125	-0.516250
48.190002	3.965000	997.655029	-9.891875	-6.142500	1.203125
46.237999	-15.616000	1001.742004	-4.309375	-4.427500	0.756875
74.907997	-9.089000	1042.916992	5.232500	12.976250	-4.707500
44.164001	-10.980000	1017.236023	1.295000	-0.809375	-1.268750
35.501999	-5.490000	1033.949951	0.446250	3.749375	-2.117500
37.698002	-3.782000	1020.103027	0.494375	7.695625	-3.933125
44.225002	-12.261000	1002.535034	-2.086875	6.615000	-4.291875
41.174999	2.440000	1014.856995	0.590625	3.810625	-2.047500
49.410000	-15.189000	974.902039	1.540000	-1.968750	2.598750
46.542999	-3.111000	1029.375000	8.614375	1.028125	0.153125
29.341000	25.681000	1019.432007	-1.010625	-0.358750	2.436875
38.552002	2.318000	1035.170044	-4.847500	3.360000	0.796250
35.868000	-2.257000	1018.090027	-6.243125	-0.231875	3.635625
18.849001	-3.965000	981.673035	-3.482500	2.441250	1.881250
27.450001	7.991000	964.776001	3.500000	2.821875	1.811250
27.145000	-2.257000	1012.112000	1.785000	4.943750	2.401875
49.715000	15.799000	1027.789062	-9.047500	2.541875	5.560625
35.136002	4.087000	1055.056030	-6.238750	-1.513750	3.968125
18.910000	7.808000	1013.454041	-0.844375	9.935625	2.454375
25.925001	8.235000	997.716003	-1.754375	13.238750	3.946250
21.533001	6.466000	1019.492981	1.356250	2.782500	3.316250
20.374001	9.699000	1036.695068	0.914375	2.878750	3.950625
7.442000	42.821999	1025.531982	0.061250	1.299375	3.635625
16.104000	21.167000	1043.649048	-0.507500	-3.819375	6.654375
13.847000	25.681000	1025.410034	-0.297500	3.246250	7.371875
2.745000	16.469999	1009.794006	4.668125	7.437500	4.462500
16.287001	82.837997	1027.057007	9.095625	1.828750	0.371875
10.065001	122.182999	1017.601990	8.771875	2.100000	1.505000
14.762000	424.071991	1052.799072	11.003125	-2.358125	4.103750
-37.271000	139.445999	1035.780029	7.735000	-11.361875	3.075625
22.997000	121.756004	1026.324951	1.872500	2.231250	-5.079375
26.352001	106.994003	982.648987	0.835625	-5.508125	-10.425625
28.121000	162.992004	941.108032	4.480000	-1.198750	-25.668125
-0.793000	180.621002	967.155029	10.469375	-14.560000	-42.879375
98.637001	117.547005	1082.688965	5.201875	-17.508751	-41.356876
72.041000	17.202000	1021.994019	-11.458125	3.456250	-35.861874
11.895000	-19.459000	1029.619019	-7.875000	28.004375	-28.673750
35.501999	-22.021000	928.664001	5.582500	17.793125	-19.963125
-23.363001	-84.119003	973.010986	21.350000	20.860001	-16.104376
-7.625000	-194.346008	1231.406982	13.763750	24.613750	-0.739375
-29.280001	-245.403000	1073.782959	0.350000	32.309376	4.243750
-80.886002	-260.774994	1053.165039	11.672500	0.918750	2.209375
-89.304001	-268.705017	1031.754028	3.692500	-1.645000	-5.341875
-51.240002	-249.184998	991.921021	-3.679375	-4.580625	-11.628750
-49.227001	-249.794998	1051.030029	-6.405000	-3.548125	-4.974375
-85.339005	-220.393005	1017.906982	-3.780000	8.776250	-2.800000
-51.179001	-190.320007	989.114990	-18.278749	4.331250	7.083125
-29.829000	-190.259003	1050.664062	-16.708124	-7.113750	10.780000
-0.976000	-60.451000	921.283020	3.600625	11.344375	14.962500
11.468000	-49.227001	940.132019	13.969375	-17.670626	20.881874
-18.544001	-1.220000	986.065002	15.771875	-3.136875	23.021250
-30.439001	30.378000	1034.987061	9.095625	-20.164375	14.450625
23.973000	89.243004	1052.677002	-5.814375	-12.586875	2.870000
35.868000	227.895996	1011.562988	-16.384375	-11.016250	8.391250
4.331000	205.020996	992.226013	-20.160000	4.125625	22.981874
13.359000	190.930008	997.533020	-20.531876	5.219375	25.480000
48.190002	260.713989	976.488037	-24.412500	2.104375	23.410625
-18.361000	229.848007	1013.148987	-23.428125	7.848750	26.613125
-47.214001	313.235016	993.994995	-34.020000	-0.888125	33.158127
-47.885002	312.442017	1080.432007	-22.741249	8.032500	35.997501
-69.479004	327.143005	1142.834961	-0.752500	-7.892500	24.854376
-36.417000	281.454010	1071.708984	24.250626	-15.058750	14.358750
5.490000	260.287018	1128.072998	31.075624	-11.659375	4.383750
25.193001	225.334000	1125.266968	19.980625	1.010625	-6.448750
30.012001	191.600998	1004.791992	21.209999	11.449375	-15.929375
21.167000	166.347000	1045.234985	9.734375	8.745625	-24.285625
2.684000	94.976997	1009.428040	2.353750	2.410625	-30.047501
-4.453000	51.300999	990.457031	5.149375	11.020625	-27.466249
-12.200000	-7.869000	964.104980	-0.568750	9.043125	-23.524376
-54.107002	-83.936005	964.898010	-4.615625	3.062500	-17.189375
-48.922001	-227.102997	1021.384033	-12.075000	-7.345625	-12.486250
-45.567001	-224.723999	1004.059998	-11.952500	-4.003125	-11.173750
-34.952999	-182.634003	1046.881958	3.911250	2.476250	-8.382500
-46.542999	-113.033005	1016.138000	4.567500	2.117500	-6.330625
-22.021000	-26.474001	1008.452026	-1.172500	-7.516250	-1.522500
2.989000	-7.869000	969.046021	-16.673124	-8.876875	2.966250
7.747000	-18.910000	974.596985	-22.955626	-13.527500	2.174375
-4.819000	-47.885002	1025.471069	-19.359375	-18.729376	0.704375
12.688000	-54.473000	1006.072998	-8.780625	1.334375	0.752500
-14.457000	-27.694000	981.367981	-2.016875	4.650625	7.393750
-8.540000	-36.478001	1025.898071	8.010625	0.621250	11.147500
10.431000	-43.554001	1043.343994	10.473750	-3.189375	14.389375
-0.488000	-56.608002	1044.686035	7.056875	3.898125	14.183750
-7.381000	-55.510002	1001.376038	-0.612500	9.130625	11.974375
-23.302000	-40.809002	1036.572998	-4.851875	1.977500	5.775000
-12.200000	-23.058001	1045.174072	-0.398125	-4.388125	2.498125
-0.549000	0.244000	1022.665039	1.553125	1.308125	1.946875
10.004000	5.429000	1019.737000	4.843125	5.433750	2.025625
7.320000	12.322001	1026.630005	1.448125	-4.593750	1.780625
0.732000	-5.368000	1008.757019	-0.599375	2.279375	-0.406875
12.566000	-8.967000	1014.064026	-2.476250	0.433125	-1.150625
10.248000	-14.762000	998.387024	-0.669375	3.189375	-0.603750
2.562000	-15.372000	1004.487000	3.473750	-1.251250	0.940625
1.464000	-31.171000	995.825012	9.852500	-2.051875	1.491875
5.612000	-9.394000	1008.513000	7.253750	-6.116250	3.093125
9.699000	-14.823000	1034.803955	0.113750	-6.068125	2.126250
-6.344000	-1.464000	1006.012024	-6.195000	4.436250	-0.166250
