@relation 'MLC'

@attribute F1_ENERGY_on_ACC_X numeric
@attribute F2_ENERGY_on_ACC_Y numeric
@attribute F3_ENERGY_on_ACC_Z numeric
@attribute F4_ENERGY_on_GY_X numeric
@attribute F5_ENERGY_on_GY_Y numeric
@attribute F6_ENERGY_on_GY_Z numeric
@attribute F7_ZeroCross_on_ACC_X numeric
@attribute F8_ZeroCross_on_ACC_Y numeric
@attribute F9_ZeroCross_on_ACC_Z numeric
@attribute F10_ZeroCross_on_GY_X numeric
@attribute F11_ZeroCross_on_GY_Y numeric
@attribute F12_ZeroCross_on_GY_Z numeric
@attribute F13_PositiveZeroCross_on_ACC_X numeric
@attribute F14_PositiveZeroCross_on_ACC_Y numeric
@attribute F15_PositiveZeroCross_on_ACC_Z numeric
@attribute F16_PositiveZeroCross_on_GY_X numeric
@attribute F17_PositiveZeroCross_on_GY_Y numeric
@attribute F18_PositiveZeroCross_on_GY_Z numeric
@attribute F19_NegativeZeroCross_on_ACC_X numeric
@attribute F20_NegativeZeroCross_on_ACC_Y numeric
@attribute F21_NegativeZeroCross_on_ACC_Z numeric
@attribute F22_NegativeZeroCross_on_GY_X numeric
@attribute F23_NegativeZeroCross_on_GY_Y numeric
@attribute F24_NegativeZeroCross_on_GY_Z numeric
@attribute F25_PeaKDet_on_ACC_X numeric
@attribute F26_PeaKDet_on_ACC_Y numeric
@attribute F27_PeaKDet_on_ACC_Z numeric
@attribute F28_PeaKDet_on_GY_X numeric
@attribute F29_PeaKDet_on_GY_Y numeric
@attribute F30_PeaKDet_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
2.69531, 2.29688, 89.1875, 6.76563, 26.5781, 20.5313, 12, 34, 30, 54, 38, 18, 6, 16, 16, 28, 20, 8, 6, 18, 14, 26, 18, 10, 44, 47, 35, 37, 43, 28, Square
2.06836, 2.35156, 85.25, 7.58594, 29.1094, 17.9688, 10, 24, 34, 44, 32, 22, 4, 12, 16, 22, 16, 10, 6, 12, 18, 22, 16, 12, 47, 42, 40, 46, 43, 32, Square
1.95215, 2.79297, 83.4375, 7.75391, 19.125, 20.2813, 8, 28, 34, 34, 44, 24, 4, 14, 18, 16, 22, 12, 4, 14, 16, 18, 22, 12, 48, 31, 38, 37, 47, 34, Square
0.685547, 0.338867, 85.875, 6.24219, 8.875, 18.7031, 14, 20, 0, 30, 30, 18, 6, 10, 0, 14, 14, 8, 8, 10, 0, 16, 16, 10, 32, 34, 38, 26, 23, 24, Square
0.657715, 0.112671, 83.1875, 1.18945, 11.8047, 3.88477, 10, 18, 20, 24, 20, 10, 6, 10, 8, 12, 10, 6, 4, 8, 12, 12, 10, 4, 27, 36, 30, 22, 17, 20, Square
1.71777, 2.14453, 82.6875, 1.11133, 14.4141, 8.78125, 2, 12, 20, 28, 20, 18, 0, 6, 10, 14, 10, 8, 2, 6, 10, 14, 10, 10, 26, 15, 25, 25, 23, 15, Square
1.94336, 2.00586, 86.0625, 6.28125, 23.375, 24.6563, 12, 10, 20, 20, 16, 12, 6, 4, 10, 10, 8, 6, 6, 6, 10, 10, 8, 6, 22, 13, 10, 16, 23, 14, Square
1.96875, 1.78613, 84.75, 3.45703, 27.9063, 14.5469, 10, 20, 18, 20, 18, 10, 6, 10, 10, 10, 8, 6, 4, 10, 8, 10, 10, 4, 19, 22, 15, 20, 19, 16, Square
1.5293, 2.42188, 90.5625, 2.80664, 16.375, 15.2813, 4, 12, 28, 26, 22, 12, 2, 6, 14, 14, 12, 6, 2, 6, 14, 12, 10, 6, 35, 24, 20, 21, 30, 15, Square
2.86719, 2.35352, 90.3125, 8.94531, 14.7578, 23.9063, 8, 14, 22, 22, 24, 8, 4, 8, 12, 10, 12, 4, 4, 6, 10, 12, 12, 4, 28, 15, 18, 16, 28, 14, Square
2.51563, 1.7334, 83.625, 4.86328, 28.0313, 17.375, 6, 16, 20, 32, 12, 6, 2, 8, 8, 16, 6, 2, 4, 8, 12, 16, 6, 4, 19, 17, 16, 22, 19, 16, Square
2.16406, 2.31836, 82.5625, 3.35547, 22.375, 14.2188, 4, 12, 20, 24, 14, 12, 2, 6, 10, 12, 6, 6, 2, 6, 10, 12, 8, 6, 19, 19, 17, 18, 30, 13, Square
2.37305, 3.0293, 87.125, 4.76172, 28.8125, 34.3438, 8, 18, 24, 28, 32, 8, 4, 8, 12, 14, 16, 4, 4, 10, 12, 14, 16, 4, 16, 13, 24, 28, 27, 15, Square
2.1875, 1.82617, 81.1875, 4.07813, 24.8906, 18.2188, 4, 16, 20, 24, 16, 18, 2, 8, 10, 12, 8, 10, 2, 8, 10, 12, 8, 8, 22, 26, 18, 26, 15, 20, Square
2.35547, 1.8252, 88.625, 4.56641, 29.4531, 25.125, 6, 22, 14, 26, 20, 6, 4, 10, 8, 14, 10, 2, 2, 12, 6, 12, 10, 4, 30, 22, 11, 25, 26, 17, Square
3.02734, 2.14258, 85.1875, 6.43359, 20.1875, 23.25, 4, 12, 16, 24, 26, 6, 2, 6, 6, 12, 14, 4, 2, 6, 10, 12, 12, 2, 27, 17, 17, 20, 25, 21, Square
2.31055, 1.51563, 87.5625, 8.23438, 20.3594, 18.9063, 8, 16, 22, 30, 18, 12, 4, 8, 12, 14, 8, 6, 4, 8, 10, 16, 10, 6, 21, 19, 16, 17, 19, 14, Square
3.53516, 1.61816, 82.625, 5.57031, 25.8281, 28.3906, 4, 22, 28, 20, 10, 4, 2, 12, 14, 10, 6, 2, 2, 10, 14, 10, 4, 2, 30, 14, 22, 18, 26, 19, Square
1.38281, 2.47461, 85.6875, 4.07031, 15.3594, 22.8906, 12, 12, 18, 28, 22, 6, 6, 6, 10, 14, 10, 2, 6, 6, 8, 14, 12, 4, 17, 15, 15, 16, 28, 10, Square
2.4375, 1.91016, 89.25, 3.56836, 22.3125, 18.6563, 4, 12, 16, 32, 14, 10, 2, 6, 8, 16, 8, 6, 2, 6, 8, 16, 6, 4, 27, 28, 16, 26, 21, 17, Square
1.86719, 2.06836, 81.75, 4.30859, 23.6563, 16.3594, 10, 14, 18, 24, 16, 6, 4, 8, 8, 12, 8, 2, 6, 6, 10, 12, 8, 4, 27, 17, 18, 26, 19, 13, Square
1.77637, 2.42383, 83.4375, 4.58594, 14.6953, 20.2344, 8, 20, 22, 24, 22, 12, 4, 10, 10, 12, 10, 6, 4, 10, 12, 12, 12, 6, 24, 15, 15, 19, 20, 18, Square
0.470947, 0.221802, 85.75, 3.46094, 4.14453, 13.3906, 10, 10, 0, 14, 18, 10, 4, 4, 0, 6, 10, 4, 6, 6, 0, 8, 8, 6, 30, 30, 37, 20, 24, 13, Square
0.549805, 0.0957031, 82.9375, 0.552734, 7.38672, 2.86328, 10, 14, 8, 18, 14, 6, 6, 8, 4, 10, 6, 4, 4, 6, 4, 8, 8, 2, 9, 30, 36, 22, 12, 13, Square
1.56738, 1.80859, 82.0625, 0.790039, 10.0469, 9.35938, 2, 4, 18, 16, 12, 14, 0, 2, 8, 8, 6, 6, 2, 2, 10, 8, 6, 8, 24, 17, 16, 27, 21, 12, Square
1.65234, 1.35645, 84, 3.34961, 16.1719, 20.3125, 8, 10, 16, 14, 12, 8, 4, 4, 8, 6, 6, 4, 4, 6, 8, 8, 6, 4, 12, 11, 12, 14, 20, 7, Square
1.74023, 1.2959, 86.3125, 1.89648, 20.8594, 12.125, 6, 20, 18, 16, 16, 6, 4, 10, 10, 8, 8, 4, 2, 10, 8, 8, 8, 2, 17, 19, 12, 23, 17, 9, Square
1.43359, 1.81543, 87.125, 1.29004, 12.5078, 14.2109, 4, 4, 14, 24, 18, 6, 2, 2, 6, 12, 10, 4, 2, 2, 8, 12, 8, 2, 17, 13, 15, 20, 26, 13, Square
2.48633, 1.76855, 89.3125, 5.09766, 11.5, 18.7969, 4, 8, 20, 16, 8, 8, 2, 4, 10, 8, 4, 4, 2, 4, 10, 8, 4, 4, 18, 9, 18, 15, 22, 13, Square
2.06055, 1.22754, 79.6875, 2.29883, 21.4844, 15.1563, 6, 14, 14, 28, 12, 6, 2, 8, 6, 14, 6, 2, 4, 6, 8, 14, 6, 4, 11, 13, 11, 17, 19, 10, Square
1.87793, 1.77539, 82.3125, 2.08789, 17.4063, 14.1563, 4, 12, 10, 22, 10, 8, 2, 6, 6, 12, 4, 4, 2, 6, 4, 10, 6, 4, 24, 9, 12, 23, 19, 13, Square
2.05859, 2.14063, 84.625, 2.29688, 21.2969, 28.625, 4, 14, 14, 14, 12, 4, 2, 6, 6, 6, 6, 2, 2, 8, 8, 8, 6, 2, 9, 9, 9, 21, 22, 14, Square
1.89453, 1.28516, 80.75, 2.29102, 20.5, 15.4688, 6, 16, 12, 12, 12, 14, 4, 8, 6, 6, 6, 8, 2, 8, 6, 6, 6, 6, 16, 20, 11, 25, 23, 10, Square
2.16211, 1.39063, 88.0625, 2.16992, 21.8594, 21.9219, 4, 8, 14, 26, 12, 2, 2, 4, 8, 14, 6, 0, 2, 4, 6, 12, 6, 2, 20, 18, 11, 24, 19, 11, Square
2.79688, 1.71875, 83.0625, 4.63672, 16.0938, 20.5, 4, 8, 18, 24, 6, 6, 2, 4, 8, 12, 4, 4, 2, 4, 10, 12, 2, 2, 19, 12, 11, 24, 22, 11, Square
2.14258, 1.05762, 86, 3.14063, 15.2813, 18.2188, 12, 14, 16, 22, 18, 8, 6, 8, 8, 10, 8, 4, 6, 6, 8, 12, 10, 4, 21, 14, 13, 17, 17, 12, Square
3.23828, 1.28711, 81.75, 3.22656, 18.6875, 24.625, 4, 14, 12, 16, 6, 4, 2, 8, 6, 8, 4, 2, 2, 6, 6, 8, 2, 2, 25, 12, 16, 15, 20, 13, Square
1.16895, 1.75098, 85.3125, 1.41895, 11.75, 19.2031, 12, 12, 18, 28, 10, 4, 6, 6, 10, 14, 4, 2, 6, 6, 8, 14, 6, 2, 11, 9, 11, 19, 21, 13, Square
2.14063, 1.4043, 86.875, 1.42871, 17.4688, 16.3906, 4, 12, 16, 16, 14, 8, 2, 6, 8, 8, 8, 4, 2, 6, 8, 8, 6, 4, 15, 20, 11, 24, 14, 12, Square
1.65234, 1.7207, 79, 2.43164, 17, 14.3125, 6, 6, 14, 18, 14, 6, 2, 4, 6, 8, 6, 2, 4, 2, 8, 10, 8, 4, 10, 11, 15, 24, 15, 9, Square
1.64453, 1.80469, 82.8125, 2.19141, 11.4063, 19.5469, 4, 10, 14, 18, 16, 8, 2, 4, 8, 10, 8, 4, 2, 6, 6, 8, 8, 4, 24, 11, 19, 15, 20, 15, Square
0.273682, 0.128174, 85.375, 1.5127, 2.00195, 7.59766, 6, 8, 0, 18, 8, 8, 2, 4, 0, 8, 4, 4, 4, 4, 0, 10, 4, 4, 22, 32, 35, 22, 28, 17, Square
0.376221, 0.0957031, 82.6875, 0.190918, 2.74805, 1.71094, 6, 4, 8, 18, 4, 6, 4, 2, 4, 10, 2, 4, 2, 2, 4, 8, 2, 2, 11, 26, 32, 24, 24, 13, Square
1.20898, 1.10742, 81.6875, 0.414795, 4.53125, 9.34375, 2, 6, 4, 6, 8, 6, 0, 2, 2, 4, 4, 2, 2, 4, 2, 2, 4, 4, 12, 13, 23, 20, 18, 13, Square
1.20508, 0.584961, 81.8125, 1.0293, 9, 12.9219, 4, 8, 4, 18, 8, 4, 2, 4, 2, 8, 4, 2, 2, 4, 2, 10, 4, 2, 16, 13, 15, 21, 18, 6, Square
1.41211, 0.630371, 85.0625, 0.792969, 10.8203, 8.32813, 6, 8, 4, 12, 8, 6, 4, 4, 2, 6, 4, 4, 2, 4, 2, 6, 4, 2, 15, 13, 9, 20, 20, 10, Square
1.15625, 0.851563, 84.875, 0.463867, 6.84766, 10.7891, 4, 6, 10, 16, 6, 4, 2, 4, 6, 8, 4, 2, 2, 2, 4, 8, 2, 2, 24, 7, 9, 21, 21, 14, Square
2.01758, 0.807617, 85.25, 1.70117, 10.4141, 12.6797, 6, 4, 8, 12, 4, 4, 2, 2, 4, 6, 2, 2, 4, 2, 4, 6, 2, 2, 14, 10, 9, 15, 18, 7, Square
1.50098, 0.451416, 78.4375, 1.17676, 9.78125, 13.0391, 4, 8, 8, 18, 8, 6, 2, 4, 4, 10, 4, 2, 2, 4, 4, 8, 4, 4, 16, 9, 9, 21, 14, 8, Square
1.51953, 0.774902, 80.875, 1.04492, 10.1016, 11.5547, 4, 6, 12, 12, 10, 4, 2, 2, 6, 6, 4, 2, 2, 4, 6, 6, 6, 2, 15, 10, 13, 26, 13, 16, Square
1.44141, 0.933594, 81.4375, 0.937988, 12.4375, 20.2813, 4, 8, 8, 10, 4, 4, 2, 4, 4, 4, 2, 2, 2, 4, 4, 6, 2, 2, 20, 13, 11, 23, 17, 9, Square
1.45898, 0.53125, 82.5, 1.0459, 11.5078, 11.5391, 6, 8, 10, 12, 8, 6, 4, 4, 6, 6, 4, 4, 2, 4, 4, 6, 4, 2, 16, 15, 12, 21, 11, 12, Square
1.87012, 0.822754, 84.4375, 1.2334, 11.5, 16.25, 4, 4, 4, 10, 8, 4, 2, 2, 0, 6, 4, 2, 2, 2, 4, 4, 4, 2, 8, 8, 11, 29, 20, 6, Square
2.30273, 0.820801, 81.125, 1.83691, 10.2266, 17.6094, 4, 8, 10, 12, 6, 4, 2, 4, 4, 6, 4, 2, 2, 4, 6, 6, 2, 2, 13, 11, 8, 23, 17, 10, Square
1.84375, 0.395996, 83.875, 1.23535, 8.0625, 15.1797, 4, 10, 10, 14, 6, 4, 2, 6, 6, 6, 2, 2, 2, 4, 4, 8, 4, 2, 13, 18, 13, 19, 16, 9, Square
2.56641, 0.540039, 81.4375, 1.13477, 12.9141, 18.2813, 4, 12, 6, 16, 6, 4, 2, 6, 4, 8, 4, 2, 2, 6, 2, 8, 2, 2, 11, 9, 6, 25, 10, 2, Square
0.989746, 0.743652, 84.625, 0.663086, 6.26563, 14.5625, 4, 8, 12, 12, 8, 4, 2, 4, 6, 6, 4, 2, 2, 4, 6, 6, 4, 2, 14, 8, 7, 20, 17, 4, Square
1.51563, 0.588379, 80.375, 0.505859, 10.7031, 12.7578, 6, 8, 14, 12, 4, 4, 2, 4, 6, 6, 2, 2, 4, 4, 8, 6, 2, 2, 8, 7, 12, 24, 17, 6, Square
1.29004, 1.12012, 79, 1.34277, 7.14063, 12.1953, 4, 4, 8, 10, 6, 6, 2, 2, 4, 4, 2, 2, 2, 2, 4, 6, 4, 4, 14, 7, 9, 19, 12, 2, Square
1.48828, 0.77002, 80.8125, 0.83252, 7.08203, 14.8906, 4, 6, 8, 12, 8, 4, 2, 2, 4, 6, 4, 2, 2, 4, 4, 6, 4, 2, 18, 10, 11, 19, 20, 9, Square
1.47461, 1.06641, 93, 30, 45.875, 20.625, 58, 36, 4, 52, 54, 44, 30, 18, 2, 26, 28, 22, 28, 18, 2, 26, 26, 22, 46, 47, 56, 43, 36, 37, Triangle
0.187134, 0.203613, 83.25, 0.774902, 6.53125, 1.12207, 22, 28, 30, 38, 52, 30, 10, 14, 16, 18, 26, 16, 12, 14, 14, 20, 26, 14, 45, 44, 43, 33, 44, 38, Triangle
1.74902, 1.40625, 81.4375, 1.87793, 15.2969, 10.2188, 34, 42, 66, 42, 48, 34, 16, 22, 32, 22, 24, 16, 18, 20, 34, 20, 24, 18, 52, 43, 56, 45, 54, 38, Triangle
2.55273, 2.82227, 92, 9.97656, 65.4375, 13.8281, 22, 30, 30, 60, 22, 28, 12, 14, 16, 30, 12, 14, 10, 16, 14, 30, 10, 14, 52, 45, 39, 44, 37, 35, Triangle
3.14844, 3.01758, 85.9375, 12.1328, 47.625, 16.3438, 24, 26, 48, 34, 36, 42, 12, 14, 22, 16, 18, 22, 12, 12, 26, 18, 18, 20, 58, 50, 51, 38, 47, 41, Triangle
3.60938, 3.05469, 91.875, 14.5391, 61.375, 10.6406, 34, 24, 24, 46, 30, 38, 16, 12, 12, 24, 16, 18, 18, 12, 12, 22, 14, 20, 57, 41, 40, 37, 42, 34, Triangle
5.27344, 2.99414, 76.25, 7.37891, 63.25, 7.73047, 20, 32, 14, 38, 22, 36, 10, 16, 6, 18, 10, 18, 10, 16, 8, 20, 12, 18, 50, 45, 39, 42, 46, 41, Triangle
3.44727, 2.39258, 91.1875, 11.25, 65.1875, 16.5156, 30, 42, 26, 46, 34, 48, 16, 20, 14, 24, 18, 24, 14, 22, 12, 22, 16, 24, 54, 50, 41, 49, 43, 40, Triangle
2.46094, 3.7207, 90.3125, 16.9688, 43.4063, 10.7969, 38, 22, 42, 46, 20, 42, 18, 12, 22, 22, 10, 22, 20, 10, 20, 24, 10, 20, 54, 44, 46, 41, 48, 44, Triangle
3.70313, 3.52148, 78.4375, 8.28906, 58.4375, 15.6563, 20, 20, 30, 38, 22, 34, 10, 10, 14, 20, 10, 16, 10, 10, 16, 18, 12, 18, 47, 38, 34, 42, 45, 42, Triangle
4.19922, 3.94141, 89.75, 13.5938, 76, 13.8906, 22, 22, 34, 30, 34, 32, 12, 10, 18, 14, 18, 16, 10, 12, 16, 16, 16, 16, 52, 48, 48, 45, 41, 43, Triangle
4.69531, 3.42773, 88.5, 18.5, 99.75, 12.2734, 42, 30, 30, 22, 22, 38, 20, 16, 14, 12, 10, 18, 22, 14, 16, 10, 12, 20, 48, 49, 35, 38, 37, 42, Triangle
3.91211, 4.98438, 87.6875, 11.2266, 90.1875, 17.75, 22, 14, 18, 34, 28, 34, 12, 6, 10, 16, 14, 18, 10, 8, 8, 18, 14, 16, 46, 38, 42, 41, 42, 37, Triangle
4.58203, 2.98633, 87.5, 13.5313, 83.75, 17.2969, 18, 34, 18, 22, 22, 32, 8, 18, 8, 12, 10, 16, 10, 16, 10, 10, 12, 16, 48, 35, 30, 47, 42, 44, Triangle
4.59375, 3.01758, 85.5625, 12.6484, 79.6875, 12.6016, 26, 22, 20, 36, 22, 32, 14, 10, 10, 18, 12, 16, 12, 12, 10, 18, 10, 16, 52, 45, 32, 46, 41, 36, Triangle
3.91602, 2.68359, 88.5, 9.98438, 65.8125, 12.8906, 26, 40, 22, 36, 16, 26, 12, 20, 12, 18, 8, 12, 14, 20, 10, 18, 8, 14, 51, 49, 43, 46, 36, 43, Triangle
6.45703, 2.51953, 75.5, 11.3047, 100.75, 11.6172, 20, 30, 24, 44, 18, 32, 10, 16, 12, 22, 8, 16, 10, 14, 12, 22, 10, 16, 56, 48, 32, 47, 38, 41, Triangle
3.92383, 3.58398, 88.9375, 8.88281, 62.1563, 12.3906, 14, 24, 16, 38, 22, 38, 8, 12, 8, 18, 12, 20, 6, 12, 8, 20, 10, 18, 48, 44, 41, 36, 39, 36, Triangle
3.5918, 2.71875, 87.5, 11.9609, 78.6875, 10.2578, 38, 14, 30, 38, 36, 38, 18, 6, 14, 20, 18, 18, 20, 8, 16, 18, 18, 20, 52, 42, 34, 43, 43, 41, Triangle
0.962402, 0.766113, 88.6875, 9.77344, 17, 12.7813, 26, 12, 0, 28, 34, 32, 14, 6, 0, 14, 18, 16, 12, 6, 0, 14, 16, 16, 31, 25, 35, 26, 23, 23, Triangle
0.0795898, 0.163208, 83.25, 0.418701, 3.08008, 0.576172, 6, 16, 12, 20, 28, 18, 2, 8, 6, 10, 14, 10, 4, 8, 6, 10, 14, 8, 31, 22, 20, 21, 25, 25, Triangle
1.56934, 1.16309, 80.125, 1.06348, 13.4219, 8.66406, 10, 10, 22, 18, 12, 14, 4, 6, 10, 10, 6, 6, 6, 4, 12, 8, 6, 8, 26, 24, 35, 28, 32, 25, Triangle
2.18164, 2.53125, 91.375, 6.79688, 55.7813, 10.7969, 14, 10, 14, 32, 18, 12, 8, 4, 8, 16, 10, 6, 6, 6, 6, 16, 8, 6, 25, 16, 17, 26, 12, 22, Triangle
2.72461, 2.61914, 85.0625, 7.39063, 38.4688, 13.3984, 16, 10, 22, 18, 18, 12, 8, 6, 12, 8, 8, 6, 8, 4, 10, 10, 10, 6, 31, 20, 25, 20, 26, 19, Triangle
3.11914, 2.58203, 89.8125, 10.3828, 52.9063, 7.80469, 10, 16, 18, 14, 14, 26, 4, 8, 8, 8, 8, 12, 6, 8, 10, 6, 6, 14, 35, 17, 21, 23, 24, 25, Triangle
4.69922, 2.52539, 75.625, 4.81641, 57.5625, 6.02734, 8, 12, 12, 22, 14, 20, 4, 6, 6, 10, 6, 10, 4, 6, 6, 12, 8, 10, 23, 21, 13, 26, 16, 17, Triangle
2.94336, 2.11328, 90.3125, 7.42578, 49.2813, 11.6094, 6, 22, 14, 18, 12, 22, 4, 10, 8, 10, 6, 12, 2, 12, 6, 8, 6, 10, 33, 26, 21, 25, 27, 25, Triangle
2.02734, 3.10352, 90.8125, 11.5391, 34.9688, 8.38281, 12, 14, 18, 26, 8, 20, 6, 8, 10, 12, 4, 10, 6, 6, 8, 14, 4, 10, 29, 20, 30, 24, 26, 26, Triangle
3.32031, 3.22852, 75.875, 6.01563, 54.0625, 13.5625, 6, 12, 12, 20, 10, 14, 2, 6, 4, 10, 4, 6, 4, 6, 8, 10, 6, 8, 28, 20, 17, 23, 19, 23, Triangle
3.73828, 3.4707, 89.1875, 9.73438, 63.2813, 10.4844, 6, 16, 22, 20, 14, 6, 4, 8, 12, 10, 8, 4, 2, 8, 10, 10, 6, 2, 25, 21, 18, 24, 16, 28, Triangle
4.15625, 3.02344, 86.125, 14.3203, 90.5, 8.92188, 6, 12, 12, 10, 18, 14, 2, 6, 6, 6, 8, 6, 4, 6, 6, 4, 10, 8, 21, 24, 14, 21, 18, 24, Triangle
3.45703, 4.44141, 87.75, 6.87891, 78.9375, 14.3828, 6, 14, 14, 10, 12, 18, 4, 6, 8, 4, 6, 10, 2, 8, 6, 6, 6, 8, 21, 16, 15, 25, 24, 21, Triangle
4.32813, 2.52734, 84.9375, 10.9219, 78.4375, 12.1953, 10, 18, 12, 10, 10, 20, 4, 10, 6, 6, 4, 10, 6, 8, 6, 4, 6, 10, 21, 18, 14, 19, 16, 22, Triangle
3.98242, 2.80273, 85.6875, 9.3125, 74.125, 9.65625, 6, 14, 16, 14, 14, 16, 4, 6, 8, 6, 8, 8, 2, 8, 8, 8, 6, 8, 30, 24, 18, 20, 14, 24, Triangle
3.60352, 2.17773, 88.9375, 8.07813, 63.4375, 10.5313, 6, 16, 18, 16, 8, 14, 2, 8, 10, 8, 4, 6, 4, 8, 8, 8, 4, 8, 30, 14, 21, 18, 13, 21, Triangle
5.80078, 2.18555, 74.625, 7.09766, 96.1875, 9.67969, 10, 10, 16, 18, 10, 16, 6, 6, 8, 8, 4, 8, 4, 4, 8, 10, 6, 8, 26, 23, 11, 19, 15, 24, Triangle
3.60742, 3.19336, 87.5625, 6.11719, 50.5313, 8.85156, 4, 16, 8, 24, 6, 18, 2, 8, 4, 12, 4, 10, 2, 8, 4, 12, 2, 8, 17, 16, 14, 23, 22, 22, Triangle
3.45313, 2.4082, 85.25, 9.07813, 72.125, 6.86719, 10, 12, 16, 18, 20, 10, 4, 6, 8, 10, 10, 4, 6, 6, 8, 8, 10, 6, 20, 15, 18, 31, 12, 24, Triangle
0.673828, 0.558594, 87.8125, 4.00391, 4.12891, 6.22266, 12, 8, 0, 32, 26, 20, 6, 4, 0, 16, 14, 10, 6, 4, 0, 16, 12, 10, 31, 20, 37, 24, 28, 19, Triangle
0.0456848, 0.140625, 82.9375, 0.17688, 1.12988, 0.390381, 4, 12, 4, 4, 24, 10, 2, 6, 2, 2, 12, 6, 2, 6, 2, 2, 12, 4, 31, 23, 24, 18, 28, 17, Triangle
1.36816, 0.912598, 79.3125, 0.709473, 13.9844, 7.74609, 2, 10, 14, 10, 12, 6, 0, 6, 6, 6, 6, 2, 2, 4, 8, 4, 6, 4, 22, 18, 37, 27, 28, 18, Triangle
1.83691, 2.30273, 90.5, 4.33984, 44.5313, 8.98438, 10, 10, 10, 18, 10, 10, 6, 4, 6, 10, 6, 6, 4, 6, 4, 8, 4, 4, 20, 12, 7, 24, 18, 17, Triangle
2.46484, 1.94922, 84.125, 4.24609, 32.7813, 11.5078, 4, 10, 14, 16, 14, 4, 2, 6, 8, 8, 6, 2, 2, 4, 6, 8, 8, 2, 30, 12, 21, 15, 20, 17, Triangle
2.81445, 2.02344, 86.4375, 7.73828, 46.5625, 6.22266, 6, 8, 14, 12, 10, 16, 2, 4, 6, 6, 6, 8, 4, 4, 8, 6, 4, 8, 21, 13, 13, 17, 14, 14, Triangle
3.98047, 2.03125, 76.25, 3.37305, 51.0313, 5.13281, 10, 10, 10, 14, 14, 12, 6, 4, 6, 6, 6, 6, 4, 6, 4, 8, 8, 6, 17, 15, 9, 16, 11, 12, Triangle
2.67383, 2.07227, 88.9375, 5.33594, 37.6563, 8.07813, 4, 12, 4, 10, 10, 10, 2, 6, 2, 6, 6, 6, 2, 6, 2, 4, 4, 4, 23, 12, 14, 23, 14, 17, Triangle
1.79785, 2.22266, 90.625, 7.53516, 32.375, 6.75781, 4, 12, 14, 12, 8, 12, 2, 6, 8, 6, 4, 6, 2, 6, 6, 6, 4, 6, 14, 14, 13, 22, 22, 16, Triangle
2.89453, 2.84961, 73.6875, 4.32031, 48.3125, 12, 6, 10, 10, 10, 10, 10, 2, 6, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 15, 12, 13, 17, 11, 17, Triangle
3.4668, 3.00977, 87.9375, 7.34375, 51.1563, 8.53906, 4, 12, 8, 8, 10, 6, 2, 6, 4, 4, 6, 4, 2, 6, 4, 4, 4, 2, 23, 13, 12, 17, 14, 22, Triangle
3.62305, 2.49805, 82.375, 11.5234, 79, 7.35938, 6, 8, 10, 10, 10, 10, 2, 4, 4, 6, 4, 4, 4, 4, 6, 4, 6, 6, 9, 8, 12, 19, 12, 16, Triangle
3.00586, 3.57617, 87.5, 4.10938, 65.75, 12.2344, 6, 10, 6, 6, 12, 10, 4, 4, 4, 2, 6, 6, 2, 6, 2, 4, 6, 4, 20, 6, 12, 22, 12, 20, Triangle
3.98828, 2.06445, 81.75, 9.125, 71.25, 8.69531, 6, 4, 10, 10, 6, 6, 2, 2, 4, 6, 2, 2, 4, 2, 6, 4, 4, 4, 12, 14, 6, 10, 10, 20, Triangle
3.58984, 2.53125, 85.375, 6.33984, 62.4688, 8.13281, 6, 10, 8, 8, 12, 6, 4, 4, 4, 4, 6, 4, 2, 6, 4, 4, 6, 2, 22, 8, 14, 15, 10, 21, Triangle
3.24609, 1.65039, 88.4375, 6.55078, 59.25, 8.75781, 6, 18, 8, 12, 4, 6, 2, 10, 4, 6, 2, 2, 4, 8, 4, 6, 2, 4, 13, 14, 13, 19, 11, 15, Triangle
5.29688, 1.87695, 74.5625, 4.77344, 84.875, 8.57031, 6, 12, 10, 14, 10, 8, 4, 6, 6, 6, 4, 4, 2, 6, 4, 8, 6, 4, 11, 7, 9, 14, 8, 19, Triangle
3.29883, 2.76563, 84.875, 3.71094, 41.4688, 7.10156, 4, 10, 4, 12, 6, 18, 2, 6, 2, 6, 4, 10, 2, 4, 2, 6, 2, 8, 15, 10, 9, 22, 15, 19, Triangle
3.56641, 2.04688, 82.625, 6.82031, 61.6563, 5.15234, 6, 12, 10, 10, 10, 14, 2, 6, 4, 6, 6, 6, 4, 6, 6, 4, 4, 8, 18, 7, 11, 16, 12, 23, Triangle
0.451904, 0.239746, 86.25, 1.20215, 1.11816, 1.57813, 4, 8, 0, 12, 22, 16, 2, 4, 0, 6, 12, 8, 2, 4, 0, 6, 10, 8, 27, 17, 39, 25, 31, 21, Triangle
0.0286407, 0.136475, 82.5, 0.0559082, 0.335693, 0.216309, 0, 8, 4, 4, 22, 6, 0, 4, 2, 2, 10, 4, 0, 4, 2, 2, 12, 2, 17, 26, 20, 27, 20, 19, Triangle
