@relation 'MLC'

@attribute F1_ENERGY_on_ACC_X numeric
@attribute F2_ENERGY_on_ACC_Y numeric
@attribute F3_ENERGY_on_ACC_Z numeric
@attribute F4_ENERGY_on_GY_X numeric
@attribute F5_ENERGY_on_GY_Y numeric
@attribute F6_ENERGY_on_GY_Z numeric
@attribute F7_ZeroCross_on_ACC_X numeric
@attribute F8_ZeroCross_on_ACC_Y numeric
@attribute F9_ZeroCross_on_ACC_Z numeric
@attribute F10_ZeroCross_on_GY_X numeric
@attribute F11_ZeroCross_on_GY_Y numeric
@attribute F12_ZeroCross_on_GY_Z numeric
@attribute F13_PositiveZeroCross_on_ACC_X numeric
@attribute F14_PositiveZeroCross_on_ACC_Y numeric
@attribute F15_PositiveZeroCross_on_ACC_Z numeric
@attribute F16_PositiveZeroCross_on_GY_X numeric
@attribute F17_PositiveZeroCross_on_GY_Y numeric
@attribute F18_PositiveZeroCross_on_GY_Z numeric
@attribute F19_NegativeZeroCross_on_ACC_X numeric
@attribute F20_NegativeZeroCross_on_ACC_Y numeric
@attribute F21_NegativeZeroCross_on_ACC_Z numeric
@attribute F22_NegativeZeroCross_on_GY_X numeric
@attribute F23_NegativeZeroCross_on_GY_Y numeric
@attribute F24_NegativeZeroCross_on_GY_Z numeric
@attribute F25_PeaKDet_on_ACC_X numeric
@attribute F26_PeaKDet_on_ACC_Y numeric
@attribute F27_PeaKDet_on_ACC_Z numeric
@attribute F28_PeaKDet_on_GY_X numeric
@attribute F29_PeaKDet_on_GY_Y numeric
@attribute F30_PeaKDet_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
0.00590897, 0.00136471, 83.875, 0.00192833, 0.00722885, 0.00226784, 82, 76, 12, 30, 54, 68, 40, 38, 6, 14, 28, 36, 42, 38, 6, 16, 26, 32, 54, 44, 54, 42, 39, 47, Idle
0.00569916, 0.000813484, 83.6875, 0.00226974, 0.00792694, 0.00194645, 82, 86, 0, 36, 48, 62, 40, 42, 0, 20, 24, 30, 42, 44, 0, 16, 24, 32, 58, 55, 53, 51, 41, 50, Idle
0.00657654, 0.000989914, 83.625, 0.00222778, 0.00658798, 0.00203896, 80, 74, 20, 46, 44, 56, 40, 38, 10, 22, 22, 28, 40, 36, 10, 24, 22, 28, 55, 44, 48, 44, 48, 48, Idle
0.00614548, 0.000729084, 83.625, 0.00225639, 0.00920105, 0.00185871, 84, 66, 20, 36, 34, 78, 42, 34, 10, 18, 16, 40, 42, 32, 10, 18, 18, 38, 54, 47, 49, 41, 42, 53, Idle
0.00619125, 0.000819683, 83.5, 0.00296783, 0.00826263, 0.00220871, 86, 80, 20, 48, 36, 54, 44, 40, 10, 24, 18, 24, 42, 40, 10, 24, 18, 30, 47, 45, 56, 46, 49, 51, Idle
0.00567627, 0.000790596, 83.4375, 0.00259399, 0.00777054, 0.00207138, 84, 72, 18, 42, 38, 42, 42, 36, 8, 22, 18, 20, 42, 36, 10, 20, 20, 22, 50, 51, 46, 47, 51, 47, Idle
0.00621796, 0.000989914, 83.75, 0.00191307, 0.0070343, 0.00208092, 80, 64, 20, 32, 32, 62, 38, 32, 12, 16, 16, 30, 42, 32, 8, 16, 16, 32, 55, 46, 53, 41, 40, 41, Idle
0.00570297, 0.000800133, 83.4375, 0.00191116, 0.00763321, 0.00209045, 70, 82, 12, 64, 34, 64, 34, 40, 6, 30, 18, 32, 36, 42, 6, 34, 16, 32, 57, 49, 53, 46, 45, 51, Idle
0.00608826, 0.00066328, 83.625, 0.00279236, 0.00974274, 0.00204468, 86, 74, 28, 44, 34, 60, 44, 36, 12, 22, 18, 32, 42, 38, 16, 22, 16, 28, 54, 48, 51, 41, 43, 49, Idle
0.006073, 0.000769615, 83.4375, 0.00285339, 0.00807953, 0.00207329, 96, 86, 40, 40, 24, 62, 48, 44, 20, 20, 12, 30, 48, 42, 20, 20, 12, 32, 54, 49, 55, 47, 43, 43, Idle
0.0067482, 0.000766277, 83.625, 0.00221062, 0.00723648, 0.00200081, 80, 84, 12, 40, 46, 58, 40, 42, 6, 18, 22, 28, 40, 42, 6, 22, 24, 30, 48, 53, 52, 41, 46, 43, Idle
0.00556183, 0.00107288, 83.5, 0.00221443, 0.00828552, 0.00216866, 68, 74, 8, 42, 28, 68, 36, 38, 4, 22, 14, 34, 32, 36, 4, 20, 14, 34, 46, 43, 52, 46, 43, 47, Idle
0.00626755, 0.00150108, 83.375, 0.00234985, 0.0070343, 0.00224304, 80, 78, 24, 54, 58, 72, 38, 38, 12, 28, 28, 36, 42, 40, 12, 26, 30, 36, 47, 45, 50, 41, 49, 51, Idle
0.00597763, 0.00106812, 83.4375, 0.00252724, 0.00868988, 0.00208473, 86, 80, 30, 38, 60, 64, 42, 40, 16, 18, 32, 32, 44, 40, 14, 20, 28, 32, 54, 49, 51, 41, 40, 43, Idle
0.00592041, 0.00122452, 83.8125, 0.00233841, 0.0089035, 0.00199699, 88, 72, 8, 52, 34, 50, 46, 36, 4, 28, 16, 22, 42, 36, 4, 24, 18, 28, 49, 43, 42, 41, 38, 38, Idle
0.00627518, 0.000711918, 83.8125, 0.00216103, 0.0073204, 0.00209427, 64, 86, 20, 48, 46, 50, 32, 44, 10, 24, 22, 26, 32, 42, 10, 24, 24, 24, 46, 48, 52, 43, 37, 46, Idle
0.00566101, 0.000545025, 83.75, 0.00204468, 0.00728989, 0.00215149, 70, 82, 6, 44, 26, 70, 34, 40, 2, 24, 12, 34, 36, 42, 4, 20, 14, 36, 53, 49, 49, 48, 44, 52, Idle
0.00551224, 0.00178146, 83.625, 0.00263023, 0.00727844, 0.543457, 0, 38, 0, 0, 2, 0, 0, 20, 0, 0, 2, 0, 0, 18, 0, 0, 0, 0, 37, 33, 25, 28, 28, 33, Idle
0.00569153, 0.000323534, 83.375, 0.00196266, 0.00686646, 0.00224304, 28, 34, 0, 10, 18, 0, 14, 16, 0, 10, 8, 0, 14, 18, 0, 0, 10, 0, 45, 38, 38, 27, 22, 36, Idle
0.00518036, 0.000260353, 83.6875, 0.00183105, 0.00717545, 0.00215721, 34, 34, 0, 14, 22, 18, 18, 18, 0, 6, 14, 10, 16, 16, 0, 8, 8, 8, 35, 40, 37, 26, 22, 34, Idle
0.00531387, 0.000155807, 83.9375, 0.00209427, 0.00744247, 0.00190067, 38, 48, 0, 14, 26, 10, 18, 24, 0, 10, 12, 4, 20, 24, 0, 4, 14, 6, 43, 40, 32, 30, 24, 31, Idle
0.00584412, 0.000141859, 83.75, 0.00210571, 0.00634384, 0.00197601, 34, 36, 0, 14, 18, 8, 18, 18, 0, 6, 12, 2, 16, 18, 0, 8, 6, 6, 45, 39, 28, 28, 29, 25, Idle
0.00575256, 0.000188828, 83.5, 0.00207138, 0.0089035, 0.00182152, 40, 44, 0, 20, 14, 14, 18, 22, 0, 12, 6, 6, 22, 22, 0, 8, 8, 8, 38, 31, 35, 27, 35, 40, Idle
0.00540543, 0.00024271, 83.1875, 0.00276947, 0.00804138, 0.00214386, 32, 34, 0, 18, 20, 6, 16, 20, 0, 8, 10, 4, 16, 14, 0, 10, 10, 2, 43, 38, 28, 25, 25, 36, Idle
0.0050621, 0.000192404, 83.3125, 0.00247192, 0.00761795, 0.00203323, 42, 28, 6, 18, 24, 14, 18, 14, 4, 8, 12, 8, 24, 14, 2, 10, 12, 6, 42, 47, 36, 23, 24, 32, Idle
0.00574875, 0.000196338, 83.75, 0.00178242, 0.00680542, 0.00200653, 26, 30, 2, 14, 16, 18, 12, 16, 2, 8, 8, 4, 14, 14, 0, 6, 8, 14, 43, 31, 30, 22, 23, 28, Idle
0.00525284, 0.000123739, 83.375, 0.00187302, 0.00749969, 0.00205803, 32, 40, 0, 20, 16, 6, 14, 20, 0, 8, 8, 0, 18, 20, 0, 12, 8, 6, 37, 41, 34, 28, 30, 39, Idle
0.00558472, 0.000154614, 83.375, 0.00259399, 0.00933838, 0.00198364, 32, 36, 0, 16, 14, 12, 16, 20, 0, 8, 6, 4, 16, 16, 0, 8, 8, 8, 41, 45, 32, 25, 27, 33, Idle
0.00564575, 0.000155568, 83.5625, 0.00269318, 0.00786591, 0.00201035, 40, 44, 0, 18, 12, 10, 18, 20, 0, 10, 6, 6, 22, 24, 0, 8, 6, 4, 41, 42, 42, 32, 26, 42, Idle
0.00601578, 0.000163555, 83.8125, 0.00209618, 0.00701141, 0.00193691, 30, 40, 2, 20, 20, 12, 16, 20, 0, 10, 10, 4, 14, 20, 2, 10, 10, 8, 38, 44, 38, 30, 24, 26, Idle
0.00502777, 0.000209689, 83.3125, 0.00213623, 0.00828552, 0.00211143, 28, 24, 0, 20, 22, 4, 16, 12, 0, 8, 12, 0, 12, 12, 0, 12, 10, 4, 32, 38, 34, 23, 25, 31, Idle
0.00536346, 0.000215292, 83.5, 0.00218964, 0.00674057, 0.00213432, 40, 40, 0, 20, 22, 14, 22, 20, 0, 10, 10, 8, 18, 20, 0, 10, 12, 6, 43, 41, 39, 25, 24, 38, Idle
0.00515747, 0.00023365, 83.5, 0.00234985, 0.008461, 0.00200653, 40, 42, 0, 24, 22, 24, 22, 22, 0, 12, 12, 8, 18, 20, 0, 12, 10, 16, 36, 38, 33, 21, 27, 32, Idle
0.00535583, 0.000154853, 83.5625, 0.00224686, 0.008461, 0.00194836, 26, 38, 0, 12, 28, 14, 10, 18, 0, 4, 14, 4, 16, 20, 0, 8, 14, 10, 47, 41, 24, 31, 20, 31, Idle
0.00576782, 0.000155687, 83.75, 0.00198364, 0.00717545, 0.00204086, 16, 36, 2, 28, 16, 6, 10, 20, 2, 14, 10, 2, 6, 16, 0, 14, 6, 4, 33, 34, 33, 25, 21, 33, Idle
0.00505447, 0.000143647, 84.0625, 0.00189972, 0.00695419, 0.00209045, 36, 40, 4, 18, 14, 10, 18, 18, 2, 8, 6, 4, 18, 22, 2, 10, 8, 6, 36, 41, 27, 36, 32, 38, Idle
0.00517273, 0.000284672, 83.6875, 0.00221443, 0.00705719, 0.170654, 0, 32, 0, 0, 2, 0, 0, 18, 0, 0, 2, 0, 0, 14, 0, 0, 0, 0, 41, 32, 27, 25, 28, 34, Idle
0.00561523, 0.000194907, 83.4375, 0.00185394, 0.00662231, 0.00222969, 14, 16, 0, 4, 12, 0, 6, 8, 0, 4, 6, 0, 8, 8, 0, 0, 6, 0, 37, 35, 15, 26, 18, 34, Idle
0.00508118, 0.000139594, 83.8125, 0.0018425, 0.00730133, 0.00214195, 20, 34, 0, 8, 8, 8, 10, 18, 0, 4, 4, 2, 10, 16, 0, 4, 4, 6, 34, 41, 34, 17, 26, 32, Idle
0.00525665, 6.32405e-05, 84.125, 0.00191975, 0.00704193, 0.00190258, 28, 20, 0, 4, 12, 0, 12, 10, 0, 2, 4, 0, 16, 10, 0, 2, 8, 0, 44, 40, 29, 23, 27, 38, Idle
0.00572968, 7.27177e-05, 83.6875, 0.00202942, 0.00623322, 0.00195313, 30, 16, 0, 8, 10, 4, 16, 6, 0, 2, 6, 2, 14, 10, 0, 6, 4, 2, 42, 33, 19, 36, 25, 39, Idle
0.00577164, 0.000122905, 83.5625, 0.00204277, 0.00883484, 0.00183487, 10, 14, 0, 2, 10, 0, 6, 8, 0, 0, 6, 0, 4, 6, 0, 2, 4, 0, 40, 42, 25, 29, 22, 38, Idle
0.0052681, 0.000157714, 83.125, 0.00265121, 0.00792694, 0.00210762, 14, 24, 0, 10, 10, 0, 8, 12, 0, 6, 6, 0, 6, 12, 0, 4, 4, 0, 41, 38, 22, 17, 18, 41, Idle
0.00494003, 0.000134945, 83.4375, 0.00236893, 0.00743866, 0.00203896, 24, 16, 2, 2, 12, 2, 14, 6, 2, 2, 6, 2, 10, 10, 0, 0, 6, 0, 45, 45, 24, 19, 24, 36, Idle
0.00565338, 0.000100493, 83.625, 0.00172234, 0.0067749, 0.00200272, 8, 22, 0, 8, 10, 4, 4, 10, 0, 4, 6, 0, 4, 12, 0, 4, 4, 4, 43, 31, 22, 22, 26, 33, Idle
0.00527954, 7.15852e-05, 83.125, 0.00183964, 0.00737, 0.00204468, 10, 32, 0, 2, 10, 2, 4, 16, 0, 0, 6, 0, 6, 16, 0, 2, 4, 2, 39, 37, 26, 28, 8, 39, Idle
0.00551987, 0.000100255, 83.3125, 0.00248146, 0.00904846, 0.00198746, 24, 18, 0, 6, 6, 6, 12, 12, 0, 4, 2, 0, 12, 6, 0, 2, 4, 6, 47, 37, 24, 17, 22, 34, Idle
0.0056572, 7.63535e-05, 83.5625, 0.00265884, 0.00777054, 0.00198174, 28, 18, 0, 8, 2, 2, 14, 8, 0, 6, 0, 2, 14, 10, 0, 2, 2, 0, 41, 42, 32, 28, 27, 39, Idle
0.00576019, 9.12547e-05, 83.6875, 0.00198746, 0.00692749, 0.00193024, 24, 20, 0, 4, 16, 2, 14, 10, 0, 2, 8, 0, 10, 10, 0, 2, 8, 2, 40, 40, 26, 25, 25, 35, Idle
0.00489807, 0.000130534, 83.3125, 0.0021019, 0.00816345, 0.00212479, 18, 22, 0, 12, 8, 12, 8, 12, 0, 6, 4, 4, 10, 10, 0, 6, 4, 8, 36, 40, 30, 22, 21, 34, Idle
0.00537109, 0.000139356, 83.875, 0.00211906, 0.0066452, 0.00209999, 14, 40, 0, 6, 10, 4, 6, 20, 0, 4, 8, 2, 8, 20, 0, 2, 2, 2, 37, 33, 24, 21, 22, 37, Idle
0.0050087, 0.00011909, 83.375, 0.00227547, 0.0083313, 0.00200844, 24, 12, 0, 6, 8, 6, 10, 4, 0, 4, 6, 2, 14, 8, 0, 2, 2, 4, 36, 40, 22, 30, 30, 30, Idle
0.00534439, 9.31621e-05, 83.9375, 0.00219345, 0.00820923, 0.0019207, 18, 32, 0, 2, 6, 0, 10, 16, 0, 2, 2, 0, 8, 16, 0, 0, 4, 0, 36, 43, 18, 24, 24, 29, Idle
0.0056572, 9.11355e-05, 83.75, 0.00190353, 0.00714874, 0.00203896, 20, 22, 0, 8, 8, 0, 10, 10, 0, 4, 4, 0, 10, 12, 0, 4, 4, 0, 38, 38, 30, 37, 22, 37, Idle
0.004879, 6.79493e-05, 84.0625, 0.00184155, 0.00687027, 0.00208092, 16, 14, 0, 6, 10, 2, 8, 4, 0, 2, 8, 0, 8, 10, 0, 4, 2, 2, 34, 47, 22, 24, 19, 36, Idle
0.00519943, 8.76188e-05, 83.6875, 0.00210381, 0.00706482, 0.0467834, 0, 16, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 43, 34, 11, 26, 27, 29, Idle
0.00553513, 0.000121355, 83.6875, 0.00176144, 0.00646973, 0.0022049, 2, 12, 0, 2, 0, 0, 0, 4, 0, 2, 0, 0, 2, 8, 0, 0, 0, 0, 38, 36, 12, 28, 21, 38, Idle
0.00499344, 5.27501e-05, 84.0625, 0.00187492, 0.00744247, 0.00212669, 6, 20, 0, 2, 2, 0, 4, 12, 0, 0, 2, 0, 2, 8, 0, 2, 0, 0, 38, 33, 8, 19, 23, 29, Idle
0.00528717, 2.25902e-05, 84.125, 0.00175476, 0.00662231, 0.00191879, 2, 4, 0, 2, 4, 0, 2, 2, 0, 2, 0, 0, 0, 2, 0, 0, 4, 0, 40, 38, 10, 21, 21, 33, Idle
0.00554276, 3.20077e-05, 84.125, 0.0019989, 0.00639343, 0.0019207, 6, 16, 0, 2, 4, 0, 2, 12, 0, 0, 4, 0, 4, 4, 0, 2, 0, 0, 39, 36, 10, 23, 31, 31, Idle
0.00587463, 9.13143e-05, 83.6875, 0.00210381, 0.00878143, 0.00185871, 0, 6, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 2, 0, 0, 0, 0, 43, 39, 16, 22, 22, 34, Idle
0.00521088, 0.000120103, 83.1875, 0.0024929, 0.00779343, 0.00205612, 10, 6, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 35, 38, 14, 26, 23, 34, Idle
0.00481796, 0.000112712, 83.3125, 0.00227356, 0.00716782, 0.00207138, 8, 10, 0, 0, 4, 0, 2, 4, 0, 0, 0, 0, 6, 6, 0, 0, 4, 0, 49, 44, 14, 23, 33, 36, Idle
0.00564957, 5.11408e-05, 83.4375, 0.00177288, 0.00695801, 0.00201035, 6, 8, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 47, 36, 12, 20, 19, 38, Idle
0.00534821, 4.40478e-05, 83.0625, 0.00184441, 0.0072403, 0.00199318, 4, 16, 0, 0, 2, 0, 0, 6, 0, 0, 0, 0, 4, 10, 0, 0, 2, 0, 35, 35, 12, 20, 20, 37, Idle
0.00542831, 6.38962e-05, 83, 0.00236702, 0.00866699, 0.00200272, 10, 12, 0, 0, 2, 0, 6, 8, 0, 0, 0, 0, 4, 4, 0, 0, 2, 0, 43, 38, 10, 25, 20, 37, Idle
0.00567245, 5.62072e-05, 83.75, 0.00259972, 0.00778198, 0.00196266, 12, 2, 0, 0, 2, 0, 8, 2, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 47, 46, 12, 26, 26, 38, Idle
0.00553894, 6.3777e-05, 84.125, 0.00192451, 0.00690079, 0.00192833, 6, 4, 0, 0, 4, 0, 4, 2, 0, 0, 2, 0, 2, 2, 0, 0, 2, 0, 40, 42, 22, 26, 26, 24, Idle
0.00475311, 9.22084e-05, 83.25, 0.00201988, 0.00787354, 0.00213242, 4, 24, 0, 0, 2, 0, 2, 12, 0, 0, 0, 0, 2, 12, 0, 0, 2, 0, 30, 35, 10, 27, 24, 33, Idle
0.00541687, 0.000112891, 84.0625, 0.00212669, 0.00675201, 0.00207329, 4, 16, 0, 0, 4, 0, 2, 8, 0, 0, 2, 0, 2, 8, 0, 0, 2, 0, 39, 43, 20, 22, 30, 46, Idle
0.00497055, 7.52211e-05, 83.5, 0.00225639, 0.0082016, 0.00201607, 4, 8, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 38, 39, 14, 29, 29, 36, Idle
0.00534439, 5.70416e-05, 83.8125, 0.00216293, 0.00804901, 0.00189495, 6, 14, 0, 2, 0, 0, 2, 6, 0, 2, 0, 0, 4, 8, 0, 0, 0, 0, 35, 42, 6, 24, 30, 33, Idle
0.00564194, 6.10948e-05, 84.125, 0.0018816, 0.00722504, 0.00204277, 4, 10, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 4, 4, 0, 2, 0, 0, 42, 39, 14, 33, 24, 29, Idle
0.00477982, 4.35114e-05, 83.6875, 0.00183487, 0.00678635, 0.00205612, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 43, 41, 14, 30, 20, 36, Idle
0.37085, 0.876465, 82.125, 1.88965, 4.39844, 1.78516, 12, 4, 0, 56, 42, 24, 6, 2, 0, 28, 22, 12, 6, 2, 0, 28, 20, 12, 44, 46, 51, 43, 33, 41, Idle
0.312744, 0.634277, 82.6875, 1.45215, 3.0625, 0.259033, 24, 34, 66, 26, 38, 30, 12, 18, 34, 12, 18, 16, 12, 16, 32, 14, 20, 14, 49, 50, 46, 34, 46, 42, Idle
0.290039, 0.0916138, 83.1875, 0.625977, 3.16211, 0.401855, 8, 4, 56, 10, 26, 10, 4, 2, 32, 6, 14, 4, 4, 2, 24, 4, 12, 6, 48, 46, 43, 39, 40, 39, Idle
0.515625, 0.421387, 82.75, 1.90527, 4.94922, 0.683105, 10, 22, 66, 22, 12, 30, 6, 10, 32, 10, 6, 16, 4, 12, 34, 12, 6, 14, 48, 51, 45, 38, 32, 41, Idle
0.420898, 0.754395, 82.4375, 1.33887, 5.61719, 0.325439, 18, 24, 62, 22, 60, 52, 8, 12, 30, 12, 30, 26, 10, 12, 32, 10, 30, 26, 50, 50, 40, 38, 42, 45, Idle
0.226929, 0.223145, 83.125, 0.427246, 2.49219, 0.164307, 32, 8, 74, 52, 40, 62, 16, 4, 36, 26, 20, 30, 16, 4, 38, 26, 20, 32, 44, 50, 48, 36, 43, 48, Idle
1.37988, 0.23938, 82.125, 0.380371, 1.52539, 0.10022, 0, 36, 62, 48, 44, 52, 0, 18, 32, 24, 22, 26, 0, 18, 30, 24, 22, 26, 43, 50, 48, 38, 36, 41, Idle
0.390869, 0.165649, 83.3125, 0.541992, 2.35156, 1.55176, 14, 60, 60, 50, 40, 46, 8, 30, 30, 26, 20, 24, 6, 30, 30, 24, 20, 22, 39, 49, 52, 43, 39, 41, Idle
0.347412, 0.0400696, 83.0625, 0.0535583, 0.179077, 0.154053, 52, 18, 80, 40, 42, 0, 26, 10, 38, 20, 20, 0, 26, 8, 42, 20, 22, 0, 47, 51, 50, 40, 47, 41, Idle
0.135376, 0.057251, 83.75, 0.432861, 0.661133, 8.32031, 28, 64, 64, 48, 58, 2, 14, 32, 32, 24, 30, 2, 14, 32, 32, 24, 28, 0, 55, 54, 50, 43, 51, 44, Idle
0.450684, 0.124512, 83.3125, 0.808105, 0.803711, 10.9063, 26, 4, 74, 40, 62, 2, 14, 2, 38, 20, 30, 0, 12, 2, 36, 20, 32, 2, 50, 56, 46, 42, 53, 37, Idle
0.234497, 0.190796, 83.375, 1.26465, 3.17188, 13.5703, 16, 72, 90, 38, 38, 12, 8, 36, 46, 20, 20, 6, 8, 36, 44, 18, 18, 6, 50, 51, 57, 43, 48, 39, Idle
0.189575, 0.141968, 83.375, 1.77344, 2.24805, 0.624512, 30, 20, 70, 38, 34, 20, 16, 10, 34, 18, 16, 10, 14, 10, 36, 20, 18, 10, 42, 52, 51, 36, 37, 37, Idle
0.397949, 0.224731, 83, 1.34961, 2.3418, 0.119568, 18, 38, 74, 20, 20, 32, 8, 20, 38, 10, 10, 16, 10, 18, 36, 10, 10, 16, 47, 47, 47, 35, 35, 42, Idle
0.584961, 0.317383, 83.125, 1.77051, 4.08203, 0.364258, 16, 38, 68, 16, 36, 46, 8, 18, 32, 8, 18, 24, 8, 20, 36, 8, 18, 22, 38, 48, 39, 30, 32, 42, Idle
0.598145, 0.855469, 82, 4.15234, 1.76074, 1.25098, 30, 8, 70, 12, 48, 44, 16, 4, 36, 6, 24, 22, 14, 4, 34, 6, 24, 22, 42, 43, 49, 27, 39, 37, Idle
0.207642, 0.0875854, 83.25, 0.842773, 3.04688, 0.171631, 2, 2, 48, 28, 56, 58, 0, 2, 24, 14, 28, 30, 2, 0, 24, 14, 28, 28, 49, 54, 49, 33, 37, 53, Idle
0.430908, 0.341064, 82.8125, 1.4834, 1.85938, 0.251221, 10, 24, 72, 20, 20, 44, 6, 12, 36, 10, 10, 22, 4, 12, 36, 10, 10, 22, 38, 42, 40, 34, 44, 44, Idle
0.32666, 0.868164, 82, 0.715332, 2.61133, 1.24121, 4, 0, 0, 22, 32, 12, 2, 0, 0, 12, 16, 6, 2, 0, 0, 10, 16, 6, 23, 28, 46, 29, 23, 19, Idle
0.282471, 0.594238, 82.625, 1.04395, 2.4375, 0.126831, 10, 14, 34, 10, 18, 18, 6, 8, 16, 4, 8, 8, 4, 6, 18, 6, 10, 10, 25, 24, 40, 21, 21, 19, Idle
0.288574, 0.0838013, 83.25, 0.497803, 2.69141, 0.34375, 6, 4, 16, 10, 10, 10, 2, 2, 10, 6, 6, 6, 4, 2, 6, 4, 4, 4, 18, 28, 35, 19, 21, 17, Idle
0.48877, 0.429932, 82.5, 1.49219, 4.47266, 0.480469, 6, 6, 30, 16, 12, 14, 4, 2, 16, 8, 6, 6, 2, 4, 14, 8, 6, 8, 18, 35, 26, 17, 13, 21, Idle
0.345703, 0.69043, 82.375, 0.834473, 3.73633, 0.145874, 6, 12, 34, 12, 44, 16, 2, 6, 18, 6, 22, 8, 4, 6, 16, 6, 22, 8, 33, 28, 30, 26, 32, 36, Idle
0.205566, 0.201172, 83, 0.162354, 1.52637, 0.0612183, 18, 0, 30, 28, 20, 34, 8, 0, 16, 14, 10, 18, 10, 0, 14, 14, 10, 16, 27, 36, 42, 23, 25, 39, Idle
1.35059, 0.225586, 82, 0.314941, 1.70801, 0.0376282, 0, 16, 24, 24, 16, 20, 0, 8, 10, 12, 8, 10, 0, 8, 14, 12, 8, 10, 27, 28, 38, 27, 21, 26, Idle
0.331299, 0.127563, 83.3125, 0.197754, 0.620117, 1.12695, 4, 20, 18, 26, 30, 16, 2, 10, 10, 14, 16, 8, 2, 10, 8, 12, 14, 8, 37, 37, 34, 28, 24, 27, Idle
0.340576, 0.0349121, 83.125, 0.0202637, 0.0834961, 0.123169, 20, 4, 30, 8, 18, 0, 10, 2, 12, 4, 8, 0, 10, 2, 18, 4, 10, 0, 35, 34, 48, 31, 36, 23, Idle
0.0986938, 0.0374756, 83.5, 0.206665, 0.349121, 8.41406, 2, 24, 18, 22, 18, 2, 2, 12, 8, 12, 10, 2, 0, 12, 10, 10, 8, 0, 46, 34, 33, 23, 34, 23, Idle
0.368652, 0.0938721, 83.25, 0.382324, 0.341309, 11.0625, 8, 0, 22, 18, 18, 2, 4, 0, 14, 8, 8, 0, 4, 0, 8, 10, 10, 2, 35, 51, 33, 21, 37, 20, Idle
0.191162, 0.151489, 83.4375, 0.789551, 1.99805, 11.2344, 6, 28, 28, 16, 18, 4, 4, 14, 14, 8, 10, 2, 2, 14, 14, 8, 8, 2, 24, 41, 41, 22, 20, 19, Idle
0.140747, 0.115723, 83.4375, 1.25293, 1.56934, 0.405518, 10, 18, 42, 20, 18, 8, 6, 10, 20, 10, 8, 4, 4, 8, 22, 10, 10, 4, 30, 36, 46, 25, 21, 24, Idle
0.38623, 0.217407, 82.9375, 0.858887, 1.50977, 0.0742188, 10, 14, 24, 14, 16, 18, 4, 8, 12, 6, 8, 8, 6, 6, 12, 8, 8, 10, 29, 32, 34, 22, 18, 26, Idle
0.54541, 0.284424, 83.125, 1.27832, 2.9707, 0.254395, 12, 10, 30, 8, 8, 18, 6, 4, 12, 4, 4, 10, 6, 6, 18, 4, 4, 8, 22, 25, 31, 22, 21, 23, Idle
0.554199, 0.817383, 82.25, 3.53516, 0.935547, 0.916016, 14, 4, 26, 8, 16, 16, 8, 2, 14, 4, 8, 8, 6, 2, 12, 4, 8, 8, 36, 20, 25, 14, 26, 16, Idle
0.205811, 0.0889893, 83.0625, 0.633789, 2.23242, 0.111877, 2, 2, 22, 14, 22, 18, 0, 2, 10, 8, 12, 8, 2, 0, 12, 6, 10, 10, 31, 33, 41, 18, 27, 36, Idle
0.293213, 0.877441, 82, 0.417969, 1.61523, 0.828125, 4, 0, 0, 18, 16, 8, 2, 0, 0, 10, 8, 4, 2, 0, 0, 8, 8, 4, 18, 17, 42, 16, 16, 19, Idle
0.25415, 0.557129, 82.5625, 0.768066, 1.875, 0.0716553, 6, 14, 8, 10, 8, 10, 4, 8, 4, 4, 4, 4, 2, 6, 4, 6, 4, 6, 18, 21, 33, 13, 19, 17, Idle
0.291748, 0.0770264, 82.75, 0.368408, 2.02344, 0.268066, 6, 0, 8, 12, 10, 10, 2, 0, 4, 6, 6, 6, 4, 0, 4, 6, 4, 4, 11, 17, 36, 15, 9, 11, Idle
0.422852, 0.425537, 82.4375, 1.18262, 3.98633, 0.404541, 6, 2, 10, 10, 10, 14, 4, 0, 6, 6, 6, 6, 2, 2, 4, 4, 4, 8, 12, 24, 31, 13, 9, 23, Idle
0.310059, 0.679688, 82.3125, 0.370605, 1.84766, 0.0788574, 6, 4, 20, 12, 16, 4, 2, 2, 12, 6, 8, 2, 4, 2, 8, 6, 8, 2, 15, 25, 35, 27, 33, 31, Idle
0.197998, 0.190674, 82.8125, 0.0728149, 0.921875, 0.0375977, 6, 0, 22, 32, 26, 24, 2, 0, 10, 16, 14, 12, 4, 0, 12, 16, 12, 12, 21, 34, 40, 25, 19, 26, Idle
