AccX[mg]	AccY[mg]	AccZ[mg]	GyrX[dps]	GyrY[dps]	GyrZ[dps]	
9.45500025	-3.3244999999999996	1015.8025204999999	0.04484375000000007	-3.3884375	-3.4857812500000005
16.195500250000002	0.0	1015.8025205	-0.4112499999999999	-1.8746875000000007	-1.1943750000000002
17.70525025	-3.1872499999999997	1016.382019	-1.518125	1.8221875	2.42265625
12.139	-6.48125	1017.38851925	-2.30890625	5.62078125	5.589062500000001
7.94525	-8.1435	1016.42776475	-1.8199999999999998	6.538437500000001	6.675156250000001
3.3702499999999995	-8.03675	1016.03126525	-0.6978125	6.44875	6.9825
0.7624999999999998	-6.89300025	1015.7567747500001	-0.37296875	5.079375000000001	6.34375
-1.0675	-7.670750249999999	1014.82652275	-0.9154687499999999	2.73875	4.3159374999999995
-2.6534999999999997	-9.05850025	1015.78727725	-0.31062499999999993	2.48828125	2.76609375
-2.8212499999999996	-7.640250249999999	1013.66752625	0.20999999999999996	2.9837499999999997	1.1145312499999998
-5.734	-4.92575	1012.920273	-0.40796875	2.82953125	-0.84984375
-6.38975	-4.1785000000000005	1013.9115145	-0.511875	2.6074999999999995	-1.95671875
-9.56175	-4.941	1015.52801525	-0.3871875	2.16125	-2.4434375
-12.91675	-5.7645	1016.8242645	-0.31500000000000006	1.38359375	-2.4904687500000002
-12.154250000000001	-6.5575	1017.63250725	-0.31062500000000004	1.40546875	-1.6898437499999999
-12.5965	-5.96275	1017.3275145	-0.2909375	3.30421875	0.6212500000000001
-13.00825	-6.328749999999999	1016.13801575	-0.053593749999999996	2.03765625	1.48640625
-13.374250250000001	-5.7035	1016.18376175	0.4003125	1.0237499999999997	1.981875
-13.679250249999999	-5.7035	1016.000763	0.49	0.6103125	1.8046875
-12.352500250000002	-5.307	1015.00950625	0.07000000000000006	-0.34234374999999995	0.17062499999999997
-12.4592505	-4.026	1014.15550225	-0.04921874999999998	1.74453125	-0.54140625
-16.21075025	-4.590249999999999	1014.506256	-0.09406249999999994	0.9778125000000002	-2.6796875
-13.57250025	-3.6905	1013.71325675	0.18921875000000005	-2.80109375	-5.683125
-10.17175025	-4.49875	1012.188263	1.8506250000000002	-3.22765625	-6.665312500000001
-7.2284999999999995	-1.525	1012.1272582500001	1.71828125	0.11375000000000046	-5.862500000000001
-12.1695005	-4.132750000000001	1010.1447599999999	0.5151562500000001	4.699843749999999	-3.7428125
-22.11250025	-4.453	1011.0140074999999	1.8353125000000001	6.56359375	-0.53375
-26.1232505	-2.54675	1013.621765	1.6165625000000001	3.5054687500000004	1.33109375
-30.10350025	-4.4072499999999994	1014.12501525	0.59828125	-2.54078125	1.7303125000000001
-23.31724975	1.5402500000000001	1015.7872619999999	0.5796874999999998	-6.3809375	1.8987500000000002
-18.5745	1.6775	1015.619522	-0.31281249999999994	-4.63640625	1.52359375
-21.01449975	1.4945	1015.4975127499999	-0.5282812499999998	-1.1506250000000002	0.53046875
-19.30650025	5.41375	1022.4820097500001	0.06562500000000004	1.77625	-0.75140625
-22.14300025	5.50525	1022.771759	-0.1323437500000001	3.28671875	-1.9206249999999998
-25.26925	4.88	1023.366501	-0.11156250000000001	3.4890625	-2.3471875
-26.900999999999996	5.74925	1022.64975	0.15750000000000008	3.4223437500000005	-2.1339062500000003
-26.839999749999997	7.06075	1013.2100070000001	1.07078125	2.7398437500000004	-1.89
-26.62649975	7.548749999999999	1013.0117495000001	1.85828125	1.4678125	-1.8287499999999999
-8.66200025	44.56049875	1008.02500925	2.35921875	-0.88375	-9.188594
-9.912500000000001	3.9039999999999964	1005.707016	-1.08390625	0.019687499999999858	-16.699375250000003
-16.1040005	12.611750249999996	1021.03326425	15.626406000000001	1.7642187500000002	-30.960782000000002
-15.006000500000003	-6.740499500000002	1033.3247835	25.420936750000003	-7.433124500000001	-57.97203175
-27.06875025	-43.90474825000001	1046.851517	22.503905500000002	-12.27515575	-80.19156225
-34.007500500000006	22.89025175	1042.3375095	23.472968	-10.4737495	-87.40593725
-66.93224975000001	0.25925125000000193	1040.26350425	-1.8232817500000014	-20.48156225	-90.53515524999999
-65.87999975	37.332001500000004	1032.16575625	-12.46109375	-26.31781275	-68.80671774999999
-19.931748250000005	30.17975150000001	1024.6627655	-7.963593750000001	-34.426874749999996	-37.6249995
-3.248248250000006	37.606499750000005	1053.47003175	-2.0157812500000007	-39.497499749999996	-17.592968
76.96675175	51.606	1017.02253725	12.1373435	-35.579687	8.52359375
101.22950125	33.32124950000001	1060.3782807500002	16.2235935	-24.076718250000003	19.32875
119.75824875	55.95225000000001	1033.87377925	10.12374975	-10.573281249999999	21.35984375
185.561998	43.1422505	1026.95025625	2.654531000000001	-7.729531249999999	17.43218725
195.12374649999998	77.57675225	1078.1292572500001	-7.966875	9.093437250000001	9.763906500000001
179.126497	101.79375174999998	1046.485489	-11.545625000000001	34.99671775	8.955625
139.07999775	112.5145015	1110.0932315	-11.83984375	52.23968725	7.50421875
50.55374900000001	105.850252	1057.6332400000001	-11.913124999999999	49.80937475	8.5946875
11.483250499999999	70.54650025	1035.55123925	-9.8459375	30.248749749999998	9.0365625
7.7927504999999995	11.635748999999997	1047.65975975	-13.22125	19.975156749999996	7.4232812500000005
-143.77700299999998	-42.4102525	913.21577475	-10.38953125	16.60968775	6.6314062499999995
-153.2777545	-32.848501999999996	920.368027	2.1568749999999994	2.233437500000001	3.0275
-183.94550475	-16.942750999999998	910.318268	15.885625	-19.199686999999997	-0.5676562500000002
-180.74300474999998	37.438750999999996	852.3835144999999	23.56484375	-48.9825	-3.2167187499999996
