@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_GY_X numeric
@attribute F5_MEAN_on_GY_Y numeric
@attribute F6_VAR_on_ACC_X numeric
@attribute F7_VAR_on_ACC_Z numeric
@attribute F8_VAR_on_GY_Z numeric
@attribute F9_ENERGY_on_ACC_X numeric
@attribute F10_ENERGY_on_ACC_Y numeric
@attribute F11_ENERGY_on_GY_Z numeric
@attribute F12_PeakToPeak_on_ACC_X numeric
@attribute F13_ZeroCross_on_ACC_X numeric
@attribute F14_ZeroCross_on_GY_Z numeric
@attribute F15_PositiveZeroCross_on_ACC_X numeric
@attribute F16_PositiveZeroCross_on_ACC_Y numeric
@attribute F17_PositiveZeroCross_on_ACC_Z numeric
@attribute F18_PositiveZeroCross_on_GY_X numeric
@attribute F19_PositiveZeroCross_on_GY_Y numeric
@attribute F20_PositiveZeroCross_on_GY_Z numeric
@attribute F21_PeaKDet_on_ACC_X numeric
@attribute F22_PeaKDet_on_ACC_Y numeric
@attribute F23_PeaKDet_on_ACC_Z numeric
@attribute F24_PeaKDet_on_GY_X numeric
@attribute F25_PeaKDet_on_GY_Y numeric
@attribute F26_PeaKDet_on_GY_Z numeric
@attribute F27_PosPeaKDet_on_ACC_X numeric
@attribute F28_PosPeaKDet_on_ACC_Y numeric
@attribute F29_PosPeaKDet_on_ACC_Z numeric
@attribute F30_PosPeaKDet_on_GY_X numeric
@attribute F31_PosPeaKDet_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
-0.0704956, -0.057251, 0.987793, 0.0952759, 0.0700684, 0.0343018, 0.00976563, 0.160645, 3.18359, 0.857422, 13.1328, 0.583496, 6, 4, 2, 2, 2, 2, 2, 2, 4, 18, 22, 15, 11, 8, 2, 9, 11, 7, 4, Circle
-0.11084, -0.0774536, 0.970215, 0.0881348, 0.0124969, 0.0363159, 0.012207, 0.116455, 3.9375, 0.863281, 9.44531, 0.561035, 4, 6, 2, 2, 2, 4, 2, 2, 6, 9, 10, 10, 10, 4, 3, 5, 5, 5, 2, Circle
-0.12561, -0.0840454, 0.962891, 0.135864, -0.0603333, 0.0353088, 0.00732422, 0.249878, 4.14063, 0.854004, 20.8125, 0.549316, 4, 4, 2, 2, 2, 2, 2, 2, 11, 24, 15, 21, 9, 9, 5, 12, 7, 11, 4, Circle
-0.088501, -0.0981445, 0.98291, 0.074646, -0.0963745, 0.0306244, 0.012207, 0.192261, 3.11719, 1.43066, 15.5859, 0.549805, 6, 6, 4, 2, 4, 2, 4, 4, 4, 15, 20, 17, 12, 8, 2, 7, 10, 8, 4, Circle
-0.0718384, -0.137573, 0.989258, 0.0490723, -0.0388489, 0.0376587, 0.00976563, 0.1427, 3.4707, 1.9873, 11.8516, 0.583008, 4, 4, 2, 6, 2, 4, 6, 2, 8, 12, 18, 23, 14, 10, 4, 6, 9, 12, 5, Circle
-0.00801086, 6.32405e-05, 1.01074, -0.00494003, 0.00804138, 2.38419e-05, 0.00976563, 0.0103073, 0.0071373, 0.0122757, 0.890625, 0.0340271, 4, 0, 2, 36, 0, 0, 2, 0, 53, 40, 46, 40, 47, 48, 26, 20, 23, 20, 24, Idle
-0.00830078, 0.000658035, 1.01172, -0.004776, 0.00907135, 1.22786e-05, 0.00585938, 1.49012e-06, 0.00658035, 0.00161457, 0.00232887, 0.0149994, 74, 0, 38, 36, 2, 30, 18, 0, 40, 46, 51, 45, 50, 39, 20, 23, 26, 22, 20, Idle
-0.00783539, 0.000498295, 1.01172, -0.00440979, 0.00912476, 1.15037e-05, 0.0117188, 1.72853e-06, 0.00590897, 0.00136471, 0.00226784, 0.0138397, 82, 68, 40, 38, 6, 14, 28, 36, 54, 44, 54, 42, 39, 47, 27, 22, 27, 21, 23, Idle
-0.00792694, 0.000324965, 1.01172, -0.00487137, 0.00947571, 7.51019e-06, 0.00878906, 8.34465e-07, 0.00569916, 0.000813484, 0.00194645, 0.0124969, 82, 62, 40, 42, 0, 20, 24, 30, 58, 55, 53, 51, 41, 50, 29, 28, 26, 26, 25, Idle
-0.00839233, 0.000290394, 1.0127, -0.00484085, 0.00861359, 1.06692e-05, 0.00585938, 1.13249e-06, 0.00657654, 0.000989914, 0.00203896, 0.0181732, 80, 56, 40, 38, 10, 22, 22, 28, 55, 44, 48, 44, 48, 48, 28, 22, 24, 22, 24, Idle
-0.00831604, 0.000766754, 1.0127, -0.00481415, 0.0102768, 6.67572e-06, 0.00585938, 7.15256e-07, 0.00614548, 0.000729084, 0.00185871, 0.0137787, 84, 78, 42, 34, 10, 18, 16, 40, 54, 47, 49, 41, 42, 53, 27, 23, 25, 20, 27, Idle
-0.00802612, 0.00105286, 1.01172, -0.00564575, 0.0098114, 1.19209e-05, 0.00683594, 7.7486e-07, 0.00619125, 0.000819683, 0.00220871, 0.017807, 86, 54, 44, 40, 10, 24, 18, 24, 47, 45, 56, 46, 49, 51, 23, 23, 28, 23, 25, Idle
-0.00774002, 0.0010004, 1.0127, -0.00535583, 0.00952911, 1.01328e-05, 0.00390625, 8.34465e-07, 0.00567627, 0.000790596, 0.00207138, 0.0157318, 84, 42, 42, 36, 8, 22, 18, 20, 50, 51, 46, 47, 51, 47, 25, 25, 23, 24, 24, Idle
-0.00832367, 0.000564575, 1.01172, -0.00447083, 0.00889587, 7.45058e-06, 0.00976563, 1.07288e-06, 0.00621796, 0.000989914, 0.00208092, 0.0129242, 80, 62, 38, 32, 12, 16, 16, 30, 55, 46, 53, 41, 40, 41, 28, 23, 26, 20, 20, Idle
-0.00790405, 0.000638962, 1.0127, -0.00456619, 0.00920105, 7.86781e-06, 0.00390625, 8.9407e-07, 0.00570297, 0.000800133, 0.00209045, 0.0134735, 70, 64, 34, 40, 6, 30, 18, 32, 57, 49, 53, 46, 45, 51, 28, 25, 27, 23, 26, Idle
-0.0082016, 0.000770092, 1.0127, -0.00548935, 0.0106659, 7.80821e-06, 0.00585938, 1.07288e-06, 0.00608826, 0.00066328, 0.00204468, 0.0115814, 86, 60, 44, 36, 12, 22, 18, 32, 54, 48, 51, 41, 43, 49, 27, 24, 25, 21, 24, Idle
-0.00823212, 0.000842571, 1.01074, -0.00559235, 0.00968933, 7.15256e-06, 0.0078125, 8.34465e-07, 0.006073, 0.000769615, 0.00207329, 0.0120697, 96, 62, 48, 44, 20, 20, 12, 30, 54, 49, 55, 47, 43, 43, 27, 24, 28, 23, 22, Idle
-0.00844574, 0.000664234, 1.01074, -0.00491714, 0.00908661, 1.19209e-05, 0.00976563, 1.19209e-06, 0.0067482, 0.000766277, 0.00200081, 0.019455, 80, 58, 40, 42, 6, 18, 22, 28, 48, 53, 52, 41, 46, 43, 24, 27, 26, 21, 21, Idle
-0.00772095, 0.000850201, 1.01172, -0.00491333, 0.00985718, 9.0003e-06, 0.00683594, 1.3113e-06, 0.00556183, 0.00107288, 0.00216866, 0.0140228, 68, 68, 36, 38, 4, 22, 14, 34, 46, 43, 52, 46, 43, 47, 23, 21, 26, 23, 24, Idle
-0.00793457, 0.000907898, 1.0127, -0.00497818, 0.00892639, 1.43647e-05, 0.00292969, 1.66893e-06, 0.00626755, 0.00150108, 0.00224304, 0.0203705, 80, 72, 38, 38, 12, 28, 28, 36, 47, 45, 50, 41, 49, 51, 24, 23, 25, 20, 25, Idle
-0.00791931, 0.00082016, 1.01172, -0.00531387, 0.0101013, 1.10269e-05, 0.00585938, 1.19209e-06, 0.00597763, 0.00106812, 0.00208473, 0.0134735, 86, 64, 42, 40, 16, 18, 32, 32, 54, 49, 51, 41, 40, 43, 27, 24, 25, 21, 22, Idle
-0.00785828, 0.000656128, 1.0127, -0.00511551, 0.0101013, 1.12653e-05, 0.00878906, 8.9407e-07, 0.00592041, 0.00122452, 0.00199699, 0.0153656, 88, 50, 46, 36, 4, 28, 16, 22, 49, 43, 42, 41, 38, 38, 24, 22, 21, 20, 19, Idle
-0.00836182, 0.000806332, 1.01172, -0.004776, 0.00914764, 7.51019e-06, 0.0107422, 7.7486e-07, 0.00627518, 0.000711918, 0.00209427, 0.0135345, 64, 50, 32, 44, 10, 24, 22, 26, 46, 48, 52, 43, 37, 46, 23, 24, 26, 22, 23, Idle
-0.00767899, 0.000627518, 1.01172, -0.00471878, 0.00912476, 1.09076e-05, 0.00976563, 7.7486e-07, 0.00566101, 0.000545025, 0.00215149, 0.0153656, 70, 70, 34, 40, 2, 24, 12, 34, 53, 49, 49, 48, 44, 52, 27, 24, 25, 24, 26, Idle
-0.00797272, 0.000464678, 1.00977, -0.00527573, 0.0088501, 4.47035e-06, 0.0117188, 0.00611496, 0.00551224, 0.00178146, 0.543457, 0.0138931, 0, 0, 0, 20, 0, 0, 2, 0, 37, 33, 25, 28, 28, 33, 19, 17, 13, 14, 16, Idle
-0.00823975, 0.000673294, 1.01074, -0.00468826, 0.00897217, 2.32458e-06, 0.00683594, 1.78814e-07, 0.00569153, 0.000323534, 0.00224304, 0.00771713, 28, 0, 14, 16, 0, 10, 8, 0, 45, 38, 38, 27, 22, 36, 22, 19, 19, 13, 18, Idle
-0.00782013, 0.000487089, 1.00977, -0.00447845, 0.00924683, 2.74181e-06, 0.0126953, 3.57628e-07, 0.00518036, 0.000260353, 0.00215721, 0.00648117, 34, 18, 18, 18, 0, 6, 14, 10, 35, 40, 37, 26, 22, 34, 18, 20, 18, 13, 17, Idle
-0.00797272, 0.000359297, 1.01172, -0.00480652, 0.00934601, 2.02656e-06, 0.0117188, 3.57628e-07, 0.00531387, 0.000155807, 0.00190067, 0.00684738, 38, 10, 18, 24, 0, 10, 12, 4, 43, 40, 32, 30, 24, 31, 21, 20, 16, 15, 16, Idle
-0.00836945, 0.000253677, 1.01172, -0.00488281, 0.00866699, 2.08616e-06, 0.00976563, 2.98023e-07, 0.00584412, 0.000141859, 0.00197601, 0.00715256, 34, 8, 18, 18, 0, 6, 12, 2, 45, 39, 28, 28, 29, 25, 23, 19, 14, 14, 12, Idle
-0.00833893, 0.000823021, 1.0127, -0.00479507, 0.0102615, 1.43051e-06, 0.00488281, 1.78814e-07, 0.00575256, 0.000188828, 0.00182152, 0.00524521, 40, 14, 18, 22, 0, 12, 6, 6, 38, 31, 35, 27, 35, 40, 19, 16, 18, 14, 20, Idle
-0.00802612, 0.00102425, 1.01367, -0.00562668, 0.00977325, 2.26498e-06, 0, 2.38419e-07, 0.00540543, 0.00024271, 0.00214386, 0.00857544, 32, 6, 16, 20, 0, 8, 10, 4, 43, 38, 28, 25, 25, 36, 21, 19, 14, 12, 18, Idle
-0.00780106, 0.00101662, 1.0127, -0.00539017, 0.00955963, 1.60933e-06, 0.00195313, 2.98023e-07, 0.0050621, 0.000192404, 0.00203323, 0.00599289, 42, 14, 18, 14, 4, 8, 12, 8, 42, 47, 36, 23, 24, 32, 21, 23, 18, 12, 16, Idle
-0.00831604, 0.000566959, 1.0127, -0.00444031, 0.00888824, 1.78814e-06, 0.0078125, 1.19209e-07, 0.00574875, 0.000196338, 0.00200653, 0.0056572, 26, 18, 12, 16, 2, 8, 8, 4, 43, 31, 30, 22, 23, 28, 22, 16, 15, 11, 14, Idle
-0.0079422, 0.000638962, 1.0127, -0.00463867, 0.00926208, 1.72853e-06, 0.00292969, 2.38419e-07, 0.00525284, 0.000123739, 0.00205803, 0.00577927, 32, 6, 14, 20, 0, 8, 8, 0, 37, 41, 34, 28, 30, 39, 18, 20, 17, 14, 20, Idle
-0.0082016, 0.000759602, 1.01074, -0.00545883, 0.010582, 1.60933e-06, 0.00683594, 4.76837e-07, 0.00558472, 0.000154614, 0.00198364, 0.00544357, 32, 12, 16, 20, 0, 8, 6, 4, 41, 45, 32, 25, 27, 33, 21, 23, 16, 12, 16, Idle
-0.00828552, 0.000687122, 1.00879, -0.00555801, 0.0096283, 1.01328e-06, 0.0136719, 5.96046e-08, 0.00564575, 0.000155568, 0.00201035, 0.0050621, 40, 10, 18, 20, 0, 10, 6, 6, 41, 42, 42, 32, 26, 42, 20, 21, 21, 16, 21, Idle
-0.00845337, 0.000762463, 1.01074, -0.00490952, 0.00913239, 2.74181e-06, 0.0126953, 4.17233e-07, 0.00601578, 0.000163555, 0.00193691, 0.00759506, 30, 12, 16, 20, 0, 10, 10, 4, 38, 44, 38, 30, 24, 26, 19, 22, 19, 15, 13, Idle
-0.00774002, 0.000879288, 1.0127, -0.00494385, 0.00997162, 2.14577e-06, 0.00195313, 5.36442e-07, 0.00502777, 0.000209689, 0.00211143, 0.00698471, 28, 4, 16, 12, 0, 8, 12, 0, 32, 38, 34, 23, 25, 31, 16, 19, 17, 12, 16, Idle
-0.00800323, 0.000923157, 1.01172, -0.00500107, 0.00894165, 2.08616e-06, 0.00683594, 5.36442e-07, 0.00536346, 0.000215292, 0.00213432, 0.00855255, 40, 14, 22, 20, 0, 10, 10, 8, 43, 41, 39, 25, 24, 38, 22, 20, 19, 12, 19, Idle
-0.00785828, 0.000816345, 1.0127, -0.00527191, 0.0101166, 1.84774e-06, 0.00488281, 3.57628e-07, 0.00515747, 0.00023365, 0.00200653, 0.00802612, 40, 24, 22, 22, 0, 12, 12, 8, 36, 38, 33, 21, 27, 32, 18, 19, 17, 11, 16, Idle
-0.00796509, 0.000630856, 1.01465, -0.00514603, 0.0100098, 2.68221e-06, 0.00195313, 4.17233e-07, 0.00535583, 0.000154853, 0.00194836, 0.00907135, 26, 14, 10, 18, 0, 4, 14, 4, 47, 41, 24, 31, 20, 31, 23, 21, 12, 15, 15, Idle
-0.00834656, 0.000798225, 1.0127, -0.00478745, 0.00920105, 1.49012e-06, 0.0078125, 1.78814e-07, 0.00576782, 0.000155687, 0.00204086, 0.00541306, 16, 6, 10, 20, 2, 14, 10, 2, 33, 34, 33, 25, 21, 33, 17, 17, 16, 13, 17, Idle
-0.00771713, 0.000626087, 1.0127, -0.00465775, 0.0090332, 2.80142e-06, 0.0117188, 1.19209e-07, 0.00505447, 0.000143647, 0.00209045, 0.00940704, 36, 10, 18, 18, 2, 8, 6, 4, 36, 41, 27, 36, 32, 38, 18, 20, 14, 18, 19, Idle
-0.00786591, 0.00040102, 1.00977, -0.00513077, 0.00914001, 1.96695e-06, 0.0126953, 0.00186253, 0.00517273, 0.000284672, 0.170654, 0.00655746, 0, 0, 0, 18, 0, 0, 2, 0, 41, 32, 27, 25, 28, 34, 21, 16, 14, 12, 17, Idle
-0.008255, 0.000682354, 1.00977, -0.00463486, 0.0089035, 1.13249e-06, 0.00976563, 5.96046e-08, 0.00561523, 0.000194907, 0.00222969, 0.00494003, 14, 0, 6, 8, 0, 4, 6, 0, 37, 35, 15, 26, 18, 34, 18, 18, 7, 13, 17, Idle
-0.00782776, 0.000465631, 1.01074, -0.00457001, 0.0093689, 1.43051e-06, 0.0126953, 2.38419e-07, 0.00508118, 0.000139594, 0.00214195, 0.00536728, 20, 8, 10, 18, 0, 4, 4, 2, 34, 41, 34, 17, 26, 32, 17, 20, 17, 9, 16, Idle
-0.00802612, 0.000319481, 1.01172, -0.00469208, 0.00918579, 4.17233e-07, 0.0146484, 1.19209e-07, 0.00525665, 6.32405e-05, 0.00190258, 0.00364304, 28, 0, 12, 10, 0, 2, 4, 0, 44, 40, 29, 23, 27, 38, 22, 20, 15, 11, 19, Idle
-0.00832367, 0.000277996, 1.00879, -0.00488663, 0.00866699, 1.43051e-06, 0.0146484, 1.78814e-07, 0.00572968, 7.27177e-05, 0.00195313, 0.0050087, 30, 4, 16, 6, 0, 2, 6, 2, 42, 33, 19, 36, 25, 39, 21, 17, 9, 18, 20, Idle
-0.00840759, 0.00082922, 1.0127, -0.004879, 0.0102921, 5.36442e-07, 0.00585938, 1.78814e-07, 0.00577164, 0.000122905, 0.00183487, 0.00362778, 10, 0, 6, 8, 0, 0, 6, 0, 40, 42, 25, 29, 22, 38, 20, 21, 13, 15, 19, Idle
-0.00800323, 0.00104618, 1.01563, -0.00558853, 0.00978851, 8.9407e-07, 0, 1.78814e-07, 0.0052681, 0.000157714, 0.00210762, 0.00471115, 14, 0, 8, 12, 0, 6, 6, 0, 41, 38, 22, 17, 18, 41, 21, 19, 11, 8, 20, Idle
-0.00778961, 0.00101471, 1.01563, -0.00535583, 0.00950623, 2.38419e-07, 0, 2.98023e-07, 0.00494003, 0.000134945, 0.00203896, 0.00300217, 24, 2, 14, 6, 2, 2, 6, 2, 45, 45, 24, 19, 24, 36, 22, 22, 12, 10, 18, Idle
-0.00831604, 0.000535011, 1.00977, -0.00445557, 0.00900269, 5.96046e-07, 0.0117188, 2.38419e-07, 0.00565338, 0.000100493, 0.00200272, 0.00417709, 8, 4, 4, 10, 0, 4, 6, 0, 43, 31, 22, 22, 26, 33, 22, 16, 11, 11, 17, Idle
-0.00802612, 0.000669479, 1.0127, -0.00464249, 0.00930023, 7.15256e-07, 0, 1.19209e-07, 0.00527954, 7.15852e-05, 0.00204468, 0.00400925, 10, 2, 4, 16, 0, 0, 6, 0, 39, 37, 26, 28, 8, 39, 19, 18, 13, 14, 19, Idle
-0.0082016, 0.000761986, 1.00977, -0.0054245, 0.0104752, 7.7486e-07, 0.0078125, 2.98023e-07, 0.00551987, 0.000100255, 0.00198746, 0.00315857, 24, 6, 12, 12, 0, 4, 2, 0, 47, 37, 24, 17, 22, 34, 24, 19, 12, 8, 17, Idle
-0.00831604, 0.000648499, 1.00586, -0.00558853, 0.0096283, 6.55651e-07, 0.0195313, 2.38419e-07, 0.0056572, 7.63535e-05, 0.00198174, 0.00357056, 28, 2, 14, 8, 0, 6, 0, 2, 41, 42, 32, 28, 27, 39, 20, 21, 16, 14, 20, Idle
-0.00836945, 0.000747681, 1.01074, -0.00485992, 0.00915527, 1.01328e-06, 0.0107422, 2.38419e-07, 0.00576019, 9.12547e-05, 0.00193024, 0.00523758, 24, 2, 14, 10, 0, 2, 8, 0, 40, 40, 26, 25, 25, 35, 20, 20, 13, 13, 17, Idle
-0.00771713, 0.000957966, 1.01172, -0.00498581, 0.00995636, 8.9407e-07, 0.00390625, 3.57628e-07, 0.00489807, 0.000130534, 0.00212479, 0.00413895, 18, 12, 8, 12, 0, 6, 4, 4, 36, 40, 30, 22, 21, 34, 18, 20, 15, 11, 17, Idle
-0.00807953, 0.000944138, 1.0127, -0.00500107, 0.00897217, 1.01328e-06, 0.00976563, 1.19209e-07, 0.00537109, 0.000139356, 0.00209999, 0.00680161, 14, 4, 6, 20, 0, 4, 8, 2, 37, 33, 24, 21, 22, 37, 19, 16, 12, 10, 19, Idle
-0.00783539, 0.000751495, 1.01074, -0.00527573, 0.0101166, 4.17233e-07, 0.00683594, 1.78814e-07, 0.0050087, 0.00011909, 0.00200844, 0.0038414, 24, 6, 10, 4, 0, 4, 6, 2, 36, 40, 22, 30, 30, 30, 18, 20, 11, 15, 15, Idle
-0.00802612, 0.000654697, 1.01465, -0.00513077, 0.00996399, 1.49012e-06, 0.00585938, 1.78814e-07, 0.00534439, 9.31621e-05, 0.0019207, 0.00537491, 18, 0, 10, 16, 0, 2, 2, 0, 36, 43, 18, 24, 24, 29, 18, 22, 9, 12, 14, Idle
-0.00830078, 0.000755787, 1.0166, -0.00477219, 0.00926208, 8.9407e-07, 0, 1.19209e-07, 0.0056572, 9.11355e-05, 0.00203896, 0.00269318, 20, 0, 10, 10, 0, 4, 4, 0, 38, 38, 30, 37, 22, 37, 19, 19, 15, 19, 19, Idle
-0.00766754, 0.000625134, 1.01367, -0.00465393, 0.00905609, 1.43051e-06, 0.00976563, 1.78814e-07, 0.004879, 6.79493e-05, 0.00208092, 0.00500107, 16, 2, 8, 4, 0, 2, 8, 0, 34, 47, 22, 24, 19, 36, 17, 23, 11, 12, 18, Idle
-0.00794983, 0.000338554, 1.00781, -0.00507355, 0.00930786, 9.53674e-07, 0.0166016, 0.000472069, 0.00519943, 8.76188e-05, 0.0467834, 0.00354385, 0, 0, 0, 8, 0, 0, 0, 0, 43, 34, 11, 26, 27, 29, 21, 17, 6, 13, 15, Idle
-0.00822449, 0.000665188, 1.00879, -0.00460815, 0.00885773, 6.55651e-07, 0.0146484, 0, 0.00553513, 0.000121355, 0.0022049, 0.00333023, 2, 0, 0, 4, 0, 2, 0, 0, 38, 36, 12, 28, 21, 38, 19, 18, 6, 14, 19, Idle
-0.00782013, 0.000456572, 1.01172, -0.00468445, 0.0094986, 4.76837e-07, 0.0136719, 5.96046e-08, 0.00499344, 5.27501e-05, 0.00212669, 0.00393677, 6, 0, 4, 12, 0, 0, 2, 0, 38, 33, 8, 19, 23, 29, 19, 17, 4, 9, 14, Idle
-0.00805664, 0.000263214, 1.0127, -0.00457382, 0.0089798, 2.98023e-07, 0.0126953, 1.19209e-07, 0.00528717, 2.25902e-05, 0.00191879, 0.00239182, 2, 0, 2, 2, 0, 2, 0, 0, 40, 38, 10, 21, 21, 33, 20, 19, 5, 11, 17, Idle
-0.00821686, 0.000272274, 1.00977, -0.00488281, 0.00881195, 8.34465e-07, 0.0185547, 1.78814e-07, 0.00554276, 3.20077e-05, 0.0019207, 0.00318909, 6, 0, 2, 12, 0, 0, 4, 0, 39, 36, 10, 23, 31, 31, 20, 18, 5, 11, 15, Idle
-0.00848389, 0.000820637, 1.0127, -0.00499344, 0.0103226, 4.76837e-07, 0.00683594, 0, 0.00587463, 9.13143e-05, 0.00185871, 0.00246811, 0, 0, 0, 4, 0, 0, 4, 0, 43, 39, 16, 22, 22, 34, 21, 19, 8, 11, 17, Idle
-0.00798798, 0.00109482, 1.01758, -0.00551605, 0.00978851, 4.76837e-07, 0, 2.98023e-07, 0.00521088, 0.000120103, 0.00205612, 0.00270081, 10, 0, 4, 4, 0, 0, 0, 0, 35, 38, 14, 26, 23, 34, 18, 19, 7, 13, 17, Idle
-0.00768661, 0.0010376, 1.01563, -0.00524902, 0.00935364, 3.57628e-07, 0, 1.19209e-07, 0.00481796, 0.000112712, 0.00207138, 0.00204086, 8, 0, 2, 4, 0, 0, 0, 0, 49, 44, 14, 23, 33, 36, 24, 22, 7, 12, 18, Idle
-0.0083313, 0.000510216, 1.0127, -0.00461197, 0.00920105, 2.38419e-07, 0.00390625, 5.96046e-08, 0.00564957, 5.11408e-05, 0.00201035, 0.0023613, 6, 0, 4, 4, 0, 0, 0, 0, 47, 36, 12, 20, 19, 38, 24, 18, 6, 10, 19, Idle
-0.00811768, 0.000647068, 1.0127, -0.00469208, 0.00936127, 5.96046e-08, 0, 0, 0.00534821, 4.40478e-05, 0.00199318, 0.00269318, 4, 0, 0, 6, 0, 0, 0, 0, 35, 35, 12, 20, 20, 37, 17, 18, 6, 10, 19, Idle
-0.00817108, 0.000757217, 1.00879, -0.00535965, 0.0102921, 2.38419e-07, 0.00683594, 1.19209e-07, 0.00542831, 6.38962e-05, 0.00200272, 0.00172424, 10, 0, 6, 8, 0, 0, 0, 0, 43, 38, 10, 25, 20, 37, 22, 19, 5, 12, 18, Idle
-0.00835419, 0.000655651, 1.00586, -0.00557709, 0.00968933, 1.78814e-07, 0.0214844, 1.78814e-07, 0.00567245, 5.62072e-05, 0.00196266, 0.00194168, 12, 0, 8, 2, 0, 0, 0, 0, 47, 46, 12, 26, 26, 38, 23, 23, 6, 13, 19, Idle
-0.00823212, 0.000762939, 1.00977, -0.00485229, 0.00921631, 5.36442e-07, 0.0185547, 0, 0.00553894, 6.3777e-05, 0.00192833, 0.00304031, 6, 0, 4, 2, 0, 0, 2, 0, 40, 42, 22, 26, 26, 24, 20, 21, 11, 13, 12, Idle
-0.00762177, 0.000959873, 1.01074, -0.00495148, 0.00981903, 5.36442e-07, 0.00585938, 1.78814e-07, 0.00475311, 9.22084e-05, 0.00213242, 0.0028038, 4, 0, 2, 12, 0, 0, 0, 0, 30, 35, 10, 27, 24, 33, 15, 17, 5, 14, 17, Idle
-0.00816345, 0.00100613, 1.00977, -0.00507736, 0.00908661, 1.78814e-07, 0.0175781, 1.19209e-07, 0.00541687, 0.000112891, 0.00207329, 0.00348282, 4, 0, 2, 8, 0, 0, 2, 0, 39, 43, 20, 22, 30, 46, 20, 22, 10, 11, 23, Idle
-0.0078125, 0.000705719, 1.00977, -0.00526047, 0.0100174, 2.98023e-07, 0.0107422, 1.19209e-07, 0.00497055, 7.52211e-05, 0.00201607, 0.0019722, 4, 0, 2, 6, 0, 0, 0, 0, 38, 39, 14, 29, 29, 36, 19, 19, 7, 14, 18, Idle
-0.00807953, 0.000648022, 1.0166, -0.00513458, 0.0098877, 6.55651e-07, 0.000976563, 5.96046e-08, 0.00534439, 5.70416e-05, 0.00189495, 0.00265884, 6, 0, 2, 6, 0, 2, 0, 0, 35, 42, 6, 24, 30, 33, 17, 21, 3, 12, 16, Idle
-0.00835419, 0.0007658, 1.0166, -0.00479507, 0.00937653, 0, 0.00488281, 5.96046e-08, 0.00564194, 6.10948e-05, 0.00204277, 0.00201416, 4, 0, 0, 6, 0, 0, 0, 0, 42, 39, 14, 33, 24, 29, 21, 20, 7, 17, 15, Idle
-0.00766373, 0.00055027, 1.01172, -0.00470352, 0.00908661, 2.38419e-07, 0.00878906, 1.78814e-07, 0.00477982, 4.35114e-05, 0.00205612, 0.00262451, 6, 0, 0, 0, 0, 0, 0, 0, 43, 41, 14, 30, 20, 36, 22, 20, 7, 15, 18, Idle
-0.0440369, -0.0985107, 1.00586, -0.0245361, 0.0151062, 0.00263596, 0.000976563, 0.0214996, 0.37085, 0.876465, 1.78516, 0.313965, 12, 24, 6, 2, 0, 28, 22, 12, 44, 46, 51, 43, 33, 41, 22, 23, 26, 21, 21, Idle
-0.0397034, -0.0734253, 1.00781, 0.027298, -0.00769424, 0.0022831, 0.00488281, 0.00290108, 0.312744, 0.634277, 0.259033, 0.197632, 24, 30, 12, 18, 34, 12, 18, 16, 49, 50, 46, 34, 46, 42, 25, 25, 23, 17, 21, Idle
-0.0332947, -0.0221252, 1.00977, -0.000971317, 0.03302, 0.00247002, 0.00683594, 0.00487518, 0.290039, 0.0916138, 0.401855, 0.196655, 8, 10, 4, 2, 32, 6, 14, 4, 48, 46, 43, 39, 40, 39, 24, 23, 21, 20, 19, Idle
-0.0241852, -0.0557556, 1.00879, -0.0335999, -0.0569458, 0.00577927, 0.00292969, 0.00701141, 0.515625, 0.421387, 0.683105, 0.321045, 10, 30, 6, 10, 32, 10, 6, 16, 48, 51, 45, 38, 32, 41, 24, 26, 23, 19, 21, Idle
-0.0453186, -0.0900879, 1.00781, 0.0100861, 0.0551147, 0.00313759, 0.000976563, 0.00400925, 0.420898, 0.754395, 0.325439, 0.347656, 18, 52, 8, 12, 30, 12, 30, 26, 50, 50, 40, 38, 42, 45, 25, 25, 20, 19, 22, Idle
-0.0412598, -0.0488586, 1.0127, 0.00131512, 0.0167084, 0.00109768, 0, 0.00190926, 0.226929, 0.223145, 0.164307, 0.173584, 32, 62, 16, 4, 36, 26, 20, 30, 44, 50, 48, 36, 43, 48, 22, 25, 24, 18, 24, Idle
-0.121704, -0.0454712, 1.00684, 0.0057373, 0.0231628, 0.00222015, 0, 0.00123405, 1.37988, 0.23938, 0.10022, 0.182617, 0, 52, 0, 18, 32, 24, 22, 26, 43, 50, 48, 38, 36, 41, 21, 25, 24, 19, 21, Idle
-0.0605164, -0.0373535, 1.01172, -0.0190277, -0.012146, 0.00115967, 0.00390625, 0.0147934, 0.390869, 0.165649, 1.55176, 0.192017, 14, 46, 8, 30, 30, 26, 20, 24, 39, 49, 52, 43, 39, 41, 20, 24, 26, 21, 20, Idle
-0.0640259, -0.0189056, 1.01172, 0.00435638, 0.0152664, 0.00018692, 0.000976563, 0.00136948, 0.347412, 0.0400696, 0.154053, 0.0643311, 52, 0, 26, 10, 38, 20, 20, 0, 47, 51, 50, 40, 47, 41, 23, 26, 25, 20, 21, Idle
