@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_GY_X numeric
@attribute F5_MEAN_on_GY_Y numeric
@attribute F6_VAR_on_ACC_X numeric
@attribute F7_VAR_on_ACC_Z numeric
@attribute F8_VAR_on_GY_Z numeric
@attribute F9_ENERGY_on_ACC_X numeric
@attribute F10_ENERGY_on_ACC_Y numeric
@attribute F11_ENERGY_on_GY_Z numeric
@attribute F12_PeakToPeak_on_ACC_X numeric
@attribute F13_ZeroCross_on_ACC_X numeric
@attribute F14_ZeroCross_on_GY_Z numeric
@attribute F15_PositiveZeroCross_on_ACC_X numeric
@attribute F16_PositiveZeroCross_on_ACC_Y numeric
@attribute F17_PositiveZeroCross_on_ACC_Z numeric
@attribute F18_PositiveZeroCross_on_GY_X numeric
@attribute F19_PositiveZeroCross_on_GY_Y numeric
@attribute F20_PositiveZeroCross_on_GY_Z numeric
@attribute F21_PeaKDet_on_ACC_X numeric
@attribute F22_PeaKDet_on_ACC_Y numeric
@attribute F23_PeaKDet_on_ACC_Z numeric
@attribute F24_PeaKDet_on_GY_X numeric
@attribute F25_PeaKDet_on_GY_Y numeric
@attribute F26_PeaKDet_on_GY_Z numeric
@attribute F27_PosPeaKDet_on_ACC_X numeric
@attribute F28_PosPeaKDet_on_ACC_Y numeric
@attribute F29_PosPeaKDet_on_ACC_Z numeric
@attribute F30_PosPeaKDet_on_GY_X numeric
@attribute F31_PosPeaKDet_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
-0.0319824, -0.0162506, 1.01563, -0.00714874, 0.00588608, 0.000646591, 0.00195313, 0.0935059, 0.135376, 0.057251, 8.32031, 0.127686, 28, 2, 14, 32, 32, 24, 30, 2, 55, 54, 50, 43, 51, 44, 28, 27, 25, 22, 22, Idle
-0.0637817, 0.0258331, 1.0127, 0.00799561, 0.014122, 0.00149536, 0.00195313, 0.0881348, 0.450684, 0.124512, 10.9063, 0.247192, 26, 2, 14, 2, 38, 20, 30, 0, 50, 56, 46, 42, 53, 37, 25, 28, 23, 21, 18, Idle
-0.0375977, 0.038269, 1.01367, -0.0195465, -0.00745773, 0.0014801, 0.000976563, 0.158447, 0.234497, 0.190796, 13.5703, 0.209595, 16, 12, 8, 36, 46, 20, 20, 6, 50, 51, 57, 43, 48, 39, 25, 25, 28, 21, 20, Idle
-0.010376, 0.0288849, 1.01465, -0.0175934, -0.00576019, 0.0022316, 0, 0.00713348, 0.189575, 0.141968, 0.624512, 0.194092, 30, 20, 16, 10, 34, 18, 16, 10, 42, 52, 51, 36, 37, 37, 21, 26, 26, 18, 18, Idle
-0.0537415, 0.0409546, 1.01074, 0.0130615, 0.0382996, 0.00202179, 0.00292969, 0.00147247, 0.397949, 0.224731, 0.119568, 0.215698, 18, 32, 8, 20, 38, 10, 10, 16, 47, 47, 47, 35, 35, 42, 23, 24, 23, 18, 21, Idle
-0.0692139, 0.0501099, 1.01074, -0.0190277, -0.00127697, 0.00242615, 0.00390625, 0.00439072, 0.584961, 0.317383, 0.364258, 0.187012, 16, 46, 8, 18, 32, 8, 18, 24, 38, 48, 39, 30, 32, 42, 19, 24, 20, 15, 21, Idle
-0.0784302, 0.0686646, 1.00293, -0.00753403, -0.00167274, 0.00122452, 0.00585938, 0.0154266, 0.598145, 0.855469, 1.25098, 0.217407, 30, 44, 16, 4, 36, 6, 24, 22, 42, 43, 49, 27, 39, 37, 21, 21, 24, 13, 19, Idle
-0.024704, -0.000871181, 1.01367, 0.0175171, 0.0231171, 0.00195122, 0, 0.00210953, 0.207642, 0.0875854, 0.171631, 0.208618, 2, 58, 0, 2, 24, 14, 28, 30, 49, 54, 49, 33, 37, 53, 25, 27, 25, 17, 26, Idle
-0.0488586, 0.04599, 1.01074, -0.0259247, -0.00870514, 0.00292969, 0, 0.00278473, 0.430908, 0.341064, 0.251221, 0.210083, 10, 44, 6, 12, 36, 10, 10, 22, 38, 42, 40, 34, 44, 44, 19, 21, 20, 17, 22, Idle
-0.0444336, -0.100159, 1.00488, -0.0221405, 0.0153351, 0.00205421, 0.00195313, 0.0148315, 0.32666, 0.868164, 1.24121, 0.20752, 4, 12, 2, 0, 0, 12, 16, 6, 23, 28, 46, 29, 23, 19, 11, 14, 23, 15, 9, Idle
-0.0386658, -0.071228, 1.00879, 0.0232697, -0.0119705, 0.00198936, 0.00195313, 0.00130558, 0.282471, 0.594238, 0.126831, 0.181885, 10, 18, 6, 8, 16, 4, 8, 8, 25, 24, 40, 21, 21, 19, 13, 12, 20, 10, 10, Idle
-0.0351257, -0.0219879, 1.00879, 0.00180912, 0.0397949, 0.00232506, 0.00976563, 0.00419235, 0.288574, 0.0838013, 0.34375, 0.169922, 6, 10, 2, 2, 10, 6, 6, 6, 18, 28, 35, 19, 21, 17, 9, 14, 18, 10, 8, Idle
-0.0196686, -0.0585938, 1.00684, -0.0318909, -0.0498352, 0.00564575, 0.00390625, 0.00468445, 0.48877, 0.429932, 0.480469, 0.29541, 6, 14, 4, 2, 16, 8, 6, 6, 18, 35, 26, 17, 13, 21, 9, 18, 13, 8, 11, Idle
-0.0485229, -0.088623, 1.00586, 0.00730515, 0.0453491, 0.00191116, 0.00488281, 0.00179863, 0.345703, 0.69043, 0.145874, 0.230591, 6, 16, 2, 6, 18, 6, 22, 8, 33, 28, 30, 26, 32, 36, 16, 14, 15, 13, 18, Idle
-0.0419312, -0.0483704, 1.0127, 0.000500202, 0.0165405, 0.000778198, 0, 0.000658989, 0.205566, 0.201172, 0.0612183, 0.107239, 18, 34, 8, 0, 16, 14, 10, 18, 27, 36, 42, 23, 25, 39, 14, 18, 21, 12, 19, Idle
-0.121643, -0.0449524, 1.00293, 0.00205803, 0.0113525, 0.0018692, 0.00585938, 0.000461817, 1.35059, 0.225586, 0.0376282, 0.157471, 0, 20, 0, 8, 10, 12, 8, 10, 27, 28, 38, 27, 21, 26, 13, 14, 19, 13, 13, Idle
-0.0606689, -0.0375977, 1.0127, -0.013916, 0.000730991, 0.000404358, 0.00195313, 0.00949097, 0.331299, 0.127563, 1.12695, 0.102173, 4, 16, 2, 10, 10, 14, 16, 8, 37, 37, 34, 28, 24, 27, 19, 18, 17, 14, 14, Idle
-0.0638428, -0.0183716, 1.00879, 0.00385284, 0.0135651, 0.000125885, 0.0078125, 0.000916958, 0.340576, 0.0349121, 0.123169, 0.0433655, 20, 0, 10, 2, 12, 4, 8, 0, 35, 34, 48, 31, 36, 23, 17, 17, 24, 16, 11, Idle
-0.0318298, -0.0161285, 1.0166, -0.00572205, 0.00770569, 0.00020504, 0, 0.0970459, 0.0986938, 0.0374756, 8.41406, 0.0619507, 2, 2, 2, 12, 8, 12, 10, 2, 46, 34, 33, 23, 34, 23, 23, 17, 16, 11, 12, Idle
-0.0644531, 0.0270844, 1.0127, 0.00508118, 0.012085, 0.000392914, 0.00195313, 0.102539, 0.368652, 0.0938721, 11.0625, 0.093689, 8, 2, 4, 0, 14, 8, 8, 0, 35, 51, 33, 21, 37, 20, 18, 26, 17, 11, 10, Idle
-0.0368347, 0.0375366, 1.01172, -0.0183258, -0.00634384, 0.0010004, 0.00585938, 0.132935, 0.191162, 0.151489, 11.2344, 0.158447, 6, 4, 4, 14, 14, 8, 10, 2, 24, 41, 41, 22, 20, 19, 12, 20, 20, 11, 9, Idle
-0.00977325, 0.0282898, 1.01074, -0.0174713, -0.00642776, 0.00164127, 0.0078125, 0.00442886, 0.140747, 0.115723, 0.405518, 0.160278, 10, 8, 6, 10, 20, 10, 8, 4, 30, 36, 46, 25, 21, 24, 15, 18, 23, 12, 12, Idle
-0.0551758, 0.0420227, 1.01172, 0.0105133, 0.034729, 0.00172043, 0, 0.000909328, 0.38623, 0.217407, 0.0742188, 0.169067, 10, 18, 4, 8, 12, 6, 8, 8, 29, 32, 34, 22, 18, 26, 14, 16, 17, 11, 13, Idle
-0.0689087, 0.0491943, 1.0127, -0.0171204, 0.000660896, 0.00197983, 0, 0.00304604, 0.54541, 0.284424, 0.254395, 0.150757, 12, 18, 6, 4, 12, 4, 4, 10, 22, 25, 31, 22, 21, 23, 11, 13, 16, 11, 12, Idle
-0.0779419, 0.0682983, 1.00391, -0.00835419, -0.00123596, 0.000759125, 0.00683594, 0.0112915, 0.554199, 0.817383, 0.916016, 0.121399, 14, 16, 8, 2, 14, 4, 8, 8, 36, 20, 25, 14, 26, 16, 18, 10, 12, 7, 8, Idle
-0.0263062, 0.000749111, 1.00977, 0.0188751, 0.0267944, 0.00184727, 0.00488281, 0.00136185, 0.205811, 0.0889893, 0.111877, 0.196411, 2, 18, 0, 2, 10, 8, 12, 8, 31, 33, 41, 18, 27, 36, 16, 16, 21, 9, 18, Idle
-0.0441895, -0.10199, 1.00293, -0.0224304, 0.0132675, 0.00166512, 0.00585938, 0.00996399, 0.293213, 0.877441, 0.828125, 0.164551, 4, 8, 2, 0, 0, 10, 8, 4, 18, 17, 42, 16, 16, 19, 9, 8, 21, 8, 9, Idle
-0.0367432, -0.0687866, 1.00684, 0.0201416, -0.0146255, 0.00178528, 0.00488281, 0.000695705, 0.25415, 0.557129, 0.0716553, 0.155884, 6, 10, 4, 8, 4, 4, 4, 4, 18, 21, 33, 13, 19, 17, 9, 11, 17, 6, 9, Idle
-0.0384521, -0.0214539, 1.00879, 0.00391388, 0.0440369, 0.00212097, 0.00292969, 0.00329399, 0.291748, 0.0770264, 0.268066, 0.155518, 6, 10, 2, 0, 4, 6, 6, 6, 11, 17, 36, 15, 9, 11, 6, 8, 18, 8, 5, Idle
-0.0157471, -0.0605164, 1.00977, -0.0244141, -0.0323486, 0.00497055, 0, 0.00401688, 0.422852, 0.425537, 0.404541, 0.273438, 6, 14, 4, 0, 6, 6, 6, 6, 12, 24, 31, 13, 9, 23, 6, 12, 15, 6, 12, Idle
-0.0501709, -0.0889893, 1.00586, 0.000222445, 0.0274506, 0.00130653, 0.00390625, 0.000970364, 0.310059, 0.679688, 0.0788574, 0.148804, 6, 4, 2, 2, 12, 6, 8, 2, 15, 25, 35, 27, 33, 31, 7, 13, 18, 14, 15, Idle
-0.0429688, -0.0476685, 1.00977, -0.000701427, 0.0177002, 0.000597, 0.00195313, 0.000373125, 0.197998, 0.190674, 0.0375977, 0.0846558, 6, 24, 2, 0, 10, 16, 14, 12, 21, 34, 40, 25, 19, 26, 11, 17, 20, 12, 13, Idle
-0.121643, -0.04422, 1.00293, 0.00115681, 0.00623322, 0.00159454, 0.00292969, 0.000251055, 1.32813, 0.21521, 0.020401, 0.145142, 0, 8, 0, 4, 12, 4, 6, 4, 19, 22, 36, 27, 20, 27, 9, 11, 18, 14, 14, Idle
-0.0604248, -0.0378418, 1.01074, -0.0120163, 0.00482941, 0.000255585, 0.00976563, 0.00794983, 0.31665, 0.124084, 0.995605, 0.0651855, 0, 20, 0, 8, 4, 8, 8, 10, 29, 45, 38, 31, 22, 28, 15, 22, 19, 15, 14, Idle
-0.0640259, -0.0180054, 1.00781, 0.00346375, 0.011879, 9.53674e-05, 0.00976563, 0.000979424, 0.340088, 0.0326843, 0.141235, 0.0352783, 16, 0, 8, 0, 4, 4, 8, 0, 33, 37, 38, 32, 31, 24, 16, 19, 19, 16, 12, Idle
-0.0314941, -0.0157166, 1.0127, -0.00329781, 0.00976563, 0.000105858, 0.00195313, 0.0999756, 0.0889893, 0.0302582, 8.46875, 0.0436401, 0, 2, 0, 8, 0, 8, 8, 2, 39, 29, 40, 27, 39, 18, 20, 14, 20, 14, 9, Idle
-0.06427, 0.0284576, 1.00977, 0.000564575, 0.00363541, 0.000236511, 0.00976563, 0.135254, 0.354004, 0.0949097, 12.6328, 0.0682983, 4, 2, 2, 0, 16, 8, 10, 0, 35, 35, 40, 22, 31, 26, 17, 18, 20, 11, 13, Idle
-0.0369263, 0.0371399, 1.00977, -0.0159149, 0.00133133, 0.000707626, 0.00878906, 0.0951538, 0.167847, 0.136353, 7.88281, 0.124573, 4, 4, 2, 8, 12, 10, 10, 2, 31, 33, 45, 18, 18, 18, 16, 16, 22, 9, 9, Idle
-0.00881958, 0.0276794, 1.01074, -0.0154419, -0.00473404, 0.00132561, 0.00585938, 0.00231743, 0.11377, 0.0980835, 0.231445, 0.13562, 10, 16, 6, 4, 12, 12, 8, 8, 20, 22, 38, 21, 15, 19, 10, 11, 19, 10, 9, Idle
-0.057312, 0.043396, 1.01172, 0.00545502, 0.0279541, 0.00151062, 0, 0.000570297, 0.388672, 0.21814, 0.0475159, 0.145142, 6, 14, 2, 6, 10, 6, 4, 6, 23, 17, 32, 20, 20, 26, 11, 9, 16, 10, 13, Idle
-0.0686035, 0.0482483, 1.00879, -0.0157623, 0.00421524, 0.00162506, 0.00976563, 0.00208664, 0.513184, 0.263428, 0.175781, 0.137329, 8, 10, 4, 4, 16, 4, 4, 6, 18, 10, 29, 23, 13, 15, 9, 5, 15, 12, 8, Idle
-0.0764771, 0.0669556, 1.00391, -0.00905609, -0.00111103, 0.00063324, 0.00195313, 0.00719452, 0.525391, 0.780273, 0.583496, 0.09552, 10, 14, 6, 2, 4, 4, 6, 6, 20, 6, 42, 9, 23, 12, 10, 3, 21, 4, 6, Idle
-0.0285034, 0.00357437, 1.01074, 0.0221252, 0.0308228, 0.00178528, 0.00195313, 0.00115585, 0.210571, 0.0960693, 0.0964355, 0.180908, 2, 8, 0, 2, 4, 6, 8, 4, 19, 20, 36, 26, 25, 29, 10, 10, 18, 13, 14, Idle
-0.0458679, -0.103149, 1.00293, -0.018631, 0.0230865, 0.00100136, 0.00292969, 0.00509644, 0.251709, 0.880859, 0.415283, 0.111572, 2, 12, 0, 0, 0, 4, 6, 6, 14, 19, 42, 21, 21, 22, 7, 9, 21, 11, 11, Idle
-0.0317688, -0.0656738, 1.00391, 0.0175476, -0.01651, 0.00143051, 0.0136719, 0.000327587, 0.197754, 0.496338, 0.0360718, 0.110901, 6, 8, 4, 4, 0, 2, 4, 4, 8, 13, 37, 11, 17, 19, 4, 7, 19, 5, 10, Idle
-0.044342, -0.0197144, 1.00488, 0.00307083, 0.0358276, 0.0012989, 0.0126953, 0.00162697, 0.264648, 0.0607605, 0.131958, 0.125244, 6, 10, 2, 0, 0, 4, 6, 6, 10, 14, 36, 9, 7, 5, 5, 7, 18, 5, 2, Idle
-0.0135651, -0.0627441, 1.00879, -0.0193481, -0.00580597, 0.00334358, 0, 0.00329208, 0.285889, 0.402344, 0.324219, 0.213623, 6, 2, 4, 0, 6, 4, 4, 0, 5, 10, 30, 10, 14, 17, 3, 5, 15, 5, 9, Idle
-0.050354, -0.0893555, 1.00293, -0.000579357, 0.0129776, 0.000881195, 0.00878906, 0.000535965, 0.276855, 0.67041, 0.0446777, 0.110168, 6, 4, 2, 6, 6, 6, 4, 2, 19, 28, 34, 28, 26, 31, 9, 14, 17, 14, 15, Idle
-0.0450745, -0.0473328, 1.00879, -0.00315094, 0.02034, 0.00037384, 0.00390625, 0.00019145, 0.194946, 0.185181, 0.021286, 0.0645142, 6, 14, 2, 0, 0, 6, 6, 8, 13, 26, 36, 25, 15, 30, 7, 13, 18, 12, 15, Idle
-0.119995, -0.0429077, 1.00293, -0.00106144, -0.00260353, 0.0013504, 0.000976563, 6.52075e-05, 1.27637, 0.199219, 0.00562668, 0.13208, 0, 8, 0, 2, 4, 2, 4, 4, 13, 20, 38, 26, 14, 25, 6, 10, 19, 13, 13, Idle
-0.0606384, -0.038208, 1.00977, -0.00869751, 0.0108566, 0.000198364, 0.00878906, 0.00598907, 0.314209, 0.123596, 0.84375, 0.0511169, 0, 6, 0, 2, 0, 10, 4, 4, 25, 35, 44, 28, 20, 32, 13, 17, 22, 14, 16, Idle
-0.0632935, -0.0169678, 1.00781, 0.0023632, 0.00641632, 9.91821e-05, 0.00976563, 0.00271225, 0.332764, 0.0281525, 0.351563, 0.0413513, 10, 0, 6, 0, 0, 2, 8, 0, 27, 35, 34, 28, 24, 24, 13, 18, 17, 14, 12, Idle
-0.0316162, -0.0145645, 1.01563, -0.0018549, 0.0140381, 5.72205e-05, 0, 0.102356, 0.0856323, 0.0257111, 8.38281, 0.03302, 0, 2, 0, 2, 2, 6, 10, 2, 37, 31, 39, 28, 36, 20, 19, 15, 19, 14, 10, Idle
-0.0628052, 0.0300903, 1.00781, 0.00037241, -0.00217628, 0.000209808, 0.0136719, 0.155273, 0.33667, 0.0939941, 13.1172, 0.0619812, 2, 2, 2, 0, 2, 6, 4, 0, 40, 29, 39, 23, 30, 17, 20, 15, 20, 12, 8, Idle
-0.0381165, 0.0362549, 1.01074, -0.0179749, 0.00503159, 0.00032711, 0.00878906, 0.0444946, 0.144287, 0.119812, 3.60938, 0.0693359, 4, 4, 2, 4, 0, 4, 4, 2, 27, 27, 43, 19, 25, 11, 13, 13, 21, 9, 6, Idle
-0.00814056, 0.02742, 1.0127, -0.011528, 0.00152302, 0.000957012, 0, 0.000777721, 0.0829468, 0.0810547, 0.101868, 0.109314, 4, 10, 2, 2, 4, 6, 6, 6, 15, 18, 46, 20, 21, 21, 8, 9, 23, 10, 10, Idle
-0.0595093, 0.0448303, 1.00781, 0.000323772, 0.0178528, 0.00118446, 0.00488281, 0.000218749, 0.383057, 0.21582, 0.0193939, 0.110229, 0, 6, 0, 4, 8, 6, 6, 4, 23, 25, 33, 19, 23, 20, 11, 13, 17, 10, 10, Idle
-0.0684814, 0.0452881, 1.00781, -0.0209961, 0.00700378, 0.000965118, 0.0117188, 0.000872612, 0.458252, 0.22583, 0.0783081, 0.102417, 8, 10, 4, 4, 8, 4, 4, 6, 6, 8, 30, 11, 14, 16, 3, 4, 15, 5, 8, Idle
-0.0753784, 0.0662231, 1.00195, -0.00129604, 0.00563049, 0.000465393, 0.00488281, 0.00271797, 0.498047, 0.697754, 0.220703, 0.0673828, 6, 8, 4, 2, 4, 4, 10, 4, 20, 8, 42, 6, 17, 15, 10, 4, 21, 3, 8, Idle
-0.0325623, 0.00914764, 1.00977, 0.0231476, 0.0304108, 0.00164604, 0.000976563, 0.000727654, 0.21936, 0.112, 0.0634766, 0.170044, 2, 8, 0, 2, 0, 6, 6, 4, 21, 20, 44, 19, 25, 23, 11, 10, 22, 10, 11, Idle
0.00643921, 0.00871277, 0.999512, -0.000954628, 0.0473022, 0.0141678, 0.0322266, 0.264404, 1.15137, 0.802246, 21.4688, 0.638184, 52, 32, 26, 22, 2, 26, 26, 16, 45, 43, 50, 41, 35, 26, 22, 22, 25, 20, 13, Square
0.0248413, -0.029007, 1.00586, -0.0198975, -0.0279541, 0.00525665, 0.00390625, 0.0765381, 0.476318, 0.588379, 6.26172, 0.496826, 58, 32, 28, 12, 38, 24, 22, 16, 53, 47, 54, 43, 41, 35, 27, 23, 27, 22, 18, Square
-0.0477905, -0.0124207, 0.999512, 0.0600586, 0.126953, 0.0203705, 0.0341797, 0.172974, 1.83691, 2.06055, 15.2031, 0.766602, 20, 24, 10, 24, 30, 24, 18, 12, 53, 43, 45, 34, 41, 34, 26, 22, 22, 17, 17, Square
-0.19104, -0.0493164, 0.979004, 0.0754395, -0.0592651, 0.0332031, 0.059082, 0.289795, 5.65234, 2.13281, 24.0625, 0.699707, 12, 8, 6, 8, 18, 8, 14, 4, 52, 44, 35, 36, 47, 39, 26, 22, 18, 18, 19, Square
-0.0869751, -0.0559082, 1.00195, 0.00800323, -0.110352, 0.0230103, 0.0712891, 0.227905, 2.47852, 1.83789, 18.4844, 0.67627, 16, 18, 8, 18, 16, 20, 16, 10, 54, 44, 34, 38, 32, 43, 27, 22, 17, 19, 22, Square
-0.0540161, -0.072876, 0.987793, 0.0744629, -0.0444946, 0.0563965, 0.0566406, 0.334229, 4.80859, 2.55664, 27.7813, 0.881348, 8, 20, 4, 12, 20, 18, 14, 10, 55, 31, 37, 38, 42, 34, 28, 15, 18, 19, 17, Square
-0.0515747, -0.0297394, 1.00195, 0.0930786, 0.0221252, 0.0446777, 0.0556641, 0.32373, 3.83594, 2.36523, 26.5469, 0.852051, 22, 16, 10, 12, 16, 14, 16, 8, 44, 34, 36, 35, 51, 31, 22, 17, 18, 17, 15, Square
-0.0598145, -0.0270081, 0.990723, 0.108032, 0.163208, 0.0373535, 0.116211, 0.337402, 3.31641, 2.4707, 27.7188, 0.815918, 32, 34, 16, 18, 18, 18, 14, 16, 52, 44, 34, 35, 37, 37, 26, 22, 17, 18, 19, Square
-0.111511, -0.0528259, 0.970703, 0.11969, -0.135864, 0.072937, 0.09375, 0.353271, 6.92188, 3.86523, 29.6094, 0.856445, 20, 12, 10, 10, 10, 14, 10, 6, 45, 43, 30, 30, 41, 41, 22, 22, 15, 15, 20, Square
-0.0910034, -0.0474854, 0.97168, 0.0994873, -0.0516052, 0.0514526, 0.0654297, 0.248169, 4.83984, 1.96387, 20.4219, 0.734863, 20, 22, 10, 16, 14, 14, 14, 12, 55, 46, 35, 40, 39, 44, 28, 23, 18, 20, 22, Square
-0.0123291, -0.11731, 0.986816, -0.0426636, -0.153198, 0.0331726, 0.078125, 0.287109, 2.70117, 4.51563, 23.7656, 0.785156, 10, 32, 6, 12, 14, 18, 10, 16, 52, 43, 32, 34, 32, 39, 26, 21, 16, 17, 20, Square
0.0349121, -0.129028, 0.991699, 0.0821533, -0.00865936, 0.0640259, 0.0654297, 0.341064, 5.28906, 4.76172, 27.6406, 1.0166, 12, 18, 6, 10, 10, 16, 16, 10, 55, 39, 31, 36, 43, 31, 27, 20, 15, 18, 15, Square
0.0575867, -0.134399, 0.986328, 0.0910034, -0.00178623, 0.0507507, 0.078125, 0.370117, 4.38281, 4.75781, 30.9063, 0.915039, 8, 12, 4, 12, 18, 14, 16, 6, 55, 36, 38, 34, 39, 41, 28, 18, 19, 17, 21, Square
-0.00138569, -0.0977173, 1.02832, 0.0825806, 0.0740967, 0.0395813, 0.0947266, 0.348145, 3.20898, 4.88672, 28.6094, 0.868652, 40, 24, 20, 18, 14, 22, 22, 12, 58, 35, 37, 41, 39, 32, 29, 17, 19, 20, 16, Square
0.0236816, -0.0559387, 0.921387, 0.12384, 0.0257874, 0.0891113, 0.0751953, 0.31665, 7.26953, 3.94141, 25.6875, 0.937988, 10, 26, 4, 10, 12, 18, 10, 12, 45, 36, 33, 32, 25, 38, 22, 18, 16, 16, 19, Square
-0.0708008, -0.0535889, 0.996094, 0.0794678, -0.0649414, 0.0405884, 0.0830078, 0.385986, 3.69531, 4.05078, 31.9375, 0.800781, 28, 28, 14, 10, 20, 20, 12, 14, 53, 37, 38, 41, 35, 44, 27, 19, 19, 21, 22, Square
-0.00287819, -0.062561, 0.964355, 0.00911713, -0.0921631, 0.0451355, 0.0756836, 0.336914, 3.6582, 3.23047, 27.9063, 0.848633, 22, 12, 12, 12, 16, 22, 18, 6, 55, 52, 39, 36, 43, 40, 27, 26, 20, 18, 20, Square
0.0359497, -0.0880127, 1.02637, 0.0396423, -0.0697021, 0.0484009, 0.109375, 0.250488, 4.02734, 3.75586, 20.4219, 0.929199, 14, 18, 8, 20, 16, 20, 30, 10, 49, 38, 36, 32, 45, 35, 25, 19, 18, 16, 17, Square
0.0712891, -0.104309, 0.97998, 0.0392151, 0.0134354, 0.0474243, 0.0639648, 0.303955, 4.25391, 4.38281, 24.6406, 0.875488, 24, 20, 12, 14, 12, 26, 26, 10, 44, 30, 36, 35, 44, 36, 22, 15, 18, 17, 18, Square
0.00736618, 0.00820923, 1, -0.00293732, 0.0375977, 0.00859833, 0.00292969, 0.182617, 0.701172, 0.470947, 14.8203, 0.451172, 28, 24, 14, 10, 0, 16, 16, 12, 24, 28, 38, 27, 22, 17, 12, 14, 19, 13, 8, Square
0.0233765, -0.0285492, 1.00781, -0.0160828, -0.0177155, 0.00256348, 0, 0.0490112, 0.251953, 0.463379, 4.0625, 0.279541, 20, 28, 10, 6, 24, 14, 14, 14, 40, 19, 35, 24, 27, 23, 20, 9, 17, 12, 12, Square
-0.0549316, -0.0119553, 1.00195, 0.0665894, 0.118958, 0.0189514, 0.0214844, 0.180054, 1.78125, 1.60156, 15.5, 0.629883, 10, 16, 4, 14, 14, 14, 12, 8, 31, 19, 32, 21, 28, 18, 16, 10, 16, 11, 9, Square
-0.187134, -0.0495911, 0.970703, 0.0586548, -0.0592651, 0.0292969, 0.0551758, 0.243774, 5.21484, 1.87695, 20.125, 0.63623, 8, 8, 4, 4, 8, 8, 6, 4, 23, 20, 16, 16, 20, 21, 11, 10, 8, 8, 10, Square
-0.0826416, -0.0581665, 1.00879, 0.0141449, -0.0992432, 0.0189667, 0.0527344, 0.189087, 2.08984, 1.54883, 15.3359, 0.556152, 4, 10, 2, 10, 10, 10, 10, 6, 18, 18, 18, 18, 18, 19, 9, 9, 9, 9, 10, Square
-0.0499268, -0.0665283, 0.990234, 0.0691528, -0.0447083, 0.0519104, 0.0439453, 0.296631, 4.41016, 2.21484, 24.8281, 0.805664, 4, 8, 2, 8, 10, 10, 6, 4, 38, 19, 17, 18, 22, 18, 19, 9, 9, 9, 9, Square
-0.0559387, -0.0332336, 1.00977, 0.103333, 0.0200195, 0.0374146, 0.0517578, 0.297607, 3.28711, 1.91504, 24.4531, 0.687988, 12, 8, 6, 8, 8, 12, 6, 4, 29, 13, 16, 18, 33, 21, 15, 7, 8, 9, 10, Square
-0.0698853, -0.0225983, 0.973633, 0.103638, 0.170166, 0.0326233, 0.0952148, 0.295654, 3.03906, 2.15625, 24.1875, 0.694824, 14, 22, 6, 10, 8, 8, 6, 10, 30, 17, 17, 19, 17, 19, 15, 8, 8, 9, 10, Square
-0.109985, -0.0610046, 0.980957, 0.131836, -0.145142, 0.0639038, 0.074707, 0.333008, 6.16016, 3.16992, 28.2656, 0.779297, 4, 4, 2, 6, 10, 10, 4, 2, 28, 21, 11, 16, 15, 19, 14, 11, 6, 8, 9, Square
-0.0858765, -0.0444031, 0.961426, 0.0769043, -0.0615845, 0.0444336, 0.0581055, 0.203369, 4.19922, 1.65527, 16.6406, 0.654785, 8, 12, 4, 6, 8, 8, 4, 6, 37, 26, 14, 15, 13, 23, 18, 13, 7, 8, 12, Square
-0.0028553, -0.120117, 1.00293, -0.022995, -0.154541, 0.029892, 0.0615234, 0.248535, 2.42383, 3.97852, 20.6719, 0.750488, 6, 4, 4, 6, 10, 10, 6, 2, 20, 15, 16, 21, 19, 23, 10, 7, 8, 10, 11, Square
0.0323486, -0.129883, 0.98291, 0.0792847, 0.0138931, 0.0577698, 0.0512695, 0.30127, 4.76563, 4.35547, 24.4219, 0.795898, 4, 10, 2, 6, 8, 8, 6, 6, 32, 13, 10, 18, 24, 16, 16, 7, 5, 9, 8, Square
0.0547791, -0.128418, 0.986816, 0.0801392, -0.0124359, 0.0433655, 0.0625, 0.33374, 3.75781, 4.21094, 27.9688, 0.769043, 4, 8, 2, 8, 12, 8, 8, 4, 26, 14, 18, 19, 17, 17, 13, 7, 9, 10, 9, Square
-0.0053215, -0.0980225, 1.02344, 0.0949097, 0.105225, 0.0320129, 0.078125, 0.317627, 2.59766, 4.16406, 26.1563, 0.666992, 18, 8, 8, 6, 10, 8, 12, 4, 29, 17, 14, 24, 26, 14, 15, 8, 7, 12, 7, Square
0.0210419, -0.051239, 0.927734, 0.127197, -0.00908661, 0.0847168, 0.0576172, 0.291748, 6.90234, 3.52539, 23.6406, 0.855469, 4, 6, 2, 6, 8, 12, 4, 2, 21, 11, 13, 20, 12, 16, 10, 6, 6, 10, 8, Square
-0.0716553, -0.0627441, 0.998535, 0.0696411, -0.0643311, 0.0348206, 0.0664063, 0.355713, 3.23828, 3.4668, 29.5, 0.619629, 16, 8, 8, 6, 10, 4, 8, 4, 27, 15, 20, 20, 25, 18, 14, 7, 10, 10, 9, Square
