@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_ACC_V numeric
@attribute F5_VAR_on_ACC_X numeric
@attribute F6_VAR_on_ACC_Y numeric
@attribute F7_VAR_on_ACC_Z numeric
@attribute F8_VAR_on_ACC_V numeric
@attribute F9_ENERGY_on_ACC_X numeric
@attribute F10_ENERGY_on_ACC_Y numeric
@attribute F11_ENERGY_on_ACC_Z numeric
@attribute F12_ENERGY_on_ACC_V numeric
@attribute F13_PeakToPeak_on_ACC_X numeric
@attribute F14_PeakToPeak_on_ACC_Y numeric
@attribute F15_PeakToPeak_on_ACC_Z numeric
@attribute F16_PeakToPeak_on_ACC_V numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
-0.00772095, 0.000850201, 1.01172, 1.01172, 9.0003e-06, 1.2517e-05, 0.00683594, 0.00683594, 0.00556183, 0.00107288, 83.5, 83.5, 0.0140228, 0.0180511, 0.015625, 0.015625, Idle
-0.00793457, 0.000907898, 1.0127, 1.0127, 1.43647e-05, 1.77026e-05, 0.00292969, 0.00292969, 0.00626755, 0.00150108, 83.375, 83.375, 0.0203705, 0.019455, 0.0185547, 0.0185547, Idle
-0.00791931, 0.00082016, 1.01172, 1.01172, 1.10269e-05, 1.2517e-05, 0.00585938, 0.00585938, 0.00597763, 0.00106812, 83.4375, 83.4375, 0.0134735, 0.0174408, 0.00976563, 0.00976563, Idle
-0.00785828, 0.000656128, 1.0127, 1.0127, 1.12653e-05, 1.46627e-05, 0.00878906, 0.00878906, 0.00592041, 0.00122452, 83.8125, 83.8125, 0.0153656, 0.0188446, 0.0146484, 0.0146484, Idle
-0.00836182, 0.000806332, 1.01172, 1.01172, 7.51019e-06, 8.10623e-06, 0.0107422, 0.0107422, 0.00627518, 0.000711918, 83.8125, 83.8125, 0.0135345, 0.0129929, 0.0136719, 0.0136719, Idle
-0.00767899, 0.000627518, 1.01172, 1.01172, 1.09076e-05, 6.31809e-06, 0.00976563, 0.00976563, 0.00566101, 0.000545025, 83.75, 83.75, 0.0153656, 0.015007, 0.0283203, 0.0283203, Idle
-0.0440369, -0.0985107, 1.00586, 1.01172, 0.00263596, 0.00110626, 0.000976563, 0.00585938, 0.37085, 0.876465, 82.125, 83.4375, 0.313965, 0.182739, 0.20459, 0.206055, Idle
-0.0397034, -0.0734253, 1.00781, 1.01465, 0.0022831, 0.00243759, 0.00488281, 0.00292969, 0.312744, 0.634277, 82.6875, 83.6875, 0.197632, 0.192627, 0.125488, 0.124023, Idle
-0.0332947, -0.0221252, 1.00977, 1.0127, 0.00247002, 0.000640392, 0.00683594, 0.00683594, 0.290039, 0.0916138, 83.1875, 83.6875, 0.196655, 0.108582, 0.0786133, 0.0776367, Idle
-0.0241852, -0.0557556, 1.00879, 1.01367, 0.00577927, 0.00209045, 0.00292969, 0.00390625, 0.515625, 0.421387, 82.75, 83.625, 0.321045, 0.189453, 0.228027, 0.229004, Idle
-0.0453186, -0.0900879, 1.00781, 1.01367, 0.00313759, 0.00119019, 0.000976563, 0.00292969, 0.420898, 0.754395, 82.4375, 83.5, 0.347656, 0.16272, 0.178223, 0.17627, Idle
-0.0412598, -0.0488586, 1.0127, 1.01367, 0.00109768, 0.000364304, 0, 0.00683594, 0.226929, 0.223145, 83.125, 83.8125, 0.173584, 0.104309, 0.162109, 0.169434, Idle
-0.121704, -0.0454712, 1.00684, 1.01465, 0.00222015, 0.00088501, 0, 0.00585938, 1.37988, 0.23938, 82.125, 83.9375, 0.182617, 0.133911, 0.0859375, 0.0957031, Idle
-0.0605164, -0.0373535, 1.01172, 1.01367, 0.00115967, 0.000647545, 0.00390625, 0.00585938, 0.390869, 0.165649, 83.3125, 83.75, 0.192017, 0.155884, 0.228516, 0.23877, Idle
-0.0640259, -0.0189056, 1.01172, 1.0127, 0.00018692, 0.000137091, 0.000976563, 0.0078125, 0.347412, 0.0400696, 83.0625, 83.75, 0.0643311, 0.0591736, 0.0654297, 0.0668945, Idle
-0.0319824, -0.0162506, 1.01563, 1.0166, 0.000646591, 0.000442028, 0.00195313, 0.00195313, 0.135376, 0.057251, 83.75, 83.9375, 0.127686, 0.10437, 0.0864258, 0.0859375, Idle
-0.0637817, 0.0258331, 1.0127, 1.01563, 0.00149536, 0.000868797, 0.00195313, 0.00390625, 0.450684, 0.124512, 83.3125, 83.9375, 0.247192, 0.197632, 0.187988, 0.183105, Idle
-0.0375977, 0.038269, 1.01367, 1.0166, 0.0014801, 0.000888824, 0.000976563, 0.00390625, 0.234497, 0.190796, 83.375, 84.0625, 0.209595, 0.137451, 0.165039, 0.166016, Idle
-0.010376, 0.0288849, 1.01465, 1.0166, 0.0022316, 0.000916481, 0, 0, 0.189575, 0.141968, 83.375, 83.75, 0.194092, 0.167236, 0.134766, 0.13916, Idle
-0.0537415, 0.0409546, 1.01074, 1.01465, 0.00202179, 0.00109577, 0.00292969, 0, 0.397949, 0.224731, 83, 83.4375, 0.215698, 0.157715, 0.234863, 0.239746, Idle
-0.0692139, 0.0501099, 1.01074, 1.0166, 0.00242615, 0.00140381, 0.00390625, 0.00292969, 0.584961, 0.317383, 83.125, 84, 0.187012, 0.162476, 0.258301, 0.253906, Idle
-0.0784302, 0.0686646, 1.00293, 1.01465, 0.00122452, 0.00583649, 0.00585938, 0, 0.598145, 0.855469, 82, 83.375, 0.217407, 0.310303, 0.136719, 0.164063, Idle
-0.024704, -0.000871181, 1.01367, 1.01367, 0.00195122, 0.00107956, 0, 0.00292969, 0.207642, 0.0875854, 83.25, 83.5, 0.208618, 0.16272, 0.130859, 0.129883, Idle
-0.0488586, 0.04599, 1.01074, 1.01465, 0.00292969, 0.00209236, 0, 0.00195313, 0.430908, 0.341064, 82.8125, 83.625, 0.210083, 0.160278, 0.0820313, 0.0834961, Idle
0.00643921, 0.00871277, 0.999512, 1.01953, 0.0141678, 0.00981903, 0.0322266, 0.0146484, 1.15137, 0.802246, 83.5625, 85.375, 0.638184, 0.539551, 1.80566, 1.10254, Square
0.0248413, -0.029007, 1.00586, 1.0127, 0.00525665, 0.00641632, 0.00390625, 0.00390625, 0.476318, 0.588379, 82.3125, 83.4375, 0.496826, 0.32959, 0.37793, 0.384766, Square
-0.0477905, -0.0124207, 0.999512, 1.03027, 0.0203705, 0.0252686, 0.0341797, 0.0175781, 1.83691, 2.06055, 83.75, 87.4375, 0.766602, 0.9375, 1.11035, 0.943359, Square
-0.19104, -0.0493164, 0.979004, 1.03223, 0.0332031, 0.02388, 0.059082, 0.0498047, 5.65234, 2.13281, 82.5, 90.4375, 0.699707, 0.712402, 1.12598, 0.93457, Square
-0.0869751, -0.0559082, 1.00195, 1.03027, 0.0230103, 0.0195465, 0.0712891, 0.0673828, 2.47852, 1.83789, 87.125, 91.5, 0.67627, 0.591797, 1.38086, 1.3584, Square
-0.0540161, -0.072876, 0.987793, 1.03809, 0.0563965, 0.0262451, 0.0566406, 0.0458984, 4.80859, 2.55664, 83.6875, 91.0625, 0.881348, 0.705566, 1.15918, 1.18066, Square
-0.0515747, -0.0297394, 1.00195, 1.04395, 0.0446777, 0.0282898, 0.0556641, 0.0449219, 3.83594, 2.36523, 85.875, 92, 0.852051, 0.780762, 1.05078, 0.95459, Square
-0.0598145, -0.0270081, 0.990723, 1.03711, 0.0373535, 0.0297546, 0.116211, 0.0927734, 3.31641, 2.4707, 88.9375, 94.6875, 0.815918, 0.873535, 1.33594, 1.27832, Square
-0.111511, -0.0528259, 0.970703, 1.04297, 0.072937, 0.0449219, 0.09375, 0.0839844, 6.92188, 3.86523, 84, 95, 0.856445, 1.01172, 1.37793, 1.34863, Square
-0.0910034, -0.0474854, 0.97168, 1.01855, 0.0514526, 0.0219727, 0.0654297, 0.0546875, 4.83984, 1.96387, 81.8125, 88.5, 0.734863, 0.661133, 1.32813, 1.2002, Square
-0.0123291, -0.11731, 0.986816, 1.03125, 0.0331726, 0.0419312, 0.078125, 0.0791016, 2.70117, 4.51563, 85.25, 92.625, 0.785156, 0.900391, 1.17578, 1.12207, Square
0.0349121, -0.129028, 0.991699, 1.05371, 0.0640259, 0.0421143, 0.0654297, 0.0605469, 5.28906, 4.76172, 85, 94.9375, 1.0166, 0.847168, 1.18164, 1.22559, Square
0.0575867, -0.134399, 0.986328, 1.04297, 0.0507507, 0.0406189, 0.078125, 0.078125, 4.38281, 4.75781, 85.1875, 94.5, 0.915039, 0.83252, 1.31152, 1.28906, Square
-0.00138569, -0.0977173, 1.02832, 1.0791, 0.0395813, 0.0507202, 0.0947266, 0.0947266, 3.20898, 4.88672, 93.4375, 102.063, 0.868652, 0.897949, 1.46094, 1.43359, Square
0.0236816, -0.0559387, 0.921387, 0.993164, 0.0891113, 0.0454712, 0.0751953, 0.078125, 7.26953, 3.94141, 74.9375, 86.25, 0.937988, 0.879883, 1.16699, 1.23535, Square
-0.0708008, -0.0535889, 0.996094, 1.04297, 0.0405884, 0.0471191, 0.0830078, 0.0830078, 3.69531, 4.05078, 87.125, 94.9375, 0.800781, 0.928223, 1.37793, 1.34863, Square
-0.00287819, -0.062561, 0.964355, 1.00977, 0.0451355, 0.0359497, 0.0756836, 0.0703125, 3.6582, 3.23047, 81.5, 88.3125, 0.848633, 0.78125, 1.32227, 1.19141, Square
0.0359497, -0.0880127, 1.02637, 1.07227, 0.0484009, 0.0385742, 0.109375, 0.109375, 4.02734, 3.75586, 94.3125, 102, 0.929199, 0.93457, 1.61328, 1.64941, Square
0.0712891, -0.104309, 0.97998, 1.0293, 0.0474243, 0.0432129, 0.0639648, 0.0693359, 4.25391, 4.38281, 83.0625, 91.5, 0.875488, 0.916992, 1.53125, 1.56738, Square
0.00736618, 0.00820923, 1, 1.00586, 0.00859833, 0.00574112, 0.00292969, 0.00878906, 0.701172, 0.470947, 81.3125, 82.6875, 0.451172, 0.358887, 0.521973, 0.519531, Square
0.0233765, -0.0285492, 1.00781, 1.00977, 0.00256348, 0.00490189, 0, 0.00292969, 0.251953, 0.463379, 82.1875, 82.875, 0.279541, 0.273926, 0.130859, 0.133301, Square
-0.0549316, -0.0119553, 1.00195, 1.02539, 0.0189514, 0.0196228, 0.0214844, 0.0166016, 1.78125, 1.60156, 83.125, 86.625, 0.629883, 0.787598, 0.950195, 0.84668, Square
-0.187134, -0.0495911, 0.970703, 1.02051, 0.0292969, 0.0207062, 0.0551758, 0.0439453, 5.21484, 1.87695, 80.875, 87.9375, 0.63623, 0.59375, 0.961426, 0.825195, Square
-0.0826416, -0.0581665, 1.00879, 1.03418, 0.0189667, 0.0157166, 0.0527344, 0.046875, 2.08984, 1.54883, 86.75, 90.5, 0.556152, 0.530273, 1.00879, 0.924316, Square
-0.0499268, -0.0665283, 0.990234, 1.03125, 0.0519104, 0.0229034, 0.0439453, 0.0429688, 4.41016, 2.21484, 83.0625, 89.6875, 0.805664, 0.574707, 0.94873, 0.953613, Square
-0.0559387, -0.0332336, 1.00977, 1.04492, 0.0374146, 0.022522, 0.0517578, 0.0419922, 3.28711, 1.91504, 86.8125, 91.875, 0.687988, 0.691406, 0.899414, 0.861816, Square
-0.0698853, -0.0225983, 0.973633, 1.01367, 0.0326233, 0.0260925, 0.0952148, 0.0791016, 3.03906, 2.15625, 84.5625, 89.6875, 0.694824, 0.758789, 1.1582, 1.10449, Square
-0.109985, -0.0610046, 0.980957, 1.0459, 0.0639038, 0.0353699, 0.074707, 0.0576172, 6.16016, 3.16992, 84.0625, 93.3125, 0.779297, 0.8125, 1.17383, 1.14551, Square
-0.0858765, -0.0444031, 0.961426, 1.00391, 0.0444336, 0.0184479, 0.0581055, 0.0488281, 4.19922, 1.65527, 79.625, 85.625, 0.654785, 0.587402, 1.12305, 1.1084, Square
-0.0028553, -0.120117, 1.00293, 1.04395, 0.029892, 0.0346375, 0.0615234, 0.0585938, 2.42383, 3.97852, 86.5, 93.125, 0.750488, 0.770508, 1.01172, 0.938477, Square
0.0323486, -0.129883, 0.98291, 1.04102, 0.0577698, 0.0368652, 0.0512695, 0.0458984, 4.76563, 4.35547, 82.5, 91.5625, 0.795898, 0.766602, 0.899902, 0.935059, Square
0.0547791, -0.128418, 0.986816, 1.03809, 0.0433655, 0.0354614, 0.0625, 0.0605469, 3.75781, 4.21094, 84, 92.1875, 0.769043, 0.676758, 1.15234, 1.13574, Square
-0.0053215, -0.0980225, 1.02344, 1.06445, 0.0320129, 0.041748, 0.078125, 0.0751953, 2.59766, 4.16406, 91.25, 97.9375, 0.666992, 0.84082, 1.25879, 1.23828, Square
0.0210419, -0.051239, 0.927734, 0.992188, 0.0847168, 0.040863, 0.0576172, 0.0615234, 6.90234, 3.52539, 74.4375, 84.75, 0.855469, 0.740723, 1.0293, 1.08398, Square
-0.0716553, -0.0627441, 0.998535, 1.04199, 0.0348206, 0.0388184, 0.0664063, 0.0585938, 3.23828, 3.4668, 86.1875, 92.8125, 0.619629, 0.847656, 1.16016, 1.12695, Square
0.00652313, -0.0605164, 0.962402, 0.997559, 0.0369568, 0.0292358, 0.0605469, 0.0654297, 2.99805, 2.66602, 80, 86, 0.749023, 0.649902, 0.996094, 0.958496, Square
0.0341492, -0.0880737, 1.02734, 1.06836, 0.0422058, 0.0273132, 0.0888672, 0.0810547, 3.51563, 2.8418, 92.75, 99.125, 0.727051, 0.776367, 1.37598, 1.4043, Square
0.0724487, -0.109863, 0.975586, 1.02441, 0.0402527, 0.0359497, 0.0541992, 0.0478516, 3.6875, 3.89063, 81.5, 88.9375, 0.688477, 0.757324, 1.15625, 1.15723, Square
0.00894928, 0.00728989, 0.999512, 1.00488, 0.00556564, 0.00452042, 0.000488281, 0.000976563, 0.457764, 0.37085, 81, 81.9375, 0.358154, 0.264893, 0.280762, 0.288086, Square
0.020874, -0.0270386, 1.00293, 1.00586, 0.00168514, 0.00323296, 0.00878906, 0.00976563, 0.171997, 0.321289, 82.25, 82.8125, 0.196167, 0.23938, 0.0957031, 0.0952148, Square
-0.0639038, -0.0149002, 1.00195, 1.02246, 0.018692, 0.0130081, 0.0175781, 0.0107422, 1.84668, 1.07227, 82.8125, 85.6875, 0.525391, 0.54834, 0.644043, 0.564453, Square
-0.180786, -0.0474243, 0.966309, 1.00977, 0.026062, 0.0166473, 0.0341797, 0.0273438, 4.76172, 1.53125, 78.4375, 84.875, 0.554199, 0.476807, 0.760742, 0.645508, Square
-0.0789185, -0.0630493, 1.0127, 1.0332, 0.0166321, 0.0129471, 0.0341797, 0.0302734, 1.85254, 1.37109, 85.875, 88.9375, 0.470459, 0.455322, 0.677246, 0.632813, Square
-0.0461121, -0.0586853, 0.988281, 1.03125, 0.050354, 0.0170135, 0.0361328, 0.0195313, 4.25391, 1.65918, 82.0625, 87.75, 0.758301, 0.461914, 0.713379, 0.669922, Square
-0.0588074, -0.0352783, 1.02246, 1.0498, 0.0329895, 0.0160828, 0.0341797, 0.03125, 2.95313, 1.40527, 87.5625, 91.875, 0.572754, 0.542969, 0.750488, 0.713379, Square
-0.085022, -0.0139771, 0.957031, 0.996094, 0.0307617, 0.0223083, 0.0654297, 0.0507813, 3.08008, 1.82422, 79.5625, 84.5625, 0.633301, 0.55957, 0.963379, 0.843262, Square
-0.107056, -0.0742188, 0.983887, 1.03516, 0.0566711, 0.0231171, 0.0532227, 0.0478516, 5.51953, 2.32031, 82.8125, 90.75, 0.725098, 0.626465, 0.901855, 0.864746, Square
-0.0758667, -0.0434265, 0.959961, 0.994629, 0.0392761, 0.0155716, 0.0375977, 0.0332031, 3.65234, 1.41504, 77.75, 82.875, 0.603027, 0.522949, 0.756836, 0.751465, Square
0.00393295, -0.119873, 1.01563, 1.04688, 0.0281219, 0.0254364, 0.0332031, 0.0351563, 2.28125, 3.22656, 86.25, 91.6875, 0.693359, 0.632324, 0.787598, 0.758789, Square
0.0300751, -0.135132, 0.979004, 1.0293, 0.052002, 0.0293732, 0.0332031, 0.03125, 4.28906, 3.86133, 80.375, 88.4375, 0.711426, 0.640137, 0.702637, 0.683594, Square
0.0511169, -0.121826, 0.991699, 1.03027, 0.0369568, 0.0254517, 0.0371094, 0.0390625, 3.20898, 3.26563, 82.75, 89.1875, 0.63916, 0.556152, 0.783203, 0.803711, Square
-0.0137787, -0.0939941, 1.00977, 1.04492, 0.0274353, 0.0306549, 0.0488281, 0.0439453, 2.23828, 3.20117, 86.5625, 92.0625, 0.520996, 0.686035, 0.848633, 0.829102, Square
0.023941, -0.0482178, 0.937012, 0.993164, 0.0769653, 0.0327759, 0.0351563, 0.0390625, 6.28125, 2.8457, 74, 83.125, 0.791992, 0.618652, 0.755371, 0.784668, Square
-0.0745239, -0.0697632, 0.994629, 1.03125, 0.0313721, 0.027359, 0.0439453, 0.0400391, 2.99219, 2.61133, 83.75, 89.4375, 0.546387, 0.676758, 0.867188, 0.839355, Square
0.0177765, -0.0623474, 0.975586, 1.00781, 0.0298004, 0.0222473, 0.0390625, 0.0302734, 2.44141, 2.11914, 80.3125, 84.8125, 0.650391, 0.568359, 0.76416, 0.717773, Square
0.0336609, -0.0869141, 1.0166, 1.05273, 0.0384827, 0.0169525, 0.0566406, 0.0449219, 3.21094, 1.98633, 88.3125, 93.5, 0.600098, 0.51123, 0.981934, 0.995117, Square
0.0745239, -0.111633, 0.979004, 1.01953, 0.0357666, 0.0243225, 0.0322266, 0.0322266, 3.34961, 2.98047, 80.3125, 86.8125, 0.598633, 0.616699, 0.777344, 0.787598, Square
0.0129776, 0.00656509, 0.995605, 0.997559, 0.00222206, 0.00297165, 0.00830078, 0.00683594, 0.193726, 0.244507, 81, 81.25, 0.193115, 0.190674, 0.135254, 0.134766, Square
0.0166168, -0.0257874, 1.00293, 1.00391, 0.000798702, 0.000838757, 0.00683594, 0.00878906, 0.0870972, 0.121887, 82.125, 82.4375, 0.126587, 0.110046, 0.0419922, 0.0400391, Square
-0.0789795, -0.0199127, 0.993164, 1.01172, 0.0176239, 0.00609589, 0.0136719, 0.0078125, 1.93457, 0.526367, 81.0625, 83.5625, 0.424805, 0.299072, 0.351074, 0.292969, Square
-0.1698, -0.0474243, 0.978516, 1.01074, 0.0206604, 0.0101852, 0.0126953, 0.00683594, 4.01172, 1.00781, 78.625, 83.375, 0.455811, 0.341797, 0.418457, 0.330078, Square
-0.0715332, -0.0639038, 1.00977, 1.02539, 0.0141449, 0.00774002, 0.0117188, 0.00878906, 1.56055, 0.958496, 83.625, 86, 0.398682, 0.334473, 0.324219, 0.294922, Square
-0.0439453, -0.0546875, 0.996094, 1.02832, 0.0440063, 0.00907135, 0.015625, 0.0107422, 3.72266, 0.978027, 81.6875, 86.625, 0.657227, 0.366211, 0.390137, 0.324219, Square
-0.0665894, -0.027832, 1.00391, 1.02441, 0.0255737, 0.0100174, 0.015625, 0.0146484, 2.43164, 0.875, 82.9375, 86.3125, 0.465088, 0.353027, 0.392578, 0.354004, Square
-0.106201, -0.0120316, 0.961426, 0.994629, 0.0284882, 0.0125275, 0.0263672, 0.0136719, 3.22266, 1.02734, 77.0625, 81.3125, 0.590332, 0.354004, 0.487305, 0.407715, Square
-0.0965576, -0.086792, 0.973633, 1.00879, 0.0422974, 0.0118484, 0.0185547, 0.0214844, 4.18359, 1.57031, 78.3125, 84.1875, 0.650879, 0.421875, 0.478027, 0.454102, Square
-0.0586853, -0.0483398, 0.981445, 1.00684, 0.0304565, 0.0120621, 0.0141602, 0.0126953, 2.74805, 1.16699, 79.25, 83.1875, 0.52002, 0.365723, 0.392578, 0.373535, Square
0.0124588, -0.121643, 1.00195, 1.03027, 0.0243988, 0.0152969, 0.0166016, 0.0136719, 1.99023, 2.43945, 82.6875, 87.125, 0.562988, 0.463135, 0.39209, 0.387695, Square
0.0263062, -0.135742, 0.978516, 1.01758, 0.0418091, 0.0158081, 0.0131836, 0.0126953, 3.44531, 2.77539, 78.6875, 84.9375, 0.620117, 0.468994, 0.429688, 0.405762, Square
0.0470276, -0.11499, 1.00586, 1.03125, 0.02742, 0.0119553, 0.0136719, 0.015625, 2.40234, 2.04102, 83.125, 87.5, 0.549316, 0.42627, 0.428711, 0.432129, Square
-0.0385132, -0.0803833, 0.987793, 1.0127, 0.0232849, 0.0178375, 0.00976563, 0.00976563, 2.00781, 1.96875, 79.875, 83.9375, 0.452148, 0.477295, 0.441406, 0.412598, Square
0.0328064, -0.0563965, 0.949707, 0.990723, 0.0597839, 0.0180969, 0.0141602, 0.0141602, 4.93359, 1.72461, 74.25, 80.6875, 0.680664, 0.482666, 0.420898, 0.431641, Square
-0.0678711, -0.0713501, 0.983887, 1.00293, 0.0229797, 0.0121078, 0.00927734, 0.015625, 2.23633, 1.39355, 79.25, 82.8125, 0.450195, 0.462891, 0.479492, 0.43457, Square
0.0306549, -0.064209, 1, 1.01953, 0.0206299, 0.0135651, 0.0126953, 0.0126953, 1.74902, 1.43359, 82.125, 85.25, 0.466064, 0.431885, 0.40625, 0.364258, Square
0.0313416, -0.0971069, 1.00195, 1.02734, 0.0314026, 0.00798035, 0.015625, 0.015625, 2.625, 1.41113, 82.625, 86.8125, 0.50293, 0.341309, 0.470215, 0.458984, Square
0.0793457, -0.095459, 0.981445, 1.01172, 0.0282898, 0.00827026, 0.0151367, 0.00585938, 2.80273, 1.40918, 79.3125, 83.4375, 0.48584, 0.364746, 0.382324, 0.385742, Square
0.0124435, 0.00979614, 1.02832, 1.04004, 0.0187073, 0.00881958, 0.0263672, 0.0332031, 1.52832, 0.723145, 87.875, 90.4375, 1.14355, 0.528809, 1.34766, 1.40625, Square
-0.0128937, 0.0208893, 1.01074, 1.01953, 0.0101852, 0.00176525, 0.00585938, 0, 0.839355, 0.178467, 83.25, 84.1875, 0.501953, 0.215942, 0.256836, 0.280762, Square
0.0858765, 0.0663452, 1.00098, 1.02734, 0.0151367, 0.023941, 0.0224609, 0.0205078, 1.82422, 2.29688, 83.0625, 87.25, 0.559082, 0.837402, 0.888672, 0.806152, Square
0.00419998, -0.00284958, 1.00977, 1.04102, 0.0275269, 0.0318909, 0.0595703, 0.0576172, 2.23242, 2.58594, 87.4375, 92.5, 0.682129, 0.802246, 1.17676, 1.15723, Square
-0.0328064, 0.0109711, 0.979004, 1.01074, 0.0279236, 0.0264587, 0.0600586, 0.0517578, 2.35156, 2.1543, 82.5625, 87, 0.653809, 0.727051, 1.1416, 1.09961, Square
0.0132523, -0.0230408, 1.03711, 1.06738, 0.020813, 0.033783, 0.0810547, 0.0722656, 1.70117, 2.7793, 93.6875, 98.25, 0.593262, 0.737793, 1.22656, 1.22461, Square
-0.0429688, 0.0140457, 1.01074, 1.05664, 0.0396118, 0.0353699, 0.0947266, 0.0771484, 3.35938, 2.88281, 90.5, 96.75, 0.837891, 0.830566, 1.65234, 1.61816, Square
0.0158539, -0.00236511, 0.998535, 1.03125, 0.0357361, 0.0262604, 0.078125, 0.0771484, 2.91602, 2.12891, 87.1875, 92.4375, 0.85498, 0.733887, 1.37109, 1.36133, Square
0.000573635, 0.0236206, 0.982422, 1.01465, 0.0300903, 0.0311127, 0.0483398, 0.0498047, 2.43945, 2.56836, 82.1875, 87.4375, 0.665527, 0.802246, 1.08594, 1.12012, Square
-0.0276794, 0.0372925, 1.01074, 1.0498, 0.031311, 0.0437622, 0.0722656, 0.0664063, 2.59961, 3.66016, 88.6875, 94.75, 0.633301, 0.852051, 1.23242, 1.17969, Square
-0.0520325, -0.00891876, 0.979004, 1.0127, 0.0304413, 0.0289764, 0.0581055, 0.0537109, 2.6875, 2.35547, 82.375, 87.5, 0.605957, 0.828613, 1.11426, 1.05273, Square
0.00482559, 0.00523758, 1, 1.03516, 0.0327759, 0.0265961, 0.0722656, 0.0585938, 2.6582, 2.1582, 86.9375, 91.5625, 0.619141, 0.733887, 1.41113, 1.36426, Square
0.0237885, -0.0218506, 1.01465, 1.04785, 0.0392456, 0.0305634, 0.0576172, 0.0654297, 3.22852, 2.51563, 88.125, 94.3125, 0.731445, 0.867188, 1.08203, 1.06934, Square
0.0154724, 0.00759125, 1.0127, 1.04199, 0.0315247, 0.0248718, 0.0644531, 0.0576172, 2.57617, 2.02148, 88.3125, 92.6875, 0.706055, 0.695801, 1.37402, 1.38477, Square
0.0506897, 0.00587463, 0.992188, 1.02441, 0.0437317, 0.0229034, 0.0488281, 0.0517578, 3.75195, 1.85938, 83.75, 89.3125, 0.666504, 0.70166, 1.04297, 1.04492, Square
0.00769806, 0.0701294, 1.00098, 1.0293, 0.0200043, 0.0313416, 0.0664063, 0.0634766, 1.62695, 2.93945, 86.5625, 91.0625, 0.632324, 0.776855, 1.51367, 1.49414, Square
0.010788, 0.00504303, 1.00879, 1.04004, 0.0331421, 0.0283051, 0.0830078, 0.0791016, 2.69531, 2.29688, 89.1875, 94.125, 0.702148, 0.697266, 1.35547, 1.31543, Square
-0.00260925, -0.021637, 0.990234, 1.02344, 0.0255127, 0.0285339, 0.0712891, 0.0585938, 2.06836, 2.35156, 85.25, 89.6875, 0.604492, 0.723145, 1.21875, 1.18652, Square
0.0366821, 0.0423584, 0.991699, 1.02246, 0.0227356, 0.0326538, 0.0458984, 0.0419922, 1.95215, 2.79297, 83.4375, 88.1875, 0.48999, 0.741699, 0.901367, 0.89502, Square
0.00926208, 0.0105972, 1.02832, 1.03223, 0.00837708, 0.00407028, 0.00195313, 0.00585938, 0.685547, 0.338867, 85.875, 86.8125, 0.502441, 0.2771, 0.400879, 0.40625, Square
-0.00936127, 0.0217896, 1.0127, 1.0166, 0.00803375, 0.000916004, 0.000976563, 0.00195313, 0.657715, 0.112671, 83.1875, 83.875, 0.386719, 0.119934, 0.172363, 0.189941, Square
0.081604, 0.0722656, 0.999512, 1.02441, 0.014534, 0.0212402, 0.0214844, 0.0185547, 1.71777, 2.14453, 82.6875, 86.5625, 0.491943, 0.69873, 0.796875, 0.746582, Square
0.00340652, -0.0118332, 1.00684, 1.03418, 0.0239563, 0.0246124, 0.0478516, 0.0419922, 1.94336, 2.00586, 86.0625, 90.0625, 0.57959, 0.626953, 0.911621, 0.871582, Square
-0.0260162, 0.0115891, 0.995605, 1.02051, 0.0236206, 0.0218964, 0.0546875, 0.0527344, 1.96875, 1.78613, 84.75, 88.625, 0.546875, 0.624023, 0.965332, 0.917969, Square
0.0144806, -0.0246582, 1.03125, 1.05469, 0.0186462, 0.0292664, 0.0537109, 0.0546875, 1.5293, 2.42188, 90.5625, 94.5625, 0.504395, 0.629883, 1.06445, 1.03418, Square
-0.04776, 0.0190125, 1.02051, 1.05273, 0.0330811, 0.0286713, 0.0732422, 0.0712891, 2.86719, 2.35352, 90.3125, 95.625, 0.680664, 0.658203, 1.27344, 1.24609, Square
0.0126266, -0.00142956, 0.982422, 1.01074, 0.0308838, 0.0213776, 0.065918, 0.0615234, 2.51563, 1.7334, 83.625, 87.8125, 0.630859, 0.65918, 0.961426, 0.932617, Square
0.00159073, 0.0265961, 0.990234, 1.01758, 0.0267029, 0.0278931, 0.0380859, 0.0371094, 2.16406, 2.31836, 82.5625, 86.9375, 0.586426, 0.720703, 0.913086, 0.923828, Square
-0.0307007, 0.0281677, 1.00879, 1.04199, 0.0283356, 0.0365906, 0.0576172, 0.0556641, 2.37305, 3.0293, 87.125, 92.5, 0.55957, 0.770508, 1.12012, 1.08105, Square
-0.0484924, -0.00541306, 0.973145, 1.00195, 0.0246429, 0.0224915, 0.0551758, 0.0458984, 2.1875, 1.82617, 81.1875, 85.0625, 0.526855, 0.743164, 0.873535, 0.839844, Square
0.00884247, 0.00318909, 1.01855, 1.04395, 0.0289764, 0.0225067, 0.0566406, 0.0527344, 2.35547, 1.8252, 88.625, 92.625, 0.560059, 0.605957, 1.05371, 1.01465, Square
