@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_ACC_V numeric
@attribute F5_VAR_on_ACC_X numeric
@attribute F6_VAR_on_ACC_Y numeric
@attribute F7_VAR_on_ACC_Z numeric
@attribute F8_VAR_on_ACC_V numeric
@attribute F9_ENERGY_on_ACC_X numeric
@attribute F10_ENERGY_on_ACC_Y numeric
@attribute F11_ENERGY_on_ACC_Z numeric
@attribute F12_ENERGY_on_ACC_V numeric
@attribute F13_PeakToPeak_on_ACC_X numeric
@attribute F14_PeakToPeak_on_ACC_Y numeric
@attribute F15_PeakToPeak_on_ACC_Z numeric
@attribute F16_PeakToPeak_on_ACC_V numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
0.0252686, -0.0230865, 1.00293, 1.03418, 0.0367126, 0.0258942, 0.0449219, 0.0458984, 3.02734, 2.14258, 85.1875, 90.4375, 0.605469, 0.693848, 0.846191, 0.818848, Square
0.0149155, 0.00897217, 1.01563, 1.03809, 0.0282745, 0.0186157, 0.0488281, 0.0498047, 2.31055, 1.51563, 87.5625, 91.375, 0.586426, 0.555176, 1.03906, 1.01563, Square
0.0507507, 0.0126495, 0.989258, 1.01953, 0.0410461, 0.0198059, 0.0410156, 0.0429688, 3.53516, 1.61816, 82.625, 87.6875, 0.561035, 0.592773, 0.885254, 0.896973, Square
0.0057869, 0.0657959, 1.00195, 1.02734, 0.0170288, 0.0261993, 0.0527344, 0.0478516, 1.38281, 2.47461, 85.6875, 89.4375, 0.492432, 0.706543, 1.11426, 1.0957, Square
0.0115204, 0.00346756, 1.01563, 1.04199, 0.0299377, 0.0235443, 0.0693359, 0.0683594, 2.4375, 1.91016, 89.25, 93.5625, 0.605469, 0.629883, 1.23828, 1.22949, Square
-0.0066452, -0.0166321, 0.979004, 1.00293, 0.022995, 0.025238, 0.050293, 0.0507813, 1.86719, 2.06836, 81.75, 85.625, 0.54834, 0.627441, 1.02051, 0.989258, Square
0.036438, 0.0401001, 0.99707, 1.02344, 0.0205841, 0.0283051, 0.0351563, 0.0351563, 1.77637, 2.42383, 83.4375, 87.75, 0.426514, 0.615234, 0.809082, 0.791992, Square
0.00857544, 0.0104599, 1.0293, 1.03418, 0.0057373, 0.00262833, 0, 0, 0.470947, 0.221802, 85.75, 86.5, 0.380371, 0.198486, 0.180176, 0.184082, Square
-0.00553894, 0.0231628, 1.01074, 1.01367, 0.00675201, 0.000644207, 0.00195313, 0.00585938, 0.549805, 0.0957031, 82.9375, 83.75, 0.311523, 0.103943, 0.0908203, 0.103516, Square
0.0766602, 0.0760498, 1, 1.01855, 0.0134583, 0.0165253, 0.0126953, 0.0185547, 1.56738, 1.80859, 82.0625, 85.5625, 0.443359, 0.536621, 0.616211, 0.601563, Square
0.00355339, -0.0196075, 1.00098, 1.02051, 0.0203705, 0.0163574, 0.0341797, 0.0302734, 1.65234, 1.35645, 84, 86.8125, 0.498535, 0.46875, 0.676758, 0.665527, Square
-0.0219574, 0.0142365, 1.0127, 1.0332, 0.0209808, 0.0157928, 0.0390625, 0.0341797, 1.74023, 1.2959, 86.3125, 89.3125, 0.49707, 0.496338, 0.76123, 0.708008, Square
0.0172729, -0.023056, 1.02148, 1.03906, 0.0173798, 0.0218658, 0.0322266, 0.0371094, 1.43359, 1.81543, 87.125, 90.5625, 0.458252, 0.537109, 0.796387, 0.767578, Square
-0.0482178, 0.0162811, 1.02734, 1.05664, 0.0283508, 0.0215607, 0.0458984, 0.0400391, 2.48633, 1.76855, 89.3125, 93.75, 0.574219, 0.526367, 0.85498, 0.830566, Square
0.0030365, 0.00352669, 0.97168, 0.993652, 0.0254059, 0.0151291, 0.0385742, 0.0371094, 2.06055, 1.22754, 79.6875, 83.0625, 0.505859, 0.449707, 0.750488, 0.754883, Square
0.00524902, 0.0249939, 0.993164, 1.01758, 0.0231323, 0.0212708, 0.0292969, 0.0263672, 1.87793, 1.77539, 82.3125, 86.0625, 0.479248, 0.585938, 0.676758, 0.67041, Square
-0.0332947, 0.0244904, 0.998535, 1.02734, 0.0242767, 0.0258179, 0.046875, 0.0380859, 2.05859, 2.14063, 84.625, 88.625, 0.490479, 0.627441, 0.824219, 0.814941, Square
-0.0432739, -0.00527573, 0.97998, 1.00195, 0.0214996, 0.0158234, 0.0356445, 0.0302734, 1.89453, 1.28516, 80.75, 83.8125, 0.450684, 0.529785, 0.705566, 0.681641, Square
0.0114059, 0.00350571, 1.02539, 1.04688, 0.026535, 0.0171356, 0.0341797, 0.0361328, 2.16211, 1.39063, 88.0625, 91.75, 0.524414, 0.51123, 0.745117, 0.712891, Square
0.0256195, -0.0265503, 0.997559, 1.02539, 0.0338745, 0.0205078, 0.0292969, 0.0273438, 2.79688, 1.71875, 83.0625, 87.4375, 0.506836, 0.537109, 0.682617, 0.665039, Square
0.016861, 0.0140381, 1.01465, 1.03516, 0.0261383, 0.0128479, 0.03125, 0.0292969, 2.14258, 1.05762, 86, 89.1875, 0.509277, 0.446289, 0.726563, 0.69873, Square
0.04776, 0.0175934, 0.988281, 1.0166, 0.0376587, 0.0155716, 0.0322266, 0.0302734, 3.23828, 1.28711, 81.75, 86.1875, 0.517578, 0.491943, 0.633301, 0.643066, Square
0.00450134, 0.0602722, 1.00977, 1.02734, 0.0143967, 0.0179749, 0.0332031, 0.0341797, 1.16895, 1.75098, 85.3125, 88.3125, 0.438477, 0.536133, 0.742188, 0.732422, Square
0.0120163, 0.000133276, 1.01465, 1.03809, 0.0262756, 0.0173187, 0.0419922, 0.0380859, 2.14063, 1.4043, 86.875, 90.375, 0.562988, 0.543945, 0.895996, 0.880371, Square
-0.0123215, -0.00730133, 0.970215, 0.991699, 0.0202332, 0.0211792, 0.0332031, 0.0322266, 1.65234, 1.7207, 79, 82.3125, 0.458496, 0.529785, 0.713379, 0.696777, Square
0.0355835, 0.0320129, 0.998535, 1.02148, 0.0190277, 0.0212402, 0.0244141, 0.0214844, 1.64453, 1.80469, 82.8125, 86.25, 0.391846, 0.539551, 0.611328, 0.595703, Square
0.00286484, 0.00969696, 1.02441, 1.02637, 0.00336838, 0.00148678, 0.00390625, 0.00390625, 0.273682, 0.128174, 85.375, 85.75, 0.224243, 0.151001, 0.111816, 0.112793, Square
0.00615311, 0.0253906, 1.01074, 1.01172, 0.00460434, 0.000535965, 0, 0.00488281, 0.376221, 0.0957031, 82.6875, 83.375, 0.228027, 0.0831909, 0.0463867, 0.0541992, Square
0.0680542, 0.0698853, 1.00098, 1.01563, 0.0102844, 0.00878143, 0.00585938, 0.00292969, 1.20898, 1.10742, 81.6875, 83.8125, 0.33252, 0.341797, 0.347168, 0.344238, Square
0.00621796, -0.0183258, 0.999512, 1.00977, 0.0148315, 0.00688171, 0.0107422, 0.0117188, 1.20508, 0.584961, 81.8125, 83.5625, 0.375488, 0.2854, 0.333008, 0.331055, Square
-0.0176392, 0.00862122, 1.01855, 1.03223, 0.0171204, 0.00770569, 0.0126953, 0.0078125, 1.41211, 0.630371, 85.0625, 87, 0.392578, 0.300537, 0.373535, 0.352051, Square
0.0171967, -0.0071373, 1.0166, 1.02832, 0.0139694, 0.0104523, 0.0136719, 0.0136719, 1.15625, 0.851563, 84.875, 86.875, 0.341064, 0.335449, 0.394531, 0.387207, Square
-0.0550232, 0.00771713, 1.0166, 1.03516, 0.0218658, 0.00990295, 0.0185547, 0.0136719, 2.01758, 0.807617, 85.25, 87.9375, 0.452637, 0.345215, 0.483398, 0.453613, Square
-0.00353813, 0.0100555, 0.977051, 0.990234, 0.0185089, 0.00547028, 0.0131836, 0.0112305, 1.50098, 0.451416, 78.4375, 80.375, 0.378174, 0.259766, 0.38623, 0.380371, Square
0.00414276, 0.0137787, 0.993652, 1.00879, 0.0187378, 0.0093689, 0.0102539, 0.00683594, 1.51953, 0.774902, 80.875, 83.0625, 0.366943, 0.36792, 0.341797, 0.331543, Square
-0.0272064, 0.0305939, 0.99707, 1.00977, 0.0170441, 0.010582, 0.0107422, 0.015625, 1.44141, 0.933594, 81.4375, 83.9375, 0.345947, 0.373779, 0.435059, 0.402344, Square
-0.036377, -0.0067215, 1.00195, 1.0166, 0.0166779, 0.00650787, 0.0136719, 0.00683594, 1.45898, 0.53125, 82.5, 84.3125, 0.360352, 0.302246, 0.380371, 0.36084, Square
0.016571, -0.00547409, 1.01367, 1.03223, 0.0227966, 0.0101166, 0.0146484, 0.00585938, 1.87012, 0.822754, 84.4375, 86.875, 0.440674, 0.376953, 0.393555, 0.359863, Square
0.0255585, -0.0209045, 0.995605, 1.01367, 0.0277557, 0.00968933, 0.00976563, 0.0136719, 2.30273, 0.820801, 81.125, 84.375, 0.429443, 0.328369, 0.389648, 0.369629, Square
0.0196228, 0.0223541, 1.00977, 1.0293, 0.0223694, 0.0043869, 0.015625, 0.00195313, 1.84375, 0.395996, 83.875, 86.0625, 0.422607, 0.250732, 0.393066, 0.366211, Square
0.0386963, 0.0184631, 0.997559, 1.0166, 0.0301514, 0.00632095, 0.00976563, 0.00976563, 2.56641, 0.540039, 81.4375, 84.5625, 0.494141, 0.264893, 0.350586, 0.336914, Square
0.0101776, 0.0557556, 1.0166, 1.02734, 0.0121002, 0.00606155, 0.0107422, 0.00976563, 0.989746, 0.743652, 84.625, 86.375, 0.334473, 0.261963, 0.385742, 0.362793, Square
-0.000482321, -0.00111008, 0.989258, 1.00098, 0.018692, 0.00725937, 0.0131836, 0.0146484, 1.51563, 0.588379, 80.375, 82.4375, 0.425537, 0.324951, 0.459961, 0.420898, Square
-0.0124664, 0.0025177, 0.981445, 0.99707, 0.0157623, 0.0138092, 0.0112305, 0.0107422, 1.29004, 1.12012, 79, 81.4375, 0.357666, 0.382813, 0.355469, 0.344238, Square
0.0306549, 0.0155792, 0.996094, 1.00977, 0.0174103, 0.00925446, 0.00488281, 0.00488281, 1.48828, 0.77002, 80.8125, 83.0625, 0.37793, 0.327637, 0.312988, 0.304688, Square
0.0584106, -0.0264282, 1.03809, 1.06055, 0.0147781, 0.0124512, 0.0703125, 0.0537109, 1.47461, 1.06641, 93, 95.5625, 0.77002, 0.555664, 2.26758, 1.57715, Triangle
0.0128174, -0.0375366, 1.00977, 1.0127, 0.00214386, 0.0011034, 0.0078125, 0.00585938, 0.187134, 0.203613, 83.25, 83.5625, 0.274658, 0.178467, 0.559082, 0.5625, Triangle
-0.00342178, -0.023056, 0.988281, 1.01074, 0.0215607, 0.0168152, 0.0283203, 0.0205078, 1.74902, 1.40625, 81.4375, 84.4375, 0.683594, 0.656738, 0.918945, 0.800293, Triangle
0.0099411, -0.0437317, 1.02344, 1.05957, 0.0314026, 0.0328979, 0.0869141, 0.0761719, 2.55273, 2.82227, 92, 97.1875, 0.839355, 0.757813, 1.35059, 1.29883, Triangle
0.00199127, -0.0726929, 0.986328, 1.03125, 0.0388489, 0.0319519, 0.0878906, 0.0722656, 3.14844, 3.01758, 85.9375, 92.0625, 0.81543, 0.668945, 1.44434, 1.39648, Triangle
-0.00566864, -0.0301666, 1.02051, 1.06836, 0.0444946, 0.0367737, 0.0927734, 0.0761719, 3.60938, 3.05469, 91.875, 98.75, 0.855469, 0.855957, 1.31348, 1.21191, Triangle
-0.0537415, -0.0414124, 0.918457, 0.984863, 0.0621643, 0.0352173, 0.097168, 0.0722656, 5.27344, 2.99414, 76.25, 84.5, 0.955078, 0.964844, 1.25, 1.15137, Triangle
-0.00470352, -0.0686646, 1.02051, 1.06055, 0.042511, 0.0247955, 0.0839844, 0.0751953, 3.44727, 2.39258, 91.1875, 97.3125, 0.876953, 0.76123, 1.27051, 1.15234, Triangle
0.0133972, -0.0653076, 1.0127, 1.06055, 0.0301819, 0.041626, 0.0888672, 0.0654297, 2.46094, 3.7207, 90.3125, 96.5, 0.788574, 0.923828, 1.57813, 1.38965, Triangle
-0.0182953, -0.128418, 0.936035, 0.990234, 0.0453491, 0.0269623, 0.0917969, 0.0761719, 3.70313, 3.52148, 78.4375, 85.6875, 0.78125, 0.768555, 1.07813, 1.04004, Triangle
0.0541687, -0.122009, 1.0127, 1.07129, 0.0488892, 0.0337219, 0.0820313, 0.0625, 4.19922, 3.94141, 89.75, 98.0625, 0.899902, 0.763672, 1.36426, 1.21582, Triangle
-0.0161285, -0.0674438, 0.95752, 1.04004, 0.0576477, 0.0377502, 0.174805, 0.112305, 4.69531, 3.42773, 88.5, 96.8125, 0.970703, 0.948242, 1.7002, 1.43848, Triangle
-0.0442505, -0.106873, 0.986328, 1.05762, 0.0462952, 0.0500793, 0.109375, 0.0703125, 3.91211, 4.98438, 87.6875, 96.375, 0.922852, 0.806641, 1.36328, 1.0459, Triangle
-0.0507813, -0.0681152, 0.966309, 1.03125, 0.0539551, 0.032196, 0.145508, 0.107422, 4.58203, 2.98633, 87.5, 94.9375, 0.836426, 0.82666, 1.59961, 1.42773, Triangle
-0.00897217, -0.0864868, 0.986328, 1.04492, 0.0565796, 0.0297546, 0.0830078, 0.0566406, 4.59375, 3.01758, 85.5625, 93.0625, 0.925293, 0.683594, 1.25586, 1.05078, Triangle
0.0325012, -0.0734253, 1.00977, 1.05957, 0.0472412, 0.0277252, 0.0722656, 0.0527344, 3.91602, 2.68359, 88.5, 95.3125, 0.848145, 0.694824, 1.01367, 0.928711, Triangle
-0.0889282, -0.0622253, 0.897461, 0.97998, 0.0717163, 0.0272064, 0.125977, 0.0805664, 6.45703, 2.51953, 75.5, 84.375, 0.905273, 0.635742, 1.34863, 1.05859, Triangle
0.0127106, -0.13855, 1.0127, 1.06934, 0.0482483, 0.0250244, 0.0722656, 0.0458984, 3.92383, 3.58398, 88.9375, 96.4375, 0.952148, 0.609863, 1.12988, 0.905762, Triangle
-0.0441895, -0.0899658, 0.998535, 1.0459, 0.0423584, 0.0254517, 0.0820313, 0.0615234, 3.5918, 2.71875, 87.5, 93.625, 0.774414, 0.790527, 1.14746, 0.985352, Triangle
0.0626221, -0.0257111, 1.03711, 1.04883, 0.00794983, 0.00878906, 0.0185547, 0.015625, 0.962402, 0.766113, 88.6875, 90.375, 0.462158, 0.449951, 0.742676, 0.733398, Triangle
0.0101852, -0.0371399, 1.00977, 1.00977, 0.000878811, 0.000635147, 0.0078125, 0.0107422, 0.0795898, 0.163208, 83.25, 83.5, 0.161865, 0.109375, 0.355957, 0.360352, Triangle
-0.00657272, -0.0206299, 0.978516, 1, 0.0193176, 0.0139236, 0.0307617, 0.0224609, 1.56934, 1.16309, 80.125, 82.875, 0.555176, 0.518555, 0.787109, 0.711914, Triangle
0.0148697, -0.0505371, 1.03125, 1.0625, 0.0267029, 0.0286865, 0.0634766, 0.0576172, 2.18164, 2.53125, 91.375, 96.1875, 0.684082, 0.687012, 1.06836, 0.984375, Triangle
0.00170803, -0.0636597, 0.992188, 1.0293, 0.0335999, 0.0282745, 0.0654297, 0.0556641, 2.72461, 2.61914, 85.0625, 90.4375, 0.687012, 0.581543, 1.14941, 1.05469, Triangle
-0.0108185, -0.032959, 1.0127, 1.05664, 0.0383606, 0.030777, 0.0830078, 0.0625, 3.11914, 2.58203, 89.8125, 95.5625, 0.757813, 0.746582, 1.16504, 1.02734, Triangle
-0.0511169, -0.0415955, 0.919922, 0.975586, 0.0553589, 0.0294342, 0.0869141, 0.0688477, 4.69922, 2.52539, 75.625, 82.6875, 0.891113, 0.708496, 1.10352, 0.998047, Triangle
-0.00139904, -0.0739746, 1.02246, 1.06055, 0.0363159, 0.0205994, 0.0683594, 0.0537109, 2.94336, 2.11328, 90.3125, 95.5625, 0.70166, 0.573242, 1.08789, 0.98877, Triangle
0.0114822, -0.0615845, 1.02441, 1.06055, 0.0248718, 0.0345154, 0.0703125, 0.0634766, 2.02734, 3.10352, 90.8125, 96.3125, 0.675293, 0.738281, 1.17871, 1.05273, Triangle
-0.0220184, -0.125488, 0.924316, 0.977051, 0.0404663, 0.0240784, 0.081543, 0.0620117, 3.32031, 3.22852, 75.875, 82.375, 0.685059, 0.620117, 0.95166, 0.89502, Triangle
0.061554, -0.123779, 1.01465, 1.06641, 0.0423279, 0.0274963, 0.0712891, 0.0498047, 3.73828, 3.4707, 89.1875, 96.25, 0.769531, 0.647461, 1.05469, 0.96582, Triangle
-0.0251617, -0.0644531, 0.947754, 1.01855, 0.0506287, 0.0331421, 0.164063, 0.114258, 4.15625, 3.02344, 86.125, 93.3125, 0.870117, 0.771484, 1.45898, 1.22168, Triangle
-0.0371399, -0.112854, 0.995605, 1.05957, 0.0412903, 0.0420532, 0.0917969, 0.0585938, 3.45703, 4.44141, 87.75, 95.75, 0.772949, 0.740723, 1.21094, 0.879395, Triangle
-0.0593567, -0.0620728, 0.953125, 1.01953, 0.0498962, 0.0273285, 0.13916, 0.0927734, 4.32813, 2.52734, 84.9375, 91.75, 0.758789, 0.706543, 1.3291, 1.09766, Triangle
0.000219822, -0.0960693, 0.993652, 1.04785, 0.0491333, 0.0253448, 0.0693359, 0.0439453, 3.98242, 2.80273, 85.6875, 92.5625, 0.757813, 0.604004, 1.00781, 0.787598, Triangle
0.0264587, -0.0684814, 1.01367, 1.05957, 0.0437622, 0.0221863, 0.0703125, 0.046875, 3.60352, 2.17773, 88.9375, 94.8125, 0.773926, 0.616211, 0.94873, 0.825195, Triangle
-0.0844727, -0.0600891, 0.896484, 0.970703, 0.0643921, 0.0233459, 0.116699, 0.0732422, 5.80078, 2.18555, 74.625, 82.3125, 0.82666, 0.550293, 1.21973, 0.979004, Triangle
0.0140228, -0.138062, 1.00586, 1.06055, 0.0443115, 0.02034, 0.0683594, 0.0371094, 3.60742, 3.19336, 87.5625, 94.1875, 0.804199, 0.513672, 0.949707, 0.773926, Triangle
-0.0568542, -0.0905762, 0.985352, 1.03516, 0.0393677, 0.0215149, 0.0810547, 0.0556641, 3.45313, 2.4082, 85.25, 91.375, 0.717773, 0.626465, 1.07031, 0.85791, Triangle
0.0620117, -0.0253906, 1.04102, 1.04688, 0.00447083, 0.00624466, 0, 0.00585938, 0.673828, 0.558594, 87.8125, 89.3125, 0.307861, 0.35083, 0.45752, 0.451172, Triangle
0.0107574, -0.0368652, 1.00879, 1.00977, 0.000447989, 0.000375748, 0.00585938, 0.00585938, 0.0456848, 0.140625, 82.9375, 83.125, 0.0991821, 0.0853882, 0.219238, 0.222168, Triangle
-0.00823212, -0.0187683, 0.973633, 0.990234, 0.0168152, 0.01091, 0.0307617, 0.0263672, 1.36816, 0.912598, 79.3125, 81.625, 0.484619, 0.468262, 0.680664, 0.614258, Triangle
0.0186005, -0.0600586, 1.0332, 1.06055, 0.0223083, 0.0248108, 0.0488281, 0.0429688, 1.83691, 2.30273, 90.5, 94.6875, 0.575195, 0.517578, 0.823242, 0.748535, Triangle
0.00155735, -0.0524902, 0.993652, 1.02637, 0.0304108, 0.021286, 0.0507813, 0.0400391, 2.46484, 1.94922, 84.125, 88.6875, 0.624512, 0.497314, 0.865723, 0.823242, Triangle
-0.0196838, -0.035675, 1, 1.03809, 0.0343323, 0.0236969, 0.0664063, 0.0498047, 2.81445, 2.02344, 86.4375, 91.3125, 0.656738, 0.636719, 0.840332, 0.740723, Triangle
-0.0435791, -0.0437927, 0.933105, 0.97998, 0.0472107, 0.0231323, 0.0703125, 0.0522461, 3.98047, 2.03125, 76.25, 82.125, 0.740234, 0.549805, 0.988281, 0.868652, Triangle
0.000107646, -0.081604, 1.02051, 1.05664, 0.0329895, 0.0189056, 0.0566406, 0.0390625, 2.67383, 2.07227, 88.9375, 93.625, 0.652832, 0.524902, 0.84375, 0.746582, Triangle
0.0103226, -0.0545654, 1.02832, 1.05859, 0.0220795, 0.0244446, 0.0605469, 0.0498047, 1.79785, 2.22266, 90.625, 94.875, 0.562012, 0.593262, 0.958984, 0.86084, Triangle
-0.0220642, -0.122192, 0.918945, 0.962402, 0.0352173, 0.0202332, 0.0649414, 0.0537109, 2.89453, 2.84961, 73.6875, 79.4375, 0.59082, 0.521973, 0.882324, 0.792969, Triangle
0.0644531, -0.121704, 1.01465, 1.05859, 0.0386047, 0.0223389, 0.0556641, 0.0458984, 3.4668, 3.00977, 87.9375, 94.5625, 0.657227, 0.562988, 0.892578, 0.77832, Triangle
-0.0356445, -0.0610046, 0.938965, 0.996094, 0.0434265, 0.0270996, 0.134766, 0.0986328, 3.62305, 2.49805, 82.375, 88.4375, 0.740234, 0.648926, 1.17773, 0.978027, Triangle
-0.0272522, -0.121277, 1.00195, 1.05273, 0.0363464, 0.0294189, 0.0751953, 0.0546875, 3.00586, 3.57617, 87.5, 94.3125, 0.680664, 0.64209, 1.03711, 0.810059, Triangle
-0.0690308, -0.0540771, 0.946777, 1.00098, 0.0444336, 0.0225372, 0.112305, 0.0820313, 3.98828, 2.06445, 81.75, 87.875, 0.666504, 0.60498, 1.13574, 0.97168, Triangle
0.0117798, -0.108398, 1.00098, 1.04688, 0.0441284, 0.0194855, 0.0517578, 0.0332031, 3.58984, 2.53125, 85.375, 91.5, 0.70752, 0.525391, 0.830078, 0.669434, Triangle
0.0163879, -0.0641479, 1.01563, 1.05371, 0.0397644, 0.0162354, 0.0595703, 0.0390625, 3.24609, 1.65039, 88.4375, 93.1875, 0.697754, 0.532715, 0.882813, 0.719727, Triangle
-0.0753784, -0.0609131, 0.907715, 0.97168, 0.0596924, 0.019455, 0.0961914, 0.0654297, 5.29688, 1.87695, 74.5625, 81.8125, 0.737793, 0.481934, 1.0791, 0.891602, Triangle
0.011055, -0.134277, 0.998535, 1.04492, 0.0405884, 0.0160828, 0.0498047, 0.03125, 3.29883, 2.76563, 84.875, 91, 0.672852, 0.435547, 0.865234, 0.700195, Triangle
-0.0713501, -0.0900879, 0.975586, 1.02051, 0.0389099, 0.0171356, 0.0678711, 0.0478516, 3.56641, 2.04688, 82.625, 88.25, 0.663574, 0.528809, 0.945313, 0.74707, Triangle
0.059845, -0.0228119, 1.03027, 1.0332, 0.00199127, 0.00243759, 0.00292969, 0.00585938, 0.451904, 0.239746, 86.25, 87, 0.18335, 0.177124, 0.289063, 0.285645, Triangle
0.0125885, -0.038147, 1.00977, 1.01074, 0.000194907, 0.000227928, 0, 0, 0.0286407, 0.136475, 82.5, 82.8125, 0.0566101, 0.0560913, 0.0727539, 0.0742188, Triangle
-0.00511169, -0.0248718, 0.983887, 0.992188, 0.0114594, 0.00574875, 0.015625, 0.0185547, 0.930664, 0.516113, 79.75, 81.3125, 0.37915, 0.305664, 0.523926, 0.472168, Triangle
0.020752, -0.0596008, 1.02344, 1.04297, 0.0151291, 0.0161285, 0.0273438, 0.0224609, 1.26074, 1.5957, 87.1875, 90, 0.408936, 0.422363, 0.57666, 0.55127, Triangle
-0.0010891, -0.0443726, 1.00879, 1.02832, 0.0228729, 0.0103531, 0.0283203, 0.0244141, 1.85352, 0.999023, 84.75, 87.6875, 0.483154, 0.362305, 0.628418, 0.55127, Triangle
-0.040741, -0.0341797, 0.969238, 0.993652, 0.0265045, 0.0124817, 0.0380859, 0.03125, 2.2832, 1.10645, 79.25, 82.5625, 0.515137, 0.450684, 0.70166, 0.585938, Triangle
-0.0201569, -0.0550842, 0.966309, 0.992188, 0.0283051, 0.0120468, 0.0380859, 0.0322266, 2.32813, 1.22266, 78.75, 82.375, 0.508301, 0.370117, 0.658203, 0.589844, Triangle
0.00195026, -0.0826416, 1.00977, 1.03516, 0.0267944, 0.0135422, 0.0253906, 0.0214844, 2.17188, 1.65137, 84.6875, 88.5625, 0.508301, 0.381348, 0.595703, 0.537598, Triangle
-0.00342369, -0.0515137, 1.02051, 1.03809, 0.0162354, 0.0121307, 0.0302734, 0.0263672, 1.31738, 1.19824, 86.875, 89.4375, 0.422607, 0.393799, 0.62207, 0.59668, Triangle
-0.0123749, -0.122986, 0.939941, 0.967773, 0.0245514, 0.011467, 0.0327148, 0.03125, 2.00195, 2.15625, 74.25, 78.4375, 0.439453, 0.39624, 0.595215, 0.565918, Triangle
0.0665283, -0.114014, 1.01074, 1.04199, 0.0296631, 0.013092, 0.0302734, 0.0263672, 2.76367, 2.11523, 85.25, 90.1875, 0.548828, 0.436523, 0.611328, 0.544922, Triangle
-0.0451965, -0.0559082, 0.93457, 0.967773, 0.0270081, 0.0139771, 0.0634766, 0.0458984, 2.35547, 1.38672, 75.9375, 79.625, 0.492188, 0.460938, 0.786133, 0.683105, Triangle
-0.0184937, -0.125732, 1.00684, 1.04004, 0.0274963, 0.0113525, 0.0429688, 0.0302734, 2.25586, 2.20117, 85.625, 90.125, 0.53125, 0.366211, 0.696777, 0.584473, Triangle
-0.0745239, -0.0509949, 0.938965, 0.969238, 0.029541, 0.0130539, 0.0541992, 0.046875, 2.84375, 1.26855, 75.875, 79.9375, 0.527344, 0.424072, 0.727051, 0.643066, Triangle
0.0237885, -0.116699, 0.999512, 1.03027, 0.0369263, 0.00939178, 0.0253906, 0.0273438, 3.04102, 1.86523, 83.0625, 88.25, 0.602051, 0.345947, 0.622559, 0.52002, Triangle
-0.0125504, -0.0601807, 0.996094, 1.02148, 0.0318298, 0.0068779, 0.0341797, 0.0244141, 2.5918, 0.851074, 83.1875, 86.5, 0.553223, 0.333252, 0.641602, 0.546387, Triangle
-0.0490723, -0.0726318, 0.935059, 0.974609, 0.043396, 0.0118332, 0.0478516, 0.0366211, 3.71289, 1.38672, 74.75, 79.9375, 0.606934, 0.381348, 0.717773, 0.613281, Triangle
0.00473022, -0.12146, 0.99707, 1.02539, 0.0316162, 0.0071106, 0.0263672, 0.0244141, 2.56445, 1.77246, 82.6875, 87.25, 0.560059, 0.292969, 0.610352, 0.506836, Triangle
-0.0905151, -0.0835571, 0.95166, 0.986328, 0.0293427, 0.0094223, 0.0419922, 0.0292969, 3.04297, 1.3291, 76.8125, 81.1875, 0.516602, 0.363281, 0.633789, 0.532715, Triangle
0.0716553, -0.0129166, 0.987793, 1.00879, 0.015358, 0.0125809, 0.0292969, 0.0195313, 1.66113, 1.0332, 81.4375, 84.0625, 0.649902, 0.651855, 1.15723, 1.15918, Triangle
0.0211487, 0.013382, 0.990723, 1.00098, 0.00901794, 0.00575638, 0.0161133, 0.0107422, 0.767578, 0.481201, 80.875, 82.125, 0.498047, 0.411621, 1.01563, 0.756836, Triangle
0.0445862, 0.0398254, 0.988281, 1.02051, 0.0316162, 0.023056, 0.0478516, 0.0419922, 2.72461, 1.99805, 83.0625, 87.8125, 0.736816, 0.773438, 0.969238, 0.893066, Triangle
0.0343018, -0.0306244, 1, 1.03223, 0.0309296, 0.022171, 0.0390625, 0.0292969, 2.60352, 1.87305, 84.25, 88.75, 0.702148, 0.544922, 0.848633, 0.771973, Triangle
-0.0515747, -0.0570679, 1.0127, 1.05664, 0.0348816, 0.025116, 0.0830078, 0.0585938, 3.04297, 2.29883, 89.875, 95.25, 0.84375, 0.728516, 1.13477, 1.09766, Triangle
-0.0803223, -0.0709229, 0.918945, 0.983887, 0.059845, 0.022049, 0.0927734, 0.0610352, 5.375, 2.19531, 75.9375, 83.4375, 0.805176, 0.618652, 1.20703, 1.08105, Triangle
0.0102539, -0.159546, 1.00293, 1.05664, 0.0423279, 0.0270386, 0.0605469, 0.0449219, 3.43945, 4.25391, 86.4375, 94.125, 0.789063, 0.687012, 1.02734, 0.918945, Triangle
-0.0311127, -0.09021, 1.01758, 1.06836, 0.0411377, 0.0371399, 0.0683594, 0.0498047, 3.41406, 3.66992, 89.4375, 96.5625, 0.866699, 0.830566, 1.1377, 1.00977, Triangle
-0.0531006, -0.0765381, 0.929688, 0.988281, 0.067627, 0.0151367, 0.0610352, 0.0410156, 5.70703, 1.70215, 75, 82.5, 0.966309, 0.555176, 0.858887, 0.76709, Triangle
