AccX[mg]	AccY[mg]	AccZ[mg]	GyrX[dps]	GyrY[dps]	GyrZ[dps]	
-52.002499875	-41.89937437500001	1022.4972762499999	-0.3784375000000002	-5.907890625	-9.513984375
-49.80649975	-50.25637475	1030.5950317499999	-1.562421875	-6.4799218750000005	-10.644374999999998
-53.008999624999994	-58.7506245	1038.36489875	-2.75296875	-8.357890625000001	-12.186015624999998
-41.213124625	-67.8243745	1037.808273375	-2.76171875	-14.757968625	-12.831328125
-26.870499500000005	-79.361	1039.028274625	-3.8396093750000007	-19.06679675	-11.426406125000002
0.12962487500000108	-94.13824975	1019.5463945	-6.21796875	-19.468203000000003	-11.67796875
21.05262475	-101.999625125	1008.4825211250001	-7.0962499999999995	-15.084999750000003	-13.042421874999999
37.408249625	-113.65062525	1006.248397875	-5.994843749999999	-9.626640625000002	-16.853593875
53.35974975	-111.85112575	996.076637375	-2.7562499999999996	-5.910078000000002	-18.298437625
69.433250375	-106.452625375	995.8631363749998	0.9936717499999996	-1.4962498750000006	-16.191875125
75.083375375	-107.558250625	992.088768125	-3.9560938750000005	4.228984624999999	-12.801797
69.7992505	-111.8587515	987.8645173749999	-4.988047125	7.9646877499999995	-10.459531375000001
62.464000250000005	-106.30012624999999	989.0082627499999	-5.7487502500000005	11.82562525	-8.354062625
55.677750375	-101.96150125	989.8470078749999	-4.349844	15.638984624999999	-5.4709376249999995
35.30375037500001	-97.523751375	999.6451341249999	-4.139297125	18.79937525	-1.6417188749999996
11.483250500000002	-95.3048765	998.4098893749999	-5.731797125000001	19.6645315	2.0360156249999997
-8.631499875	-94.24500200000001	1002.420639125	-6.7582815	19.679297000000002	4.4253125
-28.14387575	-98.34725200000001	1000.0187607500001	-9.600937624999998	19.04218775	5.011015625000001
-34.137126	-102.37325200000001	1000.2932587500001	-4.77914075	17.8664065	4.721718750000001
-46.482000875000004	-106.673750875	1003.6253891250001	-3.6733593750000004	16.99468775	5.0580468750000005
-53.565625874999995	-117.2801265	1003.701637375	-2.361953125	12.132422125000002	5.23796875
-61.594750875	-122.72437662499999	1005.417266875	-2.440703125	6.414297250000002	5.822578125000001
-63.44000062499999	-131.63037574999998	999.19526675	-2.3810937500000002	2.191328500000002	6.3579687499999995
-68.053126	-138.13450037500002	1000.61351775	-0.9761718750000004	1.0631253750000003	6.038046875
-72.79587575	-139.583249875	1004.9368972499999	-0.5293749999999999	-0.5255465000000001	5.976796875
-73.29912487499999	-143.06025012499998	1008.93238825	-0.45773437500000014	-3.738984125	5.2084375
-78.026624875	-137.616	1011.19701375	0.841640625	-7.1689842499999985	3.7072656250000002
-75.26637475	-131.127125625	1016.51163475	1.2731249999999996	-7.458281124999998	3.626328125
-77.30987462499999	-125.2177495	1016.9157637500001	2.8453906250000003	-6.684999874999999	3.59078125
-69.08249962500001	-120.177624625	1015.0552596250001	4.314296875	-6.20703125	3.772890625
-63.226499875	-118.15700050000001	1016.57263175	5.574843749999999	-5.587968749999999	3.4584375
-58.94887475	-114.420750625	1016.7175063750001	5.69734375	-5.040546874999999	3.303125
-53.329249624999996	-108.092001	1015.726257375	5.846640625	-4.697656249999999	3.21671875
-50.446999874999996	-97.25687562499999	1008.0783921249999	6.620468750000001	-4.983671874999998	1.9102343750000002
-41.937499625	-91.90412574999999	1005.5697708749999	7.60265625	-4.3706249999999995	1.06421875
-35.425749875	-84.1190005	1007.8191452499999	8.7040625	-3.2478906249999997	0.987109375
-32.74937499999999	-86.017625875	1006.92701725	7.591171875000001	-1.717734375	1.966015625
-37.278625	-82.746501	1011.6240234999999	5.03015625	1.1872656249999995	1.4257031249999998
-36.843999999999994	-75.25112537500002	1010.2972717499999	3.929296875	-0.04484375000000007	1.15390625
-33.34412475	-70.775250375	1010.274391125	2.5451562500000002	-1.3567968750000001	1.37703125
-31.003249750000002	-69.151125375	1010.8310165	0.3396093750000002	-1.276953125	1.6351562499999999
-28.090500000000006	-71.69025025	1011.1665115000001	-0.9958593749999998	-1.0035156250000001	2.690078125
-30.24075025	-74.023500375	1011.2885055	-3.127578125	0.51078125	3.5984374999999993
-33.466125375	-77.294625625	1005.8747557500001	-4.226796875	1.0434375	2.5697656249999996
-31.90300025	-73.13900025	1010.777633625	-5.7684375	1.5181250000000002	1.022109375
-31.40737525	-74.93849975	1005.4630050000001	-6.15453125	0.14054687500000007	0.505859375
-32.330000125000005	-80.878375375	1008.2232589999999	-6.124453125	0.64203125	-0.4167187499999999
-33.73300025	-85.095000625	1008.337638875	-5.190390625	3.180078125	-0.9974999999999999
-37.659875625	-91.92700087499999	1006.2178878749999	-3.1910156249999995	3.871875	-2.005390625
-40.267625499999994	-94.37462612499999	1006.972763	-2.5287499999999996	5.962578125	-2.293046875
-45.70425	-97.73725125	1006.949890125	-1.7975781250000002	6.715078125	-2.445078125
-49.62349999999999	-98.034626	1009.38226325	-2.0436718750000002	8.4377345	-2.218671875
-55.975125500000004	-99.95612625	1002.9238891250002	-1.211875	9.135546999999999	-1.739609375
-62.27337525	-99.25462637499999	1006.728767375	0.500390625	10.057031375	-1.24140625
-72.30787512500001	-95.84625062500001	1006.9193877499999	0.1328906250000001	11.679062624999998	-0.557265625
-80.7030005	-96.17412575	1002.6493835	-0.21984375000000006	9.490468875	-0.17171875000000011
-86.3836255	-94.313625375	1002.306259125	-0.8197656250000002	6.232187625	0.500390625
-89.47937587499999	-94.23737525	1003.4805145	-0.9887500000000002	3.3971876250000004	0.8323437499999999
-88.038250875	-92.2091255	1002.90101625	-0.6179687500000001	0.6775782500000006	1.06859375
